Product , Fast (500 keV) 
Product ,  
Product , Yield 
Rh110m ,0.00011505
Rh111 ,0.00048686
Rh112 ,0.00047772
Rh113 ,0.00064498
Rh114 ,0.00044051
Rh115 ,0.00032584
Rh116 ,0.00016852
Rh117 ,0.00005945
Rh118 ,0.00000932
Rh119 ,0.000000957
Rh120 ,0.0000000428
Rh121 ,0.00000000104995
Rh122 ,1.35E-11
Rh123 ,1.18E-13
Rh124 ,0
Rh125 ,  
Pd99 ,0
Pd101 ,0
Pd102 ,0
Pd103 ,0
Pd104 ,2.43E-13
Pd105 ,2.05E-11
Pd106 ,0.00000000115
Pd107 ,0.0000000113
Pd107m ,0.000000025
Pd108 ,0.000000728
Pd109 ,3.23E-10
Pd109m ,7.18E-10
Pd110 ,0.0000000144
Pd111 ,0.0000000453
Pd111m ,0.000000101
Pd112 ,0.000000779
Pd113 ,0.00000335
Pd114 ,0.00009861
Pd115 ,0.00021461
Pd116 ,0.00042867
Pd117 ,0.00042004
Pd118 ,0.00027034
Pd119 ,0.0000879
Pd120 ,0.00001886
Pd121 ,0.00000167
Pd122 ,0.000000107
Pd123 ,0.00000000332
Pd124 ,0
Pd125 ,0
Pd126 ,0
Pd127 ,0
Pd128 ,0
Pd129 ,0
Pd130 ,1.65E-14
Ag103 ,0
Ag105 ,0
Ag105m ,0
Ag106 ,0
Ag106m ,0
Ag107 ,8.37E-14
Ag107m ,6.14E-13
Ag108 ,2.235E-11
Ag108m ,2.235E-11
Ag109 ,0
Ag109m ,0
Ag110 ,0
Ag110m ,0
Ag111 ,0
Ag111m ,1.04E-14
Ag112 ,3.01E-13
Ag113 ,7.59E-13
Ag113m ,5.57E-12
Ag114 ,0.000000621
Ag115 ,0.0000032
Ag115m ,0.0000032
Ag116 ,0.00001972
Ag116m ,0.00001972
Ag117 ,0.0000754
Ag117m ,0.0000754
Ag118 ,0.00013171
Ag118m ,0.00013171
Ag119 ,0.00032859
Ag120 ,0.00010608
Ag120m ,0.00010608
Ag121 ,0.00008438
Ag122 ,0.000009
Ag122m ,0.000009
Ag123 ,0.00000263
Ag124 ,2.82E-11
Ag125 ,1.98E-12
Ag126 ,2.96E-13
Ag127 ,2.41E-14
Ag128 ,0
Ag129 ,2.85102E-16
Ag130 ,9.59E-10
Ag131 ,2.13189E-11
Ag132 ,7.44017E-13
Cd105 ,0
Cd106 ,0
Cd107 ,0
Cd108 ,0
Cd109 ,0
Cd110 ,0
Cd111 ,0
Cd111m ,0
Cd112 ,0
Cd113 ,0
Cd113m ,0
Cd114 ,4.41E-10
Cd115 ,0.00000000358
Cd115m ,0.0000000135
Cd116 ,0.000000513
Cd117 ,0.00000133
Cd117m ,0.00000501
Cd118 ,0.0000466
Cd119 ,0.00008224
Cd119m ,0.00008224
Cd120 ,0.00041106
Cd121 ,0.00023062
Cd121m ,0.00023062
Cd122 ,0.00039782
Cd123 ,0.00017642
Cd124 ,0.00000733
Cd125 ,0.0000014
Cd126 ,0.000000871
Cd127 ,0.000000213
Cd128 ,0.0000000423
Cd129 ,0.00000000571
Cd130 ,0.00000557
Cd131 ,0.000000446979
Cd132 ,0.0000000155993
Cd133 ,7.58325E-11
Cd134 ,1.2E-12
Cd136 ,0
In107 ,0
In109 ,0
In111 ,0
In112 ,0
In112m ,0
In113 ,0
In113m ,0
In114 ,0
In114m ,0
In115 ,1.09E-12
In115m ,2.23E-13
In116 ,4.92E-11
In116m ,4.92E-11
In116n ,4.92E-11
In117 ,0.00000000745
In117m ,0.00000000153
In118 ,0.000000176
In118m ,0.00000002485
In118n ,0.00000002485
In119 ,0.000003
In119m ,0.000000614
In120 ,0.00000944
In120m ,0.00000944
In120n ,0.00000944
In121 ,0.000107
In121m ,0.00002192
In122 ,0.000100933
In122m ,0.000100933
In122n ,0.000100933
In123 ,0.00041352
In123m ,0.0000847
In124 ,0.00028292
In124m ,0.00028292
In125 ,0.00017433
In125m ,0.00017433
In126 ,0.000281585
In126m ,0.000281585
In127 ,0.00025881
In127m ,0.00025881
In128 ,0.00015468
In128m ,0.00015468
In129 ,0.00009687
In129m ,0.00009687
In130 ,0.000233417
In130m ,0.000233417
In130n ,0.000233417
In131 ,0.00011231
In131m ,0.00011231
In132 ,0.00002546
In133 ,0.00000158992
In134 ,0.0000000328
In135 ,2.13189E-10
In136 ,2.86E-12
Sn111 ,0
Sn112 ,0
Sn113 ,0
Sn113m ,0
Sn114 ,0
Sn115 ,0
Sn116 ,0
Sn117 ,4.795E-13
Sn117m ,4.795E-13
Sn118 ,1.22E-10
Sn119 ,0.00000000145
Sn119m ,0.00000000546
Sn120 ,0.000000267
Sn121 ,0.00000107
Sn121m ,0.00000303
Sn122 ,0.00004111
Sn123 ,0.00013993
Sn123m ,0.00004916
Sn124 ,0.0005249
Sn125 ,0.00039989
Sn125m ,0.0001405
Sn126 ,0.00213194
Sn127 ,0.00260131
Sn127m ,0.00093782
Sn128 ,0.00308895
Sn128m ,0.00308895
Sn129 ,0.00683593
Sn129m ,0.00239777
Sn130 ,0.00591792
Sn130m ,0.00591792
Sn131 ,0.00493675
Sn131m ,0.00493675
Sn132 ,0.00463707
Sn133 ,0.00093176
Sn134 ,0.00009133
Sn135 ,0.00000446979
Sn136 ,0.000000125
Sn137 ,0.00000000209
Sn138 ,2.76E-11
Sn139 ,5.15089E-13
Sb113 ,0
Sb115 ,0
Sb117 ,0
Sb118 ,0
Sb118m ,0
Sb119 ,3.78E-13
Sb120 ,2.03E-11
Sb120m ,3.45E-11
Sb121 ,0.00000000429
Sb122 ,0.0000000639
Sb122m ,0.0000000847
Sb123 ,0.00000305
Sb124 ,0.000000239333
Sb124m ,0.000000239333
Sb124n ,0.000000239333
Sb125 ,0.00000243
Sb126 ,0.000008
Sb126m ,0.000005525
Sb126n ,0.000005525
Sb127 ,0.00011946
Sb128 ,0.00018663
Sb128m ,0.00025773
Sb129 ,0.00206146
Sb130 ,0.00295649
Sb130m ,0.00408276
Sb131 ,0.0191137
Sb132 ,0.0124243
Sb132m ,0.0110178
Sb133 ,0.018621
Sb134 ,0.00284688
Sb134m ,0.00284688
Sb135 ,0.00123266
Sb136 ,0.00011047
Sb137 ,0.0000079
Sb138 ,0.000000316
Sb139 ,0.0000000107995
Sb140 ,1.17326E-10
Sb141 ,4.5333E-12
Sb142 ,  
Te115 ,0
Te117 ,0
Te118 ,0
Te119 ,0
Te120 ,0
Te121 ,1.68E-13
Te121m ,1.68E-13
Te122 ,5.88E-11
Te123 ,8.78E-10
Te123m ,0.0000000033
Te124 ,1.18E-12
Te125 ,3.25E-12
Te125m ,1.22E-11
Te126 ,3.51E-10
Te127 ,0.00000000155
Te127m ,0.00000000442
Te128 ,0.000000101
Te129 ,0.000000365
Te129m ,0.00000104
Te130 ,0.00073102
Te131 ,0.00128716
Te131m ,0.00465171
Te132 ,0.0216493
Te133 ,0.0115421
Te133m ,0.0328508
Te134 ,0.0511571
Te135 ,0.0311556
Te136 ,0.0112896
Te137 ,0.00233078
Te138 ,0.00037531
Te139 ,0.00003567
Te140 ,0.00000245988
Te141 ,0.0000000950463
Te142 ,0.00000000213
Te143 ,1.46445E-11
Te144 ,1.55234E-12
I121 ,0
I123 ,1.62E-13
I125 ,0
I126 ,0
I127 ,0
I128 ,0
I129 ,2.93E-13
I130 ,0.00000144
I130m ,0.000000531
I131 ,0.00005199
I132 ,0.000332225
I132m ,0.000332225
I133 ,0.00258558
I133m ,0.00258558
I134 ,0.00890327
I134m ,0.00790466
I135 ,0.0366057
I136 ,0.0170104
I136m ,0.0169801
I137 ,0.0248777
I138 ,0.0105169
I139 ,0.00360771
I140 ,0.00066829
I141 ,0.000091515
I142 ,0.00000641
I143 ,0.000000307041
I144 ,0.0000000325467
I145 ,7.58325E-11
I146 ,3.05238E-12
I147 ,9.54373E-13
Xe124 ,0
Xe125 ,0
Xe125m ,0
Xe126 ,0
Xe127 ,0
Xe127m ,0
Xe128 ,0
Xe129 ,0
Xe129m ,0
Xe130 ,5.72E-10
Xe131 ,0.0000000111
Xe131m ,0.0000000317
Xe132 ,0.00000257
Xe133 ,0.00001659
Xe133m ,0.00004721
Xe134 ,0.00024464
Xe134m ,0.00066144
Xe135 ,0.00142367
Xe135m ,0.00402959
Xe136 ,0.0190886
Xe137 ,0.0373224
Xe138 ,0.0461549
Xe139 ,0.0366722
Xe140 ,0.0228335
Xe141 ,0.00794382
Xe142 ,0.00209888
Xe143 ,0.000147816
Xe143m ,0.000147816
Xe144 ,0.0000313375
Xe145 ,0.00000158992
Xe146 ,0.000000063997
Xe147 ,0.0000000200096
Xe148 ,1.48E-11
Xe149 ,5.71549E-13
Xe150 ,0
Cs127 ,0
Cs129 ,0
Cs131 ,1.04E-12
Cs132 ,2.09E-10
Cs133 ,0.0000000245
Cs134 ,0.000000595
Cs134m ,0.000000595
Cs135 ,0.00001657
Cs135m ,0.00001657
Cs136 ,0.00026809
Cs136m ,0.00026809
Cs137 ,0.00238411
Cs138 ,0.00375101
Cs138m ,0.00375922
Cs139 ,0.0186489
Cs140 ,0.0261548
Cs141 ,0.0282108
Cs142 ,0.0180212
Cs143 ,0.00873461
Cs144 ,0.00239596
Cs145 ,0.00046582
Cs146 ,0.00005159
Cs147 ,0.0000192662
Cs148 ,0.000000141
Cs149 ,0.0000000119832
Cs150 ,6.31E-11
Cs151 ,9.95633E-13
Cs152 ,2.46575E-14
Ba129 ,0
Ba131 ,0
Ba132 ,0
Ba133 ,6.83E-13
Ba134 ,1.65E-10
Ba135 ,0.0000000078
Ba135m ,0.0000000078
Ba136 ,0.000000357
Ba136m ,0.000000357
Ba137 ,0.00000402
Ba137m ,0.00001144
Ba138 ,0.0001842
Ba139 ,0.00115431
Ba140 ,0.00538619
Ba141 ,0.0136396
Ba142 ,0.027198
Ba143 ,0.0296972
Ba144 ,0.0258441
Ba145 ,0.0124382
Ba146 ,0.0048388
Ba147 ,0.000974554
Ba148 ,0.00013947
Ba149 ,0.000011538
Ba150 ,0.000000702
Ba151 ,0.0000000208747
Ba152 ,5.16975E-10
Ba153 ,2.81868E-12
Ba154 ,4.39E-14
La133 ,0
La135 ,2.03E-13
La137 ,0.00000000292
La138 ,0.000000104
La139 ,0.00000249
La140 ,0.00003188
La141 ,0.00027889
La142 ,0.00143969
La143 ,0.0056212
La144 ,0.0107015
La145 ,0.0153877
La146 ,0.00675276
La146m ,0.00675276
La147 ,0.00928238
La148 ,0.00330254
La149 ,0.00098106
La150 ,0.00016446
La151 ,0.0000200991
La152 ,0.0000013
La153 ,0.0000000590972
La154 ,0.00000000124
La155 ,9.34791E-12
La156 ,3.77732E-13
La157 ,7.48786E-15
Ce135 ,0
Ce137 ,3.97E-14
Ce138 ,6E-12
Ce139 ,1.07E-10
Ce139m ,3.04E-10
Ce140 ,0.0000000206
Ce141 ,0.000000502
Ce142 ,0.00001011
Ce143 ,0.00009454
Ce144 ,0.00066036
Ce145 ,0.00249874
Ce146 ,0.00702769
Ce147 ,0.0111137
Ce148 ,0.0125101
Ce149 ,0.00852081
Ce150 ,0.00490085
Ce151 ,0.00151246
Ce152 ,0.00035579
Ce153 ,0.00004537
Ce154 ,0.00000357
Ce155 ,0.000000195991
Ce156 ,0.00000000791962
Ce157 ,1.56993E-10
Ce158 ,1.76E-12
Ce159 ,1.20187E-14
Ce160 ,0
Pr139 ,0
Pr140 ,2.66E-13
Pr141 ,2.74E-11
Pr142 ,7.65E-10
Pr142m ,7.65E-10
Pr143 ,0.0000000572
Pr144 ,0.0000000986
Pr144m ,0.000000997
Pr145 ,0.00001559
Pr146 ,0.0001138
Pr147 ,0.00063558
Pr148 ,0.000870775
Pr148m ,0.000870775
Pr149 ,0.00365198
Pr150 ,0.00489514
Pr151 ,0.00485337
Pr152 ,0.00260271
Pr153 ,0.00116437
Pr154 ,0.0002288
Pr155 ,0.00004663
Pr156 ,0.00000517
Pr157 ,0.000000398
Pr158 ,0.0000000126
Pr159 ,2.51988E-10
Pr160 ,3.11E-12
Pr161 ,3.8727E-14
Pr162 ,8.39404E-16
Nd140 ,0
Nd141 ,0
Nd142 ,2.29E-14
Nd143 ,2.47E-12
Nd144 ,1.88E-10
Nd145 ,0.00000000781
Nd146 ,0.000000221
Nd147 ,0.00000346
Nd148 ,0.00003594
Nd149 ,0.00019612
Nd150 ,0.00088897
Nd151 ,0.00208298
Nd152 ,0.00339768
Nd153 ,0.0034002
Nd154 ,0.00211292
Nd155 ,0.00102884
Nd156 ,0.00039696
Nd157 ,0.00007997
Nd158 ,0.00000955
Nd159 ,0.000000527
Nd160 ,0.0000000254
Nd161 ,8.11961E-10
Nd162 ,1.75992E-11
Nd163 ,9.93E-14
Nd164 ,0
Nd165 ,1.28772E-17
Pm141 ,0
Pm143 ,0
Pm144 ,0
Pm145 ,1.08E-13
Pm146 ,8.77E-12
Pm147 ,5.65E-10
Pm148 ,0.00000000456
Pm148m ,0.0000000123
Pm149 ,0.000000353
Pm150 ,0.00000444
Pm151 ,0.00003581
Pm152 ,0.00005088
Pm152m ,0.00005088
Pm152n ,0.00005088
Pm153 ,0.0005275
Pm154 ,0.00035552
Pm154m ,0.00035552
Pm155 ,0.00113417
Pm156 ,0.00092741
Pm157 ,0.00060381
Pm158 ,0.00017596
Pm159 ,0.00003449
Pm160 ,0.00000442
Pm161 ,0.00000052
Pm162 ,0.0000000305
Pm163 ,6.76E-10
Pm164 ,1.6E-11
Pm165 ,2.69987E-13
Pm166 ,2.41806E-15
Pm167 ,5.19858E-17
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,0
Sm146 ,0
Sm147 ,0
Sm148 ,8.09E-13
Sm149 ,4.77E-11
Sm150 ,0.00000000246
Sm151 ,0.0000000581
Sm152 ,0.000000897
Sm153 ,0.00000847
Sm154 ,0.00003938
Sm155 ,0.00014456
Sm156 ,0.00040447
Sm157 ,0.00059113
Sm158 ,0.00053259
Sm159 ,0.00023747
Sm160 ,0.00010033
Sm161 ,0.00002862
Sm162 ,0.00000588
Sm163 ,0.000000351
Sm164 ,0.00000003
Sm165 ,0.00000000137
Sm166 ,5.06976E-11
Sm167 ,1.08995E-12
Sm168 ,1.41E-14
Sm169 ,1.59773E-16
Sm170 ,0
Eu147 ,0
Eu149 ,0
