Product ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error
Ag120m ; 6.99935E-5 ; 4.47958E-5 ; 0.00285102 ; 0.00182466
Ag121 ; 7.54338E-5 ; 4.82776E-5 ; 0.00448225 ; 0.00286864
Ag122 ; 1.36957E-5 ; 8.76524E-6 ; 0.00115521 ; 7.39338E-4
Ag122m ; 1.36957E-5 ; 8.76524E-6 ; 0.00115521 ; 7.39338E-4
Ag123 ; 9.17046E-6 ; 5.86909E-6 ; 9.4702E-4 ; 6.06093E-4
Ag124 ; 1.30006E-6 ; 8.32042E-7 ; 3.0158E-4 ; 1.93011E-4
Ag125 ; 6.34032E-11 ; 4.0578E-11 ; 6.854E-5 ; 4.38656E-5
Ag126 ; 5.59028E-12 ; 3.57778E-12 ; 1.122E-5 ; 7.1808E-6
Ag127 ; 4.29021E-13 ; 2.74574E-13 ; 1.37958E-6 ; 8.82929E-7
Ag128 ; 1.69008E-14 ; 1.08165E-14 ; 2.3E-7 ; 1.472E-7
Ag129 ; 1.22335E-15 ; 7.82946E-16 ; 1.36339E-7 ; 8.72566E-8
Ag130 ; 0.0 ; 0.0 ; 2.69E-9 ; 1.7216E-9
Ag131 ; 7.06354E-11 ; 4.52066E-11 ; 1.04154E-10 ; 6.66587E-11
Ag132 ; 3.68142E-12 ; 2.35611E-12 ;  ; 
Ag133 ; 2.24975E-13 ; 1.43984E-13 ;  ; 
Cd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd107 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd108 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd109 ; 0.0 ; 0.0 ; 3.37E-14 ; 2.1568E-14
Cd110 ; 0.0 ; 0.0 ; 2.03E-12 ; 1.2992E-12
Cd111 ; 0.0 ; 0.0 ; 9.46E-12 ; 6.0544E-12
Cd111m ; 0.0 ; 0.0 ; 5.81E-11 ; 3.7184E-11
Cd112 ; 6.70033E-14 ; 4.28821E-14 ; 1.96E-9 ; 1.2544E-9
Cd113 ; 2.0601E-12 ; 1.31847E-12 ; 5.45E-9 ; 3.488E-9
Cd113m ; 7.76039E-12 ; 4.96665E-12 ; 3.35E-8 ; 2.144E-8
Cd114 ; 7.86039E-10 ; 5.03065E-10 ; 5.19E-7 ; 3.3216E-7
Cd115 ; 5.58028E-9 ; 3.57138E-9 ; 6.76E-7 ; 4.3264E-7
Cd115m ; 2.1001E-8 ; 1.34407E-8 ; 4.15E-6 ; 2.656E-6
Cd116 ; 4.29021E-7 ; 2.74574E-7 ; 3.967E-5 ; 2.53888E-5
Cd117 ; 8.39042E-7 ; 5.36987E-7 ; 2.597E-5 ; 1.66208E-5
Cd117m ; 3.16016E-6 ; 2.0225E-6 ; 1.5954E-4 ; 1.02106E-4
Cd118 ; 2.61513E-5 ; 1.67368E-5 ; 6.4973E-4 ; 4.15827E-4
Cd119 ; 4.25921E-5 ; 2.7259E-5 ; 8.1499E-4 ; 5.21594E-4
Cd119m ; 4.25921E-5 ; 2.7259E-5 ; 8.1499E-4 ; 5.21594E-4
Cd120 ; 2.14561E-4 ; 1.37319E-4 ; 0.00340135 ; 0.00217686
Cd121 ; 1.30772E-4 ; 8.36938E-5 ; 0.00290104 ; 0.00185667
Cd121m ; 1.30772E-4 ; 8.36938E-5 ; 0.00290104 ; 0.00185667
Cd122 ; 3.56788E-4 ; 2.28344E-4 ; 0.00638146 ; 0.00408413
Cd123 ; 3.03945E-4 ; 1.94525E-4 ; 0.00591673 ; 0.00378671
Cd124 ; 1.77729E-4 ; 1.13746E-4 ; 0.00426787 ; 0.00273144
Cd125 ; 1.29206E-5 ; 8.26921E-6 ; 0.00230493 ; 0.00147516
Cd126 ; 4.89024E-6 ; 3.12976E-6 ; 8.9721E-4 ; 5.74214E-4
Cd127 ; 1.16006E-6 ; 7.42437E-7 ; 2.7347E-4 ; 1.75021E-4
Cd128 ; 2.32012E-7 ; 1.48487E-7 ; 9.038E-5 ; 5.78432E-5
Cd129 ; 2.45012E-8 ; 1.56808E-8 ; 3.76036E-5 ; 2.40663E-5
Cd130 ; 4.71024E-9 ; 3.01455E-9 ; 4.75E-6 ; 3.04E-6
Cd131 ; 2.36005E-6 ; 1.51043E-6 ; 3.39896E-7 ; 2.17533E-7
Cd132 ; 1.23002E-7 ; 7.87216E-8 ; 1.66E-8 ; 1.0624E-8
Cd133 ; 7.51681E-9 ; 4.81076E-9 ; 4.56441E-10 ; 2.92122E-10
Cd134 ; 2.13011E-11 ; 1.36327E-11 ; 7.65E-12 ; 4.896E-12
Cd135 ; 6.18114E-13 ; 3.95593E-13 ;  ; 
Cd136 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In107 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In109 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In111 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In112 ; 0.0 ; 0.0 ; 1.23E-14 ; 7.872E-15
In112m ; 0.0 ; 0.0 ; 9.96E-14 ; 6.3744E-14
In113 ; 0.0 ; 0.0 ; 5.15E-12 ; 3.296E-12
In113m ; 0.0 ; 0.0 ; 6.36E-13 ; 4.0704E-13
In114 ; 0.0 ; 0.0 ; 2.93E-11 ; 1.8752E-11
In114m ; 0.0 ; 0.0 ; 1.66E-10 ; 1.0624E-10
In115 ; 1.72009E-12 ; 1.10085E-12 ; 3.96E-9 ; 2.5344E-9
In115m ; 3.51018E-13 ; 2.24651E-13 ; 4.89E-10 ; 3.1296E-10
In116 ; 3.38684E-11 ; 2.16757E-11 ; 2.96E-8 ; 1.8944E-8
In116m ; 3.38684E-11 ; 2.16757E-11 ; 2.96E-8 ; 1.8944E-8
In116n ; 3.38684E-11 ; 2.16757E-11 ; 2.96E-8 ; 1.8944E-8
In117 ; 3.58018E-9 ; 2.29131E-9 ; 9.09E-7 ; 5.8176E-7
In117m ; 7.33037E-10 ; 4.69143E-10 ; 1.12E-7 ; 7.168E-8
In118 ; 6.40032E-8 ; 4.0962E-8 ; 7.19E-6 ; 4.6016E-6
In118m ; 9.05045E-9 ; 5.79229E-9 ; 6.35E-7 ; 4.064E-7
In118n ; 9.05045E-9 ; 5.79229E-9 ; 6.35E-7 ; 4.064E-7
In119 ; 9.45047E-7 ; 6.0483E-7 ; 4.382E-5 ; 2.80448E-5
In119m ; 1.9401E-7 ; 1.24166E-7 ; 5.42E-6 ; 3.4688E-6
In120 ; 2.53346E-6 ; 1.62141E-6 ; 7.77733E-5 ; 4.97749E-5
In120m ; 2.53346E-6 ; 1.62141E-6 ; 7.77733E-5 ; 4.97749E-5
In120n ; 2.53346E-6 ; 1.62141E-6 ; 7.77733E-5 ; 4.97749E-5
In121 ; 2.84914E-5 ; 1.82345E-5 ; 8.0313E-4 ; 5.14003E-4
In121m ; 5.84029E-6 ; 3.73779E-6 ; 9.926E-5 ; 6.35264E-5
In122 ; 3.79752E-5 ; 2.43041E-5 ; 0.00107646 ; 6.88934E-4
In122m ; 3.79752E-5 ; 2.43041E-5 ; 5.38245E-4 ; 3.44477E-4
In122n ; 3.79752E-5 ; 2.43041E-5 ; 5.38245E-4 ; 3.44477E-4
In123 ; 2.83964E-4 ; 1.81737E-4 ; 0.00395622 ; 0.00253198
In123m ; 5.81629E-5 ; 3.72243E-5 ; 4.8897E-4 ; 3.12941E-4
In124 ; 2.35787E-4 ; 1.50904E-4 ; 0.00347926 ; 0.00222673
In124m ; 2.35787E-4 ; 1.50904E-4 ; 0.00347926 ; 0.00222673
In125 ; 4.56613E-4 ; 2.92232E-4 ; 0.00419928 ; 0.00268754
In125m ; 4.56613E-4 ; 2.92232E-4 ; 0.00419928 ; 0.00268754
In126 ; 4.05635E-4 ; 2.59607E-4 ; 0.00364403 ; 0.00233218
In126m ; 4.05635E-4 ; 2.59607E-4 ; 0.00364403 ; 0.00233218
In127 ; 3.88129E-4 ; 2.48403E-4 ; 0.00259427 ; 0.00166033
In127m ; 3.88129E-4 ; 2.48403E-4 ; 0.00259427 ; 0.00166033
In128 ; 2.33907E-4 ; 1.497E-4 ; 0.00162887 ; 0.00104248
In128m ; 2.33907E-4 ; 1.497E-4 ; 0.00162887 ; 0.00104248
In129 ; 1.16596E-4 ; 7.46213E-5 ; 0.00113662 ; 7.27437E-4
In129m ; 1.16596E-4 ; 7.46213E-5 ; 0.00113662 ; 7.27437E-4
In130 ; 5.57161E-5 ; 3.56583E-5 ; 2.41383E-4 ; 1.54485E-4
In130m ; 5.57161E-5 ; 3.56583E-5 ; 2.41383E-4 ; 1.54485E-4
In130n ; 5.57161E-5 ; 3.56583E-5 ; 2.41383E-4 ; 1.54485E-4
In131 ; 2.94445E-4 ; 1.88445E-4 ; 7.011E-5 ; 4.48704E-5
In131m ; 2.94445E-4 ; 1.88445E-4 ; 7.011E-5 ; 4.48704E-5
In132 ; 9.65848E-5 ; 6.18143E-5 ; 1.927E-5 ; 1.23328E-5
In133 ; 9.89298E-6 ; 6.33151E-6 ; 1.48954E-6 ; 9.53308E-7
In134 ; 2.89014E-7 ; 1.84969E-7 ; 7.27E-8 ; 4.6528E-8
In135 ; 2.06522E-8 ; 1.32174E-8 ; 1.46122E-9 ; 9.35183E-10
In136 ; 5.33027E-11 ; 3.41137E-11 ; 5.42E-11 ; 3.4688E-11
In137 ; 9.84705E-13 ; 6.30211E-13 ;  ; 
Sn111 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn112 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn114 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn115 ; 0.0 ; 0.0 ; 3.35E-13 ; 2.144E-13
Sn116 ; 0.0 ; 0.0 ; 1.65E-11 ; 1.056E-11
Sn117 ; 1.85509E-13 ; 1.18726E-13 ; 2.4E-10 ; 1.536E-10
Sn117m ; 1.85509E-13 ; 1.18726E-13 ; 2.4E-10 ; 1.536E-10
Sn118 ; 3.30016E-11 ; 2.11211E-11 ; 9.73E-9 ; 6.2272E-9
Sn119 ; 2.90014E-10 ; 1.85609E-10 ; 1.92E-8 ; 1.2288E-8
Sn119m ; 1.09005E-9 ; 6.97635E-10 ; 1.18E-7 ; 7.552E-8
Sn120 ; 4.14021E-8 ; 2.64973E-8 ; 1.56E-6 ; 9.984E-7
Sn121 ; 1.34007E-7 ; 8.57643E-8 ; 2.61E-6 ; 1.6704E-6
Sn121m ; 3.82019E-7 ; 2.44492E-7 ; 1.191E-5 ; 7.6224E-6
Sn122 ; 7.31037E-6 ; 4.67863E-6 ; 8.0E-5 ; 5.12E-5
Sn123 ; 4.16921E-5 ; 2.66829E-5 ; 3.1974E-4 ; 2.04634E-4
Sn123m ; 1.46507E-5 ; 9.37647E-6 ; 7.019E-5 ; 4.49216E-5
Sn124 ; 2.86004E-4 ; 1.83043E-4 ; 0.00137384 ; 8.79258E-4
Sn125 ; 5.29776E-4 ; 3.39057E-4 ; 0.00305936 ; 0.00195799
Sn125m ; 1.86139E-4 ; 1.19129E-4 ; 6.7157E-4 ; 4.29805E-4
Sn126 ; 0.00161081 ; 0.00103092 ; 0.00703458 ; 0.00450213
Sn127 ; 0.00201905 ; 0.00129219 ; 0.009119 ; 0.00583616
Sn127m ; 7.09395E-4 ; 4.54013E-4 ; 0.00200173 ; 0.00128111
Sn128 ; 0.00242203 ; 0.0015501 ; 0.00632448 ; 0.00404767
Sn128m ; 0.00242203 ; 0.0015501 ; 0.00632448 ; 0.00404767
Sn129 ; 0.0073143 ; 0.00329143 ; 0.0116462 ; 0.00372677
Sn129m ; 0.00131772 ; 8.43338E-4 ; 0.00255269 ; 0.00163372
Sn130 ; 0.0072369 ; 0.00463162 ; 0.00535896 ; 0.00342973
Sn130m ; 0.0072369 ; 0.00463162 ; 0.00535896 ; 0.00342973
Sn131 ; 0.00734138 ; 0.00469848 ; 0.00264696 ; 0.00169406
Sn131m ; 0.00734138 ; 0.00469848 ; 0.00264696 ; 0.00169406
Sn132 ; 0.0103727 ; 0.00331926 ; 0.00195386 ; 0.00125047
Sn133 ; 0.00327804 ; 0.00209795 ; 4.1495E-4 ; 2.65568E-4
Sn134 ; 4.68493E-4 ; 2.99836E-4 ; 5.676E-5 ; 3.63264E-5
Sn135 ; 2.71807E-5 ; 1.73957E-5 ; 4.76854E-6 ; 3.05186E-6
Sn136 ; 1.43007E-6 ; 9.15246E-7 ; 3.19E-7 ; 2.0416E-7
Sn137 ; 3.29007E-8 ; 2.10564E-8 ; 1.18E-8 ; 7.552E-9
Sn138 ; 5.88029E-10 ; 3.76339E-10 ; 3.21E-10 ; 2.0544E-10
Sn139 ; 3.53177E-12 ; 2.26033E-12 ; 1.84414E-11 ; 1.18025E-11
Sn140 ; 3.86776E-13 ; 2.47537E-13 ;  ; 
Sb113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb117 ; 0.0 ; 0.0 ; 1.83E-14 ; 1.1712E-14
Sb118 ; 0.0 ; 0.0 ; 2.39E-13 ; 1.5296E-13
Sb118m ; 0.0 ; 0.0 ; 6.8E-13 ; 4.352E-13
Sb119 ; 3.32017E-14 ; 2.12491E-14 ; 3.21E-11 ; 2.0544E-11
Sb120 ; 1.14006E-12 ; 7.29636E-13 ; 2.33E-10 ; 1.4912E-10
Sb120m ; 1.9301E-12 ; 1.23526E-12 ; 6.62E-10 ; 4.2368E-10
Sb121 ; 1.72009E-10 ; 1.10085E-10 ; 2.09E-8 ; 1.3376E-8
Sb122 ; 3.22016E-9 ; 2.0609E-9 ; 8.33E-8 ; 5.3312E-8
Sb122m ; 4.27021E-9 ; 2.73294E-9 ; 1.94E-7 ; 1.2416E-7
Sb123 ; 2.54013E-7 ; 1.62568E-7 ; 3.39E-6 ; 2.1696E-6
Sb124 ; 1.19339E-6 ; 7.63771E-7 ; 9.54E-6 ; 6.1056E-6
Sb124m ; 1.19339E-6 ; 7.63771E-7 ; 9.54E-6 ; 6.1056E-6
Sb124n ; 1.19339E-6 ; 7.63771E-7 ; 9.54E-6 ; 6.1056E-6
Sb125 ; 8.85044E-7 ; 5.66428E-7 ; 1.8654E-4 ; 1.19386E-4
Sb126 ; 2.0401E-6 ; 1.30567E-6 ; 4.0326E-4 ; 2.58086E-4
Sb126m ; 1.41007E-6 ; 9.02445E-7 ; 1.52105E-4 ; 9.73472E-5
Sb126n ; 1.41007E-6 ; 9.02445E-7 ; 1.52105E-4 ; 9.73472E-5
Sb127 ; 3.04815E-5 ; 1.95082E-5 ; 0.00290391 ; 0.0018585
Sb128 ; 5.43027E-5 ; 3.47537E-5 ; 0.00341446 ; 0.00218525
Sb128m ; 7.49837E-5 ; 4.79896E-5 ; 0.00257565 ; 0.00164842
Sb129 ; 4.46422E-4 ; 2.8571E-4 ; 0.01067 ; 0.0034144
Sb130 ; 0.00116624 ; 7.46392E-4 ; 0.0103886 ; 0.00332436
Sb130m ; 0.00161054 ; 0.00103075 ; 0.00783698 ; 0.00501567
Sb131 ; 0.0126224 ; 0.00403917 ; 0.0214711 ; 0.00687076
Sb132 ; 0.011805 ; 0.00377761 ; 0.0077182 ; 0.00493965
Sb132m ; 0.0104686 ; 0.00334996 ; 0.012072 ; 0.00386306
Sb133 ; 0.0285406 ; 0.00913298 ; 0.0108305 ; 0.00346577
Sb134 ; 0.00582758 ; 0.00372965 ; 0.00196899 ; 0.00126015
Sb134m ; 0.00582758 ; 0.00372965 ; 0.00196899 ; 0.00126015
Sb135 ; 0.00313407 ; 0.0020058 ; 8.8073E-4 ; 5.63667E-4
Sb136 ; 5.07415E-4 ; 3.24746E-4 ; 1.5614E-4 ; 9.99296E-5
Sb137 ; 5.50227E-5 ; 3.52146E-5 ; 1.55E-5 ; 9.92E-6
Sb138 ; 2.99015E-6 ; 1.9137E-6 ; 1.15E-6 ; 7.36E-7
Sb139 ; 1.18002E-7 ; 7.55215E-8 ; 6.01816E-8 ; 3.85162E-8
Sb140 ; 1.29228E-8 ; 8.27062E-9 ; 1.0783E-9 ; 6.90114E-10
Sb141 ; 8.98106E-12 ; 5.74788E-12 ; 1.23342E-10 ; 7.89389E-11
Sb142 ; 7.78186E-13 ; 4.98039E-13 ;  ; 
Te115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te117 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te118 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te119 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te120 ; 0.0 ; 0.0 ; 4.16E-14 ; 2.6624E-14
Te121 ; 0.0 ; 0.0 ; 1.235E-12 ; 7.904E-13
Te121m ; 0.0 ; 0.0 ; 1.235E-12 ; 7.904E-13
Te122 ; 9.36047E-13 ; 5.9907E-13 ; 8.13E-11 ; 5.2032E-11
Te123 ; 2.0401E-11 ; 1.30567E-11 ; 3.58E-10 ; 2.2912E-10
Te123m ; 7.69038E-11 ; 4.92185E-11 ; 2.2E-9 ; 1.408E-9
Te124 ; 6.30031E-9 ; 4.0322E-9 ; 5.39E-8 ; 3.4496E-8
Te125 ; 2.40012E-13 ; 1.53608E-13 ; 1.24E-7 ; 7.936E-8
Te125m ; 9.02045E-13 ; 5.77309E-13 ; 7.64E-7 ; 4.8896E-7
Te126 ; 2.71014E-11 ; 1.73449E-11 ; 8.18E-6 ; 5.2352E-6
Te127 ; 1.34007E-10 ; 8.57643E-11 ; 1.473E-5 ; 9.4272E-6
Te127m ; 3.81019E-10 ; 2.43852E-10 ; 6.71E-5 ; 4.2944E-5
Te128 ; 1.07005E-8 ; 6.84834E-9 ; 3.206E-4 ; 2.05184E-4
Te129 ; 5.17026E-8 ; 3.30897E-8 ; 1.6848E-4 ; 1.07827E-4
Te129m ; 1.47007E-7 ; 9.40847E-8 ; 7.6751E-4 ; 4.91206E-4
Te130 ; 3.85019E-6 ; 2.46412E-6 ; 0.00375715 ; 0.00240458
Te131 ; 4.15961E-4 ; 2.66215E-4 ; 0.00190783 ; 0.00122101
Te131m ; 0.00118701 ; 7.59686E-4 ; 0.0086912 ; 0.00556237
Te132 ; 0.0109571 ; 0.00350628 ; 0.0235628 ; 0.00541945
Te133 ; 0.00922078 ; 0.0059013 ; 0.00562041 ; 0.00359706
Te133m ; 0.0262437 ; 0.008398 ; 0.0256043 ; 0.00819337
Te134 ; 0.0549514 ; 0.00439611 ; 0.0279986 ; 0.00895955
Te135 ; 0.0389124 ; 0.012452 ; 0.0155976 ; 0.00499125
Te136 ; 0.0261429 ; 0.00836572 ; 0.00693636 ; 0.00443927
Te137 ; 0.00797644 ; 0.00510492 ; 0.00177079 ; 0.00113331
Te138 ; 0.00189031 ; 0.0012098 ; 3.4361E-4 ; 2.1991E-4
Te139 ; 2.12821E-4 ; 1.36205E-4 ; 4.821E-5 ; 3.08544E-5
Te140 ; 1.70079E-5 ; 1.08851E-5 ; 3.51892E-6 ; 2.25211E-6
Te141 ; 3.00073E-7 ; 1.92046E-7 ; 4.02513E-7 ; 2.57608E-7
Te142 ; 2.60005E-8 ; 1.66403E-8 ; 1.04E-8 ; 6.656E-9
Te143 ; 3.11186E-11 ; 1.99159E-11 ; 3.07824E-10 ; 1.97007E-10
Te144 ; 3.57302E-12 ; 2.28673E-12 ; 3.96749E-11 ; 2.53919E-11
Te145 ; 2.16794E-13 ; 1.38748E-13 ;  ; 
I121 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I123 ; 0.0 ; 0.0 ; 1.57E-13 ; 1.0048E-13
I125 ; 0.0 ; 0.0 ; 3.6E-10 ; 2.304E-10
I126 ; 0.0 ; 0.0 ; 8.32E-9 ; 5.3248E-9
I127 ; 0.0 ; 0.0 ; 2.12E-7 ; 1.3568E-7
I128 ; 0.0 ; 0.0 ; 1.64E-6 ; 1.0496E-6
I129 ; 1.11006E-14 ; 7.10435E-15 ; 8.13E-6 ; 5.2032E-6
I130 ; 6.22031E-13 ; 3.981E-13 ; 6.723E-5 ; 4.30272E-5
I130m ; 2.30011E-13 ; 1.47207E-13 ; 1.476E-5 ; 9.4464E-6
I131 ; 5.31027E-6 ; 3.39857E-6 ; 5.9354E-4 ; 3.79866E-4
I132 ; 3.55168E-5 ; 2.27307E-5 ; 0.00167893 ; 0.00107452
I132m ; 3.55168E-5 ; 2.27307E-5 ; 0.00167893 ; 0.00107452
I133 ; 7.75769E-4 ; 4.96492E-4 ; 0.0054948 ; 0.00351668
I133m ; 7.75769E-4 ; 4.96492E-4 ; 0.0054948 ; 0.00351668
I134 ; 0.0064479 ; 0.00412666 ; 0.00931618 ; 0.00596236
I134m ; 0.00326455 ; 0.00208931 ; 0.0145732 ; 0.00466343
I135 ; 0.0177893 ; 0.00569259 ; 0.031392 ; 0.0100454
I136 ; 0.0146458 ; 0.00468664 ; 0.0163522 ; 0.00523271
I136m ; 0.014544 ; 0.00465407 ; 0.0163286 ; 0.00522516
I137 ; 0.0331873 ; 0.0106199 ; 0.0200351 ; 0.00641122
I138 ; 0.0197678 ; 0.00632569 ; 0.00960856 ; 0.00614948
I139 ; 0.0087814 ; 0.0056201 ; 0.00342518 ; 0.00219212
I140 ; 0.00196998 ; 0.00126079 ; 6.5047E-4 ; 4.16301E-4
I141 ; 3.9493E-4 ; 2.52755E-4 ; 1.11017E-4 ; 7.10511E-5
I142 ; 3.75419E-5 ; 2.40268E-5 ; 1.33E-5 ; 8.512E-6
I143 ; 1.03973E-6 ; 6.65425E-7 ; 1.00455E-6 ; 6.42911E-7
I144 ; 1.19381E-7 ; 7.64036E-8 ; 1.29475E-7 ; 8.28638E-8
I145 ; 7.24347E-9 ; 4.63582E-9 ; 8.11791E-10 ; 5.19546E-10
I146 ; 1.23313E-11 ; 7.892E-12 ; 4.07427E-11 ; 2.60753E-11
I147 ; 8.7164E-13 ; 5.5785E-13 ;  ; 
Xe124 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125 ; 0.0 ; 0.0 ; 5.85E-15 ; 3.744E-15
Xe125m ; 0.0 ; 0.0 ; 5.85E-15 ; 3.744E-15
Xe126 ; 0.0 ; 0.0 ; 6.92E-13 ; 4.4288E-13
Xe127 ; 0.0 ; 0.0 ; 2.295E-11 ; 1.4688E-11
Xe127m ; 0.0 ; 0.0 ; 2.295E-11 ; 1.4688E-11
Xe128 ; 0.0 ; 0.0 ; 7.17E-10 ; 4.5888E-10
Xe129 ; 0.0 ; 0.0 ; 3.07E-9 ; 1.9648E-9
Xe129m ; 0.0 ; 0.0 ; 3.07E-9 ; 1.9648E-9
Xe130 ; 0.0 ; 0.0 ; 1.62E-7 ; 1.0368E-7
Xe131 ; 3.63018E-10 ; 2.32332E-10 ; 5.74E-7 ; 3.6736E-7
Xe131m ; 1.03005E-9 ; 6.59233E-10 ; 2.61E-6 ; 1.6704E-6
Xe132 ; 9.66048E-8 ; 6.18271E-8 ; 4.917E-5 ; 3.14688E-5
Xe133 ; 1.78009E-6 ; 1.13926E-6 ; 7.695E-5 ; 4.9248E-5
Xe133m ; 5.06025E-6 ; 3.23856E-6 ; 3.5057E-4 ; 2.24365E-4
Xe134 ; 3.9332E-5 ; 2.51725E-5 ; 4.3097E-4 ; 2.75821E-4
Xe134m ; 1.06335E-4 ; 6.80546E-5 ; 0.00196329 ; 0.00125651
Xe135 ; 2.72764E-4 ; 1.74569E-4 ; 0.00138453 ; 8.86099E-4
Xe135m ; 7.76329E-4 ; 4.9685E-4 ; 0.00630643 ; 0.00403612
Xe136 ; 0.00740062 ; 0.0047364 ; 0.0187062 ; 0.00598598
Xe137 ; 0.0202158 ; 0.00646906 ; 0.0263515 ; 0.00843247
Xe138 ; 0.0428873 ; 0.00986408 ; 0.0294399 ; 0.00942077
Xe139 ; 0.0438151 ; 0.0140208 ; 0.0249143 ; 0.00797259
Xe140 ; 0.0366123 ; 0.0117159 ; 0.0115231 ; 0.00368739
Xe141 ; 0.0185311 ; 0.00592994 ; 0.00483569 ; 0.00309484
Xe142 ; 0.00713613 ; 0.00456712 ; 0.00148366 ; 9.49542E-4
Xe143 ; 6.84199E-4 ; 4.37888E-4 ; 1.38533E-4 ; 8.86608E-5
Xe143m ; 6.84199E-4 ; 4.37888E-4 ; 1.38533E-4 ; 8.86608E-5
Xe144 ; 1.57118E-4 ; 1.00556E-4 ; 3.57105E-5 ; 2.28547E-5
Xe145 ; 9.53323E-6 ; 6.10127E-6 ; 2.64919E-6 ; 1.69548E-6
Xe146 ; 4.12008E-7 ; 2.63685E-7 ; 1.32959E-7 ; 8.50939E-8
Xe147 ; 2.9123E-8 ; 1.86387E-8 ; 7.43185E-10 ; 4.75638E-10
Xe148 ; 6.97035E-11 ; 4.46102E-11 ; 1.16E-10 ; 7.424E-11
Xe149 ; 7.09468E-13 ; 4.54059E-13 ; 1.17674E-11 ; 7.53115E-12
Xe150 ; 0.0 ; 0.0 ; 1.79E-14 ; 1.1456E-14
Cs127 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs129 ; 0.0 ; 0.0 ; 3.77E-13 ; 2.4128E-13
Cs131 ; 0.0 ; 0.0 ; 1.46E-9 ; 9.344E-10
Cs132 ; 1.71009E-12 ; 1.09445E-12 ; 6.4E-8 ; 4.096E-8
Cs133 ; 6.25031E-10 ; 4.0002E-10 ; 1.56E-6 ; 9.984E-7
Cs134 ; 2.23011E-8 ; 1.42727E-8 ; 1.1995E-5 ; 7.6768E-6
Cs134m ; 2.23011E-8 ; 1.42727E-8 ; 1.1995E-5 ; 7.6768E-6
Cs135 ; 8.1004E-7 ; 5.18426E-7 ; 1.011E-4 ; 6.4704E-5
Cs135m ; 8.1004E-7 ; 5.18426E-7 ; 1.011E-4 ; 6.4704E-5
Cs136 ; 2.0181E-5 ; 1.29158E-5 ; 5.82565E-4 ; 3.72842E-4
Cs136m ; 2.0181E-5 ; 1.29158E-5 ; 5.82565E-4 ; 3.72842E-4
Cs137 ; 4.15921E-4 ; 2.66189E-4 ; 0.0041662 ; 0.00266637
Cs138 ; 0.00110529 ; 7.07383E-4 ; 0.00553542 ; 0.00354267
Cs138m ; 0.00110529 ; 7.07383E-4 ; 0.0055367 ; 0.00354349
Cs139 ; 0.00833987 ; 0.00533751 ; 0.0216861 ; 0.00693954
Cs140 ; 0.0163055 ; 0.00521775 ; 0.023198 ; 0.00742338
Cs141 ; 0.0284114 ; 0.00909166 ; 0.0223122 ; 0.0071399
Cs142 ; 0.0254013 ; 0.0081284 ; 0.0164204 ; 0.00525452
Cs143 ; 0.018709 ; 0.00598689 ; 0.00759975 ; 0.00486384
Cs144 ; 0.00574789 ; 0.00367865 ; 0.00242911 ; 0.00155463
Cs145 ; 0.0014949 ; 9.56739E-4 ; 4.5477E-4 ; 2.91053E-4
Cs146 ; 1.88629E-4 ; 1.20723E-4 ; 6.049E-5 ; 3.87136E-5
Cs147 ; 3.83291E-5 ; 2.45307E-5 ; 2.4253E-6 ; 1.55219E-6
Cs148 ; 4.45022E-7 ; 2.84814E-7 ; 3.75E-7 ; 2.4E-7
Cs149 ; 2.37045E-8 ; 1.51709E-8 ; 3.84017E-8 ; 2.45771E-8
Cs150 ; 1.63008E-10 ; 1.04325E-10 ; 4.22E-10 ; 2.7008E-10
Cs151 ; 5.96526E-13 ; 3.81776E-13 ; 1.88301E-11 ; 1.20513E-11
Cs152 ; 4.1603E-14 ; 2.66259E-14 ;  ; 
Ba129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba131 ; 0.0 ; 0.0 ; 5.42E-14 ; 3.4688E-14
