Product ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error
Rb103 ; 2.71266E-12 ; 1.7361E-12 ; 9.2977E-11 ; 5.95053E-11
Rb104 ; 9.51781E-14 ; 6.0914E-14 ;  ; 
Sr83 ; 0.0 ; 0.0 ; 1.61E-14 ; 1.0304E-14
Sr84 ; 0.0 ; 0.0 ; 2.03E-12 ; 1.2992E-12
Sr85 ; 7.15036E-13 ; 4.57623E-13 ; 1.05E-10 ; 6.72E-11
Sr85m ; 7.15036E-13 ; 4.57623E-13 ; 1.05E-10 ; 6.72E-11
Sr86 ; 1.69008E-10 ; 1.08165E-10 ; 9.18E-9 ; 5.8752E-9
Sr87 ; 8.36042E-9 ; 5.35067E-9 ; 3.06E-7 ; 1.9584E-7
Sr87m ; 1.71009E-9 ; 1.09445E-9 ; 3.78E-8 ; 2.4192E-8
Sr88 ; 4.45022E-7 ; 2.84814E-7 ; 5.19E-6 ; 3.3216E-6
Sr89 ; 9.13046E-6 ; 5.84349E-6 ; 7.485E-5 ; 4.7904E-5
Sr90 ; 1.34717E-4 ; 8.62187E-5 ; 5.2245E-4 ; 3.34368E-4
Sr91 ; 0.00109975 ; 7.03843E-4 ; 0.00252142 ; 0.00161371
Sr92 ; 0.00600257 ; 0.00384164 ; 0.00837274 ; 0.00535855
Sr93 ; 0.0156708 ; 0.00501466 ; 0.0180274 ; 0.00576878
Sr94 ; 0.0308083 ; 0.00708591 ; 0.0297812 ; 0.00952999
Sr95 ; 0.0454322 ; 0.0145383 ; 0.0299079 ; 0.00957052
Sr96 ; 0.042355 ; 0.00974164 ; 0.0226488 ; 0.00724761
Sr97 ; 0.0234176 ; 0.00749365 ; 0.0129215 ; 0.00413488
Sr98 ; 0.0123518 ; 0.00395259 ; 0.00484746 ; 0.00310237
Sr99 ; 0.00285864 ; 0.00182953 ; 0.00139273 ; 8.91346E-4
Sr100 ; 5.01595E-4 ; 3.21021E-4 ; 2.6947E-4 ; 1.72461E-4
Sr101 ; 4.96947E-5 ; 3.18046E-5 ; 3.27014E-5 ; 2.09289E-5
Sr102 ; 3.91008E-6 ; 2.50245E-6 ; 2.84913E-6 ; 1.82344E-6
Sr103 ; 9.06345E-8 ; 5.80061E-8 ; 3.0342E-7 ; 1.94189E-7
Sr104 ; 3.18006E-9 ; 2.03524E-9 ; 7.45E-9 ; 4.768E-9
Sr105 ; 0.0 ; 0.0 ; 4.05893E-10 ; 2.59771E-10
Sr106 ; 0.0 ; 0.0 ; 8.95674E-11 ; 5.73231E-11
Sr107 ; 0.0 ; 0.0 ; 3.551E-11 ; 2.27264E-11
Sr108 ; 0.0 ; 0.0 ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y87 ; 1.10005E-13 ; 7.04035E-14 ; 8.02E-11 ; 5.1328E-11
Y88 ; 1.42007E-11 ; 9.08845E-12 ; 3.38E-9 ; 2.1632E-9
Y89 ; 2.11011E-10 ; 1.35047E-10 ; 1.48E-8 ; 9.472E-9
Y89m ; 1.03005E-9 ; 6.59233E-10 ; 1.2E-7 ; 7.68E-8
Y90 ; 2.58013E-8 ; 1.65128E-8 ; 1.275E-6 ; 8.16E-7
Y90m ; 2.58013E-8 ; 1.65128E-8 ; 1.275E-6 ; 8.16E-7
Y91 ; 9.00045E-7 ; 5.76029E-7 ; 1.641E-5 ; 1.05024E-5
Y91m ; 9.00045E-7 ; 5.76029E-7 ; 1.641E-5 ; 1.05024E-5
Y92 ; 2.51513E-5 ; 1.60968E-5 ; 2.777E-4 ; 1.77728E-4
Y93 ; 1.37717E-4 ; 8.81388E-5 ; 7.67015E-4 ; 4.9089E-4
Y93m ; 1.37717E-4 ; 8.81388E-5 ; 7.67015E-4 ; 4.9089E-4
Y94 ; 0.00134182 ; 8.58763E-4 ; 0.00616722 ; 0.00394702
Y95 ; 0.00701425 ; 0.00448912 ; 0.0144841 ; 0.00463492
Y96 ; 0.00128321 ; 8.21257E-4 ; 0.00149131 ; 9.54438E-4
Y96m ; 0.0129743 ; 0.00415178 ; 0.0233641 ; 0.00747651
Y97 ; 0.0129975 ; 0.00831839 ; 0.0157228 ; 0.0100626
Y97m ; 0.0129975 ; 0.00831839 ; 0.0157228 ; 0.0100626
Y98 ; 0.0151334 ; 0.0048427 ; 0.013584 ; 0.00434688
Y98m ; 0.0151316 ; 0.0048421 ; 0.0135831 ; 0.00434659
Y99 ; 0.0246284 ; 0.0078811 ; 0.0180857 ; 0.00578744
Y100 ; 0.010467 ; 0.00334945 ; 0.0082629 ; 0.00528826
Y101 ; 0.00397374 ; 0.00254319 ; 0.00250323 ; 0.00160207
Y102 ; 8.41742E-4 ; 5.38715E-4 ; 5.3854E-4 ; 3.44666E-4
Y103 ; 1.19285E-4 ; 7.63426E-5 ; 8.36865E-5 ; 5.35594E-5
Y104 ; 7.9404E-6 ; 5.08185E-6 ; 9.31E-6 ; 5.9584E-6
Y105 ; 4.04955E-13 ; 2.59171E-13 ; 1.32459E-6 ; 8.47735E-7
Y106 ; 1.32322E-14 ; 8.4686E-15 ; 2.92293E-7 ; 1.87068E-7
Y107 ; 8.63997E-16 ; 5.52958E-16 ; 1.15883E-7 ; 7.4165E-8
Y108 ; 7.39005E-18 ; 4.72963E-18 ; 3.15526E-10 ; 2.01937E-10
Y109 ; 0.0 ; 0.0 ; 3.63428E-11 ; 2.32594E-11
Y110 ; 5.62688E-14 ; 3.60121E-14 ;  ; 
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0 ; 1.78E-13 ; 1.1392E-13
Zr89 ; 1.27006E-14 ; 8.12841E-15 ; 2.0E-11 ; 1.28E-11
Zr90 ; 1.17006E-12 ; 7.48837E-13 ; 5.3E-10 ; 3.392E-10
Zr90m ; 1.17006E-12 ; 7.48837E-13 ; 5.3E-10 ; 3.392E-10
Zr91 ; 2.37012E-10 ; 1.51688E-10 ; 3.78E-8 ; 2.4192E-8
Zr92 ; 1.58008E-8 ; 1.01125E-8 ; 8.54E-7 ; 5.4656E-7
Zr93 ; 4.44022E-7 ; 2.84174E-7 ; 1.27E-5 ; 8.128E-6
Zr94 ; 9.86049E-6 ; 6.31072E-6 ; 1.3466E-4 ; 8.61824E-5
Zr95 ; 1.26456E-4 ; 8.0932E-5 ; 7.9387E-4 ; 5.08077E-4
Zr96 ; 9.69878E-4 ; 6.20722E-4 ; 0.00324509 ; 0.00207686
Zr97 ; 0.00450454 ; 0.00288291 ; 0.00932171 ; 0.00596589
Zr98 ; 0.0169497 ; 0.0054239 ; 0.0183535 ; 0.00587312
Zr99 ; 0.0298164 ; 0.00954124 ; 0.0270995 ; 0.00867183
Zr100 ; 0.0425255 ; 0.0136082 ; 0.0276429 ; 0.00884573
Zr101 ; 0.0356499 ; 0.011408 ; 0.0194599 ; 0.00622718
Zr102 ; 0.0274154 ; 0.00877293 ; 0.00976513 ; 0.00624968
Zr103 ; 0.0095015 ; 0.00608096 ; 0.00373177 ; 0.00238833
Zr104 ; 0.00253552 ; 0.00162273 ; 0.0010141 ; 6.49024E-4
Zr105 ; 8.1104E-6 ; 5.19066E-6 ; 3.65335E-4 ; 2.33814E-4
Zr106 ; 2.65013E-7 ; 1.69608E-7 ; 8.06176E-5 ; 5.15953E-5
Zr107 ; 1.73041E-8 ; 1.10746E-8 ; 3.19617E-5 ; 2.04555E-5
Zr108 ; 1.48007E-10 ; 9.47247E-11 ; 1.02968E-6 ; 6.58998E-7
Zr109 ; 4.9733E-14 ; 3.18291E-14 ; 1.18601E-7 ; 7.59045E-8
Zr110 ; 1.88004E-9 ; 1.20322E-9 ; 4.08E-9 ; 2.6112E-9
Zr111 ; 4.36316E-13 ; 2.79242E-13 ; 1.12305E-10 ; 7.18753E-11
Zr112 ; 3.31782E-14 ; 2.1234E-14 ; 2.01806E-11 ; 1.29156E-11
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0 ; 3.54E-14 ; 2.2656E-14
Nb91 ; 0.0 ; 0.0 ; 3.57E-12 ; 2.2848E-12
Nb92 ; 1.15006E-13 ; 7.36037E-14 ; 2.2E-10 ; 1.408E-10
Nb93 ; 1.19006E-11 ; 7.61638E-12 ; 8.12E-9 ; 5.1968E-9
Nb93m ; 2.44012E-12 ; 1.56168E-12 ; 1.0E-9 ; 6.4E-10
Nb94 ; 5.78029E-10 ; 3.69938E-10 ; 1.97E-7 ; 1.2608E-7
Nb94m ; 3.39017E-10 ; 2.16971E-10 ; 6.93E-8 ; 4.4352E-8
Nb95 ; 4.23021E-8 ; 2.70734E-8 ; 3.7E-6 ; 2.368E-6
Nb95m ; 8.66043E-9 ; 5.54268E-9 ; 4.58E-7 ; 2.9312E-7
Nb96 ; 1.06005E-6 ; 6.78434E-7 ; 1.372E-5 ; 8.7808E-6
Nb97 ; 1.54108E-5 ; 9.86289E-6 ; 2.6893E-4 ; 1.72115E-4
Nb97m ; 3.16016E-6 ; 2.0225E-6 ; 3.324E-5 ; 2.12736E-5
Nb98 ; 1.52118E-4 ; 9.73553E-5 ; 0.00122578 ; 7.84499E-4
Nb98m ; 4.29021E-5 ; 2.74574E-5 ; 2.1633E-4 ; 1.38451E-4
Nb99 ; 1.01455E-4 ; 6.49312E-5 ; 3.9274E-4 ; 2.51354E-4
Nb99m ; 0.00116662 ; 7.46636E-4 ; 0.00451594 ; 0.0028902
Nb100 ; 0.00214333 ; 0.00137173 ; 0.00564229 ; 0.00361107
Nb100m ; 0.00214333 ; 0.00137173 ; 0.00564229 ; 0.00361107
Nb101 ; 0.0120927 ; 0.00386967 ; 0.0180246 ; 0.00576787
Nb102 ; 0.0101853 ; 0.00651862 ; 0.0100329 ; 0.00642103
Nb102m ; 0.0101853 ; 0.00651862 ; 0.0100329 ; 0.00642103
Nb103 ; 0.0232699 ; 0.00744637 ; 0.0175925 ; 0.00562959
Nb104 ; 0.00717175 ; 0.00458992 ; 0.0054887 ; 0.00351277
Nb104m ; 0.00717175 ; 0.00458992 ; 0.0054887 ; 0.00351277
Nb105 ; 0.00544612 ; 0.00348552 ; 0.00680083 ; 0.00435253
Nb106 ; 7.17206E-4 ; 4.59012E-4 ; 0.00278453 ; 0.0017821
Nb107 ; 1.4545E-4 ; 9.3088E-5 ; 8.26702E-4 ; 5.2909E-4
Nb108 ; 1.43407E-5 ; 9.17806E-6 ; 2.0021E-4 ; 1.28134E-4
Nb109 ; 9.960499E-7 ; 6.37472E-7 ; 3.27114E-5 ; 2.09353E-5
Nb110 ; 1.79009E-6 ; 1.14566E-6 ; 4.85E-6 ; 3.104E-6
Nb111 ; 1.45781E-8 ; 9.32996E-9 ; 3.66496E-7 ; 2.34557E-7
Nb112 ; 1.10854E-9 ; 7.09465E-10 ; 6.58572E-8 ; 4.21486E-8
Nb113 ; 2.46109E-13 ; 1.5751E-13 ; 3.02067E-10 ; 1.93323E-10
Nb114 ; 4.72898E-14 ; 3.02655E-14 ; 5.08518E-11 ; 3.25451E-11
Nb115 ; 8.38191E-15 ; 5.36442E-15 ; 2.74419E-11 ; 1.75628E-11
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0 ; 2.665E-13 ; 1.7056E-13
Mo93m ; 0.0 ; 0.0 ; 2.665E-13 ; 1.7056E-13
Mo94 ; 0.0 ; 0.0 ; 4.38E-11 ; 2.8032E-11
Mo95 ; 1.59008E-12 ; 1.01765E-12 ; 1.86E-9 ; 1.1904E-9
Mo96 ; 1.41007E-10 ; 9.02445E-11 ; 5.1E-8 ; 3.264E-8
Mo97 ; 7.11036E-9 ; 4.55063E-9 ; 9.06E-7 ; 5.7984E-7
Mo98 ; 3.11016E-7 ; 1.9905E-7 ; 1.111E-5 ; 7.1104E-6
Mo99 ; 5.42027E-6 ; 3.46897E-6 ; 9.311E-5 ; 5.95904E-5
Mo100 ; 7.49337E-5 ; 4.79576E-5 ; 5.1514E-4 ; 3.2969E-4
Mo101 ; 5.26356E-4 ; 3.36868E-4 ; 0.00197342 ; 0.00126299
Mo102 ; 0.00332261 ; 0.00212647 ; 0.00501993 ; 0.00321276
Mo103 ; 0.00857125 ; 0.0054856 ; 0.0100622 ; 0.00321992
Mo104 ; 0.0178971 ; 0.00572708 ; 0.0138927 ; 0.00444565
Mo105 ; 0.0191037 ; 0.00439384 ; 0.0142672 ; 0.0045655
Mo106 ; 0.00910801 ; 0.00409861 ; 0.0103654 ; 0.00331692
Mo107 ; 0.00528055 ; 0.00237625 ; 0.00713097 ; 0.00456382
Mo108 ; 0.00282927 ; 0.00181073 ; 0.00371347 ; 0.00237662
Mo109 ; 7.04085E-4 ; 4.50615E-4 ; 0.00142512 ; 9.12077E-4
Mo110 ; 2.29801E-4 ; 1.47073E-4 ; 5.0348E-4 ; 3.22227E-4
Mo111 ; 1.91864E-5 ; 1.22793E-5 ; 1.01083E-4 ; 6.46934E-5
Mo112 ; 1.45896E-6 ; 9.33737E-7 ; 1.81641E-5 ; 1.1625E-5
Mo113 ; 8.22294E-9 ; 5.26268E-9 ; 9.85763E-7 ; 6.30888E-7
Mo114 ; 1.58003E-9 ; 1.01122E-9 ; 1.65949E-7 ; 1.06207E-7
Mo115 ; 2.80054E-10 ; 1.79234E-10 ; 8.95535E-8 ; 5.73142E-8
Mo116 ; 2.74014E-13 ; 1.75369E-13 ; 6.54E-10 ; 4.1856E-10
Mo117 ; 7.65825E-15 ; 4.90128E-15 ; 4.44129E-11 ; 2.84242E-11
Tc93 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0 ; 5.99E-14 ; 3.8336E-14
Tc95m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc97 ; 2.62513E-14 ; 1.68008E-14 ; 1.14E-10 ; 7.296E-11
Tc97m ; 2.62513E-14 ; 1.68008E-14 ; 1.14E-10 ; 7.296E-11
Tc98 ; 6.47032E-12 ; 4.14101E-12 ; 7.41E-9 ; 4.7424E-9
Tc99 ; 3.9902E-10 ; 2.55373E-10 ; 1.42E-7 ; 9.088E-8
Tc99m ; 8.17041E-11 ; 5.22906E-11 ; 1.75E-8 ; 1.12E-8
Tc100 ; 1.89009E-8 ; 1.20966E-8 ; 2.23E-6 ; 1.4272E-6
Tc101 ; 5.62028E-7 ; 3.59698E-7 ; 2.175E-5 ; 1.392E-5
Tc102 ; 4.75024E-6 ; 3.04015E-6 ; 6.753E-5 ; 4.32192E-5
Tc102m ; 4.75024E-6 ; 3.04015E-6 ; 6.753E-5 ; 4.32192E-5
Tc103 ; 9.58548E-5 ; 6.13471E-5 ; 6.599E-4 ; 4.22336E-4
Tc104 ; 5.06295E-4 ; 3.24029E-4 ; 0.0021174 ; 0.00135514
Tc105 ; 2.13881E-4 ; 1.36884E-4 ; 0.00364746 ; 0.00233437
Tc106 ; 3.04875E-4 ; 1.9512E-4 ; 0.0047029 ; 0.00300986
Tc107 ; 7.34047E-4 ; 4.6979E-4 ; 0.00703288 ; 0.00450104
Tc108 ; 9.90839E-4 ; 6.34137E-4 ; 0.00779264 ; 0.00498729
Tc109 ; 8.22951E-4 ; 5.26689E-4 ; 0.00657532 ; 0.0042082
Tc110 ; 5.78219E-4 ; 3.7006E-4 ; 0.00521399 ; 0.00333695
Tc111 ; 2.34232E-4 ; 1.49908E-4 ; 0.00241695 ; 0.00154685
Tc112 ; 5.66828E-5 ; 3.6277E-5 ; 0.00102331 ; 6.54918E-4
Tc113 ; 1.08223E-5 ; 6.92628E-6 ; 2.71884E-4 ; 1.74006E-4
Tc114 ; 1.06005E-6 ; 6.78434E-7 ; 5.616E-5 ; 3.59424E-5
Tc115 ; 3.68583E-7 ; 2.35893E-7 ; 2.46998E-5 ; 1.58079E-5
Tc116 ; 2.85014E-9 ; 1.82409E-9 ; 1.31E-6 ; 8.384E-7
Tc117 ; 2.55875E-10 ; 1.6376E-10 ; 1.44936E-7 ; 9.27593E-8
Tc118 ; 6.55472E-13 ; 4.19502E-13 ; 1.77981E-9 ; 1.13908E-9
Tc119 ; 2.02927E-14 ; 1.29873E-14 ; 1.81045E-10 ; 1.15869E-10
Tc120 ; 4.48954E-16 ; 2.8733E-16 ; 1.48267E-11 ; 9.48907E-12
Ru95 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0 ; 4.01E-13 ; 2.5664E-13
Ru99 ; 0.0 ; 0.0 ; 2.25E-11 ; 1.44E-11
Ru100 ; 5.62028E-13 ; 3.59698E-13 ; 8.16E-10 ; 5.2224E-10
Ru101 ; 4.72024E-11 ; 3.02095E-11 ; 2.11E-8 ; 1.3504E-8
Ru102 ; 3.47017E-9 ; 2.22091E-9 ; 3.33E-7 ; 2.1312E-7
Ru103 ; 9.60048E-8 ; 6.14431E-8 ; 4.2E-6 ; 2.688E-6
Ru104 ; 2.15011E-6 ; 1.37607E-6 ; 3.329E-5 ; 2.13056E-5
Ru105 ; 3.61018E-9 ; 2.31052E-9 ; 1.0044E-4 ; 6.42816E-5
Ru106 ; 3.42017E-8 ; 2.18891E-8 ; 2.4054E-4 ; 1.53946E-4
Ru107 ; 3.71019E-7 ; 2.37452E-7 ; 8.2265E-4 ; 5.26496E-4
Ru108 ; 3.46017E-6 ; 2.21451E-6 ; 0.00199178 ; 0.00127474
Ru109 ; 5.14026E-6 ; 3.28976E-6 ; 0.00184017 ; 0.00117771
Ru109m ; 5.14026E-6 ; 3.28976E-6 ; 0.00184017 ; 0.00117771
Ru110 ; 3.32857E-4 ; 2.13028E-4 ; 0.00633924 ; 0.00405711
Ru111 ; 3.953E-4 ; 2.52992E-4 ; 0.0063998 ; 0.00409587
Ru112 ; 3.9872E-4 ; 2.55181E-4 ; 0.00598965 ; 0.00383338
Ru113 ; 2.21691E-4 ; 1.41882E-4 ; 0.00369231 ; 0.00236308
Ru114 ; 9.78249E-5 ; 6.26079E-5 ; 0.00176228 ; 0.00112786
Ru115 ; 2.20023E-5 ; 1.40814E-5 ; 6.38871E-4 ; 4.08877E-4
Ru116 ; 3.59018E-6 ; 2.29771E-6 ; 2.2526E-4 ; 1.44166E-4
Ru117 ; 3.36761E-7 ; 2.15527E-7 ; 3.9975E-5 ; 2.5584E-5
Ru118 ; 2.19004E-8 ; 1.40163E-8 ; 5.80822E-6 ; 3.71726E-6
Ru119 ; 6.78014E-10 ; 4.33929E-10 ; 5.90819E-7 ; 3.78124E-7
Ru120 ; 1.50003E-11 ; 9.60019E-12 ; 4.83852E-8 ; 3.09665E-8
Ru121 ; 7.1234E-14 ; 4.55897E-14 ; 1.112E-9 ; 7.1168E-10
Ru122 ; 0.0 ; 0.0 ; 1.11E-10 ; 7.104E-11
Ru123 ;  ;  ; 7.13763E-12 ; 4.56808E-12
Ru124 ; 0.0 ; 0.0 ; 5.93E-14 ; 3.7952E-14
Rh99 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0 ; 1.83E-13 ; 1.1712E-13
Rh101m ; 0.0 ; 0.0 ; 1.48E-12 ; 9.472E-13
Rh102 ; 0.0 ; 0.0 ; 3.43E-11 ; 2.1952E-11
Rh102m ; 0.0 ; 0.0 ; 3.43E-11 ; 2.1952E-11
Rh103 ; 2.28011E-13 ; 1.45927E-13 ; 1.83E-10 ; 1.1712E-10
Rh103m ; 1.67008E-12 ; 1.06885E-12 ; 2.11E-9 ; 1.3504E-9
Rh104 ; 2.70013E-11 ; 1.72809E-11 ; 7.0E-9 ; 4.48E-9
Rh104m ; 9.58048E-11 ; 6.13151E-11 ; 3.97E-8 ; 2.5408E-8
Rh105 ; 0.0 ; 0.0 ; 2.36E-7 ; 1.5104E-7
Rh105m ; 0.0 ; 0.0 ; 1.78E-8 ; 1.1392E-8
Rh106 ; 0.0 ; 0.0 ; 5.86E-7 ; 3.7504E-7
Rh106m ; 0.0 ; 0.0 ; 5.86E-7 ; 3.7504E-7
Rh107 ; 4.24021E-14 ; 2.71374E-14 ; 9.74E-6 ; 6.2336E-6
Rh108 ; 1.06005E-12 ; 6.78434E-13 ; 2.742E-5 ; 1.75488E-5
Rh108m ; 1.06005E-12 ; 6.78434E-13 ; 2.742E-5 ; 1.75488E-5
Rh109 ; 2.18011E-11 ; 1.39527E-11 ; 1.1807E-4 ; 7.55648E-5
Rh109m ; 2.18011E-11 ; 1.39527E-11 ; 1.1807E-4 ; 7.55648E-5
Rh110 ; 1.9701E-6 ; 1.26086E-6 ; 4.6167E-4 ; 2.95469E-4
Rh110m ; 1.9701E-6 ; 1.26086E-6 ; 4.6167E-4 ; 2.95469E-4
Rh111 ; 2.41912E-5 ; 1.54824E-5 ; 0.00206883 ; 0.00132405
Rh112 ; 7.01135E-5 ; 4.48726E-5 ; 0.00422582 ; 0.00270452
Rh113 ; 1.61508E-4 ; 1.03365E-4 ; 0.00577359 ; 0.0036951
Rh114 ; 1.84219E-4 ; 1.179E-4 ; 0.00602271 ; 0.00385453
Rh115 ; 1.69648E-4 ; 1.08575E-4 ; 0.00493794 ; 0.00316028
Rh116 ; 7.07135E-5 ; 4.52567E-5 ; 0.00373147 ; 0.00238814
Rh117 ; 2.77914E-5 ; 1.77865E-5 ; 0.0015504 ; 9.92256E-4
Rh118 ; 5.19026E-6 ; 3.32177E-6 ; 5.2311E-4 ; 3.3479E-4
Rh119 ; 7.24036E-7 ; 4.63383E-7 ; 1.2623E-4 ; 8.07872E-5
Rh120 ; 4.85024E-8 ; 3.10416E-8 ; 2.488E-5 ; 1.59232E-5
Rh121 ; 2.38005E-9 ; 1.52323E-9 ; 3.62889E-6 ; 2.32249E-6
Rh122 ; 6.44032E-11 ; 4.12181E-11 ; 3.49E-7 ; 2.2336E-7
Rh123 ; 1.61008E-12 ; 1.03045E-12 ; 2.32929E-8 ; 1.49074E-8
Rh124 ; 1.63008E-14 ; 1.04325E-14 ; 1.23E-9 ; 7.872E-10
Rh125 ;  ;  ; 5.75912E-11 ; 3.68584E-11
Rh126 ;  ;  ; 3.79857E-12 ; 2.43108E-12
Pd99 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd102 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd103 ; 0.0 ; 0.0 ; 1.01E-13 ; 6.464E-14
Pd104 ; 0.0 ; 0.0 ; 5.39E-12 ; 3.4496E-12
Pd105 ; 0.0 ; 0.0 ; 5.37E-11 ; 3.4368E-11
Pd106 ; 0.0 ; 0.0 ; 4.87E-10 ; 3.1168E-10
Pd107 ; 0.0 ; 0.0 ; 2.13E-9 ; 1.3632E-9
Pd107m ; 0.0 ; 0.0 ; 8.02E-9 ; 5.1328E-9
Pd108 ; 0.0 ; 0.0 ; 1.39E-7 ; 8.896E-8
Pd109 ; 0.0 ; 0.0 ; 3.08E-7 ; 1.9712E-7
Pd109m ; 0.0 ; 0.0 ; 1.16E-6 ; 7.424E-7
Pd110 ; 6.48032E-9 ; 4.14741E-9 ; 1.384E-5 ; 8.8576E-6
Pd111 ; 4.80024E-8 ; 3.07215E-8 ; 1.542E-5 ; 9.8688E-6
Pd111m ; 1.07005E-7 ; 6.84834E-8 ; 5.801E-5 ; 3.71264E-5
Pd112 ; 2.30011E-6 ; 1.47207E-6 ; 3.4671E-4 ; 2.21894E-4
Pd113 ; 1.66208E-5 ; 1.06373E-5 ; 0.00109157 ; 6.98605E-4
Pd114 ; 7.9444E-5 ; 5.08441E-5 ; 0.00251118 ; 0.00160716
Pd115 ; 1.85389E-4 ; 1.18649E-4 ; 0.00438033 ; 0.00280341
Pd116 ; 2.72814E-4 ; 1.74601E-4 ; 0.00704818 ; 0.00451084
Pd117 ; 2.56143E-4 ; 1.63931E-4 ; 0.00642412 ; 0.00411144
Pd118 ; 1.83939E-4 ; 1.17721E-4 ; 0.00474383 ; 0.00303605
Pd119 ; 6.88634E-5 ; 4.40726E-5 ; 0.00256369 ; 0.00164076
Pd120 ; 1.9831E-5 ; 1.26918E-5 ; 0.00115843 ; 7.41395E-4
Pd121 ; 2.76014E-6 ; 1.76649E-6 ; 4.0493E-4 ; 2.59155E-4
Pd122 ; 3.53018E-7 ; 2.25931E-7 ; 9.265E-5 ; 5.9296E-5
Pd123 ; 2.69013E-8 ; 1.72169E-8 ; 1.572E-5 ; 1.00608E-5
Pd124 ; 1.28006E-9 ; 8.19241E-10 ; 2.08E-6 ; 1.3312E-6
Pd125 ; 0.0 ; 0.0 ; 1.87942E-7 ; 1.20283E-7
Pd126 ; 0.0 ; 0.0 ; 1.23962E-8 ; 7.93357E-9
Pd127 ; 0.0 ; 0.0 ; 4.22744E-10 ; 2.70556E-10
Pd128 ; 0.0 ; 0.0 ; 4.91E-11 ; 3.1424E-11
Pd129 ; 0.0 ; 0.0 ; 4.17782E-11 ; 2.6738E-11
Pd130 ; 0.0 ; 0.0 ; 1.23E-13 ; 7.872E-14
Ag103 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag106 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag106m ; 0.0 ; 0.0 ; 1.34E-14 ; 8.576E-15
Ag107 ; 0.0 ; 0.0 ; 6.93E-14 ; 4.4352E-14
Ag107m ; 0.0 ; 0.0 ; 7.97E-13 ; 5.1008E-13
Ag108 ; 0.0 ; 0.0 ; 1.465E-11 ; 9.376E-12
Ag108m ; 0.0 ; 0.0 ; 1.465E-11 ; 9.376E-12
Ag109 ; 0.0 ; 0.0 ; 3.905E-10 ; 2.4992E-10
Ag109m ; 0.0 ; 0.0 ; 3.905E-10 ; 2.4992E-10
Ag110 ; 3.77019E-14 ; 2.41292E-14 ; 3.33E-9 ; 2.1312E-9
Ag110m ; 1.02005E-13 ; 6.52833E-14 ; 1.52E-8 ; 9.728E-9
Ag111 ; 2.51013E-12 ; 1.60648E-12 ; 1.94E-8 ; 1.2416E-8
Ag111m ; 1.84009E-11 ; 1.17766E-11 ; 2.23E-7 ; 1.4272E-7
Ag112 ; 1.14006E-9 ; 7.29636E-10 ; 2.8E-6 ; 1.792E-6
Ag113 ; 5.33027E-9 ; 3.41137E-9 ; 1.74E-6 ; 1.1136E-6
Ag113m ; 3.9102E-8 ; 2.50252E-8 ; 1.996E-5 ; 1.27744E-5
Ag114 ; 6.78034E-7 ; 4.33942E-7 ; 1.1728E-4 ; 7.50592E-5
Ag115 ; 3.52018E-6 ; 2.25291E-6 ; 2.2974E-4 ; 1.47034E-4
Ag115m ; 3.52018E-6 ; 2.25291E-6 ; 2.2974E-4 ; 1.47034E-4
Ag116 ; 1.30307E-5 ; 8.33962E-6 ; 8.0909E-4 ; 5.17818E-4
Ag116m ; 1.30307E-5 ; 8.33962E-6 ; 8.0909E-4 ; 5.17818E-4
Ag117 ; 4.43722E-5 ; 2.83982E-5 ; 0.00161935 ; 0.00103638
Ag117m ; 4.43722E-5 ; 2.83982E-5 ; 0.00161935 ; 0.00103638
Ag118 ; 7.37937E-5 ; 4.7228E-5 ; 0.0025435 ; 0.00162784
Ag118m ; 7.37937E-5 ; 4.7228E-5 ; 0.0025435 ; 0.00162784
Ag119 ; 1.9752E-4 ; 1.26413E-4 ; 0.00585399 ; 0.00374655
Ag120 ; 6.99935E-5 ; 4.47958E-5 ; 0.00285102 ; 0.00182466
