Product , Thermal (0.0253 eV) 
Product ,  
Product , Yield 
Eu157 ,0.00001823
Eu158 ,0.00004964
Eu159 ,0.00009673
Eu160 ,0.00008475
Eu161 ,0.00005061
Eu162 ,0.00000547
Eu163 ,0.00000273
Eu164 ,0.000000356
Eu165 ,0.0000000409
Eu166 ,0.00000000465
Eu167 ,2.33E-10
Eu168 ,6.39E-12
Eu169 ,1.42991E-13
Eu170 ,0
Eu171 ,2.50129E-18
Eu172 ,  
Gd147 ,0
Gd149 ,0
Gd151 ,0
Gd152 ,0
Gd153 ,8.26E-14
Gd154 ,5.15E-12
Gd155 ,2.31E-10
Gd156 ,0.00000000498
Gd157 ,0.0000000704
Gd158 ,0.00000072
Gd159 ,0.00000366
Gd160 ,0.00001109
Gd161 ,0.00001527
Gd162 ,0.00000522
Gd163 ,0.00000569
Gd164 ,0.00000229
Gd165 ,0.000000606
Gd166 ,0.000000225
Gd167 ,0.0000000284
Gd168 ,0.00000000283
Gd169 ,1.7E-10
Gd170 ,5.33E-12
Gd171 ,8.67975E-14
Gd172 ,0
Tb151 ,0
Tb153 ,0
Tb155 ,0
Tb156 ,1.17E-13
Tb156m ,1.3E-14
Tb157 ,7.4E-12
Tb158 ,1.95E-10
Tb158m ,2.16E-11
Tb159 ,0.0000000043
Tb160 ,0.0000000358
Tb161 ,0.000000177
Tb162 ,0.0000000777
Tb162m ,0.0000000777
Tb163 ,0.000000558
Tb164 ,0.000000509
Tb165 ,0.000000412
Tb166 ,0.000000326
Tb167 ,0.000000129
Tb168 ,0.00000003
Tb169 ,0.00000000615
Tb170 ,4.93E-10
Tb171 ,2.95E-11
Tb172 ,1.26E-12
Dy155 ,0
Dy156 ,0
Dy157 ,0
Dy158 ,0
Dy159 ,3.82E-13
Dy160 ,1.27E-11
Dy161 ,1.74E-10
Dy162 ,5.9E-10
Dy163 ,0.00000000559
Dy164 ,0.0000000181
Dy165 ,0.0000000312
Dy165m ,0.00000000466
Dy166 ,0.0000000896
Dy167 ,0.0000000791
Dy168 ,0.0000000561
Dy169 ,0.0000000253
Dy170 ,0.00000000641
Dy171 ,9.16E-10
Dy172 ,1.35E-10
Ho159 ,0
Ho159m ,0
Ho161 ,0
Ho161m ,0
Ho162 ,1.31E-14
Ho162m ,3.05E-14
Ho163 ,1.39E-12
Ho163m ,2.07E-13
Ho164 ,4.24E-12
Ho164m ,9.88E-12
Ho165 ,1.04E-10
Ho166 ,1.98E-10
Ho166m ,4.62E-10
Ho167 ,0.00000000204
Ho168 ,0.00000000348
Ho169 ,0.00000000502
Ho170 ,0.00000000141
Ho170m ,0.00000000141
Ho171 ,0.00000000122
Ho172 ,4E-10
Er161 ,0
Er162 ,0
Er163 ,0
Er164 ,0
Er165 ,2.37E-14
Er166 ,5.6E-13
Er167 ,4.1E-12
Er167m ,6.12E-13
Er168 ,2.97E-11
Er169 ,1.1E-10
Er170 ,2.13E-10
Er171 ,2.19E-10
Er172 ,2.25E-10
Tm165 ,0
Tm166 ,0
Tm167 ,0
Tm168 ,0
Tm169 ,7.25E-14
Tm170 ,3.78E-13
Tm171 ,1.42E-12
Tm172 ,3.72E-12
Yb166 ,0
Yb167 ,0
Yb168 ,0
Yb169 ,0
Yb169m ,0
Yb170 ,0
Yb171 ,0
Yb172 ,0
Lu169 ,0
Lu169m ,0
Lu171 ,0
Lu171m ,0
Lu172 ,0
Lu172m ,0
Hf171 ,0
Hf172 ,0
