Product ,  , 
Product ,  , 
Product , Yield , Error
Nb90 ,1.64000E-11,1.04960E-11
Nb91 ,7.38000E-10,4.72320E-10
Nb92 ,2.46000E-08,1.57440E-08
Nb93 ,4.23000E-07,2.70720E-07
Nb93m ,5.23000E-08,3.34720E-08
Nb94 ,4.23000E-06,2.70720E-06
Nb94m ,1.49000E-06,9.53599E-07
Nb95 ,4.92300E-05,3.15072E-05
Nb95m ,6.08000E-06,3.89120E-06
Nb96 ,1.88790E-04,1.20826E-04
Nb97 ,1.30377E-03,8.34412E-04
Nb97m ,1.61140E-04,1.03130E-04
Nb98 ,3.39883E-03,2.17525E-03
Nb98m ,5.99850E-04,3.83904E-04
Nb99 ,7.40000E-04,4.73600E-04
Nb99m ,8.50967E-03,5.44619E-03
Nb100 ,6.53790E-03,4.18425E-03
Nb100m ,6.53790E-03,4.18425E-03
Nb101 ,1.50976E-02,4.83122E-03
Nb102 ,6.73500E-03,4.31040E-03
Nb102m ,6.73500E-03,4.31040E-03
Nb103 ,1.07021E-02,3.42467E-03
Nb104 ,3.17453E-03,2.03170E-03
Nb104m ,3.17453E-03,2.03170E-03
Nb105 ,3.12739E-03,2.00153E-03
Nb106 ,8.92169E-04,5.70988E-04
Nb107 ,2.56363E-04,1.64073E-04
Nb108 ,5.21200E-05,3.33568E-05
Nb109 ,8.38376E-06,5.36561E-06
Nb110 ,7.29000E-07,4.66560E-07
Nb111 ,9.05008E-08,5.79205E-08
Nb112 ,1.08886E-09,6.96871E-10
Nb113 ,2.08929E-10,1.33714E-10
Nb114 ,4.92155E-12,3.14979E-12
Mo90 ,0.00000E+00,0.00000E+00
Mo91 ,3.07000E-14,1.96480E-14
Mo92 ,2.64000E-12,1.68960E-12
Mo93 ,6.55000E-11,4.19200E-11
Mo93m ,6.55000E-11,4.19200E-11
Mo94 ,3.92000E-09,2.50880E-09
Mo95 ,9.59999E-08,6.14400E-08
Mo96 ,1.42000E-06,9.08799E-07
Mo97 ,1.46800E-05,9.39519E-06
Mo98 ,9.51299E-05,6.08832E-05
Mo99 ,5.11650E-04,3.27456E-04
Mo100 ,1.61002E-03,1.03041E-03
Mo101 ,4.05174E-03,2.59311E-03
Mo102 ,7.75001E-03,4.96000E-03
Mo103 ,1.16048E-02,3.71352E-03
Mo104 ,1.04587E-02,3.34679E-03
Mo105 ,9.98323E-03,6.38927E-03
Mo106 ,6.18496E-03,3.95837E-03
Mo107 ,3.96828E-03,2.53970E-03
Mo108 ,1.81400E-03,1.16096E-03
Mo109 ,6.59780E-04,4.22259E-04
Mo110 ,1.37930E-04,8.82751E-05
Mo111 ,2.61394E-05,1.67292E-05
Mo112 ,4.26891E-06,2.73210E-06
Mo113 ,6.06216E-07,3.87978E-07
Mo114 ,1.92951E-08,1.23488E-08
