Product ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Ag110m ; 0.0 ; 0.0 ; 5.96003E-10 ; 3.81442E-10
Ag111 ; 0.0 ; 0.0 ; 1.21001E-9 ; 7.74403E-10
Ag111m ; 3.32002E-14 ; 2.12481E-14 ; 1.40001E-8 ; 8.96004E-9
Ag112 ; 1.83001E-11 ; 1.17121E-11 ; 2.39001E-7 ; 1.52961E-7
Ag113 ; 1.79001E-10 ; 1.14561E-10 ; 1.95001E-7 ; 1.24801E-7
Ag113m ; 1.31001E-9 ; 8.38405E-10 ; 2.25001E-6 ; 1.44001E-6
Ag114 ; 4.95003E-8 ; 3.16802E-8 ; 1.56901E-5 ; 1.00416E-5
Ag115 ; 3.22002E-7 ; 2.06081E-7 ; 4.93702E-5 ; 3.15969E-5
Ag115m ; 3.22002E-7 ; 2.06081E-7 ; 4.93702E-5 ; 3.15969E-5
Ag116 ; 2.64002E-6 ; 1.68961E-6 ; 1.56811E-4 ; 1.00359E-4
Ag116m ; 2.64002E-6 ; 1.68961E-6 ; 1.56811E-4 ; 1.00359E-4
Ag117 ; 1.43701E-5 ; 9.19686E-6 ; 4.09392E-4 ; 2.62011E-4
Ag117m ; 1.43701E-5 ; 9.19686E-6 ; 4.09392E-4 ; 2.62011E-4
Ag118 ; 4.43503E-5 ; 2.83842E-5 ; 0.00121405 ; 7.76989E-4
Ag118m ; 4.43503E-5 ; 2.83842E-5 ; 0.00121405 ; 7.76989E-4
Ag119 ; 1.83541E-4 ; 1.17466E-4 ; 0.0034341 ; 0.00219783
Ag120 ; 1.12931E-4 ; 7.22757E-5 ; 0.00227286 ; 0.00145463
Ag120m ; 1.12931E-4 ; 7.22757E-5 ; 0.00227286 ; 0.00145463
Ag121 ; 1.79321E-4 ; 1.14766E-4 ; 0.0045202 ; 0.00289293
Ag122 ; 5.07753E-5 ; 3.24962E-5 ; 0.00166368 ; 0.00106475
Ag122m ; 5.07753E-5 ; 3.24962E-5 ; 0.00166368 ; 0.00106475
Ag123 ; 4.29903E-5 ; 2.75138E-5 ; 0.00188021 ; 0.00120333
Ag124 ; 1.02401E-5 ; 6.55364E-6 ; 8.00773E-4 ; 5.12495E-4
Ag125 ; 1.75001E-6 ; 1.12001E-6 ; 2.44391E-4 ; 1.5641E-4
Ag126 ; 9.44006E-11 ; 6.04164E-11 ; 5.24302E-5 ; 3.35553E-5
Ag127 ; 1.19001E-11 ; 7.61605E-12 ; 8.02806E-6 ; 5.13796E-6
Ag128 ; 7.10005E-13 ; 4.54403E-13 ; 1.1E-6 ; 7.04003E-7
Ag129 ; 2.11649E-14 ; 1.35455E-14 ; 1.84224E-7 ; 1.17904E-7
Ag130 ; 0.0 ; 0.0 ; 2.06001E-8 ; 1.31841E-8
Ag131 ; 1.29292E-16 ; 8.27469E-17 ; 5.06237E-10 ; 3.23992E-10
Ag132 ; 6.85992E-11 ; 4.39035E-11 ; 3.12617E-11 ; 2.00075E-11
Ag133 ; 3.45435E-12 ; 2.21079E-12 ;  ; 
Cd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd107 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd108 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd109 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd110 ; 0.0 ; 0.0 ; 2.37001E-14 ; 1.51681E-14
Cd111 ; 0.0 ; 0.0 ; 1.81001E-13 ; 1.1584E-13
Cd111m ; 0.0 ; 0.0 ; 1.11E-12 ; 7.10403E-13
Cd112 ; 0.0 ; 0.0 ; 4.98002E-11 ; 3.18721E-11
Cd113 ; 1.61001E-14 ; 1.03041E-14 ; 2.00001E-10 ; 1.28001E-10
Cd113m ; 6.04004E-14 ; 3.86562E-14 ; 1.23001E-9 ; 7.87203E-10
Cd114 ; 1.23001E-11 ; 7.87205E-12 ; 2.40001E-8 ; 1.53601E-8
Cd115 ; 1.06001E-10 ; 6.78404E-11 ; 5.21002E-8 ; 3.33441E-8
Cd115m ; 3.98003E-10 ; 2.54722E-10 ; 3.20001E-7 ; 2.04801E-7
Cd116 ; 1.56001E-8 ; 9.98406E-9 ; 2.94001E-6 ; 1.88161E-6
Cd117 ; 6.04004E-8 ; 3.86562E-8 ; 2.62001E-6 ; 1.67681E-6
Cd117m ; 2.27001E-7 ; 1.45281E-7 ; 1.60701E-5 ; 1.02848E-5
Cd118 ; 2.86002E-6 ; 1.83041E-6 ; 1.28691E-4 ; 8.2362E-5
Cd119 ; 9.15006E-6 ; 5.85604E-6 ; 2.06111E-4 ; 1.31911E-4
Cd119m ; 9.15006E-6 ; 5.85604E-6 ; 2.06111E-4 ; 1.31911E-4
Cd120 ; 7.48305E-5 ; 4.78915E-5 ; 0.00120551 ; 7.71523E-4
Cd121 ; 8.04105E-5 ; 5.14627E-5 ; 0.00138924 ; 8.89114E-4
Cd121m ; 8.04105E-5 ; 5.14627E-5 ; 0.00138924 ; 8.89114E-4
Cd122 ; 2.66272E-4 ; 1.70414E-4 ; 0.00428307 ; 0.00274116
Cd123 ; 2.80262E-4 ; 1.79368E-4 ; 0.00545848 ; 0.00349343
Cd124 ; 2.09321E-4 ; 1.33966E-4 ; 0.0053356 ; 0.00341479
Cd125 ; 9.77506E-5 ; 6.25604E-5 ; 0.00392977 ; 0.00251505
Cd126 ; 8.13005E-6 ; 5.20323E-6 ; 0.00204631 ; 0.00130964
Cd127 ; 4.12003E-6 ; 2.63682E-6 ; 7.82673E-4 ; 5.00911E-4
Cd128 ; 1.28001E-6 ; 8.19205E-7 ; 2.66451E-4 ; 1.70529E-4
Cd129 ; 4.78003E-7 ; 3.05922E-7 ; 6.7326E-5 ; 4.30887E-5
Cd130 ; 5.57004E-8 ; 3.56482E-8 ; 2.28001E-5 ; 1.45921E-5
Cd131 ; 2.92002E-9 ; 1.86881E-9 ; 2.5095E-6 ; 1.60608E-6
Cd132 ; 1.81994E-6 ; 1.16476E-6 ; 1.54969E-7 ; 9.91804E-8
Cd133 ; 8.45538E-8 ; 5.41144E-8 ; 2.34362E-9 ; 1.49991E-9
Cd134 ; 9.37006E-10 ; 5.99684E-10 ; 1.08E-10 ; 6.91203E-11
Cd135 ; 8.88646E-12 ; 5.68733E-12 ; 1.63714E-11 ; 1.04777E-11
Cd136 ; 3.37002E-14 ; 2.15681E-14 ; 1.26001E-14 ; 8.06403E-15
In107 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In109 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In111 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In112 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In112m ; 0.0 ; 0.0 ; 0.0 ; 0.0
In113 ; 0.0 ; 0.0 ; 5.27002E-14 ; 3.37281E-14
In113m ; 0.0 ; 0.0 ; 0.0 ; 0.0
In114 ; 0.0 ; 0.0 ; 4.00002E-13 ; 2.56001E-13
In114m ; 0.0 ; 0.0 ; 2.27001E-12 ; 1.45281E-12
In115 ; 1.16001E-14 ; 7.42405E-15 ; 9.20004E-11 ; 5.88803E-11
In115m ; 0.0 ; 0.0 ; 1.14E-11 ; 7.29603E-12
In116 ; 4.7667E-13 ; 3.05069E-13 ; 7.0667E-10 ; 4.52269E-10
In116m ; 4.7667E-13 ; 3.05069E-13 ; 7.0667E-10 ; 4.52269E-10
In116n ; 4.7667E-13 ; 3.05069E-13 ; 7.0667E-10 ; 4.52269E-10
In117 ; 9.29006E-11 ; 5.94564E-11 ; 3.46001E-8 ; 2.21441E-8
In117m ; 1.90001E-11 ; 1.21601E-11 ; 4.28002E-9 ; 2.73921E-9
In118 ; 2.12001E-9 ; 1.35681E-9 ; 4.70002E-7 ; 3.00801E-7
In118m ; 2.99002E-10 ; 1.91361E-10 ; 4.14502E-8 ; 2.65281E-8
In118n ; 2.99002E-10 ; 1.91361E-10 ; 4.14502E-8 ; 2.65281E-8
In119 ; 7.05005E-8 ; 4.51203E-8 ; 3.99002E-6 ; 2.55361E-6
In119m ; 1.44001E-8 ; 9.21606E-9 ; 4.93002E-7 ; 3.15521E-7
In120 ; 3.72669E-7 ; 2.38508E-7 ; 1.036E-5 ; 6.63043E-6
In120m ; 3.72669E-7 ; 2.38508E-7 ; 1.036E-5 ; 6.63043E-6
In120n ; 3.72669E-7 ; 2.38508E-7 ; 1.036E-5 ; 6.63043E-6
In121 ; 7.17005E-6 ; 4.58883E-6 ; 1.44331E-4 ; 9.23716E-5
In121m ; 1.47001E-6 ; 9.40806E-7 ; 1.78401E-5 ; 1.14176E-5
In122 ; 1.27201E-5 ; 8.14085E-6 ; 2.01388E-4 ; 1.28888E-4
In122m ; 1.27201E-5 ; 8.14085E-6 ; 2.01388E-4 ; 1.28888E-4
In122n ; 1.27201E-5 ; 8.14085E-6 ; 2.01388E-4 ; 1.28888E-4
In123 ; 9.73406E-5 ; 6.2298E-5 ; 0.00157412 ; 0.00100743
In123m ; 1.99401E-5 ; 1.27617E-5 ; 1.94551E-4 ; 1.24513E-4
In124 ; 1.08986E-4 ; 6.97508E-5 ; 0.00194959 ; 0.00124774
In124m ; 1.08986E-4 ; 6.97508E-5 ; 0.00194959 ; 0.00124774
In125 ; 1.46251E-4 ; 9.36006E-5 ; 0.00325899 ; 0.00208576
In125m ; 1.46251E-4 ; 9.36006E-5 ; 0.00328932 ; 0.00210517
In126 ; 1.83891E-4 ; 1.1769E-4 ; 0.00387731 ; 0.00248148
In126m ; 1.83891E-4 ; 1.1769E-4 ; 0.00387731 ; 0.00248148
In127 ; 3.44162E-4 ; 2.20264E-4 ; 0.00343272 ; 0.00219694
In127m ; 3.44162E-4 ; 2.20264E-4 ; 0.00343272 ; 0.00219694
In128 ; 3.91528E-4 ; 2.50578E-4 ; 0.00271491 ; 0.00173754
In128m ; 3.91528E-4 ; 2.50578E-4 ; 0.00271491 ; 0.00173754
In129 ; 6.74194E-4 ; 4.31484E-4 ; 0.00145232 ; 9.29482E-4
In129m ; 6.74194E-4 ; 4.31484E-4 ; 0.00145232 ; 9.29482E-4
In130 ; 2.50225E-4 ; 1.60144E-4 ; 6.52323E-4 ; 4.17487E-4
In130m ; 2.50225E-4 ; 1.60144E-4 ; 6.52323E-4 ; 4.17487E-4
In130n ; 2.50225E-4 ; 1.60144E-4 ; 6.52323E-4 ; 4.17487E-4
In131 ; 1.34041E-4 ; 8.57862E-5 ; 2.95226E-4 ; 1.88945E-4
In131m ; 1.34041E-4 ; 8.57862E-5 ; 2.95226E-4 ; 1.88945E-4
In132 ; 6.45474E-4 ; 4.13103E-4 ; 1.0206E-4 ; 6.53187E-5
In133 ; 7.38959E-5 ; 4.72934E-5 ; 1.16177E-5 ; 7.43533E-6
In134 ; 4.92003E-6 ; 3.14882E-6 ; 6.55003E-7 ; 4.19202E-7
In135 ; 1.71056E-7 ; 1.09476E-7 ; 8.11559E-8 ; 5.19398E-8
In136 ; 2.70002E-9 ; 1.72801E-9 ; 6.48003E-10 ; 4.14722E-10
In137 ; 2.58596E-11 ; 1.65502E-11 ; 2.60178E-11 ; 1.66514E-11
In138 ; 8.32991E-13 ; 5.33114E-13 ;  ; 
Sn111 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn112 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn114 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn116 ; 0.0 ; 0.0 ; 1.09E-13 ; 6.97603E-14
Sn117 ; 0.0 ; 0.0 ; 2.60001E-12 ; 1.66401E-12
Sn117m ; 0.0 ; 0.0 ; 2.60001E-12 ; 1.66401E-12
Sn118 ; 2.13001E-13 ; 1.36321E-13 ; 1.86001E-10 ; 1.19041E-10
Sn119 ; 5.06003E-12 ; 3.23842E-12 ; 5.29002E-10 ; 3.38561E-10
Sn119m ; 1.90001E-11 ; 1.21601E-11 ; 3.25001E-9 ; 2.08001E-9
Sn120 ; 1.29001E-9 ; 8.25605E-10 ; 6.49003E-8 ; 4.15362E-8
Sn121 ; 8.75006E-9 ; 5.60004E-9 ; 1.53001E-7 ; 9.79204E-8
Sn121m ; 2.49002E-8 ; 1.59361E-8 ; 6.97003E-7 ; 4.46082E-7
Sn122 ; 5.23003E-7 ; 3.34722E-7 ; 7.82003E-6 ; 5.00482E-6
Sn123 ; 3.33002E-6 ; 2.13121E-6 ; 4.64902E-5 ; 2.97537E-5
Sn123m ; 1.17001E-6 ; 7.48805E-7 ; 1.021E-5 ; 6.53443E-6
Sn124 ; 2.69002E-5 ; 1.72161E-5 ; 3.01281E-4 ; 1.9282E-4
Sn125 ; 6.78704E-5 ; 4.34371E-5 ; 9.98974E-4 ; 6.39344E-4
Sn125m ; 2.38402E-5 ; 1.52577E-5 ; 2.19291E-4 ; 1.40346E-4
Sn126 ; 1.62541E-4 ; 1.04026E-4 ; 0.00327246 ; 0.00209438
Sn127 ; 4.96003E-4 ; 3.17442E-4 ; 0.00545824 ; 0.00349328
Sn127m ; 1.74271E-4 ; 1.11534E-4 ; 0.00117332 ; 7.50928E-4
Sn128 ; 0.00101794 ; 6.51483E-4 ; 0.00565079 ; 0.00361651
Sn128m ; 0.00101794 ; 6.51483E-4 ; 0.00565079 ; 0.00361651
Sn129 ; 0.00625078 ; 0.00281285 ; 0.00987511 ; 0.00632007
Sn129m ; 0.00220164 ; 0.00140905 ; 0.00215736 ; 0.00138071
Sn130 ; 0.00823318 ; 0.00526923 ; 0.00764988 ; 0.00489592
Sn130m ; 0.00823318 ; 0.00526923 ; 0.00764988 ; 0.00489592
Sn131 ; 0.0114337 ; 0.00731757 ; 0.00587378 ; 0.00375922
Sn131m ; 0.0114337 ; 0.00731757 ; 0.00587378 ; 0.00375922
Sn132 ; 0.0188496 ; 0.00603187 ; 0.00534127 ; 0.00341841
Sn133 ; 0.00672609 ; 0.0043047 ; 0.00173163 ; 0.00110824
Sn134 ; 0.00182104 ; 0.00116547 ; 2.92111E-4 ; 1.86951E-4
Sn135 ; 1.901E-4 ; 1.21664E-4 ; 2.9659E-5 ; 1.89817E-5
Sn136 ; 1.41801E-5 ; 9.07526E-6 ; 2.33001E-6 ; 1.49121E-6
Sn137 ; 6.32978E-7 ; 4.05106E-7 ; 1.28975E-7 ; 8.25437E-8
Sn138 ; 2.20993E-8 ; 1.41436E-8 ; 1.92001E-8 ; 1.22881E-8
Sn139 ; 1.63117E-10 ; 1.04395E-10 ; 1.64779E-10 ; 1.05459E-10
Sn140 ; 8.68904E-12 ; 5.56098E-12 ; 2.60104E-11 ; 1.66467E-11
Sn141 ; 2.58868E-12 ; 1.65676E-12 ;  ; 
Sb113 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb117 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb118 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb118m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb119 ; 0.0 ; 0.0 ; 2.28001E-13 ; 1.45921E-13
Sb120 ; 1.66001E-14 ; 1.06241E-14 ; 2.57001E-12 ; 1.64481E-12
Sb120m ; 2.83002E-14 ; 1.81121E-14 ; 7.33003E-12 ; 4.69122E-12
Sb121 ; 4.87003E-12 ; 3.11682E-12 ; 3.35001E-10 ; 2.14401E-10
Sb122 ; 1.03001E-10 ; 6.59204E-11 ; 2.37001E-9 ; 1.51681E-9
Sb122m ; 1.37001E-10 ; 8.76806E-11 ; 5.54002E-9 ; 3.54562E-9
Sb123 ; 7.33005E-9 ; 4.69123E-9 ; 1.49001E-7 ; 9.53604E-8
Sb124 ; 4.45336E-8 ; 2.85015E-8 ; 6.80003E-7 ; 4.35202E-7
Sb124m ; 4.45336E-8 ; 2.85015E-8 ; 6.80003E-7 ; 4.35202E-7
Sb124n ; 4.45336E-8 ; 2.85015E-8 ; 6.80003E-7 ; 4.35202E-7
Sb125 ; 1.53001E-6 ; 9.79206E-7 ; 2.12201E-5 ; 1.35809E-5
Sb126 ; 6.82004E-8 ; 4.36483E-8 ; 6.53603E-5 ; 2.94121E-5
Sb126m ; 4.71003E-8 ; 3.01442E-8 ; 1.76001E-5 ; 1.1264E-5
Sb126n ; 4.71003E-8 ; 3.01442E-8 ; 1.76001E-5 ; 1.1264E-5
Sb127 ; 2.03001E-6 ; 1.29921E-6 ; 6.65823E-4 ; 4.26127E-4
Sb128 ; 9.00006E-6 ; 5.76004E-6 ; 0.0013545 ; 8.66877E-4
Sb128m ; 1.24301E-5 ; 7.95525E-6 ; 0.00102298 ; 6.5471E-4
Sb129 ; 3.24022E-4 ; 2.07374E-4 ; 0.0055599 ; 0.00355834
Sb130 ; 8.07225E-4 ; 5.16624E-4 ; 0.00742607 ; 0.00475269
Sb130m ; 0.00111469 ; 7.134E-4 ; 0.00560206 ; 0.00358532
Sb131 ; 0.00937452 ; 0.00421853 ; 0.0248983 ; 0.00398373
Sb132 ; 0.014364 ; 0.00459648 ; 0.0103376 ; 0.00330803
Sb132m ; 0.0127379 ; 0.00407612 ; 0.0161691 ; 0.0051741
Sb133 ; 0.030966 ; 0.00495455 ; 0.0225262 ; 0.0072084
Sb134 ; 0.0128052 ; 0.00819533 ; 0.00529932 ; 0.00339156
Sb134m ; 0.0128052 ; 0.00819533 ; 0.00529932 ; 0.00339156
Sb135 ; 0.0102045 ; 0.00326544 ; 0.00296443 ; 0.00189724
Sb136 ; 0.00238624 ; 0.00152719 ; 6.21553E-4 ; 3.97794E-4
Sb137 ; 3.83052E-4 ; 2.45154E-4 ; 9.18104E-5 ; 5.87587E-5
Sb138 ; 4.05703E-5 ; 2.5965E-5 ; 3.57302E-5 ; 2.28673E-5
Sb139 ; 3.13986E-6 ; 2.00951E-6 ; 8.16839E-7 ; 5.22777E-7
Sb140 ; 1.54316E-7 ; 9.8762E-8 ; 1.28938E-7 ; 8.25203E-8
Sb141 ; 4.98298E-8 ; 3.1891E-8 ; 4.40652E-10 ; 2.82017E-10
Sb142 ; 3.49404E-11 ; 2.23618E-11 ; 4.96153E-11 ; 3.17538E-11
Sb143 ; 3.49239E-12 ; 2.23513E-12 ;  ; 
Te115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te117 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te118 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te119 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te120 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te121 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te121m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te122 ; 0.0 ; 0.0 ; 5.74002E-13 ; 3.67362E-13
Te123 ; 1.47001E-13 ; 9.40806E-14 ; 4.05002E-12 ; 2.59201E-12
Te123m ; 5.54004E-13 ; 3.54562E-13 ; 2.49001E-11 ; 1.59361E-11
Te124 ; 4.79003E-11 ; 3.06562E-11 ; 1.04E-9 ; 6.65603E-10
Te125 ; 5.37003E-10 ; 3.43682E-10 ; 3.92002E-9 ; 2.50881E-9
Te125m ; 2.02001E-9 ; 1.29281E-9 ; 2.41001E-8 ; 1.54241E-8
Te126 ; 8.73006E-14 ; 5.58724E-14 ; 2.99001E-7 ; 1.91361E-7
Te127 ; 1.02001E-12 ; 6.52804E-13 ; 1.11E-6 ; 7.10403E-7
Te127m ; 2.90002E-12 ; 1.85601E-12 ; 5.05002E-6 ; 3.23201E-6
Te128 ; 2.43002E-10 ; 1.55521E-10 ; 5.29702E-5 ; 3.39009E-5
Te129 ; 4.06003E-9 ; 2.59842E-9 ; 4.19402E-5 ; 2.68417E-5
Te129m ; 1.16001E-8 ; 7.42405E-9 ; 1.91081E-4 ; 1.22292E-4
Te130 ; 5.29003E-7 ; 3.38562E-7 ; 0.00118509 ; 7.58454E-4
Te131 ; 3.55002E-6 ; 2.27201E-6 ; 9.78174E-4 ; 6.26031E-4
Te131m ; 3.64842E-4 ; 2.33499E-4 ; 0.00159728 ; 3.67374E-4
Te132 ; 0.00471221 ; 0.00301581 ; 0.0145773 ; 0.00335278
Te133 ; 0.00801138 ; 0.00512728 ; 0.00558053 ; 0.00357154
Te133m ; 0.0196108 ; 0.00627545 ; 0.0254224 ; 0.00813516
Te134 ; 0.0395371 ; 0.00632594 ; 0.0372241 ; 0.00409465
Te135 ; 0.0462065 ; 0.0147861 ; 0.0265509 ; 0.00849629
Te136 ; 0.035255 ; 0.0112816 ; 0.0139277 ; 0.00445688
Te137 ; 0.0156778 ; 0.00501691 ; 0.00517219 ; 0.0033102
Te138 ; 0.00550107 ; 0.00352068 ; 0.00506081 ; 0.00323892
Te139 ; 0.00120899 ; 7.73752E-4 ; 2.96731E-4 ; 1.89908E-4
Te140 ; 1.85877E-4 ; 1.18961E-4 ; 4.71212E-5 ; 3.01576E-5
Te141 ; 5.53774E-5 ; 3.54415E-5 ; 2.18439E-6 ; 1.39801E-6
Te142 ; 9.26971E-7 ; 5.93261E-7 ; 2.45951E-7 ; 1.57409E-7
Te143 ; 8.54847E-8 ; 5.47102E-8 ; 1.06852E-9 ; 6.83855E-10
Te144 ; 5.72884E-11 ; 3.66646E-11 ; 2.05347E-10 ; 1.31422E-10
Te145 ; 6.07812E-12 ; 3.89E-12 ; 2.35773E-11 ; 1.50894E-11
Te146 ; 4.36717E-13 ; 2.79499E-13 ;  ; 
I121 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I123 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I125 ; 9.98006E-14 ; 6.38724E-14 ; 2.79001E-12 ; 1.78561E-12
I126 ; 0.0 ; 0.0 ; 7.93003E-11 ; 5.07522E-11
I127 ; 0.0 ; 0.0 ; 1.61001E-10 ; 5.15202E-11
I128 ; 0.0 ; 0.0 ; 9.48004E-8 ; 6.06723E-8
I129 ; 0.0 ; 0.0 ; 9.24004E-7 ; 5.91363E-7
I130 ; 3.09002E-14 ; 1.97761E-14 ; 7.83003E-6 ; 5.01122E-6
I130m ; 1.14001E-14 ; 7.29605E-15 ; 1.72001E-6 ; 1.1008E-6
I131 ; 7.89005E-12 ; 5.04963E-12 ; 1.1572E-4 ; 7.40611E-5
I132 ; 9.93956E-5 ; 6.36132E-5 ; 9.27624E-4 ; 5.93679E-4
I132m ; 9.93956E-5 ; 6.36132E-5 ; 9.27624E-4 ; 5.93679E-4
I133 ; 9.44471E-4 ; 6.04461E-4 ; 0.00233871 ; 0.00149677
I133m ; 9.44471E-4 ; 6.04461E-4 ; 0.00233871 ; 0.00149677
I134 ; 0.00439153 ; 4.83068E-4 ; 0.00597328 ; 9.55724E-4
I134m ; 0.00318007 ; 0.00203525 ; 0.00934281 ; 0.0059794
I135 ; 0.0135457 ; 0.00433464 ; 0.0256887 ; 0.0059084
I136 ; 0.0132884 ; 0.00425229 ; 0.0158622 ; 0.0050759
I136m ; 0.0134483 ; 0.00430345 ; 0.0157956 ; 0.00505459
I137 ; 0.0353125 ; 0.00565 ; 0.0257618 ; 0.0041219
I138 ; 0.0311927 ; 0.00998166 ; 0.0226589 ; 0.00521154
I139 ; 0.0205561 ; 0.00657796 ; 0.00887151 ; 0.00567776
I140 ; 0.00869363 ; 0.00556392 ; 0.00349348 ; 0.00223583
I141 ; 0.00251496 ; 0.00160957 ; 7.98299E-4 ; 5.10911E-4
I142 ; 4.18853E-4 ; 2.68066E-4 ; 1.21671E-4 ; 7.78691E-5
I143 ; 7.47095E-5 ; 4.78141E-5 ; 5.29685E-6 ; 3.38999E-6
I144 ; 1.01743E-6 ; 6.51156E-7 ; 1.01794E-6 ; 6.51482E-7
I145 ; 1.16998E-7 ; 7.48789E-8 ; 1.16876E-7 ; 7.48009E-8
I146 ; 7.75601E-9 ; 4.96385E-9 ; 6.93807E-10 ; 4.44037E-10
I147 ; 6.72288E-12 ; 4.30264E-12 ; 5.74175E-11 ; 3.67472E-11
I148 ; 6.85992E-13 ; 4.39035E-13 ;  ; 
Xe124 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe126 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe127 ; 0.0 ; 0.0 ; 1.08E-13 ; 6.91203E-14
Xe127m ; 0.0 ; 0.0 ; 1.08E-13 ; 6.91203E-14
Xe128 ; 0.0 ; 0.0 ; 1.23001E-11 ; 7.87203E-12
Xe129 ; 0.0 ; 0.0 ; 1.36501E-10 ; 8.73604E-11
Xe129m ; 0.0 ; 0.0 ; 1.36501E-10 ; 8.73604E-11
Xe130 ; 0.0 ; 0.0 ; 5.88003E-9 ; 3.76322E-9
Xe131 ; 1.11001E-11 ; 3.55202E-12 ; 2.39001E-9 ; 7.64803E-10
Xe131m ; 3.16002E-11 ; 2.02241E-11 ; 1.09E-8 ; 6.97603E-9
Xe132 ; 1.79001E-8 ; 1.14561E-8 ; 4.14002E-6 ; 2.64961E-6
Xe133 ; 4.18003E-6 ; 2.67522E-6 ; 2.91001E-5 ; 9.31204E-6
Xe133m ; 1.22101E-5 ; 7.81445E-6 ; 1.44151E-4 ; 9.22564E-5
Xe134 ; 7.04005E-6 ; 4.50563E-6 ; 1.1118E-4 ; 7.11555E-5
Xe134m ; 1.90301E-5 ; 1.21793E-5 ; 5.06482E-4 ; 3.24149E-4
Xe135 ; 1.11541E-4 ; 7.13861E-5 ; 0.0013291 ; 1.46201E-4
Xe135m ; 1.57101E-4 ; 1.00545E-4 ; 0.00202021 ; 0.00129293
Xe136 ; 0.0024432 ; 0.00156365 ; 0.00804582 ; 0.00514933
Xe137 ; 0.0107737 ; 0.00344759 ; 0.0167348 ; 0.00133879
Xe138 ; 0.0203998 ; 0.00652792 ; 0.0184537 ; 0.00110722
Xe139 ; 0.0328326 ; 0.00525321 ; 0.0253406 ; 0.00202725
Xe140 ; 0.0403741 ; 0.00444115 ; 0.0239854 ; 0.00143912
Xe141 ; 0.0298271 ; 0.00238617 ; 0.0129445 ; 7.7667E-4
Xe142 ; 0.0152738 ; 0.00488763 ; 0.00482163 ; 2.89298E-4
Xe143 ; 0.00215725 ; 0.00138064 ; 9.67885E-4 ; 6.19447E-4
Xe143m ; 0.00215725 ; 0.00138064 ; 9.67885E-4 ; 6.19447E-4
Xe144 ; 0.00122552 ; 1.96083E-4 ; 3.72013E-4 ; 2.38089E-4
Xe145 ; 1.30024E-4 ; 8.32153E-5 ; 4.27133E-5 ; 2.73365E-5
Xe146 ; 9.3423E-6 ; 5.97907E-6 ; 3.43932E-6 ; 2.20117E-6
Xe147 ; 1.64559E-7 ; 1.05318E-7 ; 2.84628E-7 ; 1.82162E-7
Xe148 ; 1.81994E-8 ; 1.16476E-8 ; 5.30002E-9 ; 3.39201E-9
Xe149 ; 2.20828E-11 ; 1.4133E-11 ; 7.50916E-11 ; 4.80586E-11
Xe150 ; 2.89002E-12 ; 1.84961E-12 ; 1.51001E-12 ; 9.66404E-13
Xe151 ; 4.51302E-13 ; 2.88833E-13 ;  ; 
Cs127 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs131 ; 0.0 ; 0.0 ; 2.53001E-11 ; 1.61921E-11
Cs132 ; 2.85002E-13 ; 1.82401E-13 ; 1.51001E-9 ; 9.66404E-10
Cs133 ; 5.32003E-11 ; 3.40482E-11 ; 7.38003E-8 ; 4.72322E-8
Cs134 ; 3.23002E-9 ; 2.06721E-9 ; 1.025E-6 ; 6.56003E-7
