Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Co71 ; 2.03E-9 ; 1.2992E-9 ; 3.95E-9 ; 2.528E-9 ; 5.53884E-7 ; 3.54486E-7
Co72 ; 9.28E-10 ; 5.9392E-10 ; 1.75E-9 ; 1.12E-9 ; 2.56946E-7 ; 1.64446E-7
Co73 ; 2.18E-10 ; 1.3952E-10 ; 4.78E-10 ; 3.0592E-10 ; 7.46844E-8 ; 4.7798E-8
Co74 ; 2.18E-11 ; 1.3952E-11 ; 6.23E-11 ; 3.9872E-11 ; 1.65965E-8 ; 1.06218E-8
Co75 ; 2.72983E-12 ; 1.74709E-12 ; 5.82972E-12 ; 3.73102E-12 ; 2.89789E-9 ; 1.85465E-9
Co76 ; 1.22E-13 ; 7.808E-14 ; 3.24E-13 ; 2.0736E-13 ; 2.73943E-10 ; 1.75323E-10
Co77 ; 6.05151E-15 ; 3.87297E-15 ; 1.96497E-14 ; 1.25758E-14 ; 1.75976E-11 ; 1.12625E-11
Co78 ; 4.20084E-16 ; 2.68854E-16 ; 1.37834E-15 ; 8.82137E-16 ; 1.8581E-12 ; 1.18919E-12
Ni66 ; 2.36E-10 ; 1.5104E-10 ; 1.32E-9 ; 8.448E-10 ; 9.29806E-8 ; 5.95076E-8
Ni67 ; 1.07E-9 ; 6.848E-10 ; 4.58E-9 ; 2.9312E-9 ; 4.13914E-7 ; 2.64905E-7
Ni68 ; 5.79E-9 ; 3.7056E-9 ; 1.91E-8 ; 1.2224E-8 ; 1.18975E-6 ; 7.61441E-7
Ni69 ; 2.05E-8 ; 1.312E-8 ; 3.34E-8 ; 2.1376E-8 ; 2.81941E-6 ; 1.80442E-6
Ni70 ; 6.36E-8 ; 4.0704E-8 ; 7.5E-8 ; 4.8E-8 ; 4.93897E-6 ; 3.16094E-6
Ni71 ; 6.66E-8 ; 4.2624E-8 ; 1.24E-7 ; 7.936E-8 ; 6.93855E-6 ; 4.44067E-6
Ni72 ; 1.03E-7 ; 6.592E-8 ; 1.84E-7 ; 1.1776E-7 ; 7.24849E-6 ; 4.63903E-6
Ni73 ; 6.27E-8 ; 4.0128E-8 ; 1.29E-7 ; 8.256E-8 ; 4.82899E-6 ; 3.09055E-6
Ni74 ; 2.32E-8 ; 1.4848E-8 ; 6.17E-8 ; 3.9488E-8 ; 2.49948E-6 ; 1.59967E-6
Ni75 ; 7.96E-9 ; 5.0944E-9 ; 1.56E-8 ; 9.984E-9 ; 1.00979E-6 ; 6.46265E-7
Ni76 ; 1.37E-9 ; 8.768E-10 ; 3.28E-9 ; 2.0992E-9 ; 2.28952E-7 ; 1.46529E-7
Ni77 ; 2.09994E-10 ; 1.34396E-10 ; 4.1198E-10 ; 2.63667E-10 ; 3.39753E-8 ; 2.17442E-8
Ni78 ; 1.98996E-11 ; 1.27357E-11 ; 2.88986E-11 ; 1.84951E-11 ; 3.58739E-9 ; 2.29593E-9
Ni79 ; 1.85688E-13 ; 1.18841E-13 ; 3.90609E-13 ; 2.4999E-13 ; 1.52685E-10 ; 9.77187E-11
Ni80 ; 1.05E-14 ; 6.72E-15 ; 2.33E-14 ; 1.4912E-14 ; 1.05978E-11 ; 6.78258E-12
Ni82 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cu66 ; 1.84E-12 ; 1.1776E-12 ; 1.11E-11 ; 7.104E-12 ; 3.14934E-9 ; 2.01558E-9
Cu67 ; 2.91E-11 ; 1.8624E-11 ; 1.33E-10 ; 8.512E-11 ; 3.14934E-8 ; 2.01558E-8
Cu68 ; 1.14E-10 ; 7.296E-11 ; 3.54E-10 ; 2.2656E-10 ; 3.57925E-8 ; 2.29072E-8
Cu68m ; 2.66E-10 ; 1.7024E-10 ; 9.58E-10 ; 6.1312E-10 ; 1.62966E-7 ; 1.04298E-7
Cu69 ; 4.28E-9 ; 2.7392E-9 ; 7.24E-9 ; 4.6336E-9 ; 1.01979E-6 ; 6.52664E-7
Cu70 ; 7.32E-9 ; 4.6848E-9 ; 7.86E-9 ; 5.0304E-9 ; 5.70881E-7 ; 3.65364E-7
Cu70m ; 2.2E-8 ; 1.408E-8 ; 2.79E-8 ; 1.7856E-8 ; 3.22933E-6 ; 2.06677E-6
Cu71 ; 9.33E-8 ; 5.9712E-8 ; 1.78E-7 ; 1.1392E-7 ; 1.13576E-5 ; 7.26888E-6
Cu72 ; 3.12E-7 ; 1.9968E-7 ; 5.69E-7 ; 3.6416E-7 ; 2.53547E-5 ; 1.6227E-5
Cu73 ; 6.13E-7 ; 3.9232E-7 ; 1.27E-6 ; 8.128E-7 ; 3.66623E-5 ; 2.34639E-5
Cu74 ; 5.52E-7 ; 3.5328E-7 ; 1.46E-6 ; 9.344E-7 ; 4.20612E-5 ; 2.69192E-5
Cu75 ; 6.66E-7 ; 4.2624E-7 ; 1.28E-6 ; 8.192E-7 ; 3.78721E-5 ; 2.42381E-5
Cu76 ; 3.02E-7 ; 1.9328E-7 ; 7.03E-7 ; 4.4992E-7 ; 1.97459E-5 ; 1.26374E-5
Cu77 ; 1.73E-7 ; 1.1072E-7 ; 3.26E-7 ; 2.0864E-7 ; 6.87856E-6 ; 4.40228E-6
Cu78 ; 4.5E-8 ; 2.88E-8 ; 6.21E-8 ; 3.9744E-8 ; 1.72964E-6 ; 1.10697E-6
Cu79 ; 2.89981E-9 ; 1.85588E-9 ; 8.18961E-9 ; 5.24135E-9 ; 2.94786E-7 ; 1.88663E-7
Cu80 ; 2.59E-10 ; 1.6576E-10 ; 5.3E-10 ; 3.392E-10 ; 3.18933E-8 ; 2.04117E-8
Cu81 ; 2.27E-11 ; 1.4528E-11 ; 2.8E-11 ; 1.792E-11 ; 2.32951E-9 ; 1.49089E-9
Cu82 ; 3.99E-13 ; 2.5536E-13 ; 6.85E-13 ; 4.384E-13 ; 1.05978E-10 ; 6.78258E-11
Cu83 ; 1.69442E-14 ; 1.08443E-14 ; 3.07145E-14 ; 1.96573E-14 ; 7.40136E-12 ; 4.73687E-12
Zn66 ; 0.0 ; 0.0 ; 1.07E-14 ; 6.848E-15 ; 1.14976E-11 ; 7.35846E-12
Zn67 ; 7.14E-14 ; 4.5696E-14 ; 3.43E-13 ; 2.1952E-13 ; 2.69944E-10 ; 1.72764E-10
Zn68 ; 3.43E-12 ; 2.1952E-12 ; 1.24E-11 ; 7.936E-12 ; 3.98917E-9 ; 2.55307E-9
Zn69 ; 1.89E-11 ; 1.2096E-11 ; 2.95E-11 ; 1.888E-11 ; 5.12893E-9 ; 3.28251E-9
Zn69m ; 8.08E-11 ; 5.1712E-11 ; 1.44E-10 ; 9.216E-11 ; 4.14913E-8 ; 2.65545E-8
Zn70 ; 2.35E-9 ; 1.504E-9 ; 2.91E-9 ; 1.8624E-9 ; 3.87919E-7 ; 2.48268E-7
Zn71 ; 3.35E-9 ; 2.144E-9 ; 5.76E-9 ; 3.6864E-9 ; 2.78942E-7 ; 1.78523E-7
Zn71m ; 1.43E-8 ; 9.152E-9 ; 2.81E-8 ; 1.7984E-8 ; 2.24953E-6 ; 1.4397E-6
Zn72 ; 1.8E-7 ; 1.152E-7 ; 3.27E-7 ; 2.0928E-7 ; 1.21375E-5 ; 7.76798E-6
Zn73 ; 7.77E-7 ; 4.9728E-7 ; 1.59E-6 ; 1.0176E-6 ; 3.72922E-5 ; 2.3867E-5
Zn74 ; 2.13E-6 ; 1.3632E-6 ; 5.53E-6 ; 3.5392E-6 ; 9.0951E-5 ; 5.82086E-5
Zn75 ; 5.8E-6 ; 3.712E-6 ; 1.087E-5 ; 6.9568E-6 ; 1.72394E-4 ; 1.10332E-4
Zn76 ; 8.61E-6 ; 5.5104E-6 ; 1.93E-5 ; 1.2352E-5 ; 1.96459E-4 ; 1.25734E-4
Zn77 ; 1.214E-5 ; 7.7696E-6 ; 2.189E-5 ; 1.40096E-5 ; 1.52898E-4 ; 9.78548E-5
Zn78 ; 1.131E-5 ; 7.2384E-6 ; 1.47E-5 ; 9.408E-6 ; 8.76517E-5 ; 5.60971E-5
Zn79 ; 1.93E-6 ; 1.2352E-6 ; 5.09E-6 ; 3.2576E-6 ; 3.55326E-5 ; 2.27409E-5
Zn80 ; 6.52E-7 ; 4.1728E-7 ; 1.23E-6 ; 7.872E-7 ; 9.48802E-6 ; 6.07233E-6
Zn81 ; 1.58E-7 ; 1.0112E-7 ; 1.77E-7 ; 1.1328E-7 ; 1.73964E-6 ; 1.11337E-6
Zn82 ; 1.08E-8 ; 6.912E-9 ; 1.66E-8 ; 1.0624E-8 ; 2.03957E-7 ; 1.30533E-7
Zn83 ; 5.87983E-10 ; 3.76309E-10 ; 6.43969E-10 ; 4.1214E-10 ; 1.42896E-8 ; 9.14535E-9
Zn84 ; 1.88E-11 ; 1.2032E-11 ; 2.03E-11 ; 1.2992E-11 ; 6.34867E-10 ; 4.06315E-10
Zn85 ; 3.41282E-13 ; 2.18421E-13 ; 2.60883E-13 ; 1.66965E-13 ; 4.36836E-11 ; 2.79575E-11
Zn86 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.54905E-13 ; 2.91139E-13
Ga66 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ga67 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.36951E-13 ; 1.51648E-13
Ga68 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.40824E-12 ; 5.38128E-12
Ga69 ; 6.96E-14 ; 4.4544E-14 ; 1.34E-13 ; 8.576E-14 ; 2.33951E-10 ; 1.49729E-10
Ga70 ; 4.42E-12 ; 2.8288E-12 ; 5.98E-12 ; 3.8272E-12 ; 4.56905E-9 ; 2.92419E-9
Ga71 ; 1.21E-10 ; 7.744E-11 ; 2.52E-10 ; 1.6128E-10 ; 6.88856E-8 ; 4.40868E-8
Ga72 ; 1.53E-9 ; 9.792E-10 ; 2.955E-9 ; 1.8912E-9 ; 3.71922E-7 ; 2.3803E-7
Ga72m ; 1.53E-9 ; 9.792E-10 ; 2.955E-9 ; 1.8912E-9 ; 3.71922E-7 ; 2.3803E-7
Ga73 ; 4.46E-8 ; 2.8544E-8 ; 9.66E-8 ; 6.1824E-8 ; 5.08894E-6 ; 3.25692E-6
Ga74 ; 1.42E-7 ; 9.088E-8 ; 3.85E-7 ; 2.464E-7 ; 1.34572E-5 ; 8.6126E-6
Ga74m ; 1.42E-7 ; 9.088E-8 ; 3.85E-7 ; 2.464E-7 ; 1.34572E-5 ; 8.6126E-6
Ga75 ; 2.39E-6 ; 1.5296E-6 ; 4.64E-6 ; 2.9696E-6 ; 1.06858E-4 ; 6.83889E-5
Ga76 ; 7.77E-6 ; 4.9728E-6 ; 1.79E-5 ; 1.1456E-5 ; 2.58486E-4 ; 1.65431E-4
Ga77 ; 3.365E-5 ; 2.1536E-5 ; 6.181E-5 ; 3.95584E-5 ; 4.28741E-4 ; 2.74394E-4
Ga78 ; 7.17E-5 ; 4.5888E-5 ; 9.42E-5 ; 6.0288E-5 ; 5.30919E-4 ; 3.39788E-4
Ga79 ; 4.084E-5 ; 2.61376E-5 ; 1.0752E-4 ; 6.88128E-5 ; 4.84349E-4 ; 3.09983E-4
Ga80 ; 3.458E-5 ; 2.21312E-5 ; 6.43E-5 ; 4.1152E-5 ; 3.04236E-4 ; 1.94711E-4
Ga81 ; 3.033E-5 ; 1.94112E-5 ; 3.313E-5 ; 2.12032E-5 ; 1.34012E-4 ; 8.57677E-5
Ga82 ; 5.54E-6 ; 3.5456E-6 ; 8.23E-6 ; 5.2672E-6 ; 3.95517E-5 ; 2.53131E-5
Ga83 ; 1.22E-6 ; 7.808E-7 ; 1.24E-6 ; 7.936E-7 ; 7.1885E-6 ; 4.60064E-6
Ga84 ; 1.12E-7 ; 7.168E-8 ; 1.14E-7 ; 7.296E-8 ; 8.45823E-7 ; 5.41327E-7
Ga85 ; 5.32966E-9 ; 3.41098E-9 ; 5.46974E-9 ; 3.50063E-9 ; 8.43387E-8 ; 5.39768E-8
Ga86 ; 1.53E-10 ; 9.792E-11 ; 1.61E-10 ; 1.0304E-10 ; 4.22912E-9 ; 2.70663E-9
Ga87 ; 1.77511E-12 ; 1.13607E-12 ; 3.267E-12 ; 2.09088E-12 ; 1.94609E-10 ; 1.2455E-10
Ga88 ; 5.8474E-14 ; 3.74234E-14 ; 1.08264E-13 ; 6.9289E-14 ;  ; 
Ge66 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ge67 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ge68 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ge69 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.17975E-13 ; 7.55042E-14
Ge70 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.54884E-12 ; 3.55126E-12
Ge71 ; 3.41E-14 ; 2.1824E-14 ; 7.58E-14 ; 4.8512E-14 ; 9.99791E-11 ; 6.39866E-11
Ge71m ; 3.41E-14 ; 2.1824E-14 ; 7.58E-14 ; 4.8512E-14 ; 9.99791E-11 ; 6.39866E-11
Ge72 ; 6.33E-12 ; 4.0512E-12 ; 1.29E-11 ; 8.256E-12 ; 5.11893E-9 ; 3.27612E-9
Ge73 ; 2.0E-10 ; 1.28E-10 ; 4.64E-10 ; 2.9696E-10 ; 7.55842E-8 ; 4.83739E-8
Ge73m ; 4.69E-11 ; 3.0016E-11 ; 9.49E-11 ; 6.0736E-11 ; 9.34805E-9 ; 5.98275E-9
Ge74 ; 5.68E-9 ; 3.6352E-9 ; 1.59E-8 ; 1.0176E-8 ; 9.917929E-7 ; 6.34747E-7
Ge75 ; 1.56E-8 ; 9.984E-9 ; 2.85E-8 ; 1.824E-8 ; 6.92855E-7 ; 4.43427E-7
Ge75m ; 1.04E-7 ; 6.656E-8 ; 2.09E-7 ; 1.3376E-7 ; 7.96834E-6 ; 5.09974E-6
Ge76 ; 1.29E-6 ; 8.256E-7 ; 3.0E-6 ; 1.92E-6 ; 4.60504E-5 ; 2.94722E-5
Ge77 ; 1.112E-5 ; 7.1168E-6 ; 2.064E-5 ; 1.32096E-5 ; 1.53208E-4 ; 9.80531E-5
Ge77m ; 1.66E-6 ; 1.0624E-6 ; 2.82E-6 ; 1.8048E-6 ; 1.15276E-5 ; 7.37766E-6
Ge78 ; 8.353E-5 ; 5.34592E-5 ; 1.0869E-4 ; 6.95616E-5 ; 4.34359E-4 ; 2.7799E-4
Ge79 ; 5.2015E-5 ; 3.32896E-5 ; 1.3467E-4 ; 8.61888E-5 ; 4.2909E-4 ; 2.74618E-4
Ge79m ; 5.2015E-5 ; 3.32896E-5 ; 1.3467E-4 ; 8.61888E-5 ; 4.2909E-4 ; 2.74618E-4
Ge80 ; 2.7335E-4 ; 1.74944E-4 ; 4.9565E-4 ; 3.17216E-4 ; 0.00119714 ; 7.6617E-4
Ge81 ; 5.5767E-4 ; 3.56909E-4 ; 5.8876E-4 ; 3.76806E-4 ; 0.00119904 ; 7.67385E-4
Ge82 ; 3.4552E-4 ; 2.21133E-4 ; 4.9053E-4 ; 3.13939E-4 ; 8.42344E-4 ; 5.391E-4
Ge83 ; 2.06E-4 ; 1.3184E-4 ; 1.9109E-4 ; 1.22298E-4 ; 3.8101E-4 ; 2.43847E-4
Ge84 ; 7.118E-5 ; 4.55552E-5 ; 6.758E-5 ; 4.32512E-5 ; 1.14016E-4 ; 7.29704E-5
Ge85 ; 1.007E-5 ; 6.4448E-6 ; 9.52E-6 ; 6.0928E-6 ; 2.8814E-5 ; 1.8441E-5
Ge86 ; 1.18E-6 ; 7.552E-7 ; 1.13E-6 ; 7.232E-7 ; 3.79921E-6 ; 2.43149E-6
Ge87 ; 6.15982E-8 ; 3.94229E-8 ; 6.84967E-8 ; 4.38379E-8 ; 3.75727E-7 ; 2.40465E-7
Ge88 ; 2.76994E-9 ; 1.77276E-9 ; 2.26989E-9 ; 1.45273E-9 ; 2.31952E-8 ; 1.48449E-8
Ge89 ; 2.13862E-11 ; 1.36871E-11 ; 1.84097E-11 ; 1.17822E-11 ; 8.79882E-10 ; 5.63124E-10
Ge90 ; 1.39593E-12 ; 8.93398E-13 ; 1.66665E-12 ; 1.06665E-12 ; 1.29773E-10 ; 8.30549E-11
As69 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
As71 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.7488E-14 ; 3.67923E-14
As72 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.56925E-12 ; 2.28432E-12
As73 ; 3.78E-14 ; 2.4192E-14 ; 9.63E-14 ; 6.1632E-14 ; 1.4297E-10 ; 9.15009E-11
As74 ; 7.19E-13 ; 4.6016E-13 ; 2.01E-12 ; 1.2864E-12 ; 7.14851E-10 ; 4.57504E-10
As74m ; 1.68E-12 ; 1.0752E-12 ; 5.45E-12 ; 3.488E-12 ; 3.25932E-9 ; 2.08596E-9
As75 ; 1.91E-10 ; 1.2224E-10 ; 4.14E-10 ; 2.6496E-10 ; 7.98833E-8 ; 5.11253E-8
As76 ; 5.46E-9 ; 3.4944E-9 ; 1.37E-8 ; 8.768E-9 ; 9.85794E-7 ; 6.30908E-7
As77 ; 1.92E-7 ; 1.2288E-7 ; 3.78E-7 ; 2.4192E-7 ; 8.02832E-6 ; 5.13813E-6
As78 ; 3.1E-6 ; 1.984E-6 ; 4.27E-6 ; 2.7328E-6 ; 4.71702E-5 ; 3.01889E-5
As79 ; 1.26E-5 ; 8.064E-6 ; 3.414E-5 ; 2.18496E-5 ; 2.07507E-4 ; 1.32804E-4
As80 ; 7.444E-5 ; 4.76416E-5 ; 1.4008E-4 ; 8.96512E-5 ; 6.48025E-4 ; 4.14736E-4
As81 ; 4.6268E-4 ; 2.96115E-4 ; 5.0271E-4 ; 3.21734E-4 ; 0.00143162 ; 9.16238E-4
As82 ; 3.1477E-4 ; 2.01453E-4 ; 4.5665E-4 ; 2.92256E-4 ; 0.00113422 ; 7.25903E-4
As82m ; 3.1477E-4 ; 2.01453E-4 ; 4.5665E-4 ; 2.92256E-4 ; 0.00113451 ; 7.26088E-4
As83 ; 0.00124372 ; 7.95981E-4 ; 0.00113756 ; 7.28038E-4 ; 0.00240294 ; 0.00153788
As84 ; 5.2431E-4 ; 3.35558E-4 ; 4.9914E-4 ; 3.1945E-4 ; 8.629E-4 ; 5.52256E-4
As84m ; 5.2431E-4 ; 3.35558E-4 ; 4.9914E-4 ; 3.1945E-4 ; 8.629E-4 ; 5.52256E-4
As85 ; 5.6053E-4 ; 3.58739E-4 ; 5.2458E-4 ; 3.35731E-4 ; 0.0010523 ; 6.73472E-4
As86 ; 1.8059E-4 ; 1.15578E-4 ; 1.6879E-4 ; 1.08026E-4 ; 3.49737E-4 ; 2.23832E-4
As87 ; 3.852E-5 ; 2.46528E-5 ; 4.131E-5 ; 2.64384E-5 ; 8.71318E-5 ; 5.57644E-5
As88 ; 5.04E-6 ; 3.2256E-6 ; 4.05E-6 ; 2.592E-6 ; 1.40771E-5 ; 9.00932E-6
As89 ; 3.33979E-7 ; 2.13746E-7 ; 3.85982E-7 ; 2.47028E-7 ; 1.69877E-6 ; 1.08721E-6
As90 ; 1.59693E-8 ; 1.02203E-8 ; 3.49433E-8 ; 2.23637E-8 ; 2.5055E-7 ; 1.60352E-7
As91 ; 8.55857E-11 ; 5.47748E-11 ; 1.37357E-10 ; 8.79085E-11 ; 3.34355E-9 ; 2.13987E-9
As92 ; 3.63088E-12 ; 2.32376E-12 ; 8.06018E-12 ; 5.15852E-12 ; 3.00195E-10 ; 1.92125E-10
As93 ; 5.00024E-13 ; 3.20015E-13 ; 6.18065E-13 ; 3.95561E-13 ;  ; 
Se72 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Se73 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.06957E-14 ; 1.32452E-14
Se73m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Se74 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.57967E-12 ; 1.01099E-12
Se75 ; 2.32E-14 ; 1.4848E-14 ; 5.5E-14 ; 3.52E-14 ; 7.51843E-11 ; 4.8118E-11
Se76 ; 2.57E-12 ; 1.6448E-12 ; 6.96E-12 ; 4.4544E-12 ; 2.22953E-9 ; 1.4269E-9
Se77 ; 3.23E-11 ; 2.0672E-11 ; 6.22E-11 ; 3.9808E-11 ; 3.44928E-9 ; 2.20754E-9
Se77m ; 2.16E-10 ; 1.3824E-10 ; 4.56E-10 ; 2.9184E-10 ; 3.96917E-8 ; 2.54027E-8
Se78 ; 1.5E-8 ; 9.6E-9 ; 2.16E-8 ; 1.3824E-8 ; 5.93876E-7 ; 3.80081E-7
Se79 ; 1.39E-7 ; 8.896E-8 ; 3.94E-7 ; 2.5216E-7 ; 5.7288E-6 ; 3.66643E-6
Se79m ; 2.08E-8 ; 1.3312E-8 ; 5.38E-8 ; 3.4432E-8 ; 4.3091E-7 ; 2.75782E-7
Se80 ; 3.32E-6 ; 2.1248E-6 ; 6.39E-6 ; 4.0896E-6 ; 4.53105E-5 ; 2.89987E-5
Se81 ; 6.49E-6 ; 4.1536E-6 ; 6.59E-6 ; 4.2176E-6 ; 1.84262E-5 ; 1.17927E-5
Se81m ; 4.346E-5 ; 2.78144E-5 ; 4.831E-5 ; 3.09184E-5 ; 2.11866E-4 ; 1.35594E-4
Se82 ; 2.1823E-4 ; 1.39667E-4 ; 3.1686E-4 ; 2.0279E-4 ; 8.37635E-4 ; 5.36086E-4
Se83 ; 8.1594E-4 ; 5.22202E-4 ; 7.4049E-4 ; 4.73914E-4 ; 0.00182147 ; 0.00116574
Se83m ; 1.9139E-4 ; 1.2249E-4 ; 1.5167E-4 ; 9.70688E-5 ; 2.25143E-4 ; 1.44092E-4
Se84 ; 0.00258754 ; 0.00165603 ; 0.00231818 ; 0.00104318 ; 0.00328939 ; 0.00210521
Se85 ; 0.00169403 ; 0.00108418 ; 0.00154799 ; 9.907139E-4 ; 0.00234695 ; 0.00150205
Se85m ; 0.00168639 ; 0.00107929 ; 0.00154085 ; 9.861439E-4 ; 0.00233213 ; 0.00149257
Se86 ; 0.0037035 ; 0.00237024 ; 0.00334204 ; 0.00213891 ; 0.00369451 ; 0.00236449
Se87 ; 0.00209575 ; 0.00134128 ; 0.00214883 ; 0.00137525 ; 0.00220293 ; 0.00140988
Se88 ; 0.00103051 ; 6.59526E-4 ; 8.0524E-4 ; 5.15354E-4 ; 8.89874E-4 ; 5.6952E-4
Se89 ; 1.9748E-4 ; 1.26387E-4 ; 2.1281E-4 ; 1.36198E-4 ; 2.61665E-4 ; 1.67466E-4
Se90 ; 3.3564E-5 ; 2.1481E-5 ; 3.36451E-5 ; 2.15328E-5 ; 4.85091E-5 ; 3.10459E-5
Se91 ; 2.96991E-6 ; 1.90075E-6 ; 2.87986E-6 ; 1.84311E-6 ; 6.45531E-6 ; 4.1314E-6
Se92 ; 1.71996E-7 ; 1.10078E-7 ; 1.68992E-7 ; 1.08155E-7 ; 5.79579E-7 ; 3.7093E-7
Se93 ; 1.73514E-8 ; 1.11049E-8 ; 1.29585E-8 ; 8.29344E-9 ; 1.06362E-8 ; 6.80718E-9
Se94 ; 8.66E-11 ; 5.5424E-11 ; 9.09E-11 ; 5.8176E-11 ; 1.31972E-9 ; 8.44624E-10
