Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; (E=2 MeV) ; (E=2 MeV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Ge79m ; 1.48803E-4 ; 9.523399E-5 ; 2.039155E-4 ; 1.00768E-4 ; 2.628331E-4 ; 1.007614E-4 ; 2.325192E-4 ; 1.250345E-4
Ge80 ; 5.48873E-4 ; 3.51279E-4 ; 6.010927E-4 ; 1.486871E-4 ; 7.744403E-4 ; 1.486781E-4 ; 8.174139E-4 ; 2.880806E-4
Ge81 ; 5.51163E-4 ; 3.52744E-4 ; 5.703575E-4 ; 2.856546E-4 ; 6.786267E-4 ; 2.856356E-4 ; 0.001069552 ; 5.257904E-4
Ge81m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ge82 ; 2.71017E-4 ; 1.73451E-4 ; 4.068512E-4 ; 2.426959E-4 ; 4.584001E-4 ; 2.426795E-4 ; 7.552244E-4 ; 4.249122E-4
Ge83 ; 8.038899E-5 ; 5.1449E-5 ; 1.425257E-4 ; 9.109357E-5 ; 1.44758E-4 ; 9.108749E-5 ; 4.008508E-4 ; 2.48956E-4
Ge84 ; 1.85498E-5 ; 1.18719E-5 ; 3.973835E-5 ; 2.542271E-5 ; 3.986149E-5 ; 2.542099E-5 ; 1.647933E-4 ; 1.06389E-4
Ge85 ; 1.07999E-6 ; 6.911909E-7 ; 4.999424E-6 ; 3.199775E-6 ; 5.000057E-6 ; 3.19956E-6 ; 4.225527E-5 ; 2.725708E-5
Ge86 ; 1.74998E-7 ; 1.11999E-7 ; 4.529661E-7 ; 2.899E-7 ; 4.529358E-7 ; 2.898804E-7 ; 5.078361E-6 ; 3.252444E-6
Ge87 ; 9.339439E-9 ; 5.97724E-9 ; 2.569697E-8 ; 1.644606E-8 ; 2.569525E-8 ; 1.644496E-8 ; 4.246567E-7 ; 2.718031E-7
Ge88 ; 2.71997E-10 ; 1.74078E-10 ; 7.55948E-10 ; 4.83806E-10 ; 7.55897E-10 ; 4.83773E-10 ; 3.047147E-8 ; 1.950184E-8
Ge89 ; 3.24023E-12 ; 2.07375E-12 ; 9.85382E-12 ; 6.30645E-12 ; 9.85316E-12 ; 6.30602E-12 ; 1.426704E-9 ; 9.13092E-10
Ge90 ; 8.46768E-13 ; 5.41931E-13 ; 1.09785E-12 ; 7.02624E-13 ; 1.09778E-12 ; 7.02577E-13 ; 2.09269E-10 ; 1.33932E-10
As69 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
As71 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.80424E-13 ; 1.15471E-13
As72 ; 1.64998E-14 ; 1.05599E-14 ; 1.4499E-14 ; 9.27936E-15 ; 1.4498E-14 ; 9.27873E-15 ; 7.38736E-12 ; 4.72791E-12
As73 ; 1.42998E-12 ; 9.15189E-13 ; 9.13937E-13 ; 5.8492E-13 ; 9.13875E-13 ; 5.8488E-13 ; 2.07488E-10 ; 1.32792E-10
As74 ; 2.02997E-11 ; 1.29918E-11 ; 1.50989E-11 ; 9.66332E-12 ; 1.50979E-11 ; 9.66268E-12 ; 6.9764E-10 ; 4.46489E-10
As74m ; 4.72994E-11 ; 3.02716E-11 ; 4.08972E-11 ; 2.61742E-11 ; 4.08945E-11 ; 2.61724E-11 ; 3.177465E-9 ; 2.03358E-9
As75 ; 2.67997E-9 ; 1.71518E-9 ; 1.869874E-9 ; 1.196719E-9 ; 1.869842E-9 ; 1.196639E-9 ; 5.883811E-8 ; 3.765649E-8
As75m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
As76 ; 5.52993E-8 ; 3.53916E-8 ; 4.839642E-8 ; 3.097389E-8 ; 4.842296E-8 ; 3.097181E-8 ; 6.063893E-7 ; 3.881055E-7
As77 ; 9.889878E-7 ; 6.32952E-7 ; 9.43911E-7 ; 6.040755E-7 ; 9.487944E-7 ; 6.040349E-7 ; 4.138527E-6 ; 2.648378E-6
As78 ; 9.879879E-6 ; 6.32312E-6 ; 7.648949E-6 ; 4.889629E-6 ; 7.795322E-6 ; 4.8893E-6 ; 2.547026E-5 ; 1.624635E-5
As79 ; 8.014899E-5 ; 5.12954E-5 ; 7.66014E-5 ; 4.760778E-5 ; 8.505804E-5 ; 4.760458E-5 ; 1.385287E-4 ; 8.434591E-5
As80 ; 3.19446E-4 ; 2.04445E-4 ; 2.446537E-4 ; 1.45211E-4 ; 2.748502E-4 ; 1.452012E-4 ; 4.918862E-4 ; 2.748778E-4
As81 ; 0.00102579 ; 6.56504E-4 ; 7.040397E-4 ; 2.873428E-4 ; 8.820342E-4 ; 2.873239E-4 ; 0.001287506 ; 5.313146E-4
As82 ; 5.67563E-4 ; 3.6324E-4 ; 5.691384E-4 ; 3.120673E-4 ; 6.789114E-4 ; 3.120465E-4 ; 9.631264E-4 ; 5.114917E-4
As82m ; 5.67563E-4 ; 3.6324E-4 ; 5.691384E-4 ; 3.120673E-4 ; 6.789114E-4 ; 3.120465E-4 ; 9.631264E-4 ; 5.114917E-4
As83 ; 0.00115311 ; 7.379879E-4 ; 0.001296936 ; 6.047426E-4 ; 0.001531861 ; 6.047027E-4 ; 0.002281616 ; 8.784507E-4
As84 ; 3.28406E-4 ; 2.1018E-4 ; 4.524169E-4 ; 2.829389E-4 ; 4.733889E-4 ; 2.8292E-4 ; 0.001013256 ; 6.634764E-4
As84m ; 3.28406E-4 ; 2.1018E-4 ; 4.524224E-4 ; 2.829114E-4 ; 4.733713E-4 ; 2.828924E-4 ; 0.001014716 ; 6.633494E-4
As85 ; 1.43168E-4 ; 9.162769E-5 ; 4.16682E-4 ; 2.66319E-4 ; 4.264799E-4 ; 2.66301E-4 ; 0.001069599 ; 8.17422E-4
As86 ; 6.00293E-5 ; 3.84187E-5 ; 1.045415E-4 ; 6.694809E-5 ; 1.047508E-4 ; 6.69436E-5 ; 3.808284E-4 ; 2.475187E-4
As87 ; 1.26698E-5 ; 8.108699E-6 ; 2.269501E-5 ; 1.452678E-5 ; 2.271981E-5 ; 1.45258E-5 ; 8.247607E-5 ; 5.358934E-5
As88 ; 1.01999E-6 ; 6.52792E-7 ; 1.929829E-6 ; 1.235116E-6 ; 1.929674E-6 ; 1.235034E-6 ; 1.544082E-5 ; 9.892038E-6
As89 ; 4.54962E-8 ; 2.91176E-8 ; 1.279812E-7 ; 8.190809E-8 ; 1.279725E-7 ; 8.190257E-8 ; 1.551809E-6 ; 9.934246E-7
As90 ; 9.851389E-9 ; 6.30489E-9 ; 1.209838E-8 ; 7.742986E-9 ; 1.209755E-8 ; 7.74246E-9 ; 2.100566E-7 ; 1.344421E-7
As91 ;  ;  ; 5.22793E-11 ; 3.34588E-11 ; 5.22758E-11 ; 3.34565E-11 ; 2.866986E-9 ; 1.834873E-9
As92 ; 8.99971E-13 ; 5.75981E-13 ; 2.35503E-12 ; 1.50722E-12 ; 2.35487E-12 ; 1.50712E-12 ; 2.69876E-10 ; 1.72721E-10
Se72 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Se73 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.01414E-14 ; 3.84905E-14
Se73m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Se74 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.89681E-12 ; 1.85396E-12
Se75 ; 9.05989E-13 ; 5.79833E-13 ; 4.44969E-13 ; 2.8478E-13 ; 4.44939E-13 ; 2.84761E-13 ; 1.00236E-10 ; 6.41508E-11
Se76 ; 7.05991E-11 ; 4.51834E-11 ; 4.25971E-11 ; 2.72621E-11 ; 4.25943E-11 ; 2.72603E-11 ; 2.345512E-9 ; 1.501128E-9
Se77 ; 3.87995E-10 ; 2.48317E-10 ; 3.00979E-10 ; 1.92627E-10 ; 3.0096E-10 ; 1.92614E-10 ; 2.876761E-9 ; 1.841128E-9
Se77m ; 2.59997E-9 ; 1.66398E-9 ; 2.209846E-9 ; 1.414308E-9 ; 2.209724E-9 ; 1.414213E-9 ; 3.307763E-8 ; 2.116976E-8
Se78 ; 1.16999E-7 ; 7.487909E-8 ; 6.449556E-8 ; 4.127717E-8 ; 6.450178E-8 ; 4.127438E-8 ; 4.901279E-7 ; 3.136968E-7
Se79 ; 1.98998E-6 ; 1.27358E-6 ; 1.459905E-6 ; 9.343256E-7 ; 1.46294E-6 ; 9.342629E-7 ; 5.430298E-6 ; 3.476693E-6
Se79m ; 2.96996E-7 ; 1.90078E-7 ; 1.97987E-7 ; 1.267116E-7 ; 1.980313E-7 ; 1.267029E-7 ; 4.089472E-7 ; 2.617351E-7
Se80 ; 3.24496E-5 ; 2.07677E-5 ; 1.761032E-5 ; 1.126554E-5 ; 1.777435E-5 ; 1.126477E-5 ; 4.474825E-5 ; 2.870271E-5
Se81 ; 3.15896E-5 ; 2.02174E-5 ; 1.434986E-5 ; 9.182232E-6 ; 1.442854E-5 ; 9.181613E-6 ; 1.981521E-5 ; 1.269457E-5
Se81m ; 2.11417E-4 ; 1.35307E-4 ; 1.053111E-4 ; 6.691993E-5 ; 1.095904E-4 ; 6.691543E-5 ; 2.252443E-4 ; 1.446391E-4
Se82 ; 8.760589E-4 ; 5.60678E-4 ; 6.234908E-4 ; 3.284245E-4 ; 7.653569E-4 ; 3.284028E-4 ; 7.437846E-4 ; 4.397866E-4
Se83 ; 0.00118986 ; 3.80754E-4 ; 0.001331487 ; 6.054056E-4 ; 0.001625524 ; 6.053653E-4 ; 0.001598136 ; 8.626512E-4
Se83m ; 3.70785E-4 ; 2.37303E-4 ; 2.726259E-4 ; 1.726445E-4 ; 2.849474E-4 ; 1.726329E-4 ; 2.057856E-4 ; 1.320889E-4
Se84 ; 0.00327305 ; 0.00147287 ; 0.003420592 ; 4.557603E-4 ; 0.004138355 ; 4.557372E-4 ; 0.002520962 ; 0.001042302
Se85 ; 0.00205132 ; 0.00131285 ; 0.001847285 ; 9.952819E-4 ; 0.002095698 ; 9.952155E-4 ; 0.002318829 ; 0.001487894
Se85m ; 0.00200711 ; 0.00128455 ; 0.001843023 ; 9.940709E-4 ; 0.002090259 ; 9.940047E-4 ; 0.002308014 ; 0.001482836
Se86 ; 0.00293401 ; 0.00187777 ; 0.0032426 ; 0.001308571 ; 0.003714927 ; 0.001308484 ; 0.003593229 ; 0.001809505
Se87 ; 0.00136847 ; 8.758229E-4 ; 0.001778712 ; 9.368394E-4 ; 0.002108907 ; 9.367781E-4 ; 0.002169151 ; 0.001271273
Se88 ; 4.20275E-4 ; 2.68976E-4 ; 5.765955E-4 ; 3.689804E-4 ; 5.763693E-4 ; 3.689554E-4 ; 9.287975E-4 ; 5.963879E-4
Se89 ; 5.03494E-5 ; 3.22236E-5 ; 1.079191E-4 ; 6.912509E-5 ; 1.082608E-4 ; 6.912043E-5 ; 2.28702E-4 ; 1.483309E-4
Se90 ; 1.215E-5 ; 7.775999E-6 ; 1.489468E-5 ; 9.53399E-6 ; 1.489019E-5 ; 9.533348E-6 ; 3.644828E-5 ; 2.342144E-5
Se91 ; 0.0 ; 0.0 ; 1.099862E-6 ; 7.03918E-7 ; 1.099733E-6 ; 7.038702E-7 ; 3.964595E-6 ; 2.538537E-6
Se92 ; 2.25988E-8 ; 1.44632E-8 ; 5.839355E-8 ; 3.73719E-8 ; 5.838939E-8 ; 3.736938E-8 ; 4.04666E-7 ; 2.589966E-7
Se93 ; 4.69299E-9 ; 3.00351E-9 ; 3.77987E-10 ; 2.41911E-10 ; 3.77961E-10 ; 2.41895E-10 ; 1.41381E-8 ; 9.048434E-9
Se94 ; 2.27997E-9 ; 1.45918E-9 ; 2.45983E-11 ; 1.57429E-11 ; 2.45967E-11 ; 1.57418E-11 ; 1.022403E-9 ; 6.54338E-10
Se95 ; 7.76306E-13 ; 4.96836E-13 ; 2.26974E-12 ; 1.45264E-12 ; 2.26959E-12 ; 1.45254E-12 ;  ; 
Se96 ; 4.75994E-14 ; 3.04636E-14 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 7.32722E-13 ; 4.68942E-13
Br75 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.92452E-14 ; 1.2317E-14
Br77 ; 7.57991E-14 ; 4.85114E-14 ; 3.86973E-14 ; 2.47663E-14 ; 3.86947E-14 ; 2.47646E-14 ; 5.11202E-12 ; 3.27169E-12
Br77m ; 2.53997E-13 ; 1.62558E-13 ; 1.4499E-13 ; 9.27936E-14 ; 1.4498E-13 ; 9.27873E-14 ; 3.13737E-11 ; 2.00792E-11
Br78 ; 3.36996E-11 ; 2.15677E-11 ; 1.26991E-11 ; 8.12744E-12 ; 1.26983E-11 ; 8.12689E-12 ; 1.132662E-9 ; 7.24904E-10
Br79 ; 5.68993E-10 ; 3.64156E-10 ; 2.56982E-10 ; 1.64469E-10 ; 2.56965E-10 ; 1.64458E-10 ; 4.270035E-9 ; 2.732824E-9
Br79m ; 1.90998E-9 ; 1.22238E-9 ; 9.67933E-10 ; 6.19477E-10 ; 9.67869E-10 ; 6.19435E-10 ; 2.626164E-8 ; 1.680751E-8
Br80 ; 3.66995E-9 ; 2.34877E-9 ; 7.449487E-9 ; 4.767671E-9 ; 7.449016E-9 ; 4.76735E-9 ; 7.848378E-8 ; 5.023007E-8
Br80m ; 1.09999E-8 ; 7.039909E-9 ; 2.639815E-8 ; 1.689484E-8 ; 2.639676E-8 ; 1.68937E-8 ; 4.450236E-7 ; 2.848295E-7
Br81 ; 2.66997E-6 ; 1.70878E-6 ; 8.339488E-7 ; 5.337235E-7 ; 8.341813E-7 ; 5.336876E-7 ; 6.361133E-6 ; 4.073546E-6
Br82 ; 8.989889E-6 ; 5.75353E-6 ; 8.229857E-6 ; 5.266691E-6 ; 8.255957E-6 ; 5.266337E-6 ; 3.558253E-5 ; 2.283279E-5
Br82m ; 3.84995E-6 ; 2.46397E-6 ; 3.03985E-6 ; 1.945463E-6 ; 3.043283E-6 ; 1.945333E-6 ; 7.823523E-6 ; 5.010124E-6
Br83 ; 1.70608E-4 ; 1.09189E-4 ; 1.001105E-4 ; 6.394423E-5 ; 1.020483E-4 ; 6.393993E-5 ; 2.322838E-4 ; 1.505246E-4
Br84 ; 2.73007E-4 ; 1.74724E-4 ; 1.63372E-4 ; 1.039161E-4 ; 1.676009E-4 ; 1.039091E-4 ; 2.410806E-4 ; 1.591566E-4
Br84m ; 4.85334E-4 ; 3.10614E-4 ; 3.487013E-4 ; 2.190894E-4 ; 3.678233E-4 ; 2.190747E-4 ; 7.822401E-4 ; 5.528012E-4
Br85 ; 0.00148077 ; 1.62885E-4 ; 0.001883792 ; 9.996187E-4 ; 0.002240207 ; 9.99552E-4 ; 0.002163135 ; 0.001580441
Br86 ; 0.00189098 ; 0.00121023 ; 0.001765392 ; 0.001020609 ; 0.001988594 ; 0.001020542 ; 0.002345051 ; 0.001556198
Br86m ; 0.00189098 ; 0.00121023 ; 0.00180164 ; 0.001036863 ; 0.002034057 ; 0.001036793 ; 0.002362932 ; 0.001566126
Br87 ; 0.00553107 ; 3.31864E-4 ; 0.006225024 ; 9.882001E-4 ; 0.006876617 ; 9.881376E-4 ; 0.006403609 ; 0.002262829
Br88 ; 0.00465591 ; 1.86237E-4 ; 0.004816805 ; 0.001967286 ; 0.005456449 ; 0.001967156 ; 0.00486405 ; 0.002701882
Br89 ; 0.0034379 ; 1.37516E-4 ; 0.003165227 ; 0.001543138 ; 0.003778979 ; 0.001543039 ; 0.002953386 ; 0.002379407
Br90 ; 0.00213426 ; 2.34769E-4 ; 0.001145588 ; 7.317588E-4 ; 0.001153311 ; 7.317092E-4 ; 0.001378021 ; 0.00103893
Br91 ; 1.98368E-4 ; 1.26955E-4 ; 3.258032E-4 ; 2.088605E-4 ; 3.231886E-4 ; 2.088466E-4 ; 4.249596E-4 ; 2.76312E-4
Br92 ; 2.46397E-5 ; 1.57694E-5 ; 4.785771E-5 ; 3.064091E-5 ; 4.776053E-5 ; 3.063885E-5 ; 1.045642E-4 ; 6.745892E-5
Br93 ; 6.58945E-5 ; 4.21725E-5 ; 4.909059E-6 ; 3.141939E-6 ; 4.907508E-6 ; 3.141726E-6 ; 1.534999E-5 ; 9.844506E-6
Br94 ; 2.71097E-5 ; 1.73502E-5 ; 2.309835E-7 ; 1.478294E-7 ; 2.309647E-7 ; 1.478194E-7 ; 1.573461E-6 ; 1.007167E-6
Br95 ; 1.09001E-8 ; 6.976089E-9 ; 2.947927E-8 ; 1.886674E-8 ; 2.947723E-8 ; 1.886547E-8 ; 3.658299E-8 ; 2.341325E-8
Br96 ; 6.19992E-9 ; 3.96795E-9 ; 2.26984E-10 ; 1.4527E-10 ; 2.26969E-10 ; 1.4526E-10 ; 6.555407E-9 ; 4.195462E-9
Br97 ; 7.72322E-10 ; 4.94286E-10 ; 5.79825E-12 ; 3.71088E-12 ; 5.79786E-12 ; 3.71063E-12 ; 4.02537E-10 ; 2.57623E-10
Kr77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.95695E-13 ; 1.89245E-13
Kr79 ; 9.74988E-14 ; 6.23992E-14 ; 3.62475E-14 ; 2.31984E-14 ; 3.62451E-14 ; 2.31969E-14 ; 9.17156E-12 ; 5.8698E-12
Kr79m ; 9.74988E-14 ; 6.23992E-14 ; 3.62475E-14 ; 2.31984E-14 ; 3.62451E-14 ; 2.31969E-14 ; 9.17156E-12 ; 5.8698E-12
Kr80 ; 3.01996E-11 ; 1.93278E-11 ; 7.47948E-12 ; 4.78687E-12 ; 7.47898E-12 ; 4.78655E-12 ; 7.19692E-10 ; 4.60603E-10
Kr81 ; 2.05997E-9 ; 1.31838E-9 ; 4.43969E-10 ; 2.8414E-10 ; 4.43939E-10 ; 2.84121E-10 ; 1.84433E-8 ; 1.180375E-8
Kr81m ; 3.07996E-10 ; 1.97118E-10 ; 6.05958E-11 ; 3.87813E-11 ; 6.05917E-11 ; 3.87787E-11 ; 1.393275E-9 ; 8.91696E-10
Kr82 ; 4.48994E-8 ; 2.87356E-8 ; 2.639815E-8 ; 1.689484E-8 ; 2.639666E-8 ; 1.68937E-8 ; 3.127234E-7 ; 2.001505E-7
Kr83 ; 1.23998E-6 ; 7.935899E-7 ; 5.289668E-7 ; 3.385367E-7 ; 5.289935E-7 ; 3.38514E-7 ; 3.486895E-6 ; 2.232445E-6
Kr83m ; 2.89996E-7 ; 1.85598E-7 ; 1.079925E-7 ; 6.911525E-8 ; 1.079879E-7 ; 6.91106E-8 ; 4.319954E-7 ; 2.764899E-7
Kr84 ; 2.60797E-5 ; 1.6691E-5 ; 1.19034E-5 ; 7.615389E-6 ; 1.192925E-5 ; 7.614875E-6 ; 4.430706E-5 ; 2.857115E-5
Kr85 ; 1.00259E-4 ; 6.41656E-5 ; 9.468533E-5 ; 6.059157E-5 ; 9.58038E-5 ; 6.05875E-5 ; 2.817899E-4 ; 1.876769E-4
Kr85m ; 2.35597E-5 ; 1.50782E-5 ; 1.939752E-5 ; 1.241495E-5 ; 1.94434E-5 ; 1.241411E-5 ; 3.612278E-5 ; 2.323481E-5
Kr86 ; 7.053609E-4 ; 1.62233E-4 ; 7.604535E-4 ; 4.756435E-4 ; 8.178338E-4 ; 4.756114E-4 ; 0.00109268 ; 7.761561E-4
Kr87 ; 0.00284174 ; 1.70505E-4 ; 0.002184689 ; 6.503454E-4 ; 0.002374075 ; 6.503018E-4 ; 0.002976394 ; 0.00197499
Kr88 ; 0.007470839 ; 2.98834E-4 ; 0.007349929 ; 0.001827296 ; 0.007986733 ; 0.001827175 ; 0.007555081 ; 0.002363526
Kr89 ; 0.0110025 ; 2.2005E-4 ; 0.01135727 ; 0.001338273 ; 0.01210675 ; 0.001338187 ; 0.01079995 ; 0.002174471
Kr90 ; 0.0109691 ; 3.07136E-4 ; 0.01317953 ; 0.002555704 ; 0.01370967 ; 0.002555537 ; 0.01034598 ; 0.003958981
Kr91 ; 0.006969039 ; 1.39381E-4 ; 0.009174365 ; 0.00355378 ; 0.009189487 ; 0.003553541 ; 0.007106952 ; 0.002929644
Kr92 ; 0.00308676 ; 8.642929E-5 ; 0.004707207 ; 0.0027992 ; 0.004204514 ; 0.002799007 ; 0.00385695 ; 0.002072287
Kr93 ; 6.36952E-4 ; 5.09562E-5 ; 0.001345144 ; 8.631858E-4 ; 0.0012935 ; 8.631281E-4 ; 0.001191736 ; 7.309921E-4
Kr94 ; 2.15297E-4 ; 1.3779E-4 ; 2.4235E-4 ; 1.554067E-4 ; 2.402143E-4 ; 1.553962E-4 ; 2.801046E-4 ; 1.786127E-4
Kr95 ; 1.1139E-5 ; 7.128939E-6 ; 3.079161E-5 ; 1.971094E-5 ; 3.073907E-5 ; 1.970962E-5 ; 5.069135E-5 ; 3.239168E-5
Kr96 ; 8.156899E-5 ; 5.22042E-5 ; 2.469761E-6 ; 1.580687E-6 ; 2.46917E-6 ; 1.580581E-6 ; 6.516181E-6 ; 4.169801E-6
Kr97 ; 1.6069E-5 ; 1.02842E-5 ; 1.219855E-7 ; 7.807084E-8 ; 1.219761E-7 ; 7.806558E-8 ; 5.568955E-7 ; 3.564211E-7
Kr98 ; 2.23997E-9 ; 1.43358E-9 ; 3.849732E-9 ; 2.463832E-9 ; 3.84947E-9 ; 2.463666E-9 ; 3.438083E-8 ; 2.200372E-8
Kr99 ; 2.61138E-11 ; 1.67128E-11 ; 3.58064E-11 ; 2.2916E-11 ; 3.58039E-11 ; 2.29145E-11 ; 2.13578E-9 ; 1.366904E-9
Kr100 ; 6.51992E-13 ; 4.17275E-13 ; 9.96931E-13 ; 6.38037E-13 ; 9.96863E-13 ; 6.37994E-13 ; 4.26001E-11 ; 2.72641E-11
Rb79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb81 ; 6.83992E-14 ; 4.37755E-14 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 7.05659E-12 ; 4.51622E-12
Rb83 ; 5.00994E-10 ; 3.20636E-10 ; 1.30991E-10 ; 8.38341E-11 ; 1.30982E-10 ; 8.38285E-11 ; 7.798321E-9 ; 4.990931E-9
Rb84 ; 3.85995E-10 ; 2.47037E-10 ; 6.849529E-9 ; 4.383697E-9 ; 6.849078E-9 ; 4.383402E-9 ; 2.185036E-7 ; 1.398487E-7
Rb85 ; 4.23995E-7 ; 2.71357E-7 ; 1.139922E-6 ; 3.647749E-7 ; 1.139895E-6 ; 3.647503E-7 ; 4.006554E-6 ; 2.566031E-6
Rb86 ; 9.149889E-7 ; 5.85593E-7 ; 2.364915E-6 ; 1.513492E-6 ; 2.365476E-6 ; 1.51339E-6 ; 1.875557E-5 ; 1.203462E-5
Rb86m ; 9.149889E-7 ; 5.85593E-7 ; 2.364915E-6 ; 1.513492E-6 ; 2.365476E-6 ; 1.51339E-6 ; 1.875557E-5 ; 1.203462E-5
Rb87 ; 1.46618E-4 ; 9.383559E-5 ; 6.5433E-5 ; 4.184315E-5 ; 6.623092E-5 ; 4.184033E-5 ; 2.6855E-4 ; 1.755398E-4
Rb88 ; 5.73103E-4 ; 2.57896E-4 ; 4.152155E-4 ; 2.641425E-4 ; 4.281803E-4 ; 2.641247E-4 ; 0.001558193 ; 0.001184681
Rb89 ; 0.00254907 ; 0.0016314 ; 0.00270228 ; 8.16216E-4 ; 0.002921909 ; 8.161613E-4 ; 0.002886342 ; 0.00226989
Rb90 ; 0.00141312 ; 9.043979E-4 ; 9.898263E-4 ; 6.271207E-4 ; 0.001028933 ; 6.270788E-4 ; 9.34154E-4 ; 6.163475E-4
Rb90m ; 0.00603605 ; 0.00386307 ; 0.004887467 ; 0.002508525 ; 0.005820668 ; 0.002508355 ; 0.005736329 ; 0.003916582
Rb91 ; 0.013834 ; 0.00442688 ; 0.01307439 ; 0.003437199 ; 0.01426228 ; 0.003436966 ; 0.01177568 ; 0.002947929
Rb92 ; 0.0160755 ; 9.645269E-4 ; 0.01533198 ; 0.003620808 ; 0.01574779 ; 0.003620566 ; 0.01497636 ; 0.003852094
Rb93 ; 0.0135547 ; 8.132799E-4 ; 0.01440575 ; 0.00336176 ; 0.0144085 ; 0.003361537 ; 0.01128585 ; 0.00299695
Rb94 ; 0.007041229 ; 0.0011266 ; 0.006304735 ; 0.003334096 ; 0.005942854 ; 0.003333872 ; 0.006257281 ; 0.003613794
Rb95 ; 0.00432239 ; 9.941489E-4 ; 0.002869838 ; 0.001821726 ; 0.002640474 ; 0.001821602 ; 0.002831514 ; 0.001598777
Rb96 ; 3.90765E-4 ; 2.5009E-4 ; 6.0122E-4 ; 3.862364E-4 ; 5.854976E-4 ; 3.862104E-4 ; 7.66177E-4 ; 4.827861E-4
Rb97 ; 5.35493E-5 ; 3.42716E-5 ; 1.076606E-4 ; 6.89671E-5 ; 1.070562E-4 ; 6.896249E-5 ; 1.506552E-4 ; 9.698602E-5
Rb98 ; 6.77992E-6 ; 4.33915E-6 ; 9.26848E-6 ; 5.93239E-6 ; 9.261852E-6 ; 5.931991E-6 ; 2.212293E-5 ; 1.415165E-5
Rb99 ; 3.66665E-7 ; 2.34666E-7 ; 4.650499E-7 ; 2.976338E-7 ; 4.650004E-7 ; 2.976137E-7 ; 2.323986E-6 ; 1.487157E-6
Rb100 ; 2.05997E-8 ; 1.31838E-8 ; 2.479831E-8 ; 1.587088E-8 ; 2.479658E-8 ; 1.58698E-8 ; 1.573724E-7 ; 1.007167E-7
Rb101 ; 1.38893E-10 ; 8.88916E-11 ; 2.2195E-10 ; 1.42048E-10 ; 2.21935E-10 ; 1.42038E-10 ; 5.364754E-9 ; 3.433439E-9
Rb102 ; 3.19768E-12 ; 2.04652E-12 ; 9.59757E-12 ; 6.14244E-12 ; 9.59692E-12 ; 6.14203E-12 ; 4.45563E-10 ; 2.8516E-10
Rb103 ; 7.04261E-13 ; 4.50727E-13 ; 1.04407E-12 ; 6.68201E-13 ; 1.044E-12 ; 6.68156E-13 ;  ; 
Sr83 ; 1.15999E-14 ; 7.42391E-15 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.7441E-12 ; 1.11622E-12
Sr84 ; 2.22997E-12 ; 1.42718E-12 ; 4.3497E-13 ; 2.78381E-13 ; 4.3494E-13 ; 2.78362E-13 ; 1.2329E-10 ; 7.89055E-11
Sr85 ; 5.64993E-11 ; 3.61596E-11 ; 2.42483E-11 ; 1.55189E-11 ; 2.42467E-11 ; 1.55179E-11 ; 2.881772E-9 ; 1.844335E-9
Sr85m ; 5.64993E-11 ; 3.61596E-11 ; 2.42483E-11 ; 1.55189E-11 ; 2.42467E-11 ; 1.55179E-11 ; 2.881772E-9 ; 1.844335E-9
Sr86 ; 1.00999E-8 ; 6.46392E-9 ; 3.579755E-9 ; 2.291044E-9 ; 3.579516E-9 ; 2.290889E-9 ; 1.393241E-7 ; 8.916962E-8
Sr87 ; 2.45997E-7 ; 1.57438E-7 ; 1.139923E-7 ; 7.295497E-8 ; 1.139874E-7 ; 7.295005E-8 ; 2.354879E-6 ; 1.507544E-6
Sr87m ; 5.76993E-8 ; 3.69275E-8 ; 2.33984E-8 ; 1.497493E-8 ; 2.339695E-8 ; 1.497392E-8 ; 2.916755E-7 ; 1.866788E-7
