Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; (E=2 MeV) ; (E=2 MeV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Sr88 ; 6.78992E-6 ; 4.34555E-6 ; 3.389924E-6 ; 2.169449E-6 ; 3.390892E-6 ; 2.169304E-6 ; 4.414795E-5 ; 2.842477E-5
Sr89 ; 1.51038E-4 ; 9.666439E-5 ; 5.055096E-5 ; 3.233454E-5 ; 5.092863E-5 ; 3.233237E-5 ; 2.589741E-4 ; 1.711735E-4
Sr90 ; 9.689979E-4 ; 4.36049E-4 ; 4.544159E-4 ; 2.892678E-4 ; 4.684036E-4 ; 2.892483E-4 ; 0.00106695 ; 7.43996E-4
Sr91 ; 0.00386086 ; 6.17738E-4 ; 0.002572414 ; 0.001570046 ; 0.002931018 ; 0.001569939 ; 0.003017444 ; 0.002168664
Sr92 ; 0.0102437 ; 6.14621E-4 ; 0.009796763 ; 0.003450772 ; 0.01140525 ; 0.003450533 ; 0.006239772 ; 0.00399796
Sr93 ; 0.0214412 ; 0.00128647 ; 0.02047946 ; 0.003314556 ; 0.02198079 ; 0.003314336 ; 0.01401082 ; 0.003118383
Sr94 ; 0.0292493 ; 0.00175496 ; 0.02862311 ; 0.003168897 ; 0.0295378 ; 0.003168685 ; 0.02093042 ; 0.004566419
Sr95 ; 0.0261195 ; 0.0117538 ; 0.02952898 ; 0.004267289 ; 0.02921542 ; 0.004267005 ; 0.02085681 ; 0.004003245
Sr96 ; 0.0182196 ; 0.008198839 ; 0.01951897 ; 0.004813559 ; 0.01774272 ; 0.004813221 ; 0.01266495 ; 0.003185491
Sr97 ; 0.007867079 ; 0.00503493 ; 0.008109179 ; 0.005046996 ; 0.006115872 ; 0.005046643 ; 0.006375214 ; 0.0030989
Sr98 ; 0.00327313 ; 0.0020948 ; 0.002579959 ; 0.001626984 ; 0.002265299 ; 0.001626874 ; 0.001877639 ; 0.001072958
Sr99 ; 3.74699E-4 ; 2.39807E-4 ; 4.845942E-4 ; 3.108342E-4 ; 4.706749E-4 ; 3.108132E-4 ; 3.8723E-4 ; 2.389649E-4
Sr100 ; 6.75992E-5 ; 4.32635E-5 ; 6.734164E-5 ; 4.313272E-5 ; 6.704658E-5 ; 4.312981E-5 ; 6.610742E-5 ; 4.206954E-5
Sr101 ; 2.88983E-6 ; 1.84949E-6 ; 4.669142E-6 ; 2.988454E-6 ; 4.667103E-6 ; 2.988253E-6 ; 7.428211E-6 ; 4.750133E-6
Sr102 ; 8.029579E-8 ; 5.13893E-8 ; 2.379728E-7 ; 1.523031E-7 ; 2.379519E-7 ; 1.52293E-7 ; 6.681543E-7 ; 4.276009E-7
Sr103 ; 1.46529E-8 ; 9.377889E-9 ; 2.196546E-8 ; 1.405788E-8 ; 2.196393E-8 ; 1.405693E-8 ; 1.95597E-8 ; 1.251823E-8
Sr104 ; 9.43988E-11 ; 6.04153E-11 ; 8.58941E-11 ; 5.49722E-11 ; 8.58883E-11 ; 5.49685E-11 ; 1.032427E-9 ; 6.60753E-10
Sr105 ; 4.46149E-12 ; 2.85536E-12 ; 3.63688E-12 ; 2.3276E-12 ; 3.63664E-12 ; 2.32744E-12 ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 9.25175E-13 ; 5.92112E-13
Y87 ; 2.87996E-11 ; 1.84318E-11 ; 8.94938E-12 ; 5.7276E-12 ; 8.94878E-12 ; 5.72722E-12 ; 2.997044E-9 ; 1.918109E-9
Y87m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y88 ; 1.78998E-9 ; 1.14559E-9 ; 6.44956E-10 ; 4.12772E-10 ; 6.44912E-10 ; 4.12744E-10 ; 1.303033E-7 ; 8.339601E-8
Y89 ; 1.62998E-8 ; 1.04319E-8 ; 6.369563E-9 ; 4.07652E-9 ; 6.369141E-9 ; 4.076245E-9 ; 2.134945E-7 ; 1.366412E-7
Y89m ; 6.949909E-8 ; 4.44795E-8 ; 3.109791E-8 ; 1.990255E-8 ; 3.109599E-8 ; 1.990122E-8 ; 1.733592E-6 ; 1.109809E-6
Y90 ; 9.649879E-7 ; 6.17592E-7 ; 4.869692E-7 ; 3.116591E-7 ; 4.869593E-7 ; 3.116381E-7 ; 1.03221E-5 ; 6.613943E-6
Y90m ; 9.649879E-7 ; 6.17592E-7 ; 4.869692E-7 ; 3.116591E-7 ; 4.869593E-7 ; 3.116381E-7 ; 1.03221E-5 ; 6.613943E-6
Y91 ; 1.23998E-5 ; 7.935899E-6 ; 9.845667E-6 ; 6.300363E-6 ; 9.853216E-6 ; 6.299939E-6 ; 7.492444E-5 ; 4.827813E-5
Y91m ; 1.23998E-5 ; 7.935899E-6 ; 9.845667E-6 ; 6.300363E-6 ; 9.853216E-6 ; 6.299939E-6 ; 7.492444E-5 ; 4.827813E-5
Y92 ; 4.50784E-4 ; 2.88502E-4 ; 2.010935E-4 ; 1.284358E-4 ; 2.036336E-4 ; 1.284271E-4 ; 8.849431E-4 ; 6.09562E-4
Y93 ; 8.702689E-4 ; 5.56972E-4 ; 7.576164E-4 ; 4.807366E-4 ; 7.894852E-4 ; 4.807041E-4 ; 0.001497472 ; 0.001073969
Y93m ; 8.702689E-4 ; 5.56972E-4 ; 7.576164E-4 ; 4.807366E-4 ; 7.894852E-4 ; 4.807041E-4 ; 0.001497472 ; 0.001073969
Y94 ; 0.00675083 ; 0.00108013 ; 0.00734767 ; 0.002157934 ; 0.007956946 ; 0.002157786 ; 0.007310491 ; 0.004458443
Y95 ; 0.0167778 ; 0.007550029 ; 0.01439503 ; 0.004025156 ; 0.01570445 ; 0.00402488 ; 0.01795518 ; 0.004005121
Y96 ; 0.00248627 ; 0.00159121 ; 0.002070403 ; 0.001309493 ; 0.002114194 ; 0.001309405 ; 0.001447014 ; 9.108176E-4
Y96m ; 0.0223765 ; 0.0100694 ; 0.02102406 ; 0.004910532 ; 0.02214567 ; 0.004910199 ; 0.0229033 ; 0.003961774
Y97 ; 0.0147801 ; 0.009459269 ; 0.01466152 ; 0.007404961 ; 0.01486745 ; 0.007404466 ; 0.01318106 ; 0.005843058
Y97m ; 0.0147801 ; 0.009459269 ; 0.01466271 ; 0.007407313 ; 0.01487031 ; 0.007406819 ; 0.01314681 ; 0.005844788
Y98 ; 0.0118725 ; 0.00379921 ; 0.01043059 ; 0.002942663 ; 0.009951432 ; 0.002942464 ; 0.01033865 ; 0.004711002
Y98m ; 0.0118725 ; 0.00379921 ; 0.0104381 ; 0.00296878 ; 0.009980268 ; 0.002968578 ; 0.009167422 ; 0.004753415
Y99 ; 0.0144413 ; 0.00158855 ; 0.01262745 ; 0.003851369 ; 0.01140566 ; 0.003851103 ; 0.01238349 ; 0.004586947
Y100 ; 0.00344735 ; 0.0022063 ; 0.004269323 ; 0.002758309 ; 0.003576265 ; 0.00275812 ; 0.003852285 ; 0.002054494
Y101 ; 8.402099E-4 ; 5.37734E-4 ; 0.001120886 ; 7.237513E-4 ; 0.001054743 ; 7.237026E-4 ; 9.249503E-4 ; 5.508262E-4
Y102 ; 6.11992E-5 ; 3.91675E-5 ; 1.58241E-4 ; 1.014427E-4 ; 1.567277E-4 ; 1.014358E-4 ; 1.831545E-4 ; 1.162617E-4
Y103 ; 1.01052E-5 ; 6.46734E-6 ; 1.416464E-5 ; 9.066907E-6 ; 1.414937E-5 ; 9.066296E-6 ; 2.130975E-5 ; 1.36195E-5
Y104 ; 7.339909E-7 ; 4.69754E-7 ; 6.51949E-7 ; 4.172514E-7 ; 6.518688E-7 ; 4.172234E-7 ; 1.764302E-6 ; 1.129054E-6
Y105 ; 6.26441E-8 ; 4.00922E-8 ; 4.723573E-8 ; 3.023085E-8 ; 4.723235E-8 ; 3.022881E-8 ; 2.788074E-8 ; 1.784375E-8
Y106 ; 7.28738E-11 ; 4.66392E-11 ; 1.27833E-10 ; 8.18131E-11 ; 1.27825E-10 ; 8.18076E-11 ; 2.084199E-9 ; 1.333885E-9
Y107 ; 6.80809E-12 ; 4.35718E-12 ; 5.68018E-12 ; 3.63531E-12 ; 5.67979E-12 ; 3.63507E-12 ; 3.38534E-10 ; 2.16661E-10
Y108 ; 1.81189E-13 ; 1.15961E-13 ; 6.08922E-14 ; 3.8971E-14 ; 6.08881E-14 ; 3.89684E-14 ;  ; 
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.76886E-13 ; 2.41207E-13
Zr88 ; 4.85994E-14 ; 3.11036E-14 ; 1.31991E-14 ; 8.44741E-15 ; 1.31982E-14 ; 8.44684E-15 ; 4.32015E-11 ; 2.7649E-11
Zr89 ; 6.56992E-12 ; 4.20475E-12 ; 2.27984E-12 ; 1.45909E-12 ; 2.27969E-12 ; 1.459E-12 ; 1.653887E-9 ; 1.058488E-9
Zr89m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr90 ; 3.00496E-10 ; 1.92318E-10 ; 1.17492E-10 ; 7.51948E-11 ; 1.17484E-10 ; 7.51898E-11 ; 2.190141E-8 ; 1.401695E-8
Zr90m ; 3.00496E-10 ; 1.92318E-10 ; 1.17492E-10 ; 7.51948E-11 ; 1.17484E-10 ; 7.51898E-11 ; 2.190141E-8 ; 1.401695E-8
Zr91 ; 3.68995E-8 ; 1.18079E-8 ; 1.389908E-8 ; 8.895382E-9 ; 1.389818E-8 ; 8.894789E-9 ; 8.048076E-7 ; 5.151309E-7
Zr92 ; 9.439879E-7 ; 6.04153E-7 ; 5.439664E-7 ; 3.481361E-7 ; 5.439568E-7 ; 3.481128E-7 ; 1.209128E-5 ; 7.749412E-6
Zr93 ; 1.68598E-5 ; 1.07903E-5 ; 1.147093E-5 ; 7.340289E-6 ; 1.148126E-5 ; 7.339794E-6 ; 1.02E-4 ; 6.603291E-5
Zr94 ; 3.01416E-4 ; 1.92906E-4 ; 1.467252E-4 ; 9.374183E-5 ; 1.483094E-4 ; 9.373548E-5 ; 5.952179E-4 ; 3.956068E-4
Zr95 ; 0.00125485 ; 8.031069E-4 ; 9.416287E-4 ; 5.940616E-4 ; 9.890565E-4 ; 5.940216E-4 ; 0.002394204 ; 0.001618288
Zr96 ; 0.00537308 ; 0.00123581 ; 0.005260177 ; 0.003050228 ; 0.006255272 ; 0.003050017 ; 0.005753979 ; 0.003869371
Zr97 ; 0.015843 ; 0.00126744 ; 0.0146495 ; 0.004350642 ; 0.01615909 ; 0.004350337 ; 0.01413874 ; 0.004575716
Zr98 ; 0.0292201 ; 0.009350429 ; 0.03112226 ; 0.003499038 ; 0.03175045 ; 0.003498795 ; 0.02290324 ; 0.005607035
Zr99 ; 0.0376316 ; 0.0120421 ; 0.04212997 ; 0.005156122 ; 0.04094414 ; 0.005155764 ; 0.03139249 ; 0.005057728
Zr100 ; 0.0478314 ; 0.00286988 ; 0.04294003 ; 0.006841995 ; 0.03925715 ; 0.006841513 ; 0.02401954 ; 0.004508989
Zr101 ; 0.0232859 ; 0.007451479 ; 0.02629146 ; 0.006687223 ; 0.02203988 ; 0.006686736 ; 0.0145997 ; 0.003777165
Zr102 ; 0.0121781 ; 0.00389699 ; 0.0130063 ; 0.004086078 ; 0.01157307 ; 0.004085794 ; 0.007339035 ; 0.003708156
Zr103 ; 0.00223469 ; 0.0014302 ; 0.003132641 ; 0.002023044 ; 0.002661117 ; 0.002022906 ; 0.001968911 ; 0.001077327
Zr104 ; 6.10172E-4 ; 3.9051E-4 ; 5.541554E-4 ; 3.56557E-4 ; 5.357355E-4 ; 3.56533E-4 ; 3.544811E-4 ; 2.228151E-4
Zr105 ; 6.40166E-5 ; 4.09706E-5 ; 4.932126E-5 ; 3.158343E-5 ; 4.916362E-5 ; 3.158132E-5 ; 3.86982E-5 ; 2.468651E-5
Zr106 ; 1.8299E-6 ; 1.17114E-6 ; 3.16952E-6 ; 2.028574E-6 ; 3.168544E-6 ; 2.028437E-6 ; 3.12607E-6 ; 2.00017E-6
Zr107 ; 1.4165E-7 ; 9.065599E-8 ; 1.195016E-7 ; 7.64812E-8 ; 1.194923E-7 ; 7.647603E-8 ; 4.683738E-7 ; 2.997497E-7
Zr108 ; 4.54976E-9 ; 2.91185E-9 ; 1.509832E-9 ; 9.66294E-10 ; 1.50973E-9 ; 9.66229E-10 ; 1.693984E-8 ; 1.084148E-8
Zr109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.009885E-9 ; 1.926329E-9
Zr110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 9.77297E-11 ; 6.2547E-11
Zr111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;  ; 
Zr112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;  ; 
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.56368E-13 ; 1.00075E-13
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.04245E-11 ; 6.67168E-12
Nb91 ; 8.1799E-13 ; 5.23514E-13 ; 2.9398E-13 ; 1.88147E-13 ; 2.9396E-13 ; 1.88135E-13 ; 4.94162E-10 ; 3.16263E-10
Nb91m ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb92 ; 7.19991E-11 ; 4.60794E-11 ; 3.28977E-11 ; 2.10545E-11 ; 3.28955E-11 ; 2.10531E-11 ; 1.814259E-8 ; 1.161129E-8
Nb93 ; 4.21995E-9 ; 2.70077E-9 ; 2.339839E-9 ; 1.497493E-9 ; 2.339683E-9 ; 1.497392E-9 ; 3.337677E-7 ; 2.136221E-7
Nb93m ; 9.88988E-10 ; 6.32952E-10 ; 4.78967E-10 ; 3.06539E-10 ; 4.78935E-10 ; 3.06518E-10 ; 4.119657E-8 ; 2.636597E-8
Nb94 ; 9.569879E-8 ; 6.12472E-8 ; 6.33957E-8 ; 4.057321E-8 ; 6.339184E-8 ; 4.057048E-8 ; 3.977744E-6 ; 2.546786E-6
Nb94m ; 6.64992E-8 ; 4.25595E-8 ; 3.72974E-8 ; 2.387036E-8 ; 3.729504E-8 ; 2.386875E-8 ; 1.393077E-6 ; 8.916958E-7
Nb95 ; 5.64993E-6 ; 3.61596E-6 ; 1.91994E-6 ; 1.228718E-6 ; 1.920117E-6 ; 1.228635E-6 ; 4.489573E-5 ; 2.882272E-5
Nb95m ; 1.31998E-6 ; 8.447899E-7 ; 3.939756E-7 ; 2.521429E-7 ; 3.93962E-7 ; 2.521259E-7 ; 5.560938E-6 ; 3.560369E-6
Nb96 ; 3.60396E-5 ; 2.30653E-5 ; 3.37215E-5 ; 2.157283E-5 ; 3.379499E-5 ; 2.157139E-5 ; 3.416776E-4 ; 2.243195E-4
Nb97 ; 6.50642E-4 ; 2.08205E-4 ; 2.600475E-4 ; 1.659745E-4 ; 2.638856E-4 ; 1.659634E-4 ; 0.001292407 ; 9.124062E-4
Nb97m ; 1.52618E-4 ; 4.88378E-5 ; 5.315514E-5 ; 3.400073E-5 ; 5.331333E-5 ; 3.399844E-5 ; 1.747474E-4 ; 1.131875E-4
Nb98 ; 0.00133456 ; 8.541209E-4 ; 0.001330521 ; 8.340147E-4 ; 0.001397326 ; 8.339583E-4 ; 0.003520895 ; 0.00282273
Nb98m ; 4.44855E-4 ; 2.84707E-4 ; 3.719492E-4 ; 2.370273E-4 ; 3.7725E-4 ; 2.370113E-4 ; 7.779456E-4 ; 5.186782E-4
Nb99 ; 7.501309E-4 ; 1.20021E-4 ; 5.46554E-4 ; 3.47648E-4 ; 5.539675E-4 ; 3.476246E-4 ; 9.735927E-4 ; 6.266168E-4
Nb99m ; 0.008814039 ; 0.00564099 ; 0.006666908 ; 0.003807798 ; 0.007651675 ; 0.003807535 ; 0.01103594 ; 0.003368891
Nb100 ; 0.007503039 ; 0.00480194 ; 0.008487274 ; 0.004924036 ; 0.009860561 ; 0.004923698 ; 0.0103613 ; 0.003287879
Nb100m ; 0.007503039 ; 0.00480194 ; 0.008487274 ; 0.004924036 ; 0.009860561 ; 0.004923698 ; 0.0103613 ; 0.003287879
Nb101 ; 0.0345572 ; 0.00276458 ; 0.03318527 ; 0.006944452 ; 0.03450213 ; 0.006943963 ; 0.02807077 ; 0.005447942
Nb102 ; 0.0153909 ; 0.009850189 ; 0.0174861 ; 0.008628802 ; 0.01612571 ; 0.008628217 ; 0.01289551 ; 0.007000182
Nb102m ; 0.0153909 ; 0.009850189 ; 0.0174861 ; 0.008628802 ; 0.01612571 ; 0.008628217 ; 0.01289551 ; 0.007000182
Nb103 ; 0.0270259 ; 0.008648269 ; 0.02812964 ; 0.006069389 ; 0.02455456 ; 0.006068956 ; 0.02187616 ; 0.004781914
Nb104 ; 0.00581678 ; 0.00372274 ; 0.005945877 ; 0.003719561 ; 0.004777313 ; 0.003719307 ; 0.004489245 ; 0.002645374
Nb104m ; 0.00581678 ; 0.00372274 ; 0.005942799 ; 0.003716656 ; 0.004768805 ; 0.003716401 ; 0.004550918 ; 0.002644192
Nb105 ; 0.00494217 ; 0.00316299 ; 0.003809737 ; 0.002440161 ; 0.003270699 ; 0.002439996 ; 0.002506528 ; 0.001415747
Nb106 ; 3.48566E-4 ; 2.23082E-4 ; 6.672004E-4 ; 4.289369E-4 ; 6.455858E-4 ; 4.28908E-4 ; 4.481239E-4 ; 2.80494E-4
Nb107 ; 9.768709E-5 ; 6.25198E-5 ; 7.700883E-5 ; 4.93272E-5 ; 7.664256E-5 ; 4.932387E-5 ; 5.936662E-5 ; 3.78882E-5
Nb108 ; 9.319889E-6 ; 5.96473E-6 ; 3.539597E-6 ; 2.265444E-6 ; 3.538582E-6 ; 2.265292E-6 ; 1.093298E-5 ; 6.992432E-6
Nb109 ; 1.77998E-11 ; 1.13919E-11 ; 3.97972E-13 ; 2.54703E-13 ; 3.97946E-13 ; 2.54686E-13 ; 3.275091E-6 ; 2.095806E-6
Nb110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.275375E-7 ; 1.456223E-7
Nb111 ; 1.03773E-16 ; 6.64146E-17 ; 1.22E-16 ; 7.80798E-17 ; 1.21991E-16 ; 7.80746E-17 ; 6.646215E-9 ; 4.253576E-9
Nb112 ; 2.02215E-18 ; 1.29418E-18 ; 3.39502E-18 ; 2.17282E-18 ; 3.3948E-18 ; 2.17267E-18 ; 7.61532E-10 ; 4.87381E-10
Nb113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.02961E-10 ; 1.29895E-10
Nb114 ; 2.1663E-13 ; 1.38643E-13 ; 2.04049E-13 ; 1.30591E-13 ; 2.04036E-13 ; 1.30582E-13 ;  ; 
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.34787E-14 ; 2.14264E-14
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.04716E-12 ; 1.95018E-12
Mo93 ; 5.69993E-14 ; 3.64796E-14 ; 2.68981E-14 ; 1.72148E-14 ; 2.68963E-14 ; 1.72137E-14 ; 7.76826E-11 ; 4.97169E-11
Mo93m ; 5.69993E-14 ; 3.64796E-14 ; 2.68981E-14 ; 1.72148E-14 ; 2.68963E-14 ; 1.72137E-14 ; 7.76826E-11 ; 4.97169E-11
Mo94 ; 1.40998E-11 ; 9.02389E-12 ; 7.68946E-12 ; 4.92126E-12 ; 7.68895E-12 ; 4.92092E-12 ; 5.452813E-9 ; 3.489803E-9
Mo95 ; 9.33988E-10 ; 5.97753E-10 ; 4.93966E-10 ; 3.16138E-10 ; 4.93932E-10 ; 3.16117E-10 ; 1.222858E-7 ; 7.826397E-8
Mo96 ; 4.50994E-8 ; 2.88636E-8 ; 2.709811E-8 ; 1.734282E-8 ; 2.709636E-8 ; 1.734164E-8 ; 1.994239E-6 ; 1.276601E-6
Mo97 ; 1.03999E-6 ; 6.65592E-7 ; 6.829601E-7 ; 4.370898E-7 ; 6.82954E-7 ; 4.370603E-7 ; 2.120128E-5 ; 1.359995E-5
Mo98 ; 1.95498E-5 ; 1.25118E-5 ; 1.302173E-5 ; 8.332205E-6 ; 1.303221E-5 ; 8.331649E-6 ; 1.611813E-4 ; 1.047066E-4
Mo99 ; 3.75065E-4 ; 2.40042E-4 ; 1.314187E-4 ; 8.392774E-5 ; 1.323286E-4 ; 8.39221E-5 ; 7.999846E-4 ; 5.322963E-4
Mo100 ; 0.00141949 ; 9.084749E-4 ; 0.00110075 ; 6.960938E-4 ; 0.001158345 ; 6.96047E-4 ; 0.002605596 ; 0.002070997
Mo101 ; 0.00138035 ; 8.834259E-4 ; 0.005920652 ; 0.003490711 ; 0.00699464 ; 0.003490469 ; 0.006047751 ; 0.004814265
Mo102 ; 0.0175634 ; 0.00562029 ; 0.01873857 ; 0.005454003 ; 0.02073542 ; 0.00545362 ; 0.01497615 ; 0.005468021
Mo103 ; 0.0381295 ; 0.0122014 ; 0.03470706 ; 0.005982574 ; 0.03634336 ; 0.00598215 ; 0.02949512 ; 0.005367377
Mo104 ; 0.0429314 ; 0.00686903 ; 0.04613114 ; 0.005843367 ; 0.04531883 ; 0.005842966 ; 0.02397416 ; 0.005197412
Mo105 ; 0.0351422 ; 0.008082709 ; 0.03335309 ; 0.00486257 ; 0.03125923 ; 0.00486223 ; 0.01916837 ; 0.004283538
Mo106 ; 0.0216549 ; 0.009744709 ; 0.01903225 ; 0.004534182 ; 0.01707785 ; 0.004533865 ; 0.01016818 ; 0.004176832
Mo107 ; 0.00586016 ; 0.0037505 ; 0.005420255 ; 0.003248779 ; 0.004328333 ; 0.003248555 ; 0.002760892 ; 0.001504298
Mo108 ; 0.00214955 ; 0.00137571 ; 9.644562E-4 ; 6.185781E-4 ; 9.320669E-4 ; 6.185365E-4 ; 8.7095E-4 ; 5.313937E-4
Mo109 ; 5.91593E-5 ; 3.78619E-5 ; 1.609861E-6 ; 1.030328E-6 ; 1.609641E-6 ; 1.030259E-6 ; 4.06776E-4 ; 2.538182E-4
Mo110 ; 8.319899E-8 ; 5.32473E-8 ; 9.539328E-8 ; 6.105176E-8 ; 9.538678E-8 ; 6.104765E-8 ; 6.082696E-5 ; 3.877842E-5
Mo111 ; 2.52997E-9 ; 1.61918E-9 ; 3.10979E-9 ; 1.990256E-9 ; 3.10958E-9 ; 1.990122E-9 ; 9.206865E-6 ; 5.884786E-6
Mo112 ; 5.94993E-11 ; 3.80795E-11 ; 1.01993E-10 ; 6.52755E-11 ; 1.01986E-10 ; 6.52711E-11 ; 1.14211E-6 ; 7.308316E-7
Mo113 ; 4.78332E-14 ; 3.06132E-14 ; 8.45124E-14 ; 5.40881E-14 ; 8.45068E-14 ; 5.40844E-14 ; 2.808014E-7 ; 1.797085E-7
Mo114 ; 5.43972E-9 ; 3.48142E-9 ; 5.059448E-9 ; 3.238042E-9 ; 5.059118E-9 ; 3.237824E-9 ; 1.032428E-8 ; 6.60753E-9
Mo115 ; 1.25532E-12 ; 8.03403E-13 ; 2.13796E-12 ; 1.36829E-12 ; 2.13782E-12 ; 1.3682E-12 ; 7.89567E-10 ; 5.05323E-10
Mo116 ; 1.15999E-13 ; 7.42391E-14 ; 1.18992E-13 ; 7.61548E-14 ; 1.18984E-13 ; 7.61497E-14 ; 3.16745E-11 ; 2.02716E-11
Tc93 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.96697E-11 ; 1.89886E-11
Tc95m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.6586E-12 ; 2.3415E-12
Tc97 ; 4.10995E-11 ; 2.63037E-11 ; 2.21985E-11 ; 1.42071E-11 ; 2.2197E-11 ; 1.42061E-11 ; 1.663907E-8 ; 1.064903E-8
Tc97m ; 4.10995E-11 ; 2.63037E-11 ; 2.21985E-11 ; 1.42071E-11 ; 2.2197E-11 ; 1.42061E-11 ; 1.663907E-8 ; 1.064903E-8
Tc98 ; 4.16995E-9 ; 2.66877E-9 ; 2.32984E-9 ; 1.491093E-9 ; 2.329684E-9 ; 1.490993E-9 ; 6.063773E-7 ; 3.881123E-7
Tc99 ; 1.19999E-7 ; 7.679909E-8 ; 7.259507E-8 ; 4.646077E-8 ; 7.259061E-8 ; 4.645765E-8 ; 6.43149E-6 ; 4.118481E-6
Tc99m ; 2.80997E-8 ; 1.79838E-8 ; 1.489893E-8 ; 9.535328E-9 ; 1.489795E-8 ; 9.534687E-9 ; 7.958151E-7 ; 5.093573E-7
Tc100 ; 3.06996E-6 ; 1.96478E-6 ; 1.919927E-6 ; 1.228718E-6 ; 1.920081E-6 ; 1.228635E-6 ; 6.644311E-5 ; 4.282642E-5
Tc101 ; 1.24388E-4 ; 7.960859E-5 ; 3.703422E-5 ; 2.369111E-5 ; 3.71157E-5 ; 2.368951E-5 ; 3.879508E-4 ; 2.559459E-4
Tc102 ; 3.36576E-4 ; 2.15409E-4 ; 1.571751E-4 ; 1.004247E-4 ; 1.584449E-4 ; 1.00418E-4 ; 8.840282E-4 ; 6.153679E-4
Tc102m ; 3.36576E-4 ; 2.15409E-4 ; 1.571751E-4 ; 1.004247E-4 ; 1.584449E-4 ; 1.00418E-4 ; 8.840282E-4 ; 6.153679E-4
Tc103 ; 0.00253321 ; 0.00162125 ; 0.002122758 ; 0.001325576 ; 0.002292397 ; 0.001325486 ; 0.005199233 ; 0.003616561
Tc104 ; 0.0054212 ; 5.96332E-4 ; 0.006953002 ; 0.004000479 ; 0.008085241 ; 0.004000201 ; 0.01146062 ; 0.004353255
Tc105 ; 0.0159421 ; 9.565239E-4 ; 0.0154481 ; 0.004415738 ; 0.01664768 ; 0.004415433 ; 0.01830705 ; 0.004385818
Tc106 ; 0.0182544 ; 0.00109526 ; 0.01991732 ; 0.004571695 ; 0.02063357 ; 0.004571383 ; 0.01960506 ; 0.004665709
Tc107 ; 0.018206 ; 0.00582591 ; 0.01798685 ; 0.004285443 ; 0.01747995 ; 0.004285155 ; 0.0141584 ; 0.002943108
Tc108 ; 0.00626042 ; 0.00281719 ; 0.007400846 ; 0.002857506 ; 0.007057133 ; 0.002857312 ; 0.009302408 ; 0.003235292
Tc109 ; 0.00403766 ; 0.0025841 ; 0.001889612 ; 0.001161947 ; 0.001834286 ; 0.001161869 ; 0.007094281 ; 0.003353145
Tc110 ; 4.01665E-4 ; 2.57066E-4 ; 4.167235E-4 ; 2.647043E-4 ; 4.201461E-4 ; 2.646864E-4 ; 0.002096909 ; 0.001241253
Tc111 ; 6.69992E-5 ; 4.28795E-5 ; 7.84553E-5 ; 5.021949E-5 ; 7.84984E-5 ; 5.021611E-5 ; 6.749329E-4 ; 4.037546E-4
Tc112 ; 6.08992E-6 ; 3.89755E-6 ; 9.388731E-6 ; 6.009071E-6 ; 9.394774E-6 ; 6.008667E-6 ; 1.670995E-4 ; 1.049838E-4
Tc113 ; 7.869899E-7 ; 5.03674E-7 ; 1.329892E-6 ; 8.511398E-7 ; 1.330159E-6 ; 8.510828E-7 ; 3.55681E-5 ; 2.271539E-5
