Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Ga86 ; 4.84996E-10 ; 3.10397E-10
Ga87 ; 4.75133E-12 ; 3.04085E-12
Ga88 ; 1.53566E-13 ; 9.8282E-14
Ge66 ; 0.0 ; 0.0
Ge67 ; 0.0 ; 0.0
Ge68 ; 0.0 ; 0.0
Ge69 ; 0.0 ; 0.0
Ge70 ; 0.0 ; 0.0
Ge71 ; 0.0 ; 0.0
Ge71m ; 0.0 ; 0.0
Ge72 ; 1.35999E-12 ; 8.70392E-13
Ge73 ; 8.50993E-11 ; 5.44635E-11
Ge73m ; 1.73998E-11 ; 1.11359E-11
Ge74 ; 4.18996E-9 ; 2.68158E-9
Ge75 ; 1.43999E-8 ; 9.21592E-9
Ge75m ; 1.04999E-7 ; 6.71994E-8
Ge76 ; 4.70996E-6 ; 3.01437E-6
Ge77 ; 3.17797E-5 ; 2.0339E-5
Ge77m ; 4.32996E-6 ; 2.77118E-6
Ge78 ; 2.21128E-4 ; 1.41522E-4
Ge79 ; 2.68408E-4 ; 1.71781E-4
Ge79m ; 2.68408E-4 ; 1.71781E-4
Ge80 ; 0.00136613 ; 8.74322E-4
Ge81 ; 0.00145985 ; 9.34302E-4
Ge82 ; 0.00149917 ; 9.59467E-4
Ge83 ; 7.67733E-4 ; 4.91349E-4
Ge84 ; 3.00507E-4 ; 1.92325E-4
Ge85 ; 4.91196E-5 ; 3.14365E-5
Ge86 ; 5.41995E-6 ; 3.46877E-6
Ge87 ; 3.15993E-7 ; 2.02235E-7
Ge88 ; 1.37997E-8 ; 8.83183E-9
Ge89 ; 6.81497E-11 ; 4.36158E-11
Ge90 ; 3.26532E-12 ; 2.0898E-12
Ge91 ; 1.31255E-13 ; 8.40035E-14
As69 ; 0.0 ; 0.0
As71 ; 0.0 ; 0.0
As72 ; 0.0 ; 0.0
As73 ; 0.0 ; 0.0
As74 ; 1.08999E-13 ; 6.97594E-14
As74m ; 2.94997E-13 ; 1.88798E-13
As75 ; 5.47995E-11 ; 3.50717E-11
As76 ; 5.47995E-9 ; 3.50717E-9
As77 ; 1.89998E-7 ; 1.21599E-7
As78 ; 2.84998E-6 ; 1.82398E-6
As79 ; 2.85098E-5 ; 1.82462E-5
As80 ; 1.64029E-4 ; 1.04978E-4
As81 ; 6.82804E-4 ; 4.36995E-4
As82 ; 7.38834E-4 ; 4.72854E-4
As82m ; 7.38834E-4 ; 4.72854E-4
As83 ; 0.00306922 ; 0.0019643
As84 ; 0.00137796 ; 8.81896E-4
As84m ; 0.00137796 ; 8.81896E-4
As85 ; 0.00207053 ; 0.00132514
As86 ; 5.88585E-4 ; 3.76694E-4
As87 ; 1.67579E-4 ; 1.0725E-4
As88 ; 2.01198E-5 ; 1.28767E-5
As89 ; 2.09991E-6 ; 1.34394E-6
As90 ; 7.44643E-8 ; 4.76572E-8
As91 ; 4.04441E-9 ; 2.58842E-9
As92 ; 6.1315E-12 ; 3.92416E-12
As93 ; 8.78913E-12 ; 5.62505E-12
Se72 ; 0.0 ; 0.0
Se73 ; 0.0 ; 0.0
Se73m ; 0.0 ; 0.0
Se74 ; 0.0 ; 0.0
Se75 ; 0.0 ; 0.0
Se76 ; 9.34992E-13 ; 5.98395E-13
