Product , Fast (500 keV) 
Product ,  
Product , Yield 
Cs131 ,1.17E-13
Cs132 ,2.74E-11
Cs133 ,0.00000000401
Cs134 ,0.0000001245
Cs134m ,0.0000001245
Cs135 ,0.00000375
Cs135m ,0.00000375
Cs136 ,0.000075885
Cs136m ,0.000075885
Cs137 ,0.0008702
Cs138 ,0.00163198
Cs138m ,0.00163612
Cs139 ,0.0112995
Cs140 ,0.018086
Cs141 ,0.0282713
Cs142 ,0.0229845
Cs143 ,0.0154577
Cs144 ,0.00475126
Cs145 ,0.0011379
Cs146 ,0.00015177
Cs147 ,0.000028961
Cs148 ,0.000000571
Cs149 ,0.0000000234662
Cs150 ,3.38E-10
Cs151 ,1.73663E-12
Cs152 ,6.23939E-14
Ba129 ,0
Ba131 ,0
Ba132 ,0
Ba133 ,5.24E-14
Ba134 ,1.62E-11
Ba135 ,8.5E-10
Ba135m ,8.5E-10
Ba136 ,0.0000000442
Ba136m ,0.0000000442
Ba137 ,0.000000644
Ba137m ,0.00000183
Ba138 ,0.00003454
Ba139 ,0.00030997
Ba140 ,0.00171333
Ba141 ,0.00650527
Ba142 ,0.0173759
Ba143 ,0.0279831
Ba144 ,0.029729
Ba145 ,0.0179796
Ba146 ,0.0086759
Ba147 ,0.00194697
Ba148 ,0.00036401
Ba149 ,0.0000324565
Ba150 ,0.00000254
Ba151 ,0.0000000567315
Ba152 ,0.00000000245994
Ba153 ,9.43451E-12
Ba154 ,2.48E-13
Ba155 ,2.60864E-14
La133 ,0
La135 ,0
La137 ,1.88E-10
La138 ,0.00000000742
La139 ,0.000000258
La140 ,0.00000389
La141 ,0.00005622
La142 ,0.00040888
La143 ,0.00239825
La144 ,0.00691385
La145 ,0.0131287
La146 ,0.00738266
La146m ,0.00738266
La147 ,0.0115411
La148 ,0.00539281
La149 ,0.00178872
La150 ,0.00038021
La151 ,0.0000529533
La152 ,0.00000423
La153 ,0.000000207991
La154 ,0.00000000526
La155 ,5.75094E-10
La156 ,9.08009E-13
La157 ,2.46415E-14
La158 ,  
Ce135 ,0
Ce137 ,0
Ce138 ,1.48E-13
Ce139 ,3.84E-12
Ce139m ,1.09E-11
Ce140 ,8.81E-10
Ce141 ,0.0000000369
Ce142 ,0.0000011
Ce143 ,0.00001908
Ce144 ,0.00021022
Ce145 ,0.0011462
Ce146 ,0.0044481
Ce147 ,0.00845588
Ce148 ,0.0127423
Ce149 ,0.00998751
Ce150 ,0.00708289
Ce151 ,0.00257123
Ce152 ,0.0007577
Ce153 ,0.00010615
Ce154 ,0.00001054
Ce155 ,0.000000795425
Ce156 ,0.0000000357991
Ce157 ,8.04975E-10
Ce158 ,1.48E-11
Ce159 ,9.93345E-14
Ce160 ,0
Pr139 ,0
Pr140 ,0
Pr141 ,6.24E-13
Pr142 ,2.835E-11
Pr142m ,2.835E-11
Pr143 ,0.00000000426
Pr144 ,0.0000000137
Pr144m ,0.000000138
Pr145 ,0.00000336
Pr146 ,0.00003669
Pr147 ,0.00026832
Pr148 ,0.00051584
Pr148m ,0.00051584
Pr149 ,0.00271571
Pr150 ,0.00438745
Pr151 ,0.00515733
Pr152 ,0.00356007
Pr153 ,0.00175233
Pr154 ,0.00045123
Pr155 ,0.00012807
Pr156 ,0.0000161
Pr157 ,0.0000014
Pr158 ,0.0000000699
Pr159 ,0.0000000021899
Pr160 ,3.87E-11
Pr161 ,2.2713E-13
Pr162 ,4.84441E-15
Pr163 ,6.21394E-17
Nd140 ,0
Nd141 ,0
Nd142 ,0
Nd143 ,6.33E-14
Nd144 ,1.03E-11
Nd145 ,7.1E-10
Nd146 ,0.0000000322
Nd147 ,0.000000714
Nd148 ,0.00001089
Nd149 ,0.0000789
Nd150 ,0.00045139
Nd151 ,0.00131826
Nd152 ,0.00292249
Nd153 ,0.00334263
Nd154 ,0.00274647
Nd155 ,0.00186514
Nd156 ,0.00082063
Nd157 ,0.00018275
Nd158 ,0.00003284
Nd159 ,0.00000282
Nd160 ,0.000000193
Nd161 ,0.00000000741977
Nd162 ,1.90995E-10
Nd163 ,2.02994E-12
Nd164 ,2.23E-14
Nd165 ,2.13184E-16
Nd166 ,  
Pm141 ,0
Pm143 ,0
Pm144 ,0
Pm145 ,0
Pm146 ,5.25E-13
Pm147 ,5.09E-11
Pm148 ,6.32E-10
Pm148m ,0.00000000171
Pm149 ,0.0000000698
Pm150 ,0.00000112
Pm151 ,0.00001282
Pm152 ,0.0000247867
Pm152m ,0.0000247867
Pm152n ,0.0000247867
Pm153 ,0.00030211
Pm154 ,0.00029332
Pm154m ,0.00029332
Pm155 ,0.00126271
Pm156 ,0.00126119
Pm157 ,0.00088621
Pm158 ,0.00036804
Pm159 ,0.00010944
