Product , Thermal (0.0253 eV) 
Product ,  
Product , Yield 
Xe127m ,0
Xe128 ,0
Xe129 ,0
Xe129m ,0
Xe130 ,0
Xe131 ,2.47E-10
Xe131m ,6.05E-10
Xe132 ,0.0000000847
Xe133 ,0.00000115
Xe133m ,0.00000282
Xe134 ,0.00003103
Xe134m ,0.0000724
Xe135 ,0.00030681
Xe135m ,0.00075116
Xe136 ,0.00653346
Xe137 ,0.0193558
Xe138 ,0.03793
Xe139 ,0.0437311
Xe140 ,0.0388294
Xe141 ,0.0203898
Xe142 ,0.00819289
Xe143 ,0.000957899
Xe143m ,0.000957899
Xe144 ,0.000313708
Xe145 ,0.0000256615
Xe146 ,0.00000134997
Xe147 ,0.0000000627892
Xe148 ,7.8998E-10
Xe149 ,3.56887E-12
Xe150 ,5.28E-14
Cs127 ,0
Cs129 ,0
Cs131 ,0
Cs132 ,1.84E-12
Cs133 ,4.04E-10
Cs134 ,0.0000000189
Cs134m ,0.0000000189
Cs135 ,0.000000875
Cs135m ,0.000000875
Cs136 ,0.00001779
Cs136m ,0.00001779
Cs137 ,0.00041808
Cs138 ,0.00112248
Cs138m ,0.00112248
Cs139 ,0.00838948
Cs140 ,0.0170556
Cs141 ,0.027553
Cs142 ,0.0253883
Cs143 ,0.0196869
Cs144 ,0.00822059
Cs145 ,0.00250053
Cs146 ,0.00039376
Cs147 ,0.0000583713
Cs148 ,0.0000028
Cs149 ,0.0000000783611
Cs150 ,0.00000000241
Cs151 ,5.03789E-12
Cs152 ,4.16895E-13
Cs153 ,3.60364E-14
Ba129 ,0
Ba131 ,0
Ba132 ,0
Ba133 ,0
Ba134 ,1.17E-12
Ba135 ,9.55E-11
Ba135m ,9.55E-11
Ba136 ,0.00000000905
Ba136m ,0.00000000905
Ba137 ,0.000000198
Ba137m ,0.000000486
Ba138 ,0.00001488
Ba139 ,0.00015402
Ba140 ,0.00107518
Ba141 ,0.0043863
Ba142 ,0.0125805
Ba143 ,0.0226879
Ba144 ,0.0292345
Ba145 ,0.0218872
Ba146 ,0.0122033
Ba147 ,0.00394003
Ba148 ,0.00090156
Ba149 ,0.000108822
Ba150 ,0.00000921
Ba151 ,0.000000165241
Ba152 ,0.0000000160996
Ba153 ,0.00000000118198
Ba154 ,2.8E-12
Ba155 ,9.2417E-14
La133 ,0
La135 ,0
La137 ,3.14E-11
La138 ,0.00000000218
La139 ,0.0000000888
La140 ,0.00000174
La141 ,0.00002674
La142 ,0.00020341
La143 ,0.00127146
La144 ,0.00405329
La145 ,0.00976971
La146 ,0.00662669
La146m ,0.00662669
La147 ,0.0139332
La148 ,0.00791533
La149 ,0.00338518
La150 ,0.00080145
La151 ,0.000153615
La152 ,0.00001577
La153 ,0.00000109882
La154 ,0.0000000333
La155 ,0.00000000202919
La156 ,4.27253E-12
La157 ,1.60667E-13
La158 ,3.02961E-15
Ce135 ,0
Ce137 ,0
Ce138 ,2.65E-14
Ce139 ,9.5E-13
Ce139m ,2.33E-12
Ce140 ,2.5E-10
Ce141 ,0.0000000114
Ce142 ,0.000000329
Ce143 ,0.00000591
Ce144 ,0.00006989
Ce145 ,0.00046371
Ce146 ,0.00224546
Ce147 ,0.00583961
Ce148 ,0.0105361
Ce149 ,0.010738
Ce150 ,0.00831721
Ce151 ,0.00413134
Ce152 ,0.00149523
Ce153 ,0.00028761
Ce154 ,0.00003428
Ce155 ,0.00000281797
Ce156 ,0.000000164996
Ce157 ,0.00000000526984
Ce158 ,1.16997E-10
Ce159 ,6.78573E-13
Ce160 ,1.22E-14
Pr139 ,0
Pr140 ,0
Pr141 ,1.32E-13
Pr142 ,5.6E-12
Pr142m ,5.6E-12
Pr143 ,8E-10
Pr144 ,0.0000000028
Pr144m ,0.0000000252
Pr145 ,0.000000744
Pr146 ,0.00001085
Pr147 ,0.00010565
Pr148 ,0.00025557
Pr148m ,0.00025557
Pr149 ,0.00175832
Pr150 ,0.00329863
Pr151 ,0.00517587
Pr152 ,0.00440068
Pr153 ,0.00275804
Pr154 ,0.0008723
Pr155 ,0.00025158
Pr156 ,0.00004125
Pr157 ,0.00000492
Pr158 ,0.000000313
Pr159 ,0.0000000148993
Pr160 ,3.55E-10
Pr161 ,1.14937E-12
Pr162 ,2.14921E-14
Pr163 ,3.567E-16
Nd140 ,0
Nd141 ,0
Nd142 ,0
Nd143 ,0
Nd144 ,9.54E-13
Nd145 ,7.88E-11
Nd146 ,0.00000000486
Nd147 ,0.000000144
Nd148 ,0.00000274
Nd149 ,0.00002706
Nd150 ,0.00018576
Nd151 ,0.00076018
Nd152 ,0.00207371
Nd153 ,0.00302776
Nd154 ,0.00303299
Nd155 ,0.00203482
Nd156 ,0.00111154
Nd157 ,0.00033974
Nd158 ,0.00007686
Nd159 ,0.00000978
Nd160 ,0.000000874
Nd161 ,0.0000000376989
Nd162 ,8.29979E-10
Nd163 ,1.16996E-11
Nd164 ,1.1E-13
Nd165 ,2.97388E-16
Nd166 ,1.64533E-17
Pm141 ,0
Pm143 ,0
Pm144 ,0
Pm145 ,0
Pm146 ,4.43E-14
Pm147 ,5.44E-12
Pm148 ,9.65E-11
Pm148m ,2.25E-10
Pm149 ,0.0000000129
Pm150 ,0.000000266
Pm151 ,0.00000424
Pm152 ,0.0000105333
Pm152m ,0.0000105333
Pm152n ,0.0000105333
Pm153 ,0.00016028
Pm154 ,0.00020425
Pm154m ,0.00020425
Pm155 ,0.00084127
Pm156 ,0.00106422
Pm157 ,0.00098727
Pm158 ,0.00052829
Pm159 ,0.00021604
Pm160 ,0.0000502
Pm161 ,0.00000756
Pm162 ,0.000000463
Pm163 ,0.0000000247
Pm164 ,6.45E-10
Pm165 ,6.5297E-12
Pm166 ,3.06835E-13
Pm167 ,2.71031E-16
Pm168 ,3.57338E-18
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,0
Sm146 ,0
Sm147 ,0
Sm148 ,0
Sm149 ,3.94E-13
Sm150 ,3.36E-11
Sm151 ,0.00000000165
Sm152 ,0.000000048
Sm153 ,0.000000701
