Product , High (14 MeV) 
Product ,  
Product , Yield 
Pr144 ,0.00000724
Pr144m ,0.0001134
Pr145 ,0.00053409
Pr146 ,0.00157921
Pr147 ,0.00274083
Pr148 ,0.00209859
Pr148m ,0.00209859
Pr149 ,0.00340108
Pr150 ,0.00267253
Pr151 ,0.0013977
Pr152 ,0.00054019
Pr153 ,0.00015974
Pr154 ,0.00002207
Pr155 ,0.00000304
Pr156 ,0.000000311
Pr157 ,0.0000000197
Pr158 ,8.04E-10
Pr159 ,2.03E-11
Pr160 ,3.57E-13
Pr161 ,  
Pr162 ,  
Nd140 ,4.68E-13
Nd141 ,2.71E-11
Nd142 ,0.00000000122
Nd143 ,0.0000000245
Nd144 ,0.000000367
Nd145 ,0.00000404
Nd146 ,0.00002928
Nd147 ,0.00012181
Nd148 ,0.0004363
Nd149 ,0.0007901
Nd150 ,0.00138917
Nd151 ,0.00157612
Nd152 ,0.00135153
Nd153 ,0.00091864
Nd154 ,0.00029224
Nd155 ,0.00009712
Nd156 ,0.00002405
Nd157 ,0.00000385
Nd158 ,0.000000394
Nd159 ,0.0000000259
Nd160 ,0.00000000119
Nd161 ,3.72E-11
Nd162 ,7.25E-13
Nd163 ,0
Nd164 ,0
Pm141 ,0
Pm143 ,2.63E-12
Pm144 ,1.02E-10
Pm145 ,0.00000000287
Pm146 ,0.0000000529
Pm147 ,0.000000552
Pm148 ,0.000000881
Pm148m ,0.00000401
Pm149 ,0.00002103
Pm150 ,0.00008776
Pm151 ,0.00022565
Pm152 ,0.000145927
Pm152m ,0.000145927
Pm152n ,0.000145927
Pm153 ,0.0006756
Pm154 ,0.00023778
Pm154m ,0.00023778
Pm155 ,0.00035989
Pm156 ,0.0002026
Pm157 ,0.0000772
Pm158 ,0.00001887
Pm159 ,0.0000031
Pm160 ,0.000000364
Pm161 ,0.00000003
Pm162 ,0.00000000157
Pm163 ,5.47E-11
Pm164 ,1.24E-12
Pm165 ,1.85E-14
Pm166 ,  
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,1.81E-13
Sm146 ,8.6E-12
Sm147 ,2.31E-10
Sm148 ,0.00000000523
Sm149 ,0.0000000555
Sm150 ,0.000000578
Sm151 ,0.00000357
Sm152 ,0.00001666
Sm153 ,0.00006172
Sm154 ,0.00009951
Sm155 ,0.00017236
Sm156 ,0.00021493
Sm157 ,0.00018538
Sm158 ,0.00010187
Sm159 ,0.00003929
Sm160 ,0.00001112
Sm161 ,0.00000232
Sm162 ,0.000000313
