Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Rb83 ; 3.06965E-9 ; 1.96458E-9
Rb84 ; 9.39893E-8 ; 6.01532E-8
Rb85 ; 1.99977E-6 ; 1.27985E-6
Rb86 ; 7.8991E-7 ; 5.05543E-7
Rb86m ; 7.8991E-7 ; 5.05543E-7
Rb87 ; 2.04007E-4 ; 1.30564E-4
Rb88 ; 0.00154682 ; 9.89968E-4
Rb89 ; 0.00591892 ; 0.00378811
Rb90 ; 0.00168156 ; 0.0010762
Rb90m ; 0.0135257 ; 0.00432823
Rb91 ; 0.0252245 ; 0.00807183
Rb92 ; 0.0293244 ; 0.00938379
Rb93 ; 0.0220189 ; 0.00704606
Rb94 ; 0.013275 ; 0.004248
Rb95 ; 0.00527249 ; 0.0033744
Rb96 ; 0.00151014 ; 9.66489E-4
Rb97 ; 3.01186E-4 ; 1.92759E-4
Rb98 ; 4.56848E-5 ; 2.92383E-5
Rb99 ; 3.37516E-6 ; 2.1601E-6
Rb100 ; 2.44972E-7 ; 1.56782E-7
Rb101 ; 5.02368E-9 ; 3.21515E-9
Rb102 ; 4.49819E-10 ; 2.87884E-10
Rb103 ; 8.1709E-11 ; 5.22938E-11
Sr83 ; 2.55971E-13 ; 1.63821E-13
Sr84 ; 2.10976E-11 ; 1.35025E-11
Sr85 ; 6.1493E-10 ; 3.93555E-10
Sr85m ; 6.1493E-10 ; 3.93555E-10
Sr86 ; 3.65959E-8 ; 2.34213E-8
Sr87 ; 8.12908E-7 ; 5.20261E-7
Sr87m ; 1.00989E-7 ; 6.46327E-8
Sr88 ; 1.82579E-5 ; 1.16851E-5
Sr89 ; 1.7641E-4 ; 1.12902E-4
Sr90 ; 0.00112372 ; 7.19182E-4
Sr91 ; 0.00506547 ; 0.0032419
Sr92 ; 0.0125166 ; 0.00400532
Sr93 ; 0.0237752 ; 0.00760807
Sr94 ; 0.0291975 ; 0.00934321
Sr95 ; 0.0270648 ; 0.00866075
Sr96 ; 0.0181123 ; 0.00579593
Sr97 ; 0.00866468 ; 0.00554539
Sr98 ; 0.00315493 ; 0.00201916
Sr99 ; 7.51978E-4 ; 4.81266E-4
Sr100 ; 1.03038E-4 ; 6.59445E-5
Sr101 ; 1.19436E-5 ; 7.64392E-6
Sr102 ; 1.06943E-6 ; 6.84435E-7
Sr103 ; 1.9426E-7 ; 1.24327E-7
Sr104 ; 6.46927E-9 ; 4.14033E-9
Sr105 ; 4.35155E-10 ; 2.78499E-10
Sr106 ; 9.14246E-11 ; 5.85118E-11
Y85 ; 6.77923E-14 ; 4.33871E-14
Y87 ; 3.82957E-10 ; 2.45092E-10
Y88 ; 2.08976E-8 ; 1.33745E-8
Y89 ; 5.71935E-8 ; 3.66039E-8
Y89m ; 4.62948E-7 ; 2.96286E-7
Y90 ; 5.06943E-6 ; 3.24443E-6
Y90m ; 5.06943E-6 ; 3.24443E-6
Y91 ; 4.53549E-5 ; 2.90271E-5
Y91m ; 4.53549E-5 ; 2.90271E-5
Y92 ; 3.95245E-4 ; 2.52957E-4
Y93 ; 0.00147846 ; 9.46216E-4
Y93m ; 0.00147846 ; 9.46216E-4
Y94 ; 0.00844343 ; 0.0054038
Y95 ; 0.0180276 ; 0.00576882
Y96 ; 0.00163268 ; 0.00104492
Y96m ; 0.0255789 ; 0.00818526
Y97 ; 0.0147208 ; 0.00942132
Y97m ; 0.0147208 ; 0.00942132
Y98 ; 0.0121024 ; 0.00387277
Y98m ; 0.0121019 ; 0.00387261
Y99 ; 0.0133995 ; 0.00428782
Y100 ; 0.00433092 ; 0.00277179
Y101 ; 0.00118898 ; 7.60944E-4
Y102 ; 2.55461E-4 ; 1.63495E-4
Y103 ; 4.32807E-5 ; 2.76997E-5
Y104 ; 7.18919E-6 ; 4.60108E-6
Y105 ; 1.03457E-6 ; 6.62122E-7
Y106 ; 2.17359E-7 ; 1.3911E-7
Y107 ; 9.8701E-10 ; 6.31686E-10
Y108 ; 2.56859E-10 ; 1.6439E-10
Y109 ; 4.26586E-11 ; 2.73015E-11
Zr87 ; 1.42984E-14 ; 9.15096E-15
Zr88 ; 2.15976E-12 ; 1.38224E-12
Zr89 ; 1.44984E-10 ; 9.27895E-11
Zr90 ; 3.22963E-9 ; 2.06697E-9
Zr90m ; 3.22963E-9 ; 2.06697E-9
Zr91 ; 1.84979E-7 ; 1.18387E-7
Zr92 ; 3.39961E-6 ; 2.17575E-6
Zr93 ; 3.84256E-5 ; 2.45924E-5
Zr94 ; 2.87887E-4 ; 1.84248E-4
Zr95 ; 0.0015124 ; 9.67935E-4
Zr96 ; 0.00529378 ; 0.00338802
Zr97 ; 0.013066 ; 0.00418113
Zr98 ; 0.0236991 ; 0.00758372
Zr99 ; 0.0289826 ; 0.00927444
Zr100 ; 0.0209298 ; 0.00669754
Zr101 ; 0.012827 ; 0.00410464
Zr102 ; 0.00629694 ; 0.00403004
Zr103 ; 0.00244847 ; 0.00156702
Zr104 ; 7.66133E-4 ; 4.90325E-4
Zr105 ; 2.30499E-4 ; 1.47519E-4
Zr106 ; 4.8427E-5 ; 3.09933E-5
Zr107 ; 2.34658E-6 ; 1.50181E-6
Zr108 ; 6.10674E-7 ; 3.90831E-7
Zr109 ; 1.01419E-7 ; 6.49083E-8
Zr110 ; 2.6197E-9 ; 1.67661E-9
Zr111 ; 1.39777E-10 ; 8.94574E-11
Zr112 ; 2.10662E-11 ; 1.34824E-11
Nb89 ; 0.0 ; 0.0
Nb90 ; 4.31951E-13 ; 2.76449E-13
Nb91 ; 3.41961E-11 ; 2.18855E-11
Nb92 ; 1.68981E-9 ; 1.08148E-9
Nb93 ; 4.50949E-8 ; 2.88607E-8
Nb93m ; 5.56937E-9 ; 3.5644E-9
Nb94 ; 7.37916E-7 ; 4.72266E-7
Nb94m ; 2.58971E-7 ; 1.65741E-7
Nb95 ; 1.18487E-5 ; 7.58314E-6
Nb95m ; 1.45983E-6 ; 9.34294E-7
Nb96 ; 3.5156E-5 ; 2.81248E-6
Nb97 ; 0.00336245 ; 0.00215197
Nb97m ; 4.15583E-4 ; 2.65973E-4
Nb98 ; 0.00252147 ; 0.00161374
Nb98m ; 4.451E-4 ; 2.84864E-4
Nb99 ; 6.55676E-4 ; 4.19632E-4
Nb99m ; 0.00753976 ; 0.00482544
Nb100 ; 0.00656906 ; 0.0042042
Nb100m ; 0.00656906 ; 0.0042042
Nb101 ; 0.0173879 ; 0.00556412
Nb102 ; 0.00926042 ; 0.00592667
Nb102m ; 0.00926042 ; 0.00592667
Nb103 ; 0.0155345 ; 0.00497105
Nb104 ; 0.00440702 ; 0.00282049
Nb104m ; 0.00440702 ; 0.00282049
Nb105 ; 0.00429047 ; 0.0027459
Nb106 ; 0.00191198 ; 0.00122367
Nb107 ; 5.22813E-4 ; 3.346E-4
Nb108 ; 1.24386E-4 ; 7.9607E-5
Nb109 ; 2.2596E-5 ; 1.44614E-5
Nb110 ; 2.97966E-6 ; 1.90698E-6
Nb111 ; 3.32316E-7 ; 2.12682E-7
Nb112 ; 5.00841E-8 ; 3.20538E-8
Nb113 ; 3.93004E-10 ; 2.51522E-10
Nb114 ; 5.21285E-11 ; 3.33623E-11
Mo90 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0
Mo92 ; 7.46915E-14 ; 4.78026E-14
Mo93 ; 3.02966E-12 ; 1.93898E-12
Mo93m ; 3.02966E-12 ; 1.93898E-12
Mo94 ; 3.20964E-10 ; 2.05417E-10
Mo95 ; 1.13987E-8 ; 7.29517E-9
Mo96 ; 1.60982E-7 ; 1.03028E-7
Mo97 ; 4.23952E-6 ; 2.71329E-6
Mo98 ; 4.10953E-5 ; 2.6301E-5
Mo99 ; 2.72719E-4 ; 1.7454E-4
Mo100 ; 0.0010263 ; 6.56834E-4
Mo101 ; 0.0030466 ; 0.00194983
