Product , Thermal (0.0253 eV) 
Product ,  
Product , Yield 
Ce160 ,0
Pr139 ,0
Pr140 ,0
Pr141 ,1.42E-12
Pr142 ,6.3E-11
Pr142m ,6.3E-11
Pr143 ,0.00000000945
Pr144 ,0.0000000288
Pr144m ,0.00000026
Pr145 ,0.00000598
Pr146 ,0.00005959
Pr147 ,0.00046149
Pr148 ,0.000676355
Pr148m ,0.000676355
Pr149 ,0.00423377
Pr150 ,0.0035439
Pr151 ,0.00497361
Pr152 ,0.00188246
Pr153 ,0.00065486
Pr154 ,0.00011332
Pr155 ,0.00002453
Pr156 ,0.00000267
Pr157 ,0.000000126
Pr158 ,0.00000000387
Pr159 ,1.45995E-11
Pr160 ,1.16E-13
Pr161 ,4.78353E-16
Pr162 ,1.13793E-17
Nd140 ,0
Nd141 ,0
Nd142 ,0
Nd143 ,9.03E-14
Nd144 ,1.33E-11
Nd145 ,8.37E-10
Nd146 ,0.0000000404
Nd147 ,0.00000089
Nd148 ,0.000012
Nd149 ,0.00010479
Nd150 ,0.00033499
Nd151 ,0.00110705
Nd152 ,0.00148055
Nd153 ,0.00111154
Nd154 ,0.00068737
Nd155 ,0.000336
Nd156 ,0.00014545
Nd157 ,0.0000167
Nd158 ,0.00000215
Nd159 ,0.0000000216
Nd160 ,7.55E-10
Nd161 ,2.26995E-11
Nd162 ,5.39989E-13
Nd163 ,0
Nd164 ,0
Nd165 ,3.24232E-19
Pm141 ,0
Pm143 ,0
Pm144 ,0
Pm145 ,0
Pm146 ,8.05E-13
Pm147 ,7.81E-11
Pm148 ,0.00000000104
Pm148m ,0.00000000242
Pm149 ,0.000000118
Pm150 ,0.00000125
Pm151 ,0.0000181
Pm152 ,0.0000201467
Pm152m ,0.0000201467
Pm152n ,0.0000201467
Pm153 ,0.00017326
Pm154 ,0.00011984
Pm154m ,0.00011984
Pm155 ,0.00039965
Pm156 ,0.00037543
Pm157 ,0.00014847
Pm158 ,0.00004403
Pm159 ,0.00000173
Pm160 ,0.000000154
Pm161 ,0.0000000197
Pm162 ,0.00000000126
Pm163 ,4.13E-11
Pm164 ,6.89E-13
Pm165 ,1.02997E-14
Pm166 ,1.34234E-17
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,0
Sm146 ,0
Sm147 ,0
Sm148 ,4.64E-14
Sm149 ,4.7E-12
Sm150 ,2.38E-10
Sm151 ,0.00000000854
