Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error
Se89 ; 1.71426E-4 ; 1.09712E-4 ; 1.755E-4 ; 1.1232E-4 ; 2.3436E-4 ; 1.4999E-4
Se90 ; 5.75412E-5 ; 3.68264E-5 ; 1.84117E-5 ; 1.17835E-5 ; 3.44512E-5 ; 2.20488E-5
Se91 ; 0.0 ; 0.0 ; 8.49977E-7 ; 5.43985E-7 ; 3.69872E-6 ; 2.36718E-6
Se92 ; 8.6396E-8 ; 5.52934E-8 ; 2.51995E-8 ; 1.61277E-8 ; 2.60933E-7 ; 1.66997E-7
Se93 ; 1.19727E-7 ; 7.66254E-8 ; 1.52519E-10 ; 9.7612E-11 ; 6.73441E-9 ; 4.31002E-9
Se94 ; 2.15995E-11 ; 1.38237E-11 ; 4.28E-12 ; 2.7392E-12 ; 3.89E-10 ; 2.4896E-10
Se95 ; 1.32583E-13 ; 8.48533E-14 ; 4.67945E-13 ; 2.99484E-13 ;  ; 
Se96 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.36E-13 ; 8.70399E-14
Br75 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Br77 ; 1.82995E-14 ; 1.17117E-14 ; 7.19E-14 ; 4.6016E-14 ; 5.09E-12 ; 3.2576E-12
Br77m ; 6.12985E-14 ; 3.9231E-14 ; 2.7E-13 ; 1.728E-13 ; 3.12E-11 ; 1.9968E-11
Br78 ; 9.02977E-12 ; 5.77905E-12 ; 2.72E-11 ; 1.7408E-11 ; 1.35E-9 ; 8.63999E-10
Br79 ; 3.06992E-10 ; 1.96475E-10 ; 3.77E-10 ; 2.4128E-10 ; 5.57E-9 ; 3.5648E-9
Br79m ; 1.02997E-9 ; 6.59183E-10 ; 1.42E-9 ; 9.088E-10 ; 3.42E-8 ; 2.1888E-8
Br80 ; 2.44994E-8 ; 1.56796E-8 ; 1.83E-8 ; 1.1712E-8 ; 1.23E-7 ; 7.872E-8
Br80m ; 7.33982E-8 ; 4.69748E-8 ; 6.5E-8 ; 4.16E-8 ; 6.98E-7 ; 4.4672E-7
Br81 ; 1.52996E-6 ; 9.79175E-7 ; 2.94E-6 ; 1.8816E-6 ; 1.311E-5 ; 8.3904E-6
Br82 ; 5.78985E-6 ; 4.63188E-7 ; 3.018E-5 ; 1.93152E-5 ; 1.128E-4 ; 7.2192E-5
Br82m ; 2.47994E-6 ; 1.58716E-6 ; 1.116E-5 ; 7.1424E-6 ; 2.476E-5 ; 1.58464E-5
Br83 ; 3.66181E-4 ; 2.34356E-4 ; 4.5363E-4 ; 2.90323E-4 ; 9.49429E-4 ; 6.07635E-4
Br84 ; 7.9967E-4 ; 5.11789E-4 ; 6.2571E-4 ; 4.00454E-4 ; 9.48249E-4 ; 6.0688E-4
Br84m ; 0.0014219 ; 9.10019E-4 ; 0.00132962 ; 8.50957E-4 ; 0.00336197 ; 0.00215166
Br85 ; 0.00886652 ; 0.00567457 ; 0.00733469 ; 0.0046942 ; 0.00924793 ; 0.00295934
Br86 ; 0.00689851 ; 0.00441504 ; 0.00628024 ; 0.00401935 ; 0.00737016 ; 0.0047169
Br86m ; 0.00689851 ; 0.00441504 ; 0.0062767 ; 0.00401709 ; 0.00736873 ; 0.00471598
Br87 ; 0.0172587 ; 3.45173E-4 ; 0.0186772 ; 0.00298835 ; 0.014684 ; 0.00469889
Br88 ; 0.0117232 ; 3.28249E-4 ; 0.0129486 ; 0.00414356 ; 0.0131936 ; 0.00422194
Br89 ; 0.00599287 ; 3.59572E-4 ; 0.00727152 ; 0.00465377 ; 0.00685337 ; 0.00438615
Br90 ; 0.00220724 ; 3.53159E-4 ; 0.0019233 ; 0.00123091 ; 0.0024254 ; 0.00155226
Br91 ; 4.75408E-4 ; 1.09344E-4 ; 3.9835E-4 ; 2.54944E-4 ; 6.3954E-4 ; 4.09305E-4
Br92 ; 5.75186E-5 ; 3.68119E-5 ; 3.256E-5 ; 2.08384E-5 ; 1.1218E-4 ; 7.17952E-5
Br93 ; 8.29582E-5 ; 5.30932E-5 ; 2.52985E-6 ; 1.6191E-6 ; 9.05326E-6 ; 5.79409E-6
Br94 ; 1.73996E-7 ; 1.11357E-7 ; 7.12E-8 ; 4.5568E-8 ; 1.05E-6 ; 6.72E-7
Br95 ; 2.07049E-9 ; 1.32512E-9 ; 7.76185E-9 ; 4.96758E-9 ; 1.34916E-8 ; 8.63462E-9
Br96 ; 8.96977E-11 ; 5.74066E-11 ; 2.05E-11 ; 1.312E-11 ; 2.36E-9 ; 1.5104E-9
Br97 ; 2.5848E-12 ; 1.65427E-12 ; 4.75628E-13 ; 3.04402E-13 ; 1.05769E-10 ; 6.76923E-11
Br98 ; 1.8365E-12 ; 1.17536E-12 ;  ;  ;  ; 
Kr77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.8E-13 ; 1.152E-13
Kr79 ; 2.87493E-14 ; 1.83995E-14 ; 4.795E-14 ; 3.0688E-14 ; 6.95E-12 ; 4.448E-12
Kr79m ; 2.87493E-14 ; 1.83995E-14 ; 4.795E-14 ; 3.0688E-14 ; 6.95E-12 ; 4.448E-12
Kr80 ; 8.72978E-12 ; 5.58706E-12 ; 2.04E-11 ; 1.3056E-11 ; 7.63E-10 ; 4.8832E-10
Kr81 ; 7.04982E-10 ; 4.51189E-10 ; 1.77E-9 ; 1.1328E-9 ; 3.06E-8 ; 1.9584E-8
Kr81m ; 1.04997E-10 ; 6.71983E-11 ; 2.42E-10 ; 1.5488E-10 ; 2.3E-9 ; 1.472E-9
Kr82 ; 2.39994E-8 ; 1.53596E-8 ; 1.34E-7 ; 8.576E-8 ; 9.40999E-7 ; 6.0224E-7
Kr83 ; 1.26997E-6 ; 8.1278E-7 ; 3.27E-6 ; 2.0928E-6 ; 1.543E-5 ; 9.87519E-6
Kr83m ; 2.96993E-7 ; 1.90075E-7 ; 6.7E-7 ; 4.288E-7 ; 1.91E-6 ; 1.2224E-6
Kr84 ; 3.53391E-5 ; 2.2617E-5 ; 7.321E-5 ; 4.68544E-5 ; 2.0969E-4 ; 1.34202E-4
Kr85 ; 9.55756E-4 ; 2.19824E-4 ; 5.5997E-4 ; 3.58381E-4 ; 0.00108828 ; 6.96499E-4
Kr85m ; 2.17745E-4 ; 3.48391E-5 ; 1.1469E-4 ; 7.34016E-5 ; 1.3157E-4 ; 8.42048E-5
Kr86 ; 0.00569313 ; 2.27725E-4 ; 0.00447892 ; 0.00286651 ; 0.00446694 ; 0.00285884
Kr87 ; 0.018585 ; 5.20381E-4 ; 0.0148778 ; 0.00238045 ; 0.0148402 ; 0.00237444
Kr88 ; 0.038351 ; 7.6702E-4 ; 0.034324 ; 0.00549184 ; 0.0210167 ; 0.00336267
Kr89 ; 0.0464604 ; 9.29207E-4 ; 0.0418239 ; 0.0133837 ; 0.0269914 ; 0.00863724
Kr90 ; 0.039479 ; 7.89581E-4 ; 0.0412583 ; 0.0132027 ; 0.0209152 ; 0.00669287
Kr91 ; 0.019116 ; 3.82321E-4 ; 0.0206397 ; 0.00660469 ; 0.01178 ; 0.00376961
Kr92 ; 0.0075074 ; 2.10207E-4 ; 0.00716825 ; 0.00458768 ; 0.00487399 ; 0.00311935
Kr93 ; 0.00148773 ; 5.95093E-5 ; 0.00143116 ; 9.15942E-4 ; 9.966691E-4 ; 6.37868E-4
Kr94 ; 2.60293E-4 ; 1.66588E-4 ; 1.8366E-4 ; 1.17542E-4 ; 2.7946E-4 ; 1.78854E-4
Kr95 ; 3.18785E-6 ; 2.04022E-6 ; 1.26622E-5 ; 8.10383E-6 ; 3.91465E-5 ; 2.50538E-5
Kr96 ; 1.59996E-6 ; 1.02397E-6 ; 6.72E-7 ; 4.3008E-7 ; 3.89E-6 ; 2.4896E-6
Kr97 ; 8.96952E-8 ; 5.74049E-8 ; 1.78995E-8 ; 1.14557E-8 ; 3.06894E-7 ; 1.96412E-7
Kr98 ; 8.6996E-8 ; 5.56774E-8 ; 3.1E-10 ; 1.984E-10 ; 1.3E-8 ; 8.32E-9
Kr99 ; 1.04745E-11 ; 6.70367E-12 ; 4.64694E-12 ; 2.97404E-12 ; 6.65376E-10 ; 4.25841E-10
Kr100 ; 2.80993E-13 ; 1.79835E-13 ; 2.48E-14 ; 1.5872E-14 ; 1.04E-11 ; 6.656E-12
Rb79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0 ; 2.72E-14 ; 1.7408E-14 ; 8.06E-12 ; 5.1584E-12
Rb83 ; 1.99995E-10 ; 1.27997E-10 ; 7.36E-10 ; 4.7104E-10 ; 3.3E-8 ; 2.112E-8
Rb84 ; 6.42984E-10 ; 4.1151E-10 ; 3.79E-8 ; 2.4256E-8 ; 1.12E-6 ; 7.168E-7
Rb85 ; 6.19984E-7 ; 3.9679E-7 ; 1.58E-6 ; 1.0112E-6 ; 1.751E-5 ; 1.12064E-5
Rb86 ; 4.49989E-6 ; 2.87993E-6 ; 1.3785E-5 ; 8.8224E-6 ; 8.392E-5 ; 5.37088E-5
Rb86m ; 4.49989E-6 ; 2.87993E-6 ; 1.3785E-5 ; 8.8224E-6 ; 8.392E-5 ; 5.37088E-5
Rb87 ; 7.49881E-4 ; 1.19981E-4 ; 3.7227E-4 ; 2.38253E-4 ; 9.70319E-4 ; 6.21004E-4
Rb88 ; 0.00340948 ; 0.00218207 ; 0.00203531 ; 0.0013026 ; 0.00422585 ; 0.00270454
Rb89 ; 0.00999751 ; 0.0031992 ; 0.00855135 ; 0.00547286 ; 0.011799 ; 0.00377567
Rb90 ; 0.00442241 ; 0.00283034 ; 0.0031635 ; 0.00202464 ; 0.00236745 ; 0.00151517
Rb90m ; 0.0188394 ; 0.00602862 ; 0.0155948 ; 0.00499035 ; 0.0191539 ; 0.00612926
Rb91 ; 0.0341793 ; 0.0109374 ; 0.0339927 ; 0.0108777 ; 0.0293761 ; 0.00940035
Rb92 ; 0.0292591 ; 0.0093629 ; 0.026364 ; 0.00843647 ; 0.0275389 ; 0.00881245
Rb93 ; 0.0184443 ; 0.00829993 ; 0.0201355 ; 0.00644338 ; 0.016304 ; 0.00521726
Rb94 ; 0.00589801 ; 0.00377473 ; 0.00642453 ; 0.0041117 ; 0.00799725 ; 0.00511824
Rb95 ; 0.00214167 ; 0.00137067 ; 0.00192765 ; 0.0012337 ; 0.00269559 ; 0.00172518
Rb96 ; 3.13462E-4 ; 2.00616E-4 ; 2.6731E-4 ; 1.71078E-4 ; 6.4272E-4 ; 4.11341E-4
Rb97 ; 8.1478E-5 ; 5.21459E-5 ; 3.081E-5 ; 1.97184E-5 ; 1.206E-4 ; 7.7184E-5
Rb98 ; 1.94015E-4 ; 1.2417E-4 ; 1.45E-6 ; 9.28E-7 ; 1.255E-5 ; 8.032E-6
Rb99 ; 1.63576E-7 ; 1.04688E-7 ; 7.70794E-8 ; 4.93308E-8 ; 8.94485E-7 ; 5.7247E-7
Rb100 ; 7.26982E-9 ; 4.65268E-9 ; 1.39E-9 ; 8.896E-10 ; 6.08E-8 ; 3.8912E-8
Rb101 ; 6.45478E-11 ; 4.13106E-11 ; 1.47206E-11 ; 9.42115E-12 ; 1.24718E-9 ; 7.98195E-10
Rb102 ; 2.01593E-12 ; 1.2902E-12 ; 3.12567E-13 ; 2.00043E-13 ; 7.11457E-11 ; 4.55333E-11
Rb103 ; 2.11799E-13 ; 1.35551E-13 ;  ;  ;  ; 
Sr83 ; 0.0 ; 0.0 ; 1.25E-14 ; 8.0E-15 ; 6.09E-12 ; 3.8976E-12
Sr84 ; 6.73983E-13 ; 4.31349E-13 ; 3.06E-12 ; 1.9584E-12 ; 5.93E-10 ; 3.7952E-10
Sr85 ; 4.85988E-11 ; 3.11032E-11 ; 1.81E-10 ; 1.1584E-10 ; 1.325E-8 ; 8.48E-9
Sr85m ; 4.85988E-11 ; 3.11032E-11 ; 1.81E-10 ; 1.1584E-10 ; 1.325E-8 ; 8.48E-9
Sr86 ; 7.8498E-9 ; 5.02387E-9 ; 2.94E-8 ; 1.8816E-8 ; 6.81E-7 ; 4.3584E-7
Sr87 ; 2.88993E-7 ; 1.84955E-7 ; 8.77E-7 ; 5.6128E-7 ; 9.04999E-6 ; 5.792E-6
Sr87m ; 6.76983E-8 ; 4.33269E-8 ; 1.8E-7 ; 1.152E-7 ; 1.12E-6 ; 7.168E-7
Sr88 ; 1.08397E-5 ; 6.93743E-6 ; 2.509E-5 ; 1.60576E-5 ; 1.1215E-4 ; 7.1776E-5
Sr89 ; 0.00109155 ; 1.74648E-4 ; 2.7637E-4 ; 1.76877E-4 ; 7.617E-4 ; 4.87488E-4
Sr90 ; 0.00335699 ; 2.68559E-4 ; 0.00231371 ; 0.00148077 ; 0.00312168 ; 0.00199787
Sr91 ; 0.0111141 ; 4.44565E-4 ; 0.00943502 ; 0.00603841 ; 0.00966988 ; 0.00618873
Sr92 ; 0.0268057 ; 5.36114E-4 ; 0.0309314 ; 0.00711423 ; 0.019996 ; 0.00639873
Sr93 ; 0.0444592 ; 0.0142269 ; 0.0439197 ; 0.00702715 ; 0.0290564 ; 0.00929805
Sr94 ; 0.0484063 ; 0.01549 ; 0.0517601 ; 0.0119048 ; 0.0281891 ; 0.00902051
Sr95 ; 0.0326718 ; 0.010455 ; 0.0356735 ; 0.0114155 ; 0.0215743 ; 0.00690378
Sr96 ; 0.0179867 ; 0.00575574 ; 0.0194959 ; 0.00623869 ; 0.0116979 ; 0.00374332
Sr97 ; 0.00642236 ; 2.56894E-4 ; 0.00540642 ; 0.00346011 ; 0.00499837 ; 0.00319895
Sr98 ; 0.0022006 ; 0.00140839 ; 0.00109337 ; 6.99757E-4 ; 0.00123442 ; 7.90028E-4
Sr99 ; 2.5185E-4 ; 1.61184E-4 ; 1.25743E-4 ; 8.04755E-5 ; 2.58355E-4 ; 1.65347E-4
Sr100 ; 3.38891E-5 ; 2.16891E-5 ; 1.169E-5 ; 7.4816E-6 ; 3.452E-5 ; 2.20928E-5
Sr101 ; 2.23988E-6 ; 1.43352E-6 ; 5.53985E-7 ; 3.54551E-7 ; 3.61875E-6 ; 2.316E-6
Sr102 ; 9.54956E-8 ; 6.11172E-8 ; 1.59997E-8 ; 1.02398E-8 ; 2.78929E-7 ; 1.78514E-7
Sr103 ; 7.34965E-9 ; 4.70377E-9 ; 4.93124E-11 ; 3.15599E-11 ; 1.38107E-8 ; 8.83887E-9
Sr104 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.0E-9 ; 2.56E-9
Sr105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.12477E-10 ; 1.99985E-10
Sr106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.88667E-11 ; 2.48747E-11
Sr107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.86E-12 ; 2.4704E-12
Y87 ; 1.33997E-11 ; 8.57578E-12 ; 6.15E-11 ; 3.936E-11 ; 1.09E-8 ; 6.976E-9
Y88 ; 1.04997E-9 ; 6.71983E-10 ; 3.98E-9 ; 2.5472E-9 ; 3.16E-7 ; 2.0224E-7
Y89 ; 1.14997E-8 ; 7.35982E-9 ; 3.16E-8 ; 2.0224E-8 ; 5.75E-7 ; 3.68E-7
Y89m ; 4.88988E-8 ; 3.12952E-8 ; 1.54E-7 ; 9.856E-8 ; 4.65E-6 ; 2.976E-6
Y90 ; 7.04982E-7 ; 4.51189E-7 ; 2.13E-6 ; 1.3632E-6 ; 2.679E-5 ; 1.71456E-5
Y90m ; 7.04982E-7 ; 4.51189E-7 ; 2.13E-6 ; 1.3632E-6 ; 2.679E-5 ; 1.71456E-5
Y91 ; 1.41696E-5 ; 9.06857E-6 ; 3.943E-5 ; 2.52352E-5 ; 1.8865E-4 ; 1.20736E-4
Y91m ; 1.41696E-5 ; 9.06857E-6 ; 3.943E-5 ; 2.52352E-5 ; 1.8865E-4 ; 1.20736E-4
Y92 ; 0.00160146 ; 1.76161E-4 ; 6.1851E-4 ; 3.95846E-4 ; 0.00201232 ; 0.00128788
Y93 ; 0.00249665 ; 0.00159786 ; 0.00175682 ; 0.00112436 ; 0.00332642 ; 0.00212891
Y93m ; 0.00249665 ; 0.00159786 ; 0.00175682 ; 0.00112436 ; 0.00332642 ; 0.00212891
Y94 ; 0.0131005 ; 0.00419216 ; 0.00927359 ; 0.0059351 ; 0.0135788 ; 0.00434522
Y95 ; 0.0253784 ; 0.0081211 ; 0.0228823 ; 0.00732235 ; 0.0230709 ; 0.00738268
Y96 ; 0.00276613 ; 0.00177032 ; 0.00241305 ; 0.00154435 ; 0.00162637 ; 0.00104088
Y96m ; 0.0249256 ; 0.0079762 ; 0.0243985 ; 0.00780752 ; 0.0254809 ; 0.00586061
Y97 ; 0.0128184 ; 0.00820377 ; 0.0131964 ; 0.00844569 ; 0.012473 ; 0.00798272
Y97m ; 0.0128184 ; 0.00820377 ; 0.0131964 ; 0.00844569 ; 0.012473 ; 0.00798272
Y98 ; 0.00648463 ; 0.00415016 ; 0.00612082 ; 0.00391732 ; 0.00690836 ; 0.00442135
Y98m ; 0.00648463 ; 0.00415016 ; 0.00612074 ; 0.00391727 ; 0.0069082 ; 0.00442125
Y99 ; 0.00709535 ; 2.83814E-4 ; 0.00552512 ; 0.00353608 ; 0.00665908 ; 0.00426181
Y100 ; 0.00131373 ; 8.40785E-4 ; 0.00125798 ; 8.05107E-4 ; 0.00203472 ; 0.00130222
Y101 ; 5.33047E-4 ; 3.4115E-4 ; 2.5163E-4 ; 1.61043E-4 ; 4.9806E-4 ; 3.18758E-4
Y102 ; 5.28687E-5 ; 3.3836E-5 ; 1.878E-5 ; 1.20192E-5 ; 9.12999E-5 ; 5.8432E-5
Y103 ; 5.09252E-6 ; 3.25921E-6 ; 8.17951E-7 ; 5.23488E-7 ; 1.85662E-5 ; 1.18824E-5
Y104 ; 1.45996E-10 ; 9.34377E-11 ; 1.44E-13 ; 9.216E-14 ; 4.44E-6 ; 2.8416E-6
Y105 ; 1.64828E-12 ; 1.0549E-12 ; 2.3005E-15 ; 1.47232E-15 ; 4.20071E-7 ; 2.68846E-7
Y106 ; 4.66676E-16 ; 2.98672E-16 ; 3.94806E-17 ; 2.52676E-17 ; 3.86694E-8 ; 2.47484E-8
Y107 ; 2.30179E-16 ; 1.47315E-16 ; 2.85077E-17 ; 1.82449E-17 ; 6.60248E-10 ; 4.22559E-10
Y108 ; 0.0 ; 0.0 ; 1.03929E-12 ; 6.65143E-13 ; 4.05454E-11 ; 2.59491E-11
Y109 ; 2.46683E-14 ; 1.57877E-14 ; 2.29916E-14 ; 1.47146E-14 ;  ; 
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.11E-12 ; 7.104E-13
Zr88 ; 1.78996E-14 ; 1.14557E-14 ; 9.59E-14 ; 6.1376E-14 ; 8.68999E-11 ; 5.5616E-11
Zr89 ; 2.68993E-12 ; 1.72156E-12 ; 1.24E-11 ; 7.936E-12 ; 3.67E-9 ; 2.3488E-9
Zr90 ; 1.50996E-10 ; 9.66376E-11 ; 6.5E-10 ; 4.16E-10 ; 4.76E-8 ; 3.0464E-8
Zr90m ; 1.50996E-10 ; 9.66376E-11 ; 6.5E-10 ; 4.16E-10 ; 4.76E-8 ; 3.0464E-8
Zr91 ; 1.55996E-8 ; 9.98375E-9 ; 6.65E-8 ; 4.256E-8 ; 1.68E-6 ; 1.0752E-6
Zr92 ; 6.56984E-7 ; 4.20469E-7 ; 2.41E-6 ; 1.5424E-6 ; 2.198E-5 ; 1.40672E-5
Zr93 ; 1.21097E-5 ; 7.75021E-6 ; 3.554E-5 ; 2.27456E-5 ; 1.6897E-4 ; 1.08141E-4
Zr94 ; 0.00109151 ; 1.74642E-4 ; 4.0125E-4 ; 2.568E-4 ; 8.3582E-4 ; 5.34924E-4
Zr95 ; 0.00343868 ; 2.75095E-4 ; 0.00245128 ; 0.00156882 ; 0.00325208 ; 0.00208133
Zr96 ; 0.0107435 ; 3.00819E-4 ; 0.0106111 ; 0.00339556 ; 0.00855122 ; 0.00547278
Zr97 ; 0.0220594 ; 4.41188E-4 ; 0.0218705 ; 0.00503022 ; 0.0168227 ; 0.00538326
Zr98 ; 0.0343934 ; 0.015477 ; 0.0356606 ; 0.0057057 ; 0.0202016 ; 0.0064645
Zr99 ; 0.0330316 ; 0.0105701 ; 0.033605 ; 0.0107536 ; 0.0212573 ; 0.00680233
Zr100 ; 0.0313373 ; 6.26746E-4 ; 0.0277419 ; 0.0088774 ; 0.0141057 ; 0.00451383
Zr101 ; 0.0133646 ; 0.00427666 ; 0.0126749 ; 0.00405598 ; 0.00765227 ; 0.00489745
Zr102 ; 0.00611212 ; 0.00391175 ; 0.0037838 ; 0.00242163 ; 0.00317734 ; 0.0020335
Zr103 ; 0.00135199 ; 8.65271E-4 ; 4.1E-4 ; 2.624E-4 ; 0.00130801 ; 8.37126E-4
Zr104 ; 1.77296E-4 ; 1.13469E-4 ; 1.25E-6 ; 8.0E-7 ; 4.9998E-4 ; 3.19987E-4
Zr105 ; 1.83695E-5 ; 1.17565E-5 ; 6.94E-8 ; 4.4416E-8 ; 1.2133E-4 ; 7.76509E-5
Zr106 ; 7.09982E-9 ; 4.54389E-9 ; 1.62E-9 ; 1.0368E-9 ; 1.50913E-5 ; 9.65842E-6
Zr107 ; 2.56527E-9 ; 1.64177E-9 ; 8.60003E-10 ; 5.50402E-10 ; 1.91574E-6 ; 1.22607E-6
Zr108 ; 5.36987E-12 ; 3.43671E-12 ; 5.3199E-8 ; 3.40473E-8 ; 1.58959E-7 ; 1.01734E-7
Zr109 ; 8.56018E-10 ; 5.47851E-10 ; 8.65251E-10 ; 5.53761E-10 ; 6.23639E-9 ; 3.99129E-9
Zr110 ; 3.15992E-12 ; 2.02235E-12 ; 2.0E-12 ; 1.28E-12 ; 3.84E-10 ; 2.4576E-10
Zr111 ; 1.36739E-14 ; 8.75132E-15 ; 2.54101E-14 ; 1.62625E-14 ; 6.73204E-11 ; 4.30851E-11
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.45E-13 ; 1.568E-13
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.64E-11 ; 1.0496E-11
Nb91 ; 1.65996E-13 ; 1.06237E-13 ; 1.12E-12 ; 7.168E-13 ; 7.38E-10 ; 4.7232E-10
Nb92 ; 1.80995E-11 ; 1.15837E-11 ; 1.16E-10 ; 7.424E-11 ; 2.46E-8 ; 1.5744E-8
Nb93 ; 1.28997E-9 ; 8.25579E-10 ; 6.44E-9 ; 4.1216E-9 ; 4.23E-7 ; 2.7072E-7
Nb93m ; 3.02992E-10 ; 1.93915E-10 ; 1.32E-9 ; 8.448E-10 ; 5.23E-8 ; 3.3472E-8
Nb94 ; 3.04992E-8 ; 1.95195E-8 ; 1.53E-7 ; 9.792E-8 ; 4.23E-6 ; 2.7072E-6
Nb94m ; 2.11995E-8 ; 1.35677E-8 ; 8.97E-8 ; 5.7408E-8 ; 1.49E-6 ; 9.53599E-7
Nb95 ; 1.33997E-6 ; 8.57578E-7 ; 5.47E-6 ; 3.5008E-6 ; 4.923E-5 ; 3.15072E-5
Nb95m ; 3.14992E-7 ; 2.01595E-7 ; 1.12E-6 ; 7.168E-7 ; 6.08E-6 ; 3.8912E-6
Nb96 ; 5.58486E-5 ; 3.57431E-5 ; 7.342E-5 ; 4.69888E-5 ; 1.8879E-4 ; 1.20826E-4
Nb97 ; 7.63281E-4 ; 1.22125E-4 ; 4.906E-4 ; 3.13984E-4 ; 0.00130377 ; 8.34412E-4
Nb97m ; 1.85615E-4 ; 1.18794E-4 ; 1.0048E-4 ; 6.43072E-5 ; 1.6114E-4 ; 1.0313E-4
Nb98 ; 0.00151658 ; 9.70612E-4 ; 0.00175895 ; 0.00112573 ; 0.00339883 ; 0.00217525
Nb98m ; 5.05807E-4 ; 3.23717E-4 ; 4.9622E-4 ; 3.17581E-4 ; 5.9985E-4 ; 3.83904E-4
Nb99 ; 6.30234E-4 ; 4.0335E-4 ; 6.0661E-4 ; 3.8823E-4 ; 7.4E-4 ; 4.736E-4
Nb99m ; 0.00724236 ; 3.62118E-5 ; 0.00697594 ; 0.0044646 ; 0.00850967 ; 0.00544619
Nb100 ; 0.00461005 ; 0.00295043 ; 0.00647329 ; 0.00414291 ; 0.0065379 ; 0.00418425
Nb100m ; 0.00461005 ; 0.00295043 ; 0.00647329 ; 0.00414291 ; 0.0065379 ; 0.00418425
Nb101 ; 0.0152199 ; 6.08794E-4 ; 0.0203489 ; 0.00651164 ; 0.0150976 ; 0.00483122
Nb102 ; 0.00495031 ; 0.0031682 ; 0.00642993 ; 0.00411516 ; 0.006735 ; 0.0043104
Nb102m ; 0.00495031 ; 0.0031682 ; 0.00642993 ; 0.00411516 ; 0.006735 ; 0.0043104
Nb103 ; 0.00640629 ; 0.00410003 ; 0.00516345 ; 0.00330461 ; 0.0107021 ; 0.00342467
Nb104 ; 7.91235E-4 ; 5.0639E-4 ; 6.97215E-4 ; 4.46218E-4 ; 0.00317453 ; 0.0020317
Nb104m ; 7.91235E-4 ; 5.0639E-4 ; 6.97215E-4 ; 4.46218E-4 ; 0.00317453 ; 0.0020317
Nb105 ; 6.45284E-4 ; 4.12982E-4 ; 4.3961E-4 ; 2.8135E-4 ; 0.00312739 ; 0.00200153
Nb106 ; 3.8339E-5 ; 2.4537E-5 ; 3.907E-5 ; 2.50048E-5 ; 8.92169E-4 ; 5.70988E-4
Nb107 ; 8.78721E-6 ; 5.62382E-6 ; 4.79914E-6 ; 3.07145E-6 ; 2.56363E-4 ; 1.64073E-4
Nb108 ; 8.1398E-7 ; 5.20947E-7 ; 1.147E-5 ; 7.3408E-6 ; 5.212E-5 ; 3.33568E-5
Nb109 ; 5.93129E-7 ; 3.79603E-7 ; 6.22135E-7 ; 3.98166E-7 ; 8.38376E-6 ; 5.36561E-6
Nb110 ; 1.23997E-8 ; 7.9358E-9 ; 1.2E-8 ; 7.68E-9 ; 7.29E-7 ; 4.6656E-7
Nb111 ; 2.1354E-10 ; 1.36666E-10 ; 4.2148E-10 ; 2.69747E-10 ; 9.05008E-8 ; 5.79205E-8
Nb112 ; 1.99904E-13 ; 1.27939E-13 ; 5.95831E-13 ; 3.81332E-13 ; 1.08886E-9 ; 6.96871E-10
Nb113 ; 8.51348E-15 ; 5.44863E-15 ; 2.93022E-14 ; 1.87534E-14 ; 2.08929E-10 ; 1.33714E-10
Nb114 ;  ;  ;  ;  ; 4.92155E-12 ; 3.14979E-12
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.07E-14 ; 1.9648E-14
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.64E-12 ; 1.6896E-12
Mo93 ; 9.99975E-15 ; 6.39984E-15 ; 7.7E-14 ; 4.928E-14 ; 6.55E-11 ; 4.192E-11
Mo93m ; 9.99975E-15 ; 6.39984E-15 ; 7.7E-14 ; 4.928E-14 ; 6.55E-11 ; 4.192E-11
Mo94 ; 3.13992E-12 ; 2.00955E-12 ; 2.3E-11 ; 1.472E-11 ; 3.92E-9 ; 2.5088E-9
Mo95 ; 2.59993E-10 ; 1.66396E-10 ; 1.76E-9 ; 1.1264E-9 ; 9.59999E-8 ; 6.144E-8
