Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error
Nb109 ; 2.05179E-5 ; 1.31315E-5 ; 1.89426E-5 ; 1.21232E-5 ; 3.41948E-5 ; 2.18847E-5
Nb110 ; 7.52E-12 ; 4.8128E-12 ; 3.89E-12 ; 2.4896E-12 ; 7.76E-12 ; 4.9664E-12
Nb111 ; 2.00992E-14 ; 1.28635E-14 ; 1.54178E-14 ; 9.86736E-15 ; 3.96232E-14 ; 2.53589E-14
Nb112 ; 4.33716E-16 ; 2.77578E-16 ; 3.59498E-16 ; 2.30079E-16 ; 1.77419E-15 ; 1.13548E-15
Nb113 ; 1.5359E-16 ; 9.82979E-17 ; 1.38207E-16 ; 8.84524E-17 ; 1.17865E-15 ; 7.54335E-16
Nb114 ; 3.64322E-19 ; 2.33166E-19 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb115 ; 0.0 ; 0.0 ; 3.81785E-13 ; 2.44342E-13 ; 0.0 ; 0.0
Nb116 ; 1.68571E-14 ; 1.07885E-14 ; 1.87412E-14 ; 1.19944E-14 ; 5.7758E-11 ; 3.69651E-11
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.135E-14 ; 7.264E-15
Mo93m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.135E-14 ; 7.264E-15
Mo94 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.42E-12 ; 1.5488E-12
Mo95 ; 3.98E-13 ; 2.5472E-13 ; 1.33E-12 ; 8.512E-13 ; 1.74E-10 ; 1.1136E-10
Mo96 ; 5.23E-11 ; 3.3472E-11 ; 1.4E-10 ; 8.96E-11 ; 7.2E-9 ; 4.608E-9
Mo97 ; 3.66E-9 ; 2.3424E-9 ; 7.68E-9 ; 4.9152E-9 ; 1.8E-7 ; 1.152E-7
Mo98 ; 1.84E-7 ; 1.1776E-7 ; 3.12E-7 ; 1.9968E-7 ; 2.96E-6 ; 1.8944E-6
Mo99 ; 4.11E-6 ; 2.6304E-6 ; 6.81E-6 ; 4.3584E-6 ; 3.601E-5 ; 2.30464E-5
Mo100 ; 5.995E-5 ; 3.8368E-5 ; 9.367E-5 ; 5.99488E-5 ; 2.5991E-4 ; 1.66342E-4
Mo101 ; 4.991E-4 ; 3.19424E-4 ; 6.5512E-4 ; 4.19277E-4 ; 0.00128165 ; 8.20256E-4
Mo102 ; 0.00297568 ; 0.00190444 ; 0.00372259 ; 0.00238246 ; 0.00502815 ; 0.00321802
Mo103 ; 0.0103172 ; 0.00330149 ; 0.0119178 ; 0.00381369 ; 0.0134865 ; 0.00431569
Mo104 ; 0.0263724 ; 0.00843918 ; 0.0298492 ; 0.00955174 ; 0.023623 ; 0.00755937
Mo105 ; 0.0371427 ; 0.0118857 ; 0.0430323 ; 0.0137703 ; 0.0317608 ; 0.0101634
Mo106 ; 0.0419923 ; 0.0134375 ; 0.0391106 ; 0.0125154 ; 0.0275674 ; 0.00882158
Mo107 ; 0.0290729 ; 0.00930332 ; 0.0248298 ; 0.00794554 ; 0.0146994 ; 0.00470381
Mo108 ; 0.0135815 ; 0.00434607 ; 0.0117919 ; 0.00377342 ; 0.00615275 ; 0.00393776
Mo109 ; 0.0031409 ; 0.00201018 ; 0.00258703 ; 0.0016557 ; 0.00207344 ; 0.001327
Mo110 ; 1.412E-5 ; 9.0368E-6 ; 8.36E-6 ; 5.3504E-6 ; 1.071E-5 ; 6.8544E-6
Mo111 ; 4.92E-7 ; 3.1488E-7 ; 3.93E-7 ; 2.5152E-7 ; 1.01E-6 ; 6.464E-7
Mo112 ; 1.25E-8 ; 8.0E-9 ; 1.08E-8 ; 6.912E-9 ; 5.33E-8 ; 3.4112E-8
Mo113 ; 3.75968E-9 ; 2.40619E-9 ; 3.5229E-9 ; 2.25466E-9 ; 3.00439E-8 ; 1.92281E-8
Mo114 ; 1.05E-11 ; 6.72E-12 ; 3.54E-12 ; 2.2656E-12 ; 6.54E-11 ; 4.1856E-11
Mo115 ; 2.52747E-15 ; 1.61758E-15 ; 8.88406E-9 ; 5.6858E-9 ; 1.8822E-14 ; 1.20461E-14
Mo116 ; 6.50983E-10 ; 4.16629E-10 ; 5.13981E-10 ; 3.28948E-10 ; 2.89942E-7 ; 1.85563E-7
Mo117 ; 3.22149E-13 ; 2.06175E-13 ; 9.2888E-13 ; 5.94483E-13 ; 3.85666E-10 ; 2.46827E-10
Mo118 ; 2.93997E-14 ; 1.88158E-14 ; 7.96468E-14 ; 5.0974E-14 ; 3.56087E-11 ; 2.27896E-11
Tc93 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc97 ; 1.535E-14 ; 9.824E-15 ; 5.7E-14 ; 3.648E-14 ; 1.385E-11 ; 8.864E-12
Tc97m ; 1.535E-14 ; 9.824E-15 ; 5.7E-14 ; 3.648E-14 ; 1.385E-11 ; 8.864E-12
Tc98 ; 4.67E-12 ; 2.9888E-12 ; 1.4E-11 ; 8.96E-12 ; 1.22E-9 ; 7.808E-10
Tc99 ; 3.39E-10 ; 2.1696E-10 ; 9.75E-10 ; 6.24E-10 ; 3.17E-8 ; 2.0288E-8
Tc99m ; 7.95E-11 ; 5.088E-11 ; 2.0E-10 ; 1.28E-10 ; 7.44E-9 ; 4.7616E-9
Tc100 ; 1.81E-8 ; 1.1584E-8 ; 4.66E-8 ; 2.9824E-8 ; 7.4E-7 ; 4.736E-7
Tc101 ; 5.88E-7 ; 3.7632E-7 ; 1.15E-6 ; 7.36E-7 ; 9.18E-6 ; 5.8752E-6
Tc102 ; 4.86E-6 ; 3.1104E-6 ; 8.79E-6 ; 5.6256E-6 ; 4.667E-5 ; 2.98688E-5
Tc102m ; 4.86E-6 ; 3.1104E-6 ; 8.79E-6 ; 5.6256E-6 ; 4.667E-5 ; 2.98688E-5
Tc103 ; 1.2065E-4 ; 7.7216E-5 ; 1.8786E-4 ; 1.2023E-4 ; 6.1849E-4 ; 3.95834E-4
Tc104 ; 8.2114E-4 ; 5.2553E-4 ; 0.00108115 ; 6.91936E-4 ; 0.00260069 ; 0.00166444
Tc105 ; 0.00377724 ; 0.00241743 ; 0.00558932 ; 0.00357717 ; 0.00810998 ; 0.00519039
Tc106 ; 0.0102687 ; 0.003286 ; 0.0115952 ; 0.00371046 ; 0.0162773 ; 0.00520873
Tc107 ; 0.0220177 ; 0.00704566 ; 0.0216608 ; 0.00693144 ; 0.0192755 ; 0.00616815
Tc108 ; 0.0238809 ; 0.0076419 ; 0.0243269 ; 0.00778461 ; 0.0176238 ; 0.00563961
Tc109 ; 0.0185367 ; 0.00593173 ; 0.0165872 ; 0.0053079 ; 0.0128986 ; 0.00412754
Tc110 ; 0.00671919 ; 0.00430028 ; 0.00515635 ; 0.00330006 ; 0.00756445 ; 0.00484125
Tc111 ; 0.00132471 ; 8.47815E-4 ; 0.00135062 ; 8.64397E-4 ; 0.00325249 ; 0.00208159
Tc112 ; 1.4001E-4 ; 8.96064E-5 ; 1.8504E-4 ; 1.18426E-4 ; 8.892E-4 ; 5.69088E-4
Tc113 ; 2.58562E-5 ; 1.6548E-5 ; 2.32665E-5 ; 1.48905E-5 ; 1.9842E-4 ; 1.26989E-4
Tc114 ; 2.77E-6 ; 1.7728E-6 ; 1.56E-6 ; 9.984E-7 ; 2.783E-5 ; 1.78112E-5
Tc115 ; 4.14164E-8 ; 2.65065E-8 ; 6.13099E-6 ; 3.92383E-6 ; 2.96188E-7 ; 1.8956E-7
Tc116 ; 8.69E-7 ; 5.5616E-7 ; 7.46E-7 ; 4.7744E-7 ; 7.767E-5 ; 4.97088E-5
Tc117 ; 7.07337E-9 ; 4.52696E-9 ; 1.33439E-8 ; 8.54008E-9 ; 1.01411E-6 ; 6.4903E-7
Tc118 ; 5.4827E-10 ; 3.50893E-10 ; 9.70812E-10 ; 6.2132E-10 ; 7.94461E-8 ; 5.08455E-8
Tc119 ; 1.314E-12 ; 8.40957E-13 ; 2.48809E-12 ; 1.59238E-12 ; 3.54431E-10 ; 2.26836E-10
Tc120 ; 2.23207E-14 ; 1.42853E-14 ; 5.57862E-14 ; 3.57032E-14 ; 7.52846E-12 ; 4.81821E-12
Ru95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.0E-14 ; 2.56E-14
Ru99 ; 0.0 ; 0.0 ; 1.29E-14 ; 8.256E-15 ; 3.47E-12 ; 2.2208E-12
Ru100 ; 4.62E-13 ; 2.9568E-13 ; 1.93E-12 ; 1.2352E-12 ; 1.75E-10 ; 1.12E-10
Ru101 ; 4.53E-11 ; 2.8992E-11 ; 1.35E-10 ; 8.64E-11 ; 5.64E-9 ; 3.6096E-9
Ru102 ; 2.89E-9 ; 1.8496E-9 ; 7.44E-9 ; 4.7616E-9 ; 1.55E-7 ; 9.92E-8
Ru103 ; 1.03E-7 ; 6.592E-8 ; 2.22E-7 ; 1.4208E-7 ; 2.67E-6 ; 1.7088E-6
Ru104 ; 2.7E-6 ; 1.728E-6 ; 5.28E-6 ; 3.3792E-6 ; 2.879E-5 ; 1.84256E-5
Ru105 ; 3.407E-5 ; 2.18048E-5 ; 6.441E-5 ; 4.12224E-5 ; 2.2631E-4 ; 1.44838E-4
Ru106 ; 3.3626E-4 ; 2.15206E-4 ; 4.4451E-4 ; 2.84486E-4 ; 0.00109778 ; 7.02579E-4
Ru107 ; 0.00187737 ; 0.00120152 ; 0.00210767 ; 0.00134891 ; 0.0030205 ; 0.00193312
Ru108 ; 0.00669772 ; 0.00428654 ; 0.00750537 ; 0.00480344 ; 0.00613031 ; 0.0039234
Ru109 ; 0.00646192 ; 0.00413563 ; 0.00611404 ; 0.00391298 ; 0.0047967 ; 0.00306989
Ru109m ; 0.00646192 ; 0.00413563 ; 0.00611404 ; 0.00391298 ; 0.0047967 ; 0.00306989
Ru110 ; 0.0191831 ; 0.0061386 ; 0.0154819 ; 0.00495422 ; 0.0155793 ; 0.00498538
Ru111 ; 0.00939493 ; 0.00601276 ; 0.0104118 ; 0.00333177 ; 0.0182922 ; 0.00585351
Ru112 ; 0.00349628 ; 0.00223762 ; 0.00560327 ; 0.00252147 ; 0.016115 ; 0.00370646
Ru113 ; 0.00194903 ; 0.00124738 ; 0.0022357 ; 0.00143085 ; 0.0125666 ; 0.00402132
Ru114 ; 8.8386E-4 ; 5.6567E-4 ; 6.8097E-4 ; 4.35821E-4 ; 0.00695083 ; 0.00444853
Ru115 ; 4.25489E-4 ; 2.72313E-4 ; 3.759E-4 ; 2.40576E-4 ; 0.0031686 ; 0.00202791
Ru116 ; 1.1063E-4 ; 7.08032E-5 ; 9.961E-5 ; 6.37504E-5 ; 0.00193581 ; 0.00123892
Ru117 ; 9.82293E-6 ; 6.28667E-6 ; 1.49167E-5 ; 9.54666E-6 ; 3.62076E-4 ; 2.31728E-4
Ru118 ; 8.96452E-7 ; 5.73729E-7 ; 1.27903E-6 ; 8.18579E-7 ; 3.34305E-5 ; 2.13955E-5
Ru119 ; 4.30987E-8 ; 2.75832E-8 ; 5.78975E-8 ; 3.70544E-8 ; 1.50965E-6 ; 9.66173E-7
Ru120 ; 8.61978E-10 ; 5.51666E-10 ; 1.52994E-9 ; 9.79164E-10 ; 3.77925E-8 ; 2.41872E-8
Ru121 ; 1.38903E-12 ; 8.88977E-13 ; 5.58937E-12 ; 3.5772E-12 ; 3.72933E-10 ; 2.38677E-10
Ru122 ; 4.47E-14 ; 2.8608E-14 ; 1.53E-13 ; 9.792E-14 ; 4.19E-12 ; 2.6816E-12
Ru123 ; 7.15007E-16 ; 4.57604E-16 ; 3.20884E-15 ; 2.05366E-15 ;  ; 
Ru124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.29E-14 ; 3.3856E-14
Rh101m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.25E-13 ; 1.44E-13
Rh102 ; 0.0 ; 0.0 ; 4.18E-14 ; 2.6752E-14 ; 1.05E-11 ; 6.72E-12
Rh102m ; 0.0 ; 0.0 ; 4.18E-14 ; 2.6752E-14 ; 1.05E-11 ; 6.72E-12
Rh103 ; 3.13E-13 ; 2.0032E-13 ; 1.09E-12 ; 6.976E-13 ; 1.26E-10 ; 8.064E-11
Rh103m ; 2.1E-12 ; 1.344E-12 ; 7.98E-12 ; 5.1072E-12 ; 8.42E-10 ; 5.3888E-10
Rh104 ; 4.77E-11 ; 3.0528E-11 ; 1.39E-10 ; 8.896E-11 ; 6.92E-9 ; 4.4288E-9
Rh104m ; 1.43E-10 ; 9.152E-11 ; 4.93E-10 ; 3.1552E-10 ; 2.08E-8 ; 1.3312E-8
Rh105 ; 8.05E-9 ; 5.152E-9 ; 2.61E-8 ; 1.6704E-8 ; 4.88E-7 ; 3.1232E-7
Rh105m ; 1.2E-9 ; 7.68E-10 ; 3.56E-9 ; 2.2784E-9 ; 7.3E-8 ; 4.672E-8
Rh106 ; 1.34E-7 ; 8.576E-8 ; 2.64E-7 ; 1.6896E-7 ; 3.57E-6 ; 2.2848E-6
Rh106m ; 1.34E-7 ; 8.576E-8 ; 2.64E-7 ; 1.6896E-7 ; 3.57E-6 ; 2.2848E-6
Rh107 ; 5.72E-6 ; 3.6608E-6 ; 9.17E-6 ; 5.8688E-6 ; 4.868E-5 ; 3.11552E-5
Rh108 ; 2.846E-5 ; 1.82144E-5 ; 4.551E-5 ; 2.91264E-5 ; 1.1702E-4 ; 7.48928E-5
Rh108m ; 2.846E-5 ; 1.82144E-5 ; 4.551E-5 ; 2.91264E-5 ; 1.1702E-4 ; 7.48928E-5
Rh109 ; 2.0701E-4 ; 1.32486E-4 ; 2.5298E-4 ; 1.61907E-4 ; 4.1425E-4 ; 2.6512E-4
Rh109m ; 2.0701E-4 ; 1.32486E-4 ; 2.5298E-4 ; 1.61907E-4 ; 4.1425E-4 ; 2.6512E-4
Rh110 ; 7.871E-5 ; 5.03744E-5 ; 8.076E-5 ; 5.16864E-5 ; 9.452E-5 ; 6.04928E-5
Rh110m ; 7.871E-5 ; 5.03744E-5 ; 8.076E-5 ; 5.16864E-5 ; 9.452E-5 ; 6.04928E-5
Rh111 ; 3.3897E-4 ; 2.16941E-4 ; 4.5963E-4 ; 2.94163E-4 ; 7.9611E-4 ; 5.09511E-4
Rh112 ; 3.4276E-4 ; 2.19366E-4 ; 7.4714E-4 ; 4.7817E-4 ; 0.00231893 ; 0.00148412
Rh113 ; 6.1476E-4 ; 3.93446E-4 ; 9.2008E-4 ; 5.88851E-4 ; 0.00503132 ; 0.00322005
Rh114 ; 6.0207E-4 ; 3.85325E-4 ; 6.429E-4 ; 4.11456E-4 ; 0.00724373 ; 0.00463599
Rh115 ; 7.5764E-4 ; 4.8489E-4 ; 5.9954E-4 ; 3.83706E-4 ; 0.00903474 ; 0.00578224
Rh116 ; 4.2294E-4 ; 2.70682E-4 ; 4.9718E-4 ; 3.18195E-4 ; 0.00531407 ; 0.00340101
Rh117 ; 1.6389E-4 ; 1.0489E-4 ; 2.9149E-4 ; 1.86554E-4 ; 0.00343031 ; 0.0021954
Rh118 ; 5.001E-5 ; 3.20064E-5 ; 7.942E-5 ; 5.08288E-5 ; 0.0011272 ; 7.21408E-4
Rh119 ; 1.102E-5 ; 7.0528E-6 ; 1.586E-5 ; 1.01504E-5 ; 1.8625E-4 ; 1.192E-4
Rh120 ; 7.9E-7 ; 5.056E-7 ; 1.45E-6 ; 9.28E-7 ; 1.776E-5 ; 1.13664E-5
Rh121 ; 3.04986E-8 ; 1.95191E-8 ; 8.02944E-8 ; 5.13884E-8 ; 9.80627E-7 ; 6.27602E-7
Rh122 ; 7.53E-10 ; 4.8192E-10 ; 2.33E-9 ; 1.4912E-9 ; 2.85E-8 ; 1.824E-8
Rh123 ; 1.56993E-11 ; 1.00475E-11 ; 4.60968E-11 ; 2.95019E-11 ; 4.12E-10 ; 2.6368E-10
Rh124 ; 1.43E-13 ; 9.152E-14 ; 4.13E-13 ; 2.6432E-13 ; 0.0 ; 0.0
Pd99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd102 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.8E-14 ; 1.792E-14
Pd104 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.16E-12 ; 1.3824E-12
Pd105 ; 1.58E-13 ; 1.0112E-13 ; 7.88E-13 ; 5.0432E-13 ; 1.17E-10 ; 7.488E-11
Pd106 ; 1.84E-11 ; 1.1776E-11 ; 5.49E-11 ; 3.5136E-11 ; 3.97E-9 ; 2.5408E-9
Pd107 ; 4.13E-10 ; 2.6432E-10 ; 8.62E-10 ; 5.5168E-10 ; 2.43E-8 ; 1.5552E-8
Pd107m ; 7.68E-10 ; 4.9152E-10 ; 1.92E-9 ; 1.2288E-9 ; 4.52E-8 ; 2.8928E-8
Pd108 ; 4.63E-8 ; 2.9632E-8 ; 1.04E-7 ; 6.656E-8 ; 8.3E-7 ; 5.312E-7
Pd109 ; 3.65E-7 ; 2.336E-7 ; 5.24E-7 ; 3.3536E-7 ; 2.46E-6 ; 1.5744E-6
Pd109m ; 6.78E-7 ; 4.3392E-7 ; 1.17E-6 ; 7.488E-7 ; 4.57E-6 ; 2.9248E-6
Pd110 ; 1.86E-9 ; 1.1904E-9 ; 2.18E-9 ; 1.3952E-9 ; 1.65E-9 ; 1.056E-9
Pd111 ; 6.6E-9 ; 4.224E-9 ; 9.21E-9 ; 5.8944E-9 ; 1.22E-8 ; 7.808E-9
Pd111m ; 1.22E-8 ; 7.808E-9 ; 2.05E-8 ; 1.312E-8 ; 2.26E-8 ; 1.4464E-8
Pd112 ; 1.07E-7 ; 6.848E-8 ; 3.05E-7 ; 1.952E-7 ; 5.29E-7 ; 3.3856E-7
Pd113 ; 7.66E-7 ; 4.9024E-7 ; 1.52E-6 ; 9.728E-7 ; 5.3E-6 ; 3.392E-6
Pd114 ; 3.49E-6 ; 2.2336E-6 ; 5.07E-6 ; 3.2448E-6 ; 3.283E-5 ; 2.10112E-5
Pd115 ; 1.242E-5 ; 7.9488E-6 ; 1.09E-4 ; 6.976E-5 ; 1.7029E-4 ; 1.08986E-4
Pd116 ; 2.5738E-4 ; 1.64723E-4 ; 3.6619E-4 ; 2.34362E-4 ; 0.00177142 ; 0.00113371
Pd117 ; 2.9759E-4 ; 1.90458E-4 ; 6.0018E-4 ; 3.84115E-4 ; 0.00380294 ; 0.00243388
Pd118 ; 3.4918E-4 ; 2.23475E-4 ; 5.8225E-4 ; 3.7264E-4 ; 0.00408402 ; 0.00261377
Pd119 ; 2.3039E-4 ; 1.4745E-4 ; 3.5312E-4 ; 2.25997E-4 ; 0.00224789 ; 0.00143865
Pd120 ; 7.069E-5 ; 4.52416E-5 ; 1.3028E-4 ; 8.33792E-5 ; 7.5375E-4 ; 4.824E-4
Pd121 ; 9.33E-6 ; 5.9712E-6 ; 2.397E-5 ; 1.53408E-5 ; 1.466E-4 ; 9.3824E-5
Pd122 ; 1.09E-6 ; 6.976E-7 ; 2.98E-6 ; 1.9072E-6 ; 1.588E-5 ; 1.01632E-5
Pd123 ; 8.34E-8 ; 5.3376E-8 ; 2.03E-7 ; 1.2992E-7 ; 8.58E-7 ; 5.4912E-7
Pd124 ; 3.79E-9 ; 2.4256E-9 ; 8.38E-9 ; 5.3632E-9 ; 0.0 ; 0.0
Pd125 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd129 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd130 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.06E-12 ; 6.784E-13
Ag103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.31E-14 ; 3.3984E-14
Ag106m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.24E-13 ; 7.936E-14
Ag107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.06E-12 ; 6.784E-13
Ag107m ; 0.0 ; 0.0 ; 2.49E-14 ; 1.5936E-14 ; 7.07E-12 ; 4.5248E-12
Ag108 ; 3.885E-13 ; 2.4864E-13 ; 1.62E-12 ; 1.0368E-12 ; 1.23E-10 ; 7.872E-11
Ag108m ; 3.885E-13 ; 2.4864E-13 ; 1.62E-12 ; 1.0368E-12 ; 1.23E-10 ; 7.872E-11
Ag109 ; 3.745E-11 ; 2.3968E-11 ; 1.01E-10 ; 6.464E-11 ; 2.565E-9 ; 1.6416E-9
Ag109m ; 3.745E-11 ; 2.3968E-11 ; 1.01E-10 ; 6.464E-11 ; 2.565E-9 ; 1.6416E-9
Ag110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag110m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag111m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag112 ; 0.0 ; 0.0 ; 3.15E-14 ; 2.016E-14 ; 5.24E-14 ; 3.3536E-14
Ag113 ; 4.02E-14 ; 2.5728E-14 ; 1.11E-13 ; 7.104E-14 ; 3.59E-13 ; 2.2976E-13
Ag113m ; 2.69E-13 ; 1.7216E-13 ; 8.17E-13 ; 5.2288E-13 ; 2.4E-12 ; 1.536E-12
Ag114 ; 5.87E-12 ; 3.7568E-12 ; 1.42E-11 ; 9.088E-12 ; 8.9E-11 ; 5.696E-11
Ag115 ; 4.88E-11 ; 3.1232E-11 ; 4.74E-7 ; 3.0336E-7 ; 1.27E-9 ; 8.128E-10
Ag115m ; 4.88E-11 ; 3.1232E-11 ; 4.74E-7 ; 3.0336E-7 ; 1.27E-9 ; 8.128E-10
Ag116 ; 2.61E-6 ; 1.6704E-6 ; 5.86E-6 ; 3.7504E-6 ; 3.229E-5 ; 2.06656E-5
Ag116m ; 2.61E-6 ; 1.6704E-6 ; 5.86E-6 ; 3.7504E-6 ; 3.229E-5 ; 2.06656E-5
Ag117 ; 1.359E-5 ; 8.6976E-6 ; 3.761E-5 ; 2.40704E-5 ; 2.5005E-4 ; 1.60032E-4
Ag117m ; 1.359E-5 ; 8.6976E-6 ; 3.761E-5 ; 2.40704E-5 ; 2.5005E-4 ; 1.60032E-4
Ag118 ; 4.73E-5 ; 3.0272E-5 ; 1.0272E-4 ; 6.57408E-5 ; 8.9718E-4 ; 5.74195E-4
Ag118m ; 4.73E-5 ; 3.0272E-5 ; 1.0272E-4 ; 6.57408E-5 ; 8.9718E-4 ; 5.74195E-4
Ag119 ; 2.3009E-4 ; 1.47258E-4 ; 4.4442E-4 ; 2.84429E-4 ; 0.0031394 ; 0.00200922
Ag120 ; 9.8755E-5 ; 6.32032E-5 ; 2.27485E-4 ; 1.4559E-4 ; 0.00169309 ; 0.00108357
Ag120m ; 9.8755E-5 ; 6.32032E-5 ; 2.27485E-4 ; 1.4559E-4 ; 0.00169309 ; 0.00108357
Ag121 ; 1.0256E-4 ; 6.56384E-5 ; 3.1244E-4 ; 1.99962E-4 ; 0.00211723 ; 0.00135503
Ag122 ; 1.908E-5 ; 1.22112E-5 ; 5.897E-5 ; 3.77408E-5 ; 3.96925E-4 ; 2.54032E-4
Ag122m ; 1.908E-5 ; 1.22112E-5 ; 5.897E-5 ; 3.77408E-5 ; 3.96925E-4 ; 2.54032E-4
Ag123 ; 1.312E-5 ; 8.3968E-6 ; 3.281E-5 ; 2.09984E-5 ; 1.5184E-4 ; 9.71776E-5
Ag124 ; 2.11E-6 ; 1.3504E-6 ; 4.66E-6 ; 2.9824E-6 ; 2.26E-8 ; 1.4464E-8
Ag125 ; 6.53E-11 ; 4.1792E-11 ; 1.63E-10 ; 1.0432E-10 ; 1.31E-9 ; 8.384E-10
Ag126 ; 9.8E-12 ; 6.272E-12 ; 1.29E-11 ; 8.256E-12 ; 5.11E-11 ; 3.2704E-11
Ag127 ; 8.01E-13 ; 5.1264E-13 ; 9.81E-13 ; 6.2784E-13 ; 1.3E-12 ; 8.32E-13
Ag128 ; 4.75E-14 ; 3.04E-14 ; 5.77E-14 ; 3.6928E-14 ; 2.04E-14 ; 1.3056E-14
Ag129 ; 2.67989E-15 ; 1.71513E-15 ; 3.25617E-15 ; 2.08395E-15 ; 5.33541E-16 ; 3.41466E-16
Ag130 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.39E-8 ; 8.896E-9
Ag131 ; 1.13412E-10 ; 7.25838E-11 ; 1.87789E-10 ; 1.20185E-10 ; 2.91056E-10 ; 1.86276E-10
Ag132 ; 5.82617E-12 ; 3.72875E-12 ; 9.99047E-12 ; 6.3939E-12 ; 1.7905E-11 ; 1.14592E-11
Ag133 ; 5.44477E-13 ; 3.48465E-13 ; 1.13108E-12 ; 7.23889E-13 ;  ; 
Cd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd108 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.03E-13 ; 1.9392E-13
Cd110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd111m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd113m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
