Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error
Se81m ; 4.33E-6 ; 2.7712E-6 ; 1.121E-5 ; 7.1744E-6 ; 1.547E-5 ; 9.9008E-6
Se82 ; 3.877E-5 ; 2.48128E-5 ; 8.767E-5 ; 5.61088E-5 ; 9.693E-5 ; 6.20352E-5
Se83 ; 2.2518E-4 ; 1.44115E-4 ; 2.9846E-4 ; 1.91014E-4 ; 3.4334E-4 ; 2.19738E-4
Se83m ; 5.282E-5 ; 3.38048E-5 ; 6.113E-5 ; 3.91232E-5 ; 8.054E-5 ; 5.15456E-5
Se84 ; 0.00111029 ; 7.10586E-4 ; 0.00123443 ; 7.90035E-4 ; 8.5279E-4 ; 5.45786E-4
Se85 ; 0.0012234 ; 7.82976E-4 ; 0.00117387 ; 7.51277E-4 ; 0.00221101 ; 0.00141505
Se85m ; 0.00120587 ; 7.71757E-4 ; 0.00115385 ; 7.38464E-4 ; 0.00216751 ; 0.00138721
Se86 ; 0.0033226 ; 0.00212646 ; 0.00343853 ; 0.00220066 ; 0.00445326 ; 0.00285009
Se87 ; 0.00307512 ; 0.00196808 ; 0.00300158 ; 0.00192101 ; 0.00404253 ; 0.00258722
Se88 ; 0.00189337 ; 0.00121176 ; 0.0017478 ; 0.00111859 ; 0.00226271 ; 0.00144813
Se89 ; 5.2046E-4 ; 3.33094E-4 ; 6.1177E-4 ; 3.91533E-4 ; 8.8044E-4 ; 5.63482E-4
Se90 ; 1.3116E-4 ; 8.39423E-5 ; 1.40863E-4 ; 9.01524E-5 ; 2.2714E-4 ; 1.4537E-4
Se91 ; 1.82069E-5 ; 1.16524E-5 ; 1.98223E-5 ; 1.26863E-5 ; 4.38771E-5 ; 2.80813E-5
Se92 ; 1.61996E-6 ; 1.03677E-6 ; 1.74994E-6 ; 1.11996E-6 ; 4.34914E-6 ; 2.78345E-6
Se93 ; 8.04071E-8 ; 5.14606E-8 ; 1.17767E-7 ; 7.53709E-8 ; 4.95175E-7 ; 3.16912E-7
Se94 ; 2.63993E-9 ; 1.68956E-9 ; 3.43987E-9 ; 2.20152E-9 ; 1.38E-8 ; 8.832E-9
Se95 ; 1.21525E-11 ; 7.77761E-12 ; 2.07838E-11 ; 1.33016E-11 ; 3.51974E-10 ; 2.25263E-10
Se96 ; 4.3E-13 ; 2.752E-13 ; 7.56E-13 ; 4.8384E-13 ; 1.03E-11 ; 6.592E-12
Br75 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Br77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Br77m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.92E-14 ; 1.2288E-14
Br78 ; 2.19E-14 ; 1.4016E-14 ; 1.07E-13 ; 6.848E-14 ; 2.72E-12 ; 1.7408E-12
Br79 ; 3.67E-13 ; 2.3488E-13 ; 3.02E-12 ; 1.9328E-12 ; 3.38E-11 ; 2.1632E-11
Br79m ; 1.23E-12 ; 7.872E-13 ; 1.14E-11 ; 7.296E-12 ; 1.13E-10 ; 7.232E-11
Br80 ; 3.27E-11 ; 2.0928E-11 ; 1.41E-10 ; 9.024E-11 ; 1.19E-9 ; 7.616E-10
Br80m ; 9.81E-11 ; 6.2784E-11 ; 5.01E-10 ; 3.2064E-10 ; 3.58E-9 ; 2.2912E-9
Br81 ; 7.5E-9 ; 4.8E-9 ; 2.58E-8 ; 1.6512E-8 ; 1.08E-7 ; 6.912E-8
Br82 ; 1.1E-7 ; 7.04E-8 ; 3.49E-7 ; 2.2336E-7 ; 1.02E-6 ; 6.528E-7
Br82m ; 4.69E-8 ; 3.0016E-8 ; 1.29E-7 ; 8.256E-8 ; 4.37E-7 ; 2.7968E-7
Br83 ; 3.99E-6 ; 2.5536E-6 ; 6.34E-6 ; 4.0576E-6 ; 1.545E-5 ; 9.888E-6
Br84 ; 1.511E-5 ; 9.6704E-6 ; 2.091E-5 ; 1.33824E-5 ; 2.71E-5 ; 1.7344E-5
Br84m ; 2.685E-5 ; 1.7184E-5 ; 4.442E-5 ; 2.84288E-5 ; 4.818E-5 ; 3.08352E-5
Br85 ; 3.0784E-4 ; 1.97018E-4 ; 3.3452E-4 ; 2.14093E-4 ; 9.5987E-4 ; 6.14317E-4
Br86 ; 5.141E-4 ; 3.29024E-4 ; 6.2242E-4 ; 3.98349E-4 ; 0.00116623 ; 7.46387E-4
Br86m ; 5.141E-4 ; 3.29024E-4 ; 6.2242E-4 ; 3.98349E-4 ; 0.00116512 ; 7.45677E-4
Br87 ; 0.00306875 ; 0.001964 ; 0.00266817 ; 0.00170763 ; 0.00464839 ; 0.00297497
Br88 ; 0.00463979 ; 0.00296947 ; 0.00431984 ; 0.0027647 ; 0.00657741 ; 0.00420954
Br89 ; 0.00435301 ; 0.00278593 ; 0.00521909 ; 0.00334022 ; 0.00651948 ; 0.00417247
Br90 ; 0.00289402 ; 0.00185217 ; 0.00320167 ; 0.00204907 ; 0.00431056 ; 0.00275876
Br91 ; 0.00148486 ; 9.50311E-4 ; 0.00156166 ; 9.99463E-4 ; 0.00220017 ; 0.00140811
Br92 ; 3.8265E-4 ; 2.44896E-4 ; 3.894E-4 ; 2.49216E-4 ; 6.046E-4 ; 3.86944E-4
Br93 ; 7.47496E-5 ; 4.78397E-5 ; 8.12722E-5 ; 5.20142E-5 ; 1.09145E-4 ; 6.98526E-5
Br94 ; 7.49E-6 ; 4.7936E-6 ; 8.36E-6 ; 5.3504E-6 ; 1.461E-5 ; 9.3504E-6
Br95 ; 2.66831E-7 ; 1.70772E-7 ; 2.9857E-7 ; 1.91085E-7 ; 9.25515E-7 ; 5.9233E-7
Br96 ; 1.57E-8 ; 1.0048E-8 ; 2.13E-8 ; 1.3632E-8 ; 8.34E-8 ; 5.3376E-8
Br97 ; 1.03351E-10 ; 6.61449E-11 ; 1.58568E-10 ; 1.01483E-10 ; 1.521E-9 ; 9.73441E-10
Br98 ; 5.33418E-12 ; 3.41388E-12 ; 6.92769E-12 ; 4.43372E-12 ; 9.97819E-11 ; 6.38604E-11
Br99 ; 1.7508E-12 ; 1.12051E-12 ; 2.89636E-12 ; 1.85367E-12 ;  ; 
Kr77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.75E-15 ; 3.68E-15
Kr79m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.75E-15 ; 3.68E-15
Kr80 ; 0.0 ; 0.0 ; 3.1E-14 ; 1.984E-14 ; 9.49E-13 ; 6.0736E-13
Kr81 ; 6.49E-13 ; 4.1536E-13 ; 3.12E-12 ; 1.9968E-12 ; 4.83E-11 ; 3.0912E-11
Kr81m ; 9.7E-14 ; 6.208E-14 ; 4.26E-13 ; 2.7264E-13 ; 7.21E-12 ; 4.6144E-12
Kr82 ; 5.8E-11 ; 3.712E-11 ; 2.36E-10 ; 1.5104E-10 ; 1.93E-9 ; 1.2352E-9
Kr83 ; 3.42E-9 ; 2.1888E-9 ; 7.0E-9 ; 4.48E-9 ; 4.23E-8 ; 2.7072E-8
Kr83m ; 8.03E-10 ; 5.1392E-10 ; 1.43E-9 ; 9.152E-10 ; 9.92E-9 ; 6.3488E-9
Kr84 ; 1.71E-7 ; 1.0944E-7 ; 3.12E-7 ; 1.9968E-7 ; 6.54E-7 ; 4.1856E-7
Kr85 ; 2.85E-6 ; 1.824E-6 ; 3.62E-6 ; 2.3168E-6 ; 1.782E-5 ; 1.14048E-5
Kr85m ; 6.7E-7 ; 4.288E-7 ; 7.42E-7 ; 4.7488E-7 ; 4.18E-6 ; 2.6752E-6
Kr86 ; 4.359E-5 ; 2.78976E-5 ; 5.78E-5 ; 3.6992E-5 ; 1.3769E-4 ; 8.81216E-5
Kr87 ; 3.5375E-4 ; 2.264E-4 ; 3.2512E-4 ; 2.08077E-4 ; 7.3044E-4 ; 4.67482E-4
Kr88 ; 0.00181564 ; 0.00116201 ; 0.00176659 ; 0.00113062 ; 0.0022709 ; 0.00145338
Kr89 ; 0.00413675 ; 0.00264752 ; 0.00489912 ; 0.00313544 ; 0.00541397 ; 0.00346494
Kr90 ; 0.00877976 ; 0.00561905 ; 0.00941262 ; 0.00423568 ; 0.00908548 ; 0.00581471
Kr91 ; 0.0110439 ; 0.00353404 ; 0.0111807 ; 0.00357782 ; 0.0114286 ; 0.00365714
Kr92 ; 0.00974722 ; 0.00623822 ; 0.00902349 ; 0.00577503 ; 0.00815318 ; 0.00521804
Kr93 ; 0.00516333 ; 0.00330453 ; 0.00501366 ; 0.00320874 ; 0.00386322 ; 0.00247246
Kr94 ; 0.00195113 ; 0.00124872 ; 0.00182057 ; 0.00116516 ; 0.00135168 ; 8.65075E-4
Kr95 ; 3.70553E-4 ; 2.37154E-4 ; 3.33761E-4 ; 2.13607E-4 ; 3.30444E-4 ; 2.11484E-4
Kr96 ; 4.805E-5 ; 3.0752E-5 ; 4.965E-5 ; 3.1776E-5 ; 5.528E-5 ; 3.53792E-5
Kr97 ; 3.3899E-6 ; 2.16953E-6 ; 3.68984E-6 ; 2.3615E-6 ; 6.47848E-6 ; 4.14623E-6
Kr98 ; 2.05995E-7 ; 1.31837E-7 ; 1.89993E-7 ; 1.21596E-7 ; 5.009E-7 ; 3.20576E-7
Kr99 ; 5.74256E-8 ; 3.67524E-8 ; 6.73979E-8 ; 4.31346E-8 ; 2.71802E-9 ; 1.73953E-9
Kr100 ; 9.78E-11 ; 6.2592E-11 ; 1.16E-10 ; 7.424E-11 ; 9.63E-10 ; 6.1632E-10
Kr101 ; 2.71975E-12 ; 1.74064E-12 ; 4.90757E-12 ; 3.14085E-12 ; 1.05028E-10 ; 6.72181E-11
Rb79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb83 ; 1.24E-13 ; 7.936E-14 ; 3.9E-13 ; 2.496E-13 ; 1.47E-11 ; 9.408E-12
Rb84 ; 1.51E-11 ; 9.664E-12 ; 4.21E-11 ; 2.6944E-11 ; 4.9E-10 ; 3.136E-10
Rb85 ; 1.23E-9 ; 7.872E-10 ; 2.18E-9 ; 1.3952E-9 ; 4.55E-8 ; 2.912E-8
Rb86 ; 2.295E-8 ; 1.4688E-8 ; 4.35E-8 ; 2.784E-8 ; 3.875E-7 ; 2.48E-7
Rb86m ; 2.295E-8 ; 1.4688E-8 ; 4.35E-8 ; 2.784E-8 ; 3.875E-7 ; 2.48E-7
Rb87 ; 1.5E-6 ; 9.6E-7 ; 1.84E-6 ; 1.1776E-6 ; 1.097E-5 ; 7.0208E-6
Rb88 ; 2.274E-5 ; 1.45536E-5 ; 2.947E-5 ; 1.88608E-5 ; 9.813E-5 ; 6.28032E-5
Rb89 ; 1.9438E-4 ; 1.24403E-4 ; 2.8021E-4 ; 1.79334E-4 ; 5.9241E-4 ; 3.79143E-4
Rb90 ; 1.9885E-4 ; 1.27264E-4 ; 2.3215E-4 ; 1.48576E-4 ; 4.4987E-4 ; 2.87917E-4
Rb90m ; 8.4775E-4 ; 5.4256E-4 ; 0.00113246 ; 7.24774E-4 ; 0.00191429 ; 0.00122515
Rb91 ; 0.00424724 ; 0.00271823 ; 0.00514292 ; 0.00329147 ; 0.00719336 ; 0.00323701
Rb92 ; 0.00886448 ; 0.00567327 ; 0.0104498 ; 0.00470239 ; 0.012735 ; 0.00407519
Rb93 ; 0.0149793 ; 0.00479337 ; 0.0157382 ; 0.00503622 ; 0.0145923 ; 0.00466954
Rb94 ; 0.01415 ; 0.00452799 ; 0.0141228 ; 0.0045193 ; 0.012483 ; 0.00399456
Rb95 ; 0.00943729 ; 0.00603987 ; 0.00857153 ; 0.00548578 ; 0.00770993 ; 0.00493436
Rb96 ; 0.00339355 ; 0.00217187 ; 0.00346122 ; 0.00221518 ; 0.00325913 ; 0.00208584
Rb97 ; 9.224E-4 ; 5.90336E-4 ; 9.2537E-4 ; 5.92237E-4 ; 9.6773E-4 ; 6.19347E-4
Rb98 ; 1.619E-4 ; 1.03616E-4 ; 1.384E-4 ; 8.8576E-5 ; 1.9346E-4 ; 1.23814E-4
Rb99 ; 5.33851E-5 ; 3.41664E-5 ; 4.6512E-5 ; 2.97677E-5 ; 7.14703E-6 ; 4.5741E-6
Rb100 ; 9.0E-7 ; 5.76E-7 ; 9.26E-7 ; 5.9264E-7 ; 2.58E-6 ; 1.6512E-6
Rb101 ; 5.97171E-8 ; 3.82189E-8 ; 7.05E-8 ; 4.512E-8 ; 2.76171E-7 ; 1.7675E-7
Rb102 ; 1.94983E-10 ; 1.24789E-10 ; 2.88046E-10 ; 1.8435E-10 ; 2.20476E-9 ; 1.41105E-9
Rb103 ; 9.1824E-12 ; 5.87674E-12 ; 1.78939E-11 ; 1.14521E-11 ; 3.25313E-10 ; 2.082E-10
Rb104 ; 3.18497E-13 ; 2.03838E-13 ; 5.06816E-13 ; 3.24362E-13 ; 9.10187E-12 ; 5.82519E-12
Sr83 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sr84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.96E-14 ; 1.8944E-14
Sr85 ; 1.36E-14 ; 8.704E-15 ; 3.525E-14 ; 2.256E-14 ; 3.885E-12 ; 2.4864E-12
Sr85m ; 1.36E-14 ; 8.704E-15 ; 3.525E-14 ; 2.256E-14 ; 3.885E-12 ; 2.4864E-12
Sr86 ; 4.21E-12 ; 2.6944E-12 ; 1.12E-11 ; 7.168E-12 ; 3.71E-10 ; 2.3744E-10
Sr87 ; 3.56E-10 ; 2.2784E-10 ; 6.08E-10 ; 3.8912E-10 ; 1.18E-8 ; 7.552E-9
Sr87m ; 8.36E-11 ; 5.3504E-11 ; 1.24E-10 ; 7.936E-11 ; 2.76E-9 ; 1.7664E-9
Sr88 ; 2.78E-8 ; 1.7792E-8 ; 4.56E-8 ; 2.9184E-8 ; 3.65E-7 ; 2.336E-7
Sr89 ; 7.3E-7 ; 4.672E-7 ; 1.29E-6 ; 8.256E-7 ; 6.08E-6 ; 3.8912E-6
Sr90 ; 1.511E-5 ; 9.6704E-6 ; 2.321E-5 ; 1.48544E-5 ; 6.54E-5 ; 4.1856E-5
Sr91 ; 1.7014E-4 ; 1.0889E-4 ; 2.2649E-4 ; 1.44954E-4 ; 5.219E-4 ; 3.34016E-4
Sr92 ; 0.00124565 ; 7.97216E-4 ; 0.0014078 ; 9.00992E-4 ; 0.00233647 ; 0.00149534
Sr93 ; 0.00521475 ; 0.00333744 ; 0.00581857 ; 0.00372389 ; 0.00646258 ; 0.00413605
Sr94 ; 0.0156761 ; 0.00501636 ; 0.0154227 ; 0.00354722 ; 0.013429 ; 0.00429728
Sr95 ; 0.0249346 ; 0.00797908 ; 0.0225834 ; 0.00722669 ; 0.0197527 ; 0.00632088
Sr96 ; 0.0291664 ; 0.00933324 ; 0.0280111 ; 0.00644256 ; 0.0197607 ; 0.00632342
Sr97 ; 0.0203736 ; 0.00651954 ; 0.0189985 ; 0.00607952 ; 0.0139678 ; 0.0044697
Sr98 ; 0.0125181 ; 0.00400578 ; 0.00962679 ; 0.00616115 ; 0.00681654 ; 0.00436259
Sr99 ; 0.00360346 ; 0.00230621 ; 0.00285172 ; 0.0018251 ; 0.00255176 ; 0.00163313
Sr100 ; 7.2419E-4 ; 4.63482E-4 ; 6.3267E-4 ; 4.04909E-4 ; 5.8106E-4 ; 3.71879E-4
Sr101 ; 8.29303E-5 ; 5.30754E-5 ; 7.88095E-5 ; 5.04381E-5 ; 9.86038E-5 ; 6.31064E-5
Sr102 ; 7.52981E-6 ; 4.81908E-6 ; 7.89971E-6 ; 5.05582E-6 ; 1.10678E-5 ; 7.08339E-6
Sr103 ; 3.0118E-7 ; 1.92755E-7 ; 4.16388E-7 ; 2.66488E-7 ; 1.38562E-6 ; 8.86799E-7
Sr104 ; 1.22997E-8 ; 7.8718E-9 ; 1.38995E-8 ; 8.89568E-9 ; 4.56909E-8 ; 2.92422E-8
Sr105 ; 3.25193E-11 ; 2.08124E-11 ; 6.32173E-11 ; 4.04591E-11 ; 8.36848E-10 ; 5.35583E-10
Sr106 ; 4.41421E-12 ; 2.8251E-12 ; 7.77615E-12 ; 4.97673E-12 ; 1.28312E-10 ; 8.21199E-11
Sr107 ; 1.33716E-12 ; 8.55782E-13 ;  ;  ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.58E-12 ; 1.0112E-12
Y88 ; 7.07E-13 ; 4.5248E-13 ; 1.93E-12 ; 1.2352E-12 ; 1.14E-10 ; 7.296E-11
Y89 ; 1.5E-11 ; 9.6E-12 ; 3.68E-11 ; 2.3552E-11 ; 1.03E-9 ; 6.592E-10
Y89m ; 6.41E-11 ; 4.1024E-11 ; 1.79E-10 ; 1.1456E-10 ; 4.39E-9 ; 2.8096E-9
Y90 ; 2.51E-9 ; 1.6064E-9 ; 5.95E-9 ; 3.808E-9 ; 8.25E-8 ; 5.28E-8
Y90m ; 2.51E-9 ; 1.6064E-9 ; 5.95E-9 ; 3.808E-9 ; 8.25E-8 ; 5.28E-8
Y91 ; 1.135E-7 ; 7.264E-8 ; 2.195E-7 ; 1.4048E-7 ; 1.825E-6 ; 1.168E-6
Y91m ; 1.135E-7 ; 7.264E-8 ; 2.195E-7 ; 1.4048E-7 ; 1.825E-6 ; 1.168E-6
Y92 ; 4.88E-6 ; 3.1232E-6 ; 8.23E-6 ; 5.2672E-6 ; 4.859E-5 ; 3.10976E-5
Y93 ; 3.8785E-5 ; 2.48224E-5 ; 5.5775E-5 ; 3.5696E-5 ; 1.7209E-4 ; 1.10138E-4
Y93m ; 3.8785E-5 ; 2.48224E-5 ; 5.5775E-5 ; 3.5696E-5 ; 1.7209E-4 ; 1.10138E-4
Y94 ; 6.3168E-4 ; 4.04275E-4 ; 7.9784E-4 ; 5.10618E-4 ; 0.00171521 ; 0.00109773
Y95 ; 0.00341008 ; 0.00218245 ; 0.00500248 ; 0.00320159 ; 0.00617609 ; 0.0039527
Y96 ; 9.713E-4 ; 6.21632E-4 ; 9.8493E-4 ; 6.30355E-4 ; 0.00144533 ; 9.25011E-4
Y96m ; 0.00874117 ; 0.00559435 ; 0.00995827 ; 0.00637329 ; 0.0130085 ; 0.00416272
Y97 ; 0.0107018 ; 0.00684912 ; 0.0108128 ; 0.00692017 ; 0.0115443 ; 0.00738838
Y97m ; 0.0107018 ; 0.00684912 ; 0.0108128 ; 0.00692017 ; 0.0115443 ; 0.00738838
Y98 ; 0.0153651 ; 0.00491683 ; 0.0133977 ; 0.00428726 ; 0.0128899 ; 0.00412478
Y98m ; 0.0153628 ; 0.00491608 ; 0.0133958 ; 0.00428667 ; 0.0128883 ; 0.00412425
Y99 ; 0.028997 ; 0.00927904 ; 0.0254008 ; 0.00812825 ; 0.0226221 ; 0.00723908
Y100 ; 0.0146709 ; 0.00469469 ; 0.0139866 ; 0.00447571 ; 0.0123379 ; 0.00394811
Y101 ; 0.00600634 ; 0.00384406 ; 0.00570012 ; 0.00364808 ; 0.00506199 ; 0.00323967
Y102 ; 0.00147766 ; 9.45703E-4 ; 0.00151591 ; 9.70183E-4 ; 0.00146637 ; 9.38477E-4
Y103 ; 2.79989E-4 ; 1.79193E-4 ; 2.87354E-4 ; 1.83906E-4 ; 3.05414E-4 ; 1.95465E-4
Y104 ; 2.623E-5 ; 1.67872E-5 ; 2.651E-5 ; 1.69664E-5 ; 4.076E-5 ; 2.60864E-5
Y105 ; 7.14022E-7 ; 4.56974E-7 ; 9.08152E-7 ; 5.81217E-7 ; 2.20049E-6 ; 1.40831E-6
Y106 ; 8.23199E-8 ; 5.26848E-8 ; 9.47831E-8 ; 6.06612E-8 ; 2.86276E-7 ; 1.83217E-7
Y107 ; 2.93598E-8 ; 1.87903E-8 ; 1.03535E-10 ; 6.62627E-11 ; 1.38094E-9 ; 8.838E-10
Y108 ; 1.26363E-11 ; 8.08724E-12 ; 1.69911E-11 ; 1.08743E-11 ; 1.67299E-10 ; 1.07071E-10
Y109 ; 6.72898E-13 ; 4.30655E-13 ; 1.17958E-12 ; 7.5493E-13 ; 3.64228E-11 ; 2.33106E-11
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.92E-13 ; 2.5088E-13
Zr90 ; 7.05E-14 ; 4.512E-14 ; 2.54E-13 ; 1.6256E-13 ; 1.72E-11 ; 1.1008E-11
Zr90m ; 7.05E-14 ; 4.512E-14 ; 2.54E-13 ; 1.6256E-13 ; 1.72E-11 ; 1.1008E-11
Zr91 ; 1.98E-11 ; 1.2672E-11 ; 5.67E-11 ; 3.6288E-11 ; 2.19E-9 ; 1.4016E-9
Zr92 ; 1.75E-9 ; 1.12E-9 ; 4.17E-9 ; 2.6688E-9 ; 8.46E-8 ; 5.4144E-8
Zr93 ; 8.48E-8 ; 5.4272E-8 ; 1.39E-7 ; 8.896E-8 ; 1.68E-6 ; 1.0752E-6
Zr94 ; 2.74E-6 ; 1.7536E-6 ; 4.28E-6 ; 2.7392E-6 ; 2.272E-5 ; 1.45408E-5
Zr95 ; 4.269E-5 ; 2.73216E-5 ; 5.499E-5 ; 3.51936E-5 ; 2.1124E-4 ; 1.35194E-4
Zr96 ; 4.4856E-4 ; 2.87078E-4 ; 5.6684E-4 ; 3.62778E-4 ; 0.00122011 ; 7.80871E-4
Zr97 ; 0.00260277 ; 0.00166577 ; 0.00318832 ; 0.00204053 ; 0.00458545 ; 0.00293469
Zr98 ; 0.0120741 ; 0.0038637 ; 0.0110812 ; 0.00354597 ; 0.0117976 ; 0.00377523
Zr99 ; 0.0266693 ; 0.00853418 ; 0.0250902 ; 0.00802887 ; 0.0235673 ; 0.00754155
Zr100 ; 0.0416211 ; 0.0133188 ; 0.0405797 ; 0.0129855 ; 0.0291923 ; 0.00934155
Zr101 ; 0.0403781 ; 0.012921 ; 0.0379631 ; 0.0121482 ; 0.0270397 ; 0.00865271
Zr102 ; 0.0318967 ; 0.0102069 ; 0.0307488 ; 0.0098396 ; 0.0189276 ; 0.00605683
Zr103 ; 0.0153388 ; 0.00490841 ; 0.0145779 ; 0.00466492 ; 0.0096277 ; 0.00616173
Zr104 ; 0.005215 ; 0.0033376 ; 0.00458044 ; 0.00293148 ; 0.00319178 ; 0.00204274
Zr105 ; 9.91576E-4 ; 6.34609E-4 ; 0.00101519 ; 6.49723E-4 ; 7.85659E-4 ; 5.02822E-4
Zr106 ; 1.34598E-4 ; 8.61425E-5 ; 1.24875E-4 ; 7.99201E-5 ; 1.20464E-4 ; 7.70967E-5
Zr107 ; 4.07725E-5 ; 2.60944E-5 ; 2.40925E-6 ; 1.54192E-6 ; 5.8819E-6 ; 3.76442E-6
Zr108 ; 4.87987E-7 ; 3.12312E-7 ; 4.65983E-7 ; 2.98229E-7 ; 8.39833E-7 ; 5.37493E-7
Zr109 ; 2.20709E-8 ; 1.41254E-8 ; 2.74486E-8 ; 1.75671E-8 ; 1.55137E-7 ; 9.9288E-8
Zr110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr114 ; 0.0 ; 0.0 ;  ;  ;  ; 
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.05E-13 ; 6.72E-14
Nb92 ; 1.27E-14 ; 8.128E-15 ; 5.46E-14 ; 3.4944E-14 ; 1.21E-11 ; 7.744E-12
Nb93 ; 2.08E-12 ; 1.3312E-12 ; 5.84E-12 ; 3.7376E-12 ; 5.58E-10 ; 3.5712E-10
Nb93m ; 4.88E-13 ; 3.1232E-13 ; 1.2E-12 ; 7.68E-13 ; 1.31E-10 ; 8.384E-11
Nb94 ; 1.52E-10 ; 9.728E-11 ; 4.12E-10 ; 2.6368E-10 ; 1.53E-8 ; 9.792E-9
Nb94m ; 1.05E-10 ; 6.72E-11 ; 2.42E-10 ; 1.5488E-10 ; 1.07E-8 ; 6.848E-9
Nb95 ; 1.33E-8 ; 8.512E-9 ; 2.92E-8 ; 1.8688E-8 ; 5.37E-7 ; 3.4368E-7
Nb95m ; 3.11E-9 ; 1.9904E-9 ; 5.98E-9 ; 3.8272E-9 ; 1.26E-7 ; 8.064E-8
Nb96 ; 5.18E-7 ; 3.3152E-7 ; 9.6E-7 ; 6.144E-7 ; 1.01E-5 ; 6.464E-6
Nb97 ; 9.52E-6 ; 6.0928E-6 ; 1.46E-5 ; 9.344E-6 ; 7.756E-5 ; 4.96384E-5
Nb97m ; 2.23E-6 ; 1.4272E-6 ; 2.99E-6 ; 1.9136E-6 ; 1.819E-5 ; 1.16416E-5
Nb98 ; 1.1278E-4 ; 7.21792E-5 ; 1.4795E-4 ; 9.4688E-5 ; 4.5547E-4 ; 2.91501E-4
Nb98m ; 3.759E-5 ; 2.40576E-5 ; 4.173E-5 ; 2.67072E-5 ; 1.5182E-4 ; 9.71648E-5
Nb99 ; 9.309E-5 ; 5.95776E-5 ; 1.1474E-4 ; 7.34336E-5 ; 2.3192E-4 ; 1.48429E-4
Nb99m ; 0.0010705 ; 6.8512E-4 ; 0.0013194 ; 8.44416E-4 ; 0.00266611 ; 0.00170631
Nb100 ; 0.00226957 ; 0.00145253 ; 0.00283554 ; 0.00181475 ; 0.00418981 ; 0.00268148
Nb100m ; 0.00226957 ; 0.00145253 ; 0.00283554 ; 0.00181475 ; 0.00418981 ; 0.00268148
Nb101 ; 0.0139738 ; 0.00447161 ; 0.015503 ; 0.00496095 ; 0.017368 ; 0.00555776
Nb102 ; 0.0124852 ; 0.0079905 ; 0.0140914 ; 0.00901851 ; 0.0140773 ; 0.00900945
Nb102m ; 0.0124852 ; 0.0079905 ; 0.0140914 ; 0.00901851 ; 0.0140773 ; 0.00900945
Nb103 ; 0.0362742 ; 0.0116077 ; 0.0384579 ; 0.0123065 ; 0.032711 ; 0.0104675
Nb104 ; 0.0148439 ; 0.0095001 ; 0.0144231 ; 0.00923079 ; 0.0126337 ; 0.00808556
Nb104m ; 0.0148439 ; 0.0095001 ; 0.0144231 ; 0.00923079 ; 0.0126337 ; 0.00808556
Nb105 ; 0.018499 ; 0.00591967 ; 0.0203858 ; 0.00652345 ; 0.0149278 ; 0.0047769
Nb106 ; 0.00667685 ; 0.00427318 ; 0.00637369 ; 0.00407916 ; 0.00562819 ; 0.00360204
Nb107 ; 0.00184233 ; 0.00117909 ; 0.00166265 ; 0.0010641 ; 0.00129647 ; 8.29739E-4
Nb108 ; 2.5566E-4 ; 1.63622E-4 ; 2.3685E-4 ; 1.51584E-4 ; 2.3579E-4 ; 1.50906E-4
