Product ; Th227  Thermal (0.0253 eV) ; Th227  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th232  Fast (500 keV) ; Th232  Fast (500 keV) ; Th232  High (14 MeV) ; Th232  High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Cd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd108 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cd111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.37E-14 ; 8.768E-15
Cd111m ; 1.22E-14 ; 7.80801E-15 ; 1.13001E-14 ; 7.23204E-15 ; 0.0 ; 0.0 ; 8.39E-14 ; 5.3696E-14
Cd112 ; 5.06E-12 ; 3.2384E-12 ; 3.12002E-12 ; 1.99681E-12 ; 0.0 ; 0.0 ; 5.95E-12 ; 3.808E-12
Cd113 ; 1.5E-10 ; 9.60001E-11 ; 5.77003E-11 ; 3.69282E-11 ; 6.61985E-14 ; 4.2367E-14 ; 3.83E-11 ; 2.4512E-11
Cd113m ; 5.01E-10 ; 3.2064E-10 ; 1.93001E-10 ; 1.23521E-10 ; 2.48994E-13 ; 1.59356E-13 ; 2.35E-10 ; 1.504E-10
Cd114 ; 2.89E-8 ; 1.8496E-8 ; 1.61001E-8 ; 1.03041E-8 ; 4.78989E-11 ; 3.06553E-11 ; 7.02E-9 ; 4.4928E-9
Cd115 ; 1.26E-7 ; 8.06401E-8 ; 5.57003E-8 ; 3.56482E-8 ; 5.34988E-10 ; 3.42392E-10 ; 1.86E-8 ; 1.1904E-8
Cd115m ; 4.21E-7 ; 2.6944E-7 ; 1.86001E-7 ; 1.19041E-7 ; 2.00995E-9 ; 1.28637E-9 ; 1.14E-7 ; 7.296E-8
Cd116 ; 7.82001E-6 ; 5.0048E-6 ; 3.10002E-6 ; 1.98401E-6 ; 6.11986E-8 ; 3.91671E-8 ; 1.58E-6 ; 1.0112E-6
Cd117 ; 1.245E-5 ; 7.96801E-6 ; 6.18003E-6 ; 3.95522E-6 ; 1.59996E-7 ; 1.02398E-7 ; 2.35E-6 ; 1.504E-6
Cd117m ; 4.168E-5 ; 2.66752E-5 ; 2.07001E-5 ; 1.32481E-5 ; 6.00986E-7 ; 3.84631E-7 ; 1.442E-5 ; 9.2288E-6
Cd118 ; 2.5498E-4 ; 1.63187E-4 ; 8.08304E-5 ; 5.17315E-5 ; 6.62985E-6 ; 4.2431E-6 ; 7.633E-5 ; 4.88512E-5
Cd119 ; 2.2786E-4 ; 1.45831E-4 ; 5.83903E-5 ; 3.73698E-5 ; 1.63796E-5 ; 1.0483E-5 ; 1.582E-4 ; 1.01248E-4
Cd119m ; 2.2786E-4 ; 1.45831E-4 ; 5.83903E-5 ; 3.73698E-5 ; 1.63796E-5 ; 1.0483E-5 ; 1.582E-4 ; 1.01248E-4
Cd120 ; 7.32511E-4 ; 4.68807E-4 ; 1.30811E-4 ; 8.37188E-5 ; 1.22797E-4 ; 7.85902E-5 ; 8.8162E-4 ; 5.64237E-4
Cd121 ; 3.67375E-4 ; 2.3512E-4 ; 4.84353E-5 ; 3.09986E-5 ; 1.14577E-4 ; 7.33295E-5 ; 9.9191E-4 ; 6.34822E-4
Cd121m ; 3.67375E-4 ; 2.3512E-4 ; 4.84353E-5 ; 3.09986E-5 ; 1.14577E-4 ; 7.33295E-5 ; 9.9191E-4 ; 6.34822E-4
Cd122 ; 4.3273E-4 ; 2.76947E-4 ; 6.68904E-5 ; 4.28098E-5 ; 2.60144E-4 ; 1.66492E-4 ; 0.00308122 ; 0.00197198
Cd123 ; 1.4598E-4 ; 9.34273E-5 ; 1.51701E-5 ; 9.70885E-6 ; 1.94366E-4 ; 1.24394E-4 ; 0.00417812 ; 0.002674
Cd124 ; 4.08E-6 ; 2.6112E-6 ; 5.01003E-7 ; 3.20642E-7 ; 1.22527E-4 ; 7.84174E-5 ; 0.00425718 ; 0.0027246
Cd125 ; 7.98001E-7 ; 5.1072E-7 ; 4.29002E-8 ; 2.74561E-8 ; 5.34888E-5 ; 3.42328E-5 ; 0.00396323 ; 0.00253647
Cd126 ; 1.61E-7 ; 1.0304E-7 ; 2.44001E-8 ; 1.56161E-8 ; 5.50988E-6 ; 3.52632E-6 ; 0.00354568 ; 0.00226924
Cd127 ; 2.34E-8 ; 1.4976E-8 ; 6.83004E-9 ; 4.37122E-9 ; 2.23995E-6 ; 1.43357E-6 ; 0.0023025 ; 0.0014736
Cd128 ; 2.81E-9 ; 1.7984E-9 ; 1.16001E-9 ; 7.42404E-10 ; 6.25986E-7 ; 4.00631E-7 ; 9.2003E-4 ; 5.88819E-4
Cd129 ; 7.02998E-7 ; 4.49919E-7 ; 2.08001E-10 ; 1.33121E-10 ; 9.0398E-8 ; 5.78547E-8 ; 2.11119E-4 ; 1.35116E-4
Cd130 ; 3.94E-8 ; 2.5216E-8 ; 4.18002E-7 ; 2.67521E-7 ; 2.95993E-8 ; 1.89436E-8 ; 1.1658E-4 ; 7.46112E-5
Cd131 ; 7.06998E-10 ; 4.52479E-10 ; 2.14998E-8 ; 1.37599E-8 ; 5.43794E-6 ; 3.48028E-6 ; 1.33527E-5 ; 8.54575E-6
Cd132 ; 7.44001E-12 ; 4.7616E-12 ; 8.01995E-10 ; 5.13277E-10 ; 6.1898E-7 ; 3.96147E-7 ; 6.71903E-7 ; 4.30018E-7
Cd133 ; 4.00651E-14 ; 2.56417E-14 ; 7.18509E-12 ; 4.59846E-12 ; 2.38431E-8 ; 1.52596E-8 ; 8.97287E-8 ; 5.74263E-8
Cd134 ; 0.0 ; 0.0 ; 1.31001E-13 ; 8.38404E-14 ; 1.97996E-10 ; 1.26717E-10 ; 5.16E-10 ; 3.3024E-10
Cd135 ;  ;  ;  ;  ; 9.2666E-13 ; 5.93062E-13 ; 2.45573E-11 ; 1.57167E-11
Cd136 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.88E-14 ; 3.1232E-14
In107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In112m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In113m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
In114 ; 1.06E-13 ; 6.78401E-14 ; 7.07004E-14 ; 4.52482E-14 ; 0.0 ; 0.0 ; 5.81E-14 ; 3.7184E-14
In114m ; 3.19E-13 ; 2.0416E-13 ; 2.12001E-13 ; 1.35681E-13 ; 0.0 ; 0.0 ; 3.29E-13 ; 2.1056E-13
In115 ; 5.84001E-11 ; 3.7376E-11 ; 2.40001E-11 ; 1.53601E-11 ; 3.44992E-14 ; 2.20795E-14 ; 1.77E-11 ; 1.1328E-11
In115m ; 1.37E-11 ; 8.76801E-12 ; 5.62003E-12 ; 3.59682E-12 ; 0.0 ; 0.0 ; 2.19E-12 ; 1.4016E-12
In116 ; 9.26667E-10 ; 5.93067E-10 ; 3.28668E-10 ; 2.10348E-10 ; 1.09998E-12 ; 7.03984E-13 ; 2.06667E-10 ; 1.32267E-10
In116m ; 9.26667E-10 ; 5.93067E-10 ; 3.28668E-10 ; 2.10348E-10 ; 1.09998E-12 ; 7.03984E-13 ; 2.06667E-10 ; 1.32267E-10
In116n ; 9.26667E-10 ; 5.93067E-10 ; 3.28668E-10 ; 2.10348E-10 ; 1.09998E-12 ; 7.03984E-13 ; 2.06667E-10 ; 1.32267E-10
In117 ; 1.21E-7 ; 7.74401E-8 ; 4.70002E-8 ; 3.00802E-8 ; 1.37997E-10 ; 8.8318E-11 ; 1.35E-8 ; 8.64E-9
In117m ; 2.83E-8 ; 1.8112E-8 ; 1.10001E-8 ; 7.04004E-9 ; 2.82994E-11 ; 1.81116E-11 ; 1.66E-9 ; 1.0624E-9
In118 ; 1.2E-6 ; 7.68001E-7 ; 2.21001E-7 ; 1.41441E-7 ; 3.88991E-9 ; 2.48954E-9 ; 1.71E-7 ; 1.0944E-7
In118m ; 1.995E-7 ; 1.2768E-7 ; 3.68002E-8 ; 2.35521E-8 ; 5.49988E-10 ; 3.51992E-10 ; 1.51E-8 ; 9.664E-9
In118n ; 1.995E-7 ; 1.2768E-7 ; 3.68002E-8 ; 2.35521E-8 ; 5.49988E-10 ; 3.51992E-10 ; 1.51E-8 ; 9.664E-9
In119 ; 1.514E-5 ; 9.68961E-6 ; 2.77001E-6 ; 1.77281E-6 ; 8.6798E-8 ; 5.55507E-8 ; 1.83E-6 ; 1.1712E-6
In119m ; 3.55E-6 ; 2.272E-6 ; 6.49003E-7 ; 4.15362E-7 ; 1.77996E-8 ; 1.13917E-8 ; 2.27E-7 ; 1.4528E-7
In120 ; 1.99667E-5 ; 1.27787E-5 ; 2.58668E-6 ; 1.65548E-6 ; 3.85325E-7 ; 2.46608E-7 ; 4.42667E-6 ; 2.83307E-6
In120m ; 1.99667E-5 ; 1.27787E-5 ; 2.58668E-6 ; 1.65548E-6 ; 3.85325E-7 ; 2.46608E-7 ; 4.42667E-6 ; 2.83307E-6
In120n ; 1.99667E-5 ; 1.27787E-5 ; 2.58668E-6 ; 1.65548E-6 ; 3.85325E-7 ; 2.46608E-7 ; 4.42667E-6 ; 2.83307E-6
In121 ; 2.82E-4 ; 1.8048E-4 ; 2.33101E-5 ; 1.49185E-5 ; 7.38983E-6 ; 4.72949E-6 ; 5.761E-5 ; 3.68704E-5
In121m ; 6.61501E-5 ; 4.2336E-5 ; 5.47003E-6 ; 3.50082E-6 ; 1.50997E-6 ; 9.66378E-7 ; 7.12E-6 ; 4.5568E-6
In122 ; 1.34913E-4 ; 8.63446E-5 ; 1.23201E-5 ; 7.88484E-6 ; 9.34646E-6 ; 5.98173E-6 ; 7.24133E-5 ; 4.63445E-5
In122m ; 1.34913E-4 ; 8.63446E-5 ; 1.23201E-5 ; 7.88484E-6 ; 9.34646E-6 ; 5.98173E-6 ; 7.24133E-5 ; 4.63445E-5
In122n ; 1.34913E-4 ; 8.63446E-5 ; 1.23201E-5 ; 7.88484E-6 ; 9.34646E-6 ; 5.98173E-6 ; 7.24133E-5 ; 4.63445E-5
In123 ; 7.24201E-4 ; 4.63488E-4 ; 3.42502E-5 ; 2.19201E-5 ; 6.26786E-5 ; 4.01143E-5 ; 5.4168E-4 ; 3.46675E-4
In123m ; 1.6987E-4 ; 1.08717E-4 ; 8.03004E-6 ; 5.13923E-6 ; 1.28397E-5 ; 8.21741E-6 ; 6.695E-5 ; 4.2848E-5
In124 ; 2.5488E-4 ; 1.63123E-4 ; 1.05801E-5 ; 6.77124E-6 ; 6.15186E-5 ; 3.93719E-5 ; 6.3785E-4 ; 4.08224E-4
In124m ; 2.5488E-4 ; 1.63123E-4 ; 1.05801E-5 ; 6.77124E-6 ; 6.15186E-5 ; 3.93719E-5 ; 6.3785E-4 ; 4.08224E-4
In125 ; 2.6851E-4 ; 1.71847E-4 ; 4.39002E-6 ; 2.80961E-6 ; 1.00758E-4 ; 6.44849E-5 ; 0.00118784 ; 7.60218E-4
In125m ; 2.6851E-4 ; 1.71847E-4 ; 4.39002E-6 ; 2.80961E-6 ; 1.00758E-4 ; 6.44849E-5 ; 0.00119733 ; 7.66291E-4
In126 ; 1.0828E-4 ; 6.92993E-5 ; 4.86003E-6 ; 3.11042E-6 ; 1.43482E-4 ; 9.18283E-5 ; 0.0021673 ; 0.00138707
In126m ; 1.0828E-4 ; 6.92993E-5 ; 4.86003E-6 ; 3.11042E-6 ; 1.43482E-4 ; 9.18283E-5 ; 0.0021673 ; 0.00138707
In127 ; 9.06701E-5 ; 5.80288E-5 ; 7.15004E-6 ; 4.57602E-6 ; 2.24045E-4 ; 1.43389E-4 ; 0.00321177 ; 0.00205553
In127m ; 9.06701E-5 ; 5.80288E-5 ; 7.15004E-6 ; 4.57602E-6 ; 2.24045E-4 ; 1.43389E-4 ; 0.00321177 ; 0.00205553
In128 ; 2.4815E-5 ; 1.58816E-5 ; 2.50501E-6 ; 1.60321E-6 ; 1.99381E-4 ; 1.27604E-4 ; 0.00304549 ; 0.00194911
In128m ; 2.4815E-5 ; 1.58816E-5 ; 2.50501E-6 ; 1.60321E-6 ; 1.99381E-4 ; 1.27604E-4 ; 0.00304549 ; 0.00194911
In129 ; 1.1135E-4 ; 7.12641E-5 ; 2.88002E-6 ; 1.84321E-6 ; 1.34797E-4 ; 8.62701E-5 ; 0.00192915 ; 0.00123466
In129m ; 1.1135E-4 ; 7.12641E-5 ; 2.88002E-6 ; 1.84321E-6 ; 1.34797E-4 ; 8.62701E-5 ; 0.00192915 ; 0.00123466
In130 ; 9.96001E-6 ; 6.37441E-6 ; 1.25834E-5 ; 8.05338E-6 ; 1.03394E-4 ; 6.61724E-5 ; 0.00140118 ; 8.96757E-4
In130m ; 9.96001E-6 ; 6.37441E-6 ; 1.25834E-5 ; 8.05338E-6 ; 1.03394E-4 ; 6.61724E-5 ; 0.00140118 ; 8.96757E-4
In130n ; 9.96001E-6 ; 6.37441E-6 ; 1.25834E-5 ; 8.05338E-6 ; 1.03394E-4 ; 6.61724E-5 ; 0.00140118 ; 8.96757E-4
In131 ; 1.98E-6 ; 1.2672E-6 ; 5.55503E-6 ; 3.55522E-6 ; 4.85979E-4 ; 3.11027E-4 ; 7.08015E-4 ; 4.5313E-4
In131m ; 1.98E-6 ; 1.2672E-6 ; 5.55503E-6 ; 3.55522E-6 ; 4.85979E-4 ; 3.11027E-4 ; 7.08015E-4 ; 4.5313E-4
In132 ; 1.08E-7 ; 6.91201E-8 ; 9.91005E-7 ; 6.34243E-7 ; 3.48642E-4 ; 2.23131E-4 ; 2.4477E-4 ; 1.56653E-4
In133 ; 4.28996E-9 ; 2.74558E-9 ; 2.12994E-7 ; 1.36316E-7 ; 4.46951E-5 ; 2.86049E-5 ; 2.94303E-5 ; 1.88354E-5
In134 ; 4.24E-11 ; 2.7136E-11 ; 2.78001E-9 ; 1.77921E-9 ; 2.05995E-6 ; 1.31837E-6 ; 2.15E-6 ; 1.376E-6
In135 ; 4.65144E-13 ; 2.97692E-13 ; 4.03233E-11 ; 2.58069E-11 ; 5.79406E-8 ; 3.7082E-8 ; 1.14286E-7 ; 7.31428E-8
In136 ; 0.0 ; 0.0 ; 2.73001E-13 ; 1.74721E-13 ; 7.19984E-10 ; 4.6079E-10 ; 2.07E-9 ; 1.3248E-9
In137 ;  ;  ;  ;  ; 1.69153E-12 ; 1.08258E-12 ; 3.40859E-11 ; 2.1815E-11
In138 ;  ;  ;  ;  ; 9.91133E-14 ; 6.34325E-14 ;  ; 
Sn111 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn112 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn113m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn114 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn115 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sn116 ; 2.86E-13 ; 1.8304E-13 ; 2.58001E-13 ; 1.65121E-13 ; 0.0 ; 0.0 ; 1.65E-14 ; 1.056E-14
Sn117 ; 2.14E-11 ; 1.3696E-11 ; 2.10501E-11 ; 1.34721E-11 ; 0.0 ; 0.0 ; 5.45E-13 ; 3.488E-13
Sn117m ; 2.14E-11 ; 1.3696E-11 ; 2.10501E-11 ; 1.34721E-11 ; 0.0 ; 0.0 ; 5.45E-13 ; 3.488E-13
Sn118 ; 3.48E-9 ; 2.2272E-9 ; 1.46001E-9 ; 9.34405E-10 ; 2.38995E-13 ; 1.52957E-13 ; 3.73E-11 ; 2.3872E-11
Sn119 ; 2.38E-8 ; 1.5232E-8 ; 9.61005E-9 ; 6.15043E-9 ; 3.39992E-12 ; 2.17595E-12 ; 1.37E-10 ; 8.768E-11
Sn119m ; 7.98001E-8 ; 5.1072E-8 ; 3.22002E-8 ; 2.06081E-8 ; 1.27997E-11 ; 8.19182E-12 ; 8.4E-10 ; 5.376E-10
Sn120 ; 2.42E-6 ; 1.5488E-6 ; 5.83003E-7 ; 3.73122E-7 ; 7.89982E-10 ; 5.05589E-10 ; 1.51E-8 ; 9.664E-9
Sn121 ; 9.51001E-6 ; 6.08641E-6 ; 1.40001E-6 ; 8.96005E-7 ; 5.27988E-9 ; 3.37912E-9 ; 3.07E-8 ; 1.9648E-8
Sn121m ; 2.328E-5 ; 1.48992E-5 ; 3.42002E-6 ; 2.18881E-6 ; 1.49997E-8 ; 9.59978E-9 ; 1.4E-7 ; 8.96E-8
Sn122 ; 2.5179E-4 ; 1.61146E-4 ; 3.24702E-5 ; 2.07809E-5 ; 2.85994E-7 ; 1.83036E-7 ; 1.28E-6 ; 8.192E-7
Sn123 ; 8.19201E-4 ; 5.24288E-4 ; 5.01103E-5 ; 3.20706E-5 ; 1.74996E-6 ; 1.11997E-6 ; 6.46E-6 ; 4.1344E-6
Sn123m ; 3.346E-4 ; 2.14144E-4 ; 2.04701E-5 ; 1.31009E-5 ; 6.13986E-7 ; 3.92951E-7 ; 1.42E-6 ; 9.088E-7
Sn124 ; 0.00261752 ; 0.00167521 ; 8.93205E-5 ; 5.71651E-5 ; 1.57896E-5 ; 1.01054E-5 ; 3.657E-5 ; 2.34048E-5
Sn125 ; 0.00346129 ; 0.00110761 ; 3.36802E-5 ; 2.15553E-5 ; 5.41488E-5 ; 3.46552E-5 ; 1.1974E-4 ; 7.66336E-5
Sn125m ; 9.65981E-4 ; 6.18228E-4 ; 1.37601E-5 ; 8.80645E-6 ; 1.90296E-5 ; 1.21789E-5 ; 2.629E-5 ; 1.68256E-5
Sn126 ; 0.00538406 ; 0.0017229 ; 1.79511E-4 ; 1.14887E-4 ; 1.87146E-4 ; 1.19773E-4 ; 5.6381E-4 ; 3.60838E-4
Sn127 ; 0.00434791 ; 0.00278266 ; 2.59871E-4 ; 1.66318E-4 ; 4.16181E-4 ; 2.66356E-4 ; 0.00159269 ; 0.00101932
Sn127m ; 0.00178092 ; 0.00113979 ; 1.06141E-4 ; 6.793E-5 ; 1.46227E-4 ; 9.35851E-5 ; 3.4961E-4 ; 2.2375E-4
Sn128 ; 0.00420219 ; 0.0026894 ; 2.48481E-4 ; 1.59028E-4 ; 6.95944E-4 ; 4.45404E-4 ; 0.00213568 ; 0.00136684
Sn128m ; 0.00420219 ; 0.0026894 ; 2.48481E-4 ; 1.59028E-4 ; 6.95944E-4 ; 4.45404E-4 ; 0.00213568 ; 0.00136684
Sn129 ; 0.00634045 ; 0.00405789 ; 7.39554E-4 ; 4.73314E-4 ; 0.00164828 ; 7.41727E-4 ; 0.00583541 ; 0.00262593
Sn129m ; 0.0025896 ; 0.00165735 ; 3.02072E-4 ; 1.93326E-4 ; 5.24418E-4 ; 3.35628E-4 ; 0.00124611 ; 7.9751E-4
Sn130 ; 0.00378579 ; 0.00242291 ; 0.00145728 ; 9.32658E-4 ; 0.00421451 ; 0.00269729 ; 0.00717654 ; 0.00459299
Sn130m ; 0.00378579 ; 0.00242291 ; 0.00145728 ; 9.32658E-4 ; 0.00421451 ; 0.00269729 ; 0.00717654 ; 0.00459299
Sn131 ; 0.00112444 ; 7.19639E-4 ; 0.00102078 ; 6.53299E-4 ; 0.00559507 ; 0.00358084 ; 0.00648858 ; 0.00415269
Sn131m ; 0.00112444 ; 7.19639E-4 ; 0.00102078 ; 6.53299E-4 ; 0.00559507 ; 0.00358084 ; 0.00648858 ; 0.00415269
Sn132 ; 4.4943E-4 ; 2.87635E-4 ; 0.00105138 ; 6.7288E-4 ; 0.0153674 ; 0.00491758 ; 0.00707623 ; 0.00452879
Sn133 ; 4.657E-5 ; 2.98048E-5 ; 5.39483E-4 ; 3.45269E-4 ; 0.00617616 ; 0.00395274 ; 0.00275146 ; 0.00176093
Sn134 ; 3.56E-6 ; 2.2784E-6 ; 4.65002E-5 ; 2.97602E-5 ; 0.0013946 ; 8.92543E-4 ; 6.3589E-4 ; 4.0697E-4
Sn135 ; 1.13E-7 ; 7.23198E-8 ; 2.57997E-6 ; 1.65118E-6 ; 1.62248E-4 ; 1.03839E-4 ; 5.59957E-5 ; 3.58372E-5
Sn136 ; 1.96E-9 ; 1.2544E-9 ; 7.78004E-8 ; 4.97923E-8 ; 9.47979E-6 ; 6.06706E-6 ; 5.93E-6 ; 3.7952E-6
Sn137 ; 1.07E-11 ; 6.84801E-12 ; 1.25001E-9 ; 8.00004E-10 ; 1.57995E-7 ; 1.01117E-7 ; 2.36966E-7 ; 1.51658E-7
Sn138 ; 5.12E-14 ; 3.2768E-14 ; 1.27001E-11 ; 8.12804E-12 ; 1.08997E-8 ; 6.97578E-9 ; 1.25E-8 ; 8.0E-9
Sn139 ;  ;  ; 1.33919E-13 ; 8.57083E-14 ; 2.97464E-11 ; 1.90377E-11 ; 3.45877E-10 ; 2.21361E-10
Sn140 ;  ;  ;  ;  ; 1.11233E-12 ; 7.11888E-13 ; 3.35163E-11 ; 2.14504E-11
Sn141 ;  ;  ;  ;  ; 2.50196E-13 ; 1.60126E-13 ;  ; 
Sb113 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb115 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb117 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb118 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb118m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sb119 ; 3.71E-12 ; 2.3744E-12 ; 2.31001E-12 ; 1.47841E-12 ; 0.0 ; 0.0 ; 3.14E-14 ; 2.0096E-14
Sb120 ; 9.41001E-11 ; 6.02241E-11 ; 3.38002E-11 ; 2.16321E-11 ; 0.0 ; 0.0 ; 3.08E-13 ; 1.9712E-13
Sb120m ; 1.35E-10 ; 8.64001E-11 ; 4.86003E-11 ; 3.11042E-11 ; 0.0 ; 0.0 ; 8.76E-13 ; 5.6064E-13
Sb121 ; 2.51E-8 ; 1.6064E-8 ; 4.29002E-9 ; 2.74561E-9 ; 9.70978E-13 ; 6.21426E-13 ; 3.17E-11 ; 2.0288E-11
Sb122 ; 2.4E-7 ; 1.536E-7 ; 3.26002E-8 ; 2.08641E-8 ; 2.02995E-11 ; 1.29917E-11 ; 1.63E-10 ; 1.0432E-10
Sb122m ; 2.71E-7 ; 1.7344E-7 ; 3.67002E-8 ; 2.34881E-8 ; 2.68994E-11 ; 1.72156E-11 ; 3.81E-10 ; 2.4384E-10
Sb123 ; 1.806E-5 ; 1.15584E-5 ; 8.67005E-7 ; 5.54883E-7 ; 1.81996E-9 ; 1.16477E-9 ; 7.65E-9 ; 4.896E-9
Sb124 ; 1.94667E-6 ; 1.24587E-6 ; 2.28001E-8 ; 1.45921E-8 ; 1.37997E-8 ; 8.8318E-9 ; 2.40547E-4 ; 1.5395E-4
Sb124m ; 1.94667E-6 ; 1.24587E-6 ; 2.28001E-8 ; 1.45921E-8 ; 1.37997E-8 ; 8.8318E-9 ; 2.40547E-4 ; 1.5395E-4
Sb124n ; 1.94667E-6 ; 1.24587E-6 ; 2.28001E-8 ; 1.45921E-8 ; 1.37997E-8 ; 8.8318E-9 ; 2.40547E-4 ; 1.5395E-4
Sb125 ; 3.558E-5 ; 2.27712E-5 ; 1.69001E-7 ; 1.08161E-7 ; 8.9398E-7 ; 5.72147E-7 ; 7.36E-7 ; 4.7104E-7
Sb126 ; 3.333E-5 ; 2.13312E-5 ; 4.24002E-7 ; 2.71361E-7 ; 6.95984E-8 ; 4.4543E-8 ; 3.67E-6 ; 2.3488E-6
Sb126m ; 2.838E-5 ; 1.81632E-5 ; 3.61002E-7 ; 2.31041E-7 ; 4.80489E-8 ; 3.07513E-8 ; 1.385E-6 ; 8.864E-7
Sb126n ; 2.838E-5 ; 1.81632E-5 ; 3.61002E-7 ; 2.31041E-7 ; 4.80489E-8 ; 3.07513E-8 ; 1.385E-6 ; 8.864E-7
Sb127 ; 4.2127E-4 ; 2.69613E-4 ; 8.87005E-6 ; 5.67683E-6 ; 2.03995E-6 ; 1.30557E-6 ; 5.58E-5 ; 3.5712E-5
Sb128 ; 2.9846E-4 ; 1.91015E-4 ; 6.42003E-6 ; 4.10882E-6 ; 2.23395E-5 ; 1.42973E-5 ; 1.7653E-4 ; 1.12979E-4
Sb128m ; 5.0818E-4 ; 3.25235E-4 ; 1.09301E-5 ; 6.99524E-6 ; 8.6498E-6 ; 5.53588E-6 ; 1.3317E-4 ; 8.52288E-5
Sb129 ; 0.00465448 ; 0.00297887 ; 1.40321E-4 ; 8.98053E-5 ; 7.90282E-5 ; 5.05781E-5 ; 0.00136922 ; 8.76301E-4
Sb130 ; 0.00254506 ; 0.00162884 ; 3.52432E-4 ; 2.25556E-4 ; 2.94573E-4 ; 1.88527E-4 ; 0.00302909 ; 0.00193862
Sb130m ; 0.00433348 ; 0.00277343 ; 6.00083E-4 ; 3.84053E-4 ; 4.06791E-4 ; 2.60346E-4 ; 0.00228515 ; 0.0014625
Sb131 ; 0.0114261 ; 0.00365635 ; 0.00250679 ; 0.00112806 ; 0.00389329 ; 0.00175198 ; 0.0124965 ; 0.00399887
Sb132 ; 0.00275043 ; 0.00176028 ; 0.00586184 ; 9.37895E-4 ; 0.00506379 ; 3.03827E-4 ; 0.00769913 ; 0.00492744
Sb132m ; 0.00199169 ; 0.00127468 ; 0.00103834 ; 6.64535E-4 ; 0.0044855 ; 2.6913E-4 ; 0.0120422 ; 0.00385351
Sb133 ; 0.00343926 ; 0.00220113 ; 0.0069469 ; 7.64159E-4 ; 0.0224118 ; 0.00717176 ; 0.0224317 ; 0.00717815
Sb134 ; 3.13835E-4 ; 2.00855E-4 ; 6.92494E-4 ; 4.43196E-4 ; 0.00908465 ; 0.00581418 ; 0.00756411 ; 0.00484103
Sb134m ; 3.13835E-4 ; 2.00855E-4 ; 6.92494E-4 ; 4.43196E-4 ; 0.00908465 ; 0.00581418 ; 0.00756411 ; 0.00484103
