Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Product ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error
Se86 ; 0.00543984 ; 0.0034815 ; 0.00530253 ; 0.00339362 ; 0.00364257 ; 0.00233125
Se87 ; 0.00383144 ; 0.00245212 ; 0.00348773 ; 0.00223215 ; 0.00243674 ; 0.00155952
Se88 ; 0.00175213 ; 0.00112136 ; 0.00127779 ; 8.17786E-4 ; 0.0010818 ; 6.92355E-4
Se89 ; 3.7854E-4 ; 2.42266E-4 ; 2.8143E-4 ; 1.80115E-4 ; 3.58931E-4 ; 2.29716E-4
Se90 ; 6.39141E-5 ; 4.0905E-5 ; 5.52247E-5 ; 3.53438E-5 ; 7.06336E-5 ; 4.52055E-5
Se91 ; 4.31757E-6 ; 2.76325E-6 ; 5.13977E-6 ; 3.28945E-6 ; 7.61113E-6 ; 4.87113E-6
Se92 ; 2.38995E-7 ; 1.52957E-7 ; 2.87991E-7 ; 1.84314E-7 ; 7.68114E-7 ; 4.91593E-7
Se93 ; 2.05809E-8 ; 1.31718E-8 ; 4.54669E-8 ; 2.90988E-8 ; 1.21639E-7 ; 7.78491E-8
Se94 ; 1.1E-10 ; 7.04E-11 ; 1.77E-10 ; 1.1328E-10 ; 1.03029E-9 ; 6.59385E-10
Se95 ; 1.68384E-12 ; 1.07766E-12 ; 6.74692E-12 ; 4.31803E-12 ; 4.73788E-11 ; 3.03224E-11
Se96 ; 0.0 ; 0.0 ; 1.38E-14 ; 8.832E-15 ; 1.64046E-13 ; 1.0499E-13
Br75 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Br77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.2109E-13 ; 2.05498E-13
Br77m ; 0.0 ; 0.0 ; 1.92E-14 ; 1.2288E-14 ; 1.97055E-12 ; 1.26115E-12
Br78 ; 1.99E-13 ; 1.2736E-13 ; 3.26E-12 ; 2.0864E-12 ; 1.20034E-10 ; 7.68216E-11
Br79 ; 6.01E-12 ; 3.8464E-12 ; 5.91E-11 ; 3.7824E-11 ; 6.12172E-10 ; 3.9179E-10
Br79m ; 2.01E-11 ; 1.2864E-11 ; 2.22E-10 ; 1.4208E-10 ; 3.76106E-9 ; 2.40708E-9
Br80 ; 2.82E-10 ; 1.8048E-10 ; 2.93E-9 ; 1.8752E-9 ; 1.48042E-8 ; 9.47466E-9
Br80m ; 8.46E-10 ; 5.4144E-10 ; 1.04E-8 ; 6.656E-9 ; 8.41236E-8 ; 5.38391E-8
Br81 ; 1.01E-7 ; 6.464E-8 ; 5.49E-7 ; 3.5136E-7 ; 1.66047E-6 ; 1.0627E-6
Br82 ; 1.52E-6 ; 9.728E-7 ; 7.12E-6 ; 4.5568E-6 ; 1.54343E-5 ; 9.87798E-6
Br82m ; 6.53E-7 ; 4.1792E-7 ; 2.63E-6 ; 1.6832E-6 ; 3.39095E-6 ; 2.17021E-6
Br83 ; 4.315E-5 ; 2.7616E-5 ; 9.937E-5 ; 6.35968E-5 ; 1.38959E-4 ; 8.89338E-5
Br84 ; 1.0039E-4 ; 6.42496E-5 ; 2.2606E-4 ; 1.44678E-4 ; 1.36838E-4 ; 8.75766E-5
Br84m ; 1.7848E-4 ; 1.14227E-4 ; 4.8038E-4 ; 3.07443E-4 ; 4.85156E-4 ; 3.105E-4
Br85 ; 0.00384693 ; 0.00246204 ; 0.00269963 ; 0.00172776 ; 0.00222395 ; 0.00142332
Br86 ; 0.00242049 ; 0.00154911 ; 0.00315499 ; 0.00201919 ; 0.0022064 ; 0.0014121
Br86m ; 0.0024176 ; 0.00154726 ; 0.00323402 ; 0.00206977 ; 0.00221369 ; 0.00141676
Br87 ; 0.0120211 ; 0.00384676 ; 0.0112024 ; 0.00257656 ; 0.0070839 ; 0.0045337
Br88 ; 0.0125855 ; 0.00402735 ; 0.0111744 ; 0.0071516 ; 0.00769934 ; 0.00492758
Br89 ; 0.0107576 ; 0.00344243 ; 0.0070157 ; 0.00449005 ; 0.0064665 ; 0.00413856
Br90 ; 0.0045702 ; 0.00292493 ; 0.00399455 ; 0.00255651 ; 0.00342141 ; 0.0021897
Br91 ; 0.00135711 ; 8.6855E-4 ; 0.00114979 ; 7.35866E-4 ; 0.00101877 ; 6.5201E-4
Br92 ; 2.113E-4 ; 1.35232E-4 ; 2.0471E-4 ; 1.31014E-4 ; 2.91782E-4 ; 1.8674E-4
Br93 ; 2.45094E-5 ; 1.5686E-5 ; 2.34245E-5 ; 1.49917E-5 ; 4.22202E-5 ; 2.7021E-5
Br94 ; 1.32E-6 ; 8.448E-7 ; 1.43E-6 ; 9.152E-7 ; 3.52099E-6 ; 2.25343E-6
Br95 ; 5.34896E-8 ; 3.42334E-8 ; 6.77512E-8 ; 4.33608E-8 ; 2.39856E-7 ; 1.53508E-7
Br96 ; 9.51E-10 ; 6.0864E-10 ; 1.28E-9 ; 8.192E-10 ; 5.3415E-9 ; 3.41856E-9
Br97 ; 6.13219E-12 ; 3.9246E-12 ; 1.33097E-11 ; 8.5182E-12 ; 8.80787E-11 ; 5.63704E-11
Br98 ; 1.99138E-13 ; 1.27448E-13 ; 3.19422E-13 ; 2.0443E-13 ; 3.27981E-12 ; 2.09908E-12
Kr77 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.97055E-13 ; 1.26115E-13
Kr79m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.97055E-13 ; 1.26115E-13
Kr80 ; 4.11E-14 ; 2.6304E-14 ; 1.2E-12 ; 7.68E-13 ; 2.57072E-11 ; 1.64526E-11
Kr81 ; 9.19E-12 ; 5.8816E-12 ; 1.49E-10 ; 9.536E-11 ; 1.18033E-9 ; 7.55412E-10
Kr81m ; 1.37E-12 ; 8.768E-13 ; 2.03E-11 ; 1.2992E-11 ; 8.85249E-11 ; 5.66559E-11
Kr82 ; 1.1E-9 ; 7.04E-10 ; 1.01E-8 ; 6.464E-9 ; 4.16117E-8 ; 2.66315E-8
Kr83 ; 5.22E-8 ; 3.3408E-8 ; 2.92E-7 ; 1.8688E-7 ; 7.99225E-7 ; 5.11504E-7
Kr83m ; 1.23E-8 ; 7.872E-9 ; 5.98E-8 ; 3.8272E-8 ; 9.87277E-8 ; 6.31858E-8
Kr84 ; 1.93E-6 ; 1.2352E-6 ; 8.14E-6 ; 5.2096E-6 ; 1.11631E-5 ; 7.14441E-6
Kr85 ; 3.187E-5 ; 2.03968E-5 ; 8.5E-5 ; 5.44E-5 ; 9.58569E-5 ; 6.13484E-5
Kr85m ; 7.48E-6 ; 4.7872E-6 ; 1.741E-5 ; 1.11424E-5 ; 1.18433E-5 ; 7.57973E-6
Kr86 ; 3.7556E-4 ; 2.40358E-4 ; 6.7571E-4 ; 4.32454E-4 ; 5.58347E-4 ; 3.57342E-4
Kr87 ; 0.00214069 ; 0.00137004 ; 0.00226714 ; 0.00145097 ; 0.00216606 ; 0.00138628
Kr88 ; 0.0072471 ; 0.0032612 ; 0.00825004 ; 0.00371252 ; 0.00564713 ; 0.00361416
Kr89 ; 0.0154258 ; 0.00493625 ; 0.0142355 ; 0.00455536 ; 0.0113159 ; 0.00362107
Kr90 ; 0.023511 ; 0.00752351 ; 0.0204937 ; 0.00655799 ; 0.0149428 ; 0.00478168
Kr91 ; 0.0165646 ; 0.00530067 ; 0.0164198 ; 0.00525435 ; 0.0113193 ; 0.00362216
Kr92 ; 0.0105113 ; 0.0033636 ; 0.00852867 ; 0.00545835 ; 0.00857336 ; 0.00548695
Kr93 ; 0.00324199 ; 0.00207487 ; 0.00305605 ; 0.00195587 ; 0.00348258 ; 0.00222885
Kr94 ; 7.8277E-4 ; 5.00973E-4 ; 6.0032E-4 ; 3.84205E-4 ; 8.33254E-4 ; 5.33283E-4
Kr95 ; 9.51565E-5 ; 6.09002E-5 ; 7.75622E-5 ; 4.96398E-5 ; 1.24365E-4 ; 7.95937E-5
Kr96 ; 7.53E-6 ; 4.8192E-6 ; 5.87E-6 ; 3.7568E-6 ; 1.14632E-5 ; 7.33646E-6
Kr97 ; 2.90994E-7 ; 1.86236E-7 ; 2.96987E-7 ; 1.90071E-7 ; 6.66099E-7 ; 4.26303E-7
Kr98 ; 9.4498E-9 ; 6.04787E-9 ; 9.72968E-9 ; 6.227E-9 ; 2.48037E-8 ; 1.58744E-8
Kr99 ; 1.77646E-11 ; 1.13694E-11 ; 6.38067E-11 ; 4.08363E-11 ; 2.42588E-10 ; 1.55256E-10
Kr100 ; 1.45E-12 ; 9.28E-13 ; 3.21E-12 ; 2.0544E-12 ; 9.94279E-12 ; 6.36339E-12
Kr101 ; 1.98255E-13 ; 1.26883E-13 ;  ;  ;  ; 
Rb79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 6.4218E-14 ; 4.10996E-14
Rb83 ; 4.72E-12 ; 3.0208E-12 ; 6.52E-11 ; 4.1728E-11 ; 4.11116E-10 ; 2.63114E-10
Rb84 ; 4.28E-10 ; 2.7392E-10 ; 5.25E-9 ; 3.36E-9 ; 1.49042E-8 ; 9.53868E-9
Rb85 ; 4.06E-8 ; 2.5984E-8 ; 2.26E-7 ; 1.4464E-7 ; 4.13116E-7 ; 2.64394E-7
Rb86 ; 5.65E-7 ; 3.616E-7 ; 2.345E-6 ; 1.5008E-6 ; 3.01585E-6 ; 1.93014E-6
Rb86m ; 5.65E-7 ; 3.616E-7 ; 2.345E-6 ; 1.5008E-6 ; 3.01585E-6 ; 1.93014E-6
Rb87 ; 2.748E-5 ; 1.75872E-5 ; 6.572E-5 ; 4.20608E-5 ; 6.33778E-5 ; 4.05618E-5
Rb88 ; 2.6605E-4 ; 1.70272E-4 ; 6.406E-4 ; 4.09984E-4 ; 4.2851E-4 ; 2.74247E-4
Rb89 ; 0.00206262 ; 0.00132008 ; 0.00387896 ; 0.00248253 ; 0.00214375 ; 0.001372
Rb90 ; 0.00133397 ; 8.53741E-4 ; 0.00158566 ; 0.00101482 ; 7.66856E-4 ; 4.90788E-4
Rb90m ; 0.00568534 ; 0.00363862 ; 0.0077406 ; 0.00495398 ; 0.00620246 ; 0.00396958
Rb91 ; 0.0178112 ; 0.00569957 ; 0.0198316 ; 0.00456127 ; 0.0128839 ; 0.00412285
Rb92 ; 0.0250592 ; 0.00801894 ; 0.0268829 ; 0.00860251 ; 0.0238224 ; 0.00762317
Rb93 ; 0.0288116 ; 0.00921972 ; 0.0267332 ; 0.00855462 ; 0.0247969 ; 0.00793499
Rb94 ; 0.0169926 ; 0.00543764 ; 0.0153732 ; 0.00491942 ; 0.0157606 ; 0.0050434
Rb95 ; 0.00865393 ; 0.00553852 ; 0.0061011 ; 0.0039047 ; 0.0066626 ; 0.00426407
Rb96 ; 0.00185847 ; 0.00118942 ; 0.00143067 ; 9.15629E-4 ; 0.001747 ; 0.00111808
Rb97 ; 3.2596E-4 ; 2.08614E-4 ; 2.3731E-4 ; 1.51878E-4 ; 2.96583E-4 ; 1.89813E-4
Rb98 ; 2.956E-5 ; 1.89184E-5 ; 2.457E-5 ; 1.57248E-5 ; 3.28792E-5 ; 2.10427E-5
Rb99 ; 5.64318E-7 ; 3.61164E-7 ; 6.40735E-7 ; 4.1007E-7 ; 1.22811E-6 ; 7.85988E-7
Rb100 ; 5.93E-8 ; 3.7952E-8 ; 8.13E-8 ; 5.2032E-8 ; 1.18033E-7 ; 7.55412E-8
Rb101 ; 6.29786E-9 ; 4.03063E-9 ; 3.85847E-10 ; 2.46942E-10 ; 1.06329E-9 ; 6.80507E-10
Rb102 ; 1.02625E-11 ; 6.56798E-12 ; 1.48385E-11 ; 9.49665E-12 ; 4.80069E-11 ; 3.07244E-11
Rb103 ; 8.33467E-13 ; 5.33419E-13 ; 2.86588E-12 ; 1.83416E-12 ;  ; 
Sr83 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.24035E-14 ; 7.93823E-15
Sr84 ; 0.0 ; 0.0 ; 1.7E-13 ; 1.088E-13 ; 1.34038E-12 ; 8.57841E-13
Sr85 ; 6.25E-13 ; 4.0E-13 ; 1.295E-11 ; 8.288E-12 ; 5.50155E-11 ; 3.52099E-11
Sr85m ; 6.25E-13 ; 4.0E-13 ; 1.295E-11 ; 8.288E-12 ; 5.50155E-11 ; 3.52099E-11
Sr86 ; 1.7E-10 ; 1.088E-10 ; 1.78E-9 ; 1.1392E-9 ; 4.73133E-9 ; 3.02805E-9
Sr87 ; 9.78E-9 ; 6.2592E-9 ; 6.72E-8 ; 4.3008E-8 ; 1.25035E-7 ; 8.00225E-8
Sr87m ; 2.29E-9 ; 1.4656E-9 ; 1.38E-8 ; 8.832E-9 ; 1.54043E-8 ; 9.85877E-9
Sr88 ; 5.22E-7 ; 3.3408E-7 ; 2.52E-6 ; 1.6128E-6 ; 2.63074E-6 ; 1.68367E-6
Sr89 ; 1.124E-5 ; 7.1936E-6 ; 2.929E-5 ; 1.87456E-5 ; 3.573E-5 ; 2.28672E-5
Sr90 ; 1.5986E-4 ; 1.0231E-4 ; 3.3124E-4 ; 2.11994E-4 ; 3.13648E-4 ; 2.00735E-4
Sr91 ; 0.00102712 ; 6.57357E-4 ; 0.00196424 ; 0.00125711 ; 0.00151214 ; 9.67773E-4
Sr92 ; 0.00551357 ; 0.00352869 ; 0.00771415 ; 0.00493706 ; 0.00704457 ; 0.00450852
Sr93 ; 0.0142523 ; 0.00456074 ; 0.0189393 ; 0.00606058 ; 0.0182118 ; 0.00582779
Sr94 ; 0.0303959 ; 0.00972668 ; 0.03091 ; 0.00989121 ; 0.0290897 ; 0.00930872
Sr95 ; 0.0350436 ; 0.011214 ; 0.0337817 ; 0.0108102 ; 0.031935 ; 0.0102192
Sr96 ; 0.0288665 ; 0.00923729 ; 0.0221183 ; 0.00707785 ; 0.0219174 ; 0.00701358
Sr97 ; 0.0127525 ; 0.00408079 ; 0.0110311 ; 0.00352995 ; 0.0101121 ; 0.00323586
Sr98 ; 0.0048157 ; 0.00308205 ; 0.00338529 ; 0.00216659 ; 0.0031518 ; 0.00201715
Sr99 ; 0.00100391 ; 6.425E-4 ; 7.33519E-4 ; 4.69452E-4 ; 6.36771E-4 ; 4.07533E-4
Sr100 ; 1.153E-4 ; 7.3792E-5 ; 1.039E-4 ; 6.6496E-5 ; 9.38964E-5 ; 6.00937E-5
Sr101 ; 1.12037E-5 ; 7.17037E-6 ; 8.60961E-6 ; 5.51015E-6 ; 8.0412E-6 ; 5.14637E-6
Sr102 ; 4.8699E-7 ; 3.11673E-7 ; 4.51985E-7 ; 2.89271E-7 ; 3.63054E-7 ; 2.32355E-7
Sr103 ; 3.95509E-8 ; 2.53126E-8 ; 6.3948E-8 ; 4.09268E-8 ; 3.50645E-9 ; 2.24413E-9
Sr104 ; 2.01E-10 ; 1.2864E-10 ; 2.58E-10 ; 1.6512E-10 ; 2.07058E-10 ; 1.32517E-10
Sr105 ; 1.31439E-12 ; 8.41211E-13 ; 5.02434E-12 ; 3.21558E-12 ; 1.36694E-11 ; 8.7484E-12
Sr106 ; 1.35648E-13 ; 8.6815E-14 ;  ;  ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y87 ; 2.5E-13 ; 1.6E-13 ; 5.1E-12 ; 3.264E-12 ; 2.1206E-11 ; 1.35718E-11
Y88 ; 3.1E-11 ; 1.984E-11 ; 5.26E-10 ; 3.3664E-10 ; 1.14032E-9 ; 7.29805E-10
Y89 ; 6.01E-10 ; 3.8464E-10 ; 3.97E-9 ; 2.5408E-9 ; 4.85136E-9 ; 3.10487E-9
Y89m ; 2.56E-9 ; 1.6384E-9 ; 1.94E-8 ; 1.2416E-8 ; 3.9211E-8 ; 2.50951E-8
Y90 ; 6.3E-8 ; 4.032E-8 ; 3.55E-7 ; 2.272E-7 ; 5.55156E-7 ; 3.553E-7
Y90m ; 6.3E-8 ; 4.032E-8 ; 3.55E-7 ; 2.272E-7 ; 5.55156E-7 ; 3.553E-7
Y91 ; 1.84E-6 ; 1.1776E-6 ; 6.805E-6 ; 4.3552E-6 ; 7.57213E-6 ; 4.84616E-6
Y91m ; 1.84E-6 ; 1.1776E-6 ; 6.805E-6 ; 4.3552E-6 ; 7.57213E-6 ; 4.84616E-6
Y92 ; 5.443E-5 ; 3.48352E-5 ; 1.4503E-4 ; 9.28192E-5 ; 1.93864E-4 ; 1.24073E-4
Y93 ; 2.9801E-4 ; 1.90726E-4 ; 6.25235E-4 ; 4.0015E-4 ; 6.89744E-4 ; 4.41436E-4
Y93m ; 2.9801E-4 ; 1.90726E-4 ; 6.25235E-4 ; 4.0015E-4 ; 6.89744E-4 ; 4.41436E-4
Y94 ; 0.00306045 ; 0.00195869 ; 0.00549833 ; 0.00351893 ; 0.00572601 ; 0.00366465
Y95 ; 0.0132872 ; 0.00425189 ; 0.0164322 ; 0.00525829 ; 0.0162714 ; 0.00520684
Y96 ; 0.00243738 ; 0.00155992 ; 0.00254493 ; 0.00162876 ; 0.00167039 ; 0.00106905
Y96m ; 0.0219364 ; 0.00701966 ; 0.0257618 ; 0.00824376 ; 0.0261695 ; 0.00837424
Y97 ; 0.01934 ; 0.0123776 ; 0.0190836 ; 0.0122135 ; 0.0161008 ; 0.0103045
Y97m ; 0.01934 ; 0.0123776 ; 0.0190836 ; 0.0122135 ; 0.0161008 ; 0.0103045
Y98 ; 0.0163782 ; 0.00524101 ; 0.0155908 ; 0.00498905 ; 0.0129214 ; 0.00413484
Y98m ; 0.0163775 ; 0.00524081 ; 0.0155903 ; 0.0049889 ; 0.012921 ; 0.0041347
Y99 ; 0.0261666 ; 0.0083733 ; 0.0183062 ; 0.00585797 ; 0.0136318 ; 0.00436218
Y100 ; 0.0075229 ; 0.00481466 ; 0.00751153 ; 0.00480738 ; 0.00555327 ; 0.00355409
Y101 ; 0.0030077 ; 0.00192493 ; 0.00187045 ; 0.00119709 ; 0.00135842 ; 8.6939E-4
Y102 ; 3.5425E-4 ; 2.2672E-4 ; 3.0347E-4 ; 1.94221E-4 ; 1.89153E-4 ; 1.21058E-4
Y103 ; 4.71005E-5 ; 3.01443E-5 ; 3.29461E-5 ; 2.10855E-5 ; 1.77515E-5 ; 1.13609E-5
Y104 ; 1.86E-6 ; 1.1904E-6 ; 1.74E-6 ; 1.1136E-6 ; 1.03029E-6 ; 6.59385E-7
Y105 ; 4.17535E-8 ; 2.67222E-8 ; 5.04534E-8 ; 3.22902E-8 ; 6.92016E-8 ; 4.4289E-8
Y106 ; 4.30906E-9 ; 2.7578E-9 ; 1.2442E-10 ; 7.9629E-11 ; 5.60742E-10 ; 3.58875E-10
Y107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 9.96643E-11 ; 6.37851E-11
Y108 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 8.4508E-12 ; 5.40851E-12
Y109 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;  ; 
Y111 ; 0.0 ; 0.0 ;  ;  ;  ; 
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.26092E-14 ; 2.08699E-14
Zr89 ; 2.56E-14 ; 1.6384E-14 ; 8.06E-13 ; 5.1584E-13 ; 3.66103E-12 ; 2.34306E-12
Zr90 ; 2.37E-12 ; 1.5168E-12 ; 3.955E-11 ; 2.5312E-11 ; 1.37039E-10 ; 8.77046E-11
Zr90m ; 2.37E-12 ; 1.5168E-12 ; 3.955E-11 ; 2.5312E-11 ; 1.37039E-10 ; 8.77046E-11
Zr91 ; 4.25E-10 ; 2.72E-10 ; 5.01E-9 ; 3.2064E-9 ; 1.09031E-8 ; 6.97796E-9
Zr92 ; 2.97E-8 ; 1.9008E-8 ; 2.0E-7 ; 1.28E-7 ; 4.06114E-7 ; 2.59913E-7
Zr93 ; 9.32E-7 ; 5.9648E-7 ; 4.78E-6 ; 3.0592E-6 ; 8.46238E-6 ; 5.41592E-6
Zr94 ; 2.154E-5 ; 1.37856E-5 ; 6.932E-5 ; 4.43648E-5 ; 1.00308E-4 ; 6.41972E-5
Zr95 ; 2.3803E-4 ; 1.52339E-4 ; 6.357E-4 ; 4.06848E-4 ; 8.07307E-4 ; 5.16676E-4
Zr96 ; 0.00178588 ; 0.00114296 ; 0.00311015 ; 0.0019905 ; 0.00367572 ; 0.00235246
Zr97 ; 0.00675353 ; 0.00432226 ; 0.0117142 ; 0.00374854 ; 0.010916 ; 0.00349311
Zr98 ; 0.0203619 ; 0.00651581 ; 0.0245175 ; 0.00563903 ; 0.0219352 ; 0.00701927
Zr99 ; 0.0351406 ; 0.011245 ; 0.0361179 ; 0.0115577 ; 0.0282636 ; 0.00904434
Zr100 ; 0.035816 ; 0.0114611 ; 0.0386483 ; 0.0123675 ; 0.0292526 ; 0.00936083
Zr101 ; 0.0319338 ; 0.0102188 ; 0.026067 ; 0.00834144 ; 0.0187775 ; 0.0060088
Zr102 ; 0.0147489 ; 0.00471966 ; 0.0119751 ; 0.00383204 ; 0.00748789 ; 0.00479225
Zr103 ; 0.00501726 ; 0.00321105 ; 0.00383979 ; 0.00245747 ; 0.00203626 ; 0.00130321
Zr104 ; 8.5146E-4 ; 5.44934E-4 ; 6.1692E-4 ; 3.94829E-4 ; 3.50649E-4 ; 2.24415E-4
Zr105 ; 7.42783E-5 ; 4.75381E-5 ; 5.77595E-5 ; 3.69661E-5 ; 3.58809E-5 ; 2.29638E-5
Zr106 ; 7.66569E-6 ; 4.90604E-6 ; 3.78988E-6 ; 2.42552E-6 ; 4.24063E-6 ; 2.714E-6
Zr107 ; 6.90203E-13 ; 4.4173E-13 ; 1.95004E-13 ; 1.24803E-13 ; 7.53715E-7 ; 4.82378E-7
Zr108 ; 1.44E-13 ; 9.216E-14 ; 1.01E-14 ; 6.464E-15 ; 6.39095E-8 ; 4.09021E-8
Zr109 ; 2.42273E-15 ; 1.55055E-15 ; 2.88785E-16 ; 1.84822E-16 ; 7.6648E-10 ; 4.90547E-10
Zr110 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.52155E-11 ; 3.53379E-11
Zr111 ; 1.75812E-17 ; 1.1252E-17 ; 9.88181E-13 ; 6.32436E-13 ; 5.68606E-12 ; 3.63908E-12
Zr112 ; 2.65284E-14 ; 1.69782E-14 ; 3.31209E-14 ; 2.11974E-14 ;  ; 
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0 ; 9.15E-14 ; 5.856E-14 ; 5.26148E-13 ; 3.36735E-13
Nb92 ; 4.53E-13 ; 2.8992E-13 ; 1.22E-11 ; 7.808E-12 ; 5.81163E-11 ; 3.71945E-11
Nb93 ; 5.52E-11 ; 3.5328E-11 ; 8.22E-10 ; 5.2608E-10 ; 3.27092E-9 ; 2.09339E-9
Nb93m ; 1.29E-11 ; 8.256E-12 ; 1.68E-10 ; 1.0752E-10 ; 4.04114E-10 ; 2.58633E-10
Nb94 ; 2.72E-9 ; 1.7408E-9 ; 3.08E-8 ; 1.9712E-8 ; 9.65271E-8 ; 6.17774E-8
Nb94m ; 1.89E-9 ; 1.2096E-9 ; 1.81E-8 ; 1.1584E-8 ; 3.39095E-8 ; 2.17021E-8
Nb95 ; 1.93E-7 ; 1.2352E-7 ; 1.23E-6 ; 7.872E-7 ; 2.8308E-6 ; 1.81171E-6
Nb95m ; 4.52E-8 ; 2.8928E-8 ; 2.52E-7 ; 1.6128E-7 ; 3.50098E-7 ; 2.24063E-7
Nb96 ; 5.04E-6 ; 3.2256E-6 ; 2.287E-5 ; 1.46368E-5 ; 4.18017E-5 ; 2.67531E-5
Nb97 ; 6.802E-5 ; 4.35328E-5 ; 2.2663E-4 ; 1.45043E-4 ; 3.09897E-4 ; 1.98334E-4
Nb97m ; 1.595E-5 ; 1.0208E-5 ; 4.642E-5 ; 2.97088E-5 ; 3.83008E-5 ; 2.45125E-5
Nb98 ; 4.8068E-4 ; 3.07635E-4 ; 0.00125685 ; 8.04384E-4 ; 0.00161104 ; 0.00103107
Nb98m ; 1.6023E-4 ; 1.02547E-4 ; 3.5482E-4 ; 2.27085E-4 ; 2.8432E-4 ; 1.81965E-4
Nb99 ; 3.4191E-4 ; 2.18822E-4 ; 5.0142E-4 ; 3.20909E-4 ; 4.974E-4 ; 3.18336E-4
Nb99m ; 0.00393169 ; 0.00251628 ; 0.0057658 ; 0.00369011 ; 0.00571957 ; 0.00366052
Nb100 ; 0.00492543 ; 0.00315228 ; 0.00877021 ; 0.00561293 ; 0.00813541 ; 0.00520666
Nb100m ; 0.00492543 ; 0.00315228 ; 0.00877021 ; 0.00561293 ; 0.00813541 ; 0.00520666
Nb101 ; 0.0299403 ; 0.00958091 ; 0.0302765 ; 0.00968849 ; 0.0260448 ; 0.00833434
Nb102 ; 0.0150267 ; 0.0096171 ; 0.017877 ; 0.0114413 ; 0.0136636 ; 0.00874471
Nb102m ; 0.0150267 ; 0.0096171 ; 0.017877 ; 0.0114413 ; 0.0136636 ; 0.00874471
Nb103 ; 0.0368135 ; 0.0117803 ; 0.0303394 ; 0.0097086 ; 0.0196909 ; 0.00630108
Nb104 ; 0.00733286 ; 0.00469303 ; 0.00673033 ; 0.00430741 ; 0.00466988 ; 0.00298872
Nb104m ; 0.00733286 ; 0.00469303 ; 0.00673033 ; 0.00430741 ; 0.00466988 ; 0.00298872
Nb105 ; 0.00514229 ; 0.00329107 ; 0.00384567 ; 0.00246123 ; 0.00273947 ; 0.00175326
Nb106 ; 0.00147195 ; 9.42048E-4 ; 7.7679E-4 ; 4.97146E-4 ; 7.54522E-4 ; 4.82894E-4
Nb107 ; 1.131E-5 ; 7.2384E-6 ; 2.62E-6 ; 1.6768E-6 ; 2.6161E-4 ; 1.6743E-4
Nb108 ; 8.67E-7 ; 5.5488E-7 ; 1.65E-7 ; 1.056E-7 ; 4.46525E-5 ; 2.85776E-5
Nb109 ; 3.97E-8 ; 2.5408E-8 ; 3.88E-9 ; 2.4832E-9 ; 3.88032E-6 ; 2.48341E-6
Nb110 ; 9.23E-10 ; 5.9072E-10 ; 4.95E-11 ; 3.168E-11 ; 2.89081E-7 ; 1.85012E-7
Nb111 ; 2.88094E-10 ; 1.8438E-10 ; 9.92311E-9 ; 6.35079E-9 ; 2.87859E-8 ; 1.84229E-8
Nb112 ; 8.42711E-10 ; 5.39335E-10 ; 2.4364E-10 ; 1.5593E-10 ; 2.42018E-10 ; 1.54892E-10
Nb113 ; 1.9767E-13 ; 1.26509E-13 ; 3.33383E-13 ; 2.13365E-13 ; 2.57245E-11 ; 1.64637E-11
Nb114 ; 1.22222E-14 ; 7.82223E-15 ; 5.77783E-15 ; 3.69781E-15 ; 1.16513E-12 ; 7.4568E-13
Nb115 ; 1.30536E-15 ; 8.35432E-16 ;  ;  ;  ; 
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0 ; 5.1E-15 ; 3.264E-15 ; 5.25148E-14 ; 3.36094E-14
