Product , Th232  Fast (500 keV) 
Product ,  
Product , Yield 
Nd154 ,0.0000371892
Nd155 ,0.0000248994
Nd156 ,0.0000184496
Nd157 ,0.00000397991
Nd158 ,0.000000960978
Nd159 ,0.0000000491989
Nd160 ,0.00000000611986
Nd161 ,1.29951E-10
Nd162 ,5.60982E-12
Nd163 ,1.25996E-13
Nd164 ,0
Nd165 ,1.04912E-18
Nd166 ,1.67288E-20
Nd167 ,8.96344E-22
Pm141 ,0
Pm143 ,0
Pm144 ,0
Pm145 ,0
Pm146 ,0
Pm147 ,0
Pm148 ,1.95996E-13
Pm148m ,5.29988E-13
Pm149 ,4.70989E-11
Pm150 ,0.00000000144997
Pm151 ,0.0000000380991
Pm152 ,0.000000056932
Pm152m ,0.000000056932
Pm152n ,0.000000056932
Pm153 ,0.000000999977
Pm154 ,0.000000713984
Pm154m ,0.000000713984
Pm155 ,0.00000353992
Pm156 ,0.00000660985
Pm157 ,0.00000469989
Pm158 ,0.00000266994
Pm159 ,0.000000480989
Pm160 ,0.000000161996
Pm161 ,0.0000000136997
Pm162 ,0.00000000171996
Pm163 ,1.65996E-10
Pm164 ,6.49985E-12
Pm165 ,6.55975E-14
Pm166 ,8.88404E-16
Pm167 ,5.6045E-17
Pm168 ,  
Pm169 ,1.19301E-21
Sm143 ,0
Sm143m ,0
Sm144 ,0
Sm145 ,0
Sm146 ,0
Sm147 ,0
Sm148 ,0
Sm149 ,0
Sm150 ,1.86996E-14
Sm151 ,1.21997E-12
Sm152 ,3.57992E-11
Sm153 ,7.12984E-10
Sm154 ,0.0000000045399
Sm155 ,0.0000000349992
Sm156 ,0.000000266994
Sm157 ,0.000000512988
Sm158 ,0.000000993978
Sm159 ,0.00000043199
Sm160 ,0.000000479989
Sm161 ,0.0000000992978
Sm162 ,0.000000043599
Sm163 ,0.0000000116997
Sm164 ,0.00000000178996
Sm165 ,5.48988E-11
Sm166 ,2.92905E-12
Sm167 ,1.5694E-13
Sm168 ,0
Sm169 ,1.11431E-16
Sm170 ,0
Sm171 ,1.09046E-21
Sm172 ,5.7666E-23
Eu147 ,0
Eu149 ,0
Eu151 ,0
Eu152 ,0
Eu152m ,0
Eu152n ,0
Eu153 ,1.10997E-14
Eu154 ,1.09998E-13
Eu154m ,1.09998E-13
Eu155 ,7.79982E-12
Eu156 ,2.02995E-10
Eu157 ,0.00000000157996
Eu158 ,0.0000000087798
Eu159 ,0.0000000147997
Eu160 ,0.000000043499
Eu161 ,0.0000000309993
Eu162 ,0.0000000315993
Eu163 ,0.0000000280994
Eu164 ,0.0000000103998
Eu165 ,0.00000000117997
Eu166 ,1.71996E-10
Eu167 ,3.77991E-11
Eu168 ,3.54992E-12
Eu169 ,2.08884E-13
Eu170 ,0
Eu171 ,6.81822E-17
Eu172 ,3.06242E-18
Gd147 ,0
Gd149 ,0
Gd151 ,0
Gd152 ,0
Gd153 ,0
Gd154 ,0
Gd155 ,0
Gd156 ,0
Gd157 ,2.36995E-13
Gd158 ,5.59987E-12
Gd159 ,2.94993E-11
Gd160 ,3.63992E-10
Gd161 ,7.51983E-10
Gd162 ,0.00000000283994
Gd163 ,0.00000000649985
Gd164 ,0.00000000795982
Gd165 ,0.00000000213995
Gd166 ,0.00000000101998
Gd167 ,5.68987E-10
Gd168 ,1.94996E-10
Gd169 ,3.28993E-11
Gd170 ,3.28993E-12
Gd171 ,1.90928E-13
Gd172 ,1.00967E-14
Tb151 ,0
Tb153 ,0
Tb155 ,0
Tb156 ,0
Tb156m ,0
Tb157 ,0
Tb158 ,0
Tb158m ,0
Tb159 ,0
Tb160 ,4.86989E-14
Tb161 ,4.4199E-13
Tb162 ,2.48994E-12
Tb162m ,2.48994E-12
Tb163 ,4.72989E-11
Tb164 ,1.59996E-10
Tb165 ,1.60996E-10
Tb166 ,1.87996E-10
Tb167 ,3.50992E-10
Tb168 ,2.78994E-10
Tb169 ,1.59996E-10
Tb170 ,4.02991E-11
Tb171 ,8.9598E-12
Tb172 ,1.34997E-12
Dy155 ,0
Dy156 ,0
Dy157 ,0
Dy158 ,0
Dy159 ,0
Dy160 ,0
Dy161 ,0
Dy162 ,0
Dy163 ,1.74996E-14
Dy164 ,2.49994E-13
Dy165 ,6.74985E-13
Dy165m ,9.19979E-14
Dy166 ,3.54992E-12
Dy167 ,1.85996E-11
Dy168 ,5.23988E-11
Dy169 ,7.45983E-11
Dy170 ,6.05986E-11
Dy171 ,3.21993E-11
Dy172 ,1.62996E-11
Ho159 ,0
Ho159m ,0
Ho161 ,0
Ho161m ,0
Ho162 ,0
Ho162m ,0
Ho163 ,0
Ho163m ,0
Ho164 ,0
Ho164m ,0
Ho165 ,0
Ho166 ,0
Ho166m ,0
Ho167 ,2.55994E-14
Ho168 ,2.10995E-13
Ho169 ,1.20997E-12
Ho170 ,1.30997E-12
Ho170m ,1.30997E-12
Ho171 ,4.99989E-12
Ho172 ,5.98986E-12
Er161 ,0
Er162 ,0
Er163 ,0
Er164 ,0
Er165 ,0
Er166 ,0
Er167 ,0
Er167m ,0
Er168 ,0
Er169 ,0
Er170 ,0
Er171 ,5.43988E-14
Er172 ,2.49994E-13
Tm165 ,0
Tm166 ,0
Tm167 ,0
Tm168 ,0
Tm169 ,0
Tm170 ,0
Tm171 ,0
Tm172 ,0
Yb166 ,0
Yb167 ,0
Yb168 ,0
Yb169 ,0
Yb169m ,0
Yb170 ,0
Yb171 ,0
Yb172 ,0
Lu169 ,0
Lu169m ,0
Lu171 ,0
Lu171m ,0
Lu172 ,0
Lu172m ,0
Hf171 ,0
Hf172 ,0
