Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Ru120 ; 2.61E-13 ; 1.6704E-13
Ru121 ; 4.44149E-15 ; 2.84256E-15
Ru122 ; 0.0 ; 0.0
Ru124 ; 0.0 ; 0.0
Rh99 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0
Rh101m ; 0.0 ; 0.0
Rh102 ; 0.0 ; 0.0
Rh102m ; 0.0 ; 0.0
Rh103 ; 0.0 ; 0.0
Rh103m ; 0.0 ; 0.0
Rh104 ; 0.0 ; 0.0
Rh104m ; 0.0 ; 0.0
Rh105 ; 0.0 ; 0.0
Rh105m ; 0.0 ; 0.0
Rh106 ; 5.36E-10 ; 3.4304E-10
Rh106m ; 5.36E-10 ; 3.4304E-10
Rh107 ; 5.86E-8 ; 3.7504E-8
Rh108 ; 5.84E-7 ; 3.7376E-7
Rh108m ; 5.84E-7 ; 3.7376E-7
Rh109 ; 6.76E-6 ; 4.3264E-6
Rh109m ; 6.76E-6 ; 4.3264E-6
Rh110 ; 3.504E-5 ; 2.24256E-5
Rh110m ; 3.504E-5 ; 2.24256E-5
Rh111 ; 2.9906E-4 ; 1.91398E-4
Rh112 ; 3.2737E-4 ; 2.09517E-4
Rh113 ; 5.078E-4 ; 3.24992E-4
Rh114 ; 2.8014E-4 ; 1.7929E-4
Rh115 ; 1.9023E-4 ; 1.21747E-4
Rh116 ; 4.874E-5 ; 3.11936E-5
Rh117 ; 1.061E-5 ; 6.7904E-6
Rh118 ; 1.39E-6 ; 8.896E-7
Rh119 ; 1.14E-7 ; 7.296E-8
Rh120 ; 4.95E-9 ; 3.168E-9
Rh121 ; 1.14996E-10 ; 7.35972E-11
Rh122 ; 1.5E-12 ; 9.6E-13
Rh123 ; 0.0 ; 0.0
Rh124 ; 0.0 ; 0.0
Pd99 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0
Pd102 ; 0.0 ; 0.0
Pd103 ; 0.0 ; 0.0
Pd104 ; 0.0 ; 0.0
Pd105 ; 0.0 ; 0.0
Pd106 ; 2.81E-14 ; 1.7984E-14
Pd107 ; 2.34E-12 ; 1.4976E-12
Pd107m ; 5.2E-12 ; 3.328E-12
Pd108 ; 6.79E-10 ; 4.3456E-10
Pd109 ; 1.04E-8 ; 6.656E-9
Pd109m ; 2.32E-8 ; 1.4848E-8
Pd110 ; 7.15E-7 ; 4.576E-7
Pd111 ; 3.47E-6 ; 2.2208E-6
Pd111m ; 7.73E-6 ; 4.9472E-6
Pd112 ; 3.996E-5 ; 2.55744E-5
Pd113 ; 1.854E-4 ; 1.18656E-4
Pd114 ; 2.877E-4 ; 1.84128E-4
Pd115 ; 5.2265E-4 ; 3.34496E-4
Pd116 ; 3.6981E-4 ; 2.36678E-4
Pd117 ; 2.3355E-4 ; 1.49472E-4
Pd118 ; 9.625E-5 ; 6.16E-5
Pd119 ; 2.587E-5 ; 1.65568E-5
Pd120 ; 4.06E-6 ; 2.5984E-6
Pd121 ; 3.59E-7 ; 2.2976E-7
Pd122 ; 1.83E-8 ; 1.1712E-8
Pd123 ; 4.87E-10 ; 3.1168E-10
Pd124 ; 0.0 ; 0.0
Pd125 ; 0.0 ; 0.0
Pd126 ; 0.0 ; 0.0
Pd128 ; 0.0 ; 0.0
Pd129 ; 0.0 ; 0.0
Pd130 ; 0.0 ; 0.0
Ag103 ; 0.0 ; 0.0
Ag105 ; 0.0 ; 0.0
Ag105m ; 0.0 ; 0.0
Ag106 ; 0.0 ; 0.0
Ag106m ; 0.0 ; 0.0
Ag107 ; 0.0 ; 0.0
Ag107m ; 0.0 ; 0.0
Ag108 ; 8.35E-15 ; 5.344E-15
