Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
As88 ; 7.58E-6 ; 4.8512E-6
As89 ; 4.54991E-7 ; 2.91194E-7
As90 ; 9.38197E-9 ; 6.00446E-9
As91 ; 9.68891E-10 ; 6.2009E-10
As92 ; 9.70998E-13 ; 6.21438E-13
As93 ; 1.19347E-13 ; 7.63821E-14
Se72 ; 0.0 ; 0.0
Se73 ; 0.0 ; 0.0
Se73m ; 0.0 ; 0.0
Se74 ; 0.0 ; 0.0
Se75 ; 0.0 ; 0.0
Se76 ; 3.54E-13 ; 2.2656E-13
Se77 ; 6.31E-12 ; 4.0384E-12
Se77m ; 4.63E-11 ; 2.9632E-11
Se78 ; 3.57E-9 ; 2.2848E-9
Se79 ; 1.09E-7 ; 6.976E-8
Se79m ; 1.48E-8 ; 9.472E-9
Se80 ; 2.53E-6 ; 1.6192E-6
Se81 ; 4.09E-6 ; 2.6176E-6
Se81m ; 2.998E-5 ; 1.91872E-5
Se82 ; 2.3503E-4 ; 1.50419E-4
Se83 ; 9.4231E-4 ; 6.03078E-4
Se83m ; 1.93E-4 ; 1.2352E-4
Se84 ; 0.00342684 ; 0.00219318
Se85 ; 0.00251281 ; 0.0016082
Se85m ; 0.00249608 ; 0.00159749
Se86 ; 0.00566304 ; 0.00362435
Se87 ; 0.00346417 ; 0.00221707
Se88 ; 0.00135321 ; 8.66054E-4
Se89 ; 3.2103E-4 ; 2.05459E-4
Se90 ; 4.37406E-5 ; 2.7994E-5
Se91 ; 3.30903E-6 ; 2.11778E-6
Se92 ; 1.50999E-7 ; 9.66394E-8
Se93 ; 1.35957E-8 ; 8.70127E-9
Se94 ; 6.81E-11 ; 4.3584E-11
Se95 ; 6.26924E-13 ; 4.01231E-13
Se96 ; 0.0 ; 0.0
Br75 ; 0.0 ; 0.0
Br77 ; 0.0 ; 0.0
Br77m ; 0.0 ; 0.0
Br78 ; 1.27E-13 ; 8.128E-14
Br79 ; 3.39E-12 ; 2.1696E-12
Br79m ; 1.28E-11 ; 8.192E-12
Br80 ; 2.73E-10 ; 1.7472E-10
Br80m ; 9.67E-10 ; 6.1888E-10
Br81 ; 6.34E-8 ; 4.0576E-8
Br82 ; 1.21E-6 ; 7.744E-7
Br82m ; 4.48E-7 ; 2.8672E-7
Br83 ; 2.897E-5 ; 1.85408E-5
Br84 ; 9.988E-5 ; 6.39232E-5
Br84m ; 2.1224E-4 ; 1.35834E-4
Br85 ; 0.00144865 ; 9.27136E-4
Br86 ; 0.00244416 ; 0.00156426
Br86m ; 0.00244141 ; 0.0015625
Br87 ; 0.00892584 ; 0.00571254
Br88 ; 0.0107015 ; 0.00342448
Br89 ; 0.00866721 ; 0.00554701
Br90 ; 0.00405893 ; 0.00259772
Br91 ; 0.00114909 ; 7.35418E-4
Br92 ; 1.9656E-4 ; 1.25798E-4
Br93 ; 2.08964E-5 ; 1.33737E-5
Br94 ; 1.35E-6 ; 8.64E-7
Br95 ; 3.21402E-8 ; 2.05698E-8
Br96 ; 9.88E-10 ; 6.3232E-10
Br97 ; 3.80096E-12 ; 2.43261E-12
Br98 ; 7.26641E-14 ; 4.6505E-14
Kr77 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0
Kr79 ; 0.0 ; 0.0
Kr79m ; 0.0 ; 0.0
Kr80 ; 1.82E-14 ; 1.1648E-14
Kr81 ; 3.25E-12 ; 2.08E-12
Kr81m ; 4.44E-13 ; 2.8416E-13
Kr82 ; 3.93E-10 ; 2.5152E-10
Kr83 ; 2.27E-8 ; 1.4528E-8
Kr83m ; 4.64E-9 ; 2.9696E-9
Kr84 ; 1.18E-6 ; 7.552E-7
Kr85 ; 1.735E-5 ; 1.1104E-5
Kr85m ; 3.55E-6 ; 2.272E-6
Kr86 ; 2.4621E-4 ; 1.57574E-4
Kr87 ; 0.00151913 ; 9.72243E-4
Kr88 ; 0.00529227 ; 0.00338705
Kr89 ; 0.0130339 ; 0.00417086
Kr90 ; 0.0180725 ; 0.0057832
Kr91 ; 0.0163644 ; 0.0052366
Kr92 ; 0.0093107 ; 0.00595885
Kr93 ; 0.00349376 ; 0.00223601
Kr94 ; 8.2948E-4 ; 5.30867E-4
Kr95 ; 1.09768E-4 ; 7.02514E-5
Kr96 ; 8.7E-6 ; 5.568E-6
Kr97 ; 4.32996E-7 ; 2.77118E-7
Kr98 ; 1.12999E-8 ; 7.23195E-9
Kr99 ; 8.52229E-12 ; 5.45426E-12
Kr100 ; 2.15E-12 ; 1.376E-12
Kr101 ; 9.82638E-14 ; 6.28888E-14
Rb79 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0
Rb83 ; 7.86E-13 ; 5.0304E-13
Rb84 ; 1.43E-10 ; 9.152E-11
Rb85 ; 1.06E-8 ; 6.784E-9
Rb86 ; 2.45E-7 ; 1.568E-7
Rb86m ; 2.45E-7 ; 1.568E-7
Rb87 ; 1.207E-5 ; 7.7248E-6
Rb88 ; 1.4565E-4 ; 9.3216E-5
Rb89 ; 0.00124628 ; 7.97619E-4
Rb90 ; 8.8886E-4 ; 5.6887E-4
Rb90m ; 0.00433781 ; 0.0027762
Rb91 ; 0.0141266 ; 0.0045205
Rb92 ; 0.0231695 ; 0.00741423
Rb93 ; 0.0260768 ; 0.00834459
